sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1371,5,A,,Code Description,Text,0..1,,Free format description of the measurable code,gl-cor,0,Measurable,BU12a_02,/CO12a/CO11a/CO10a/BU12a/BU12a_02,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Code Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.CodDscr,計測可能物コード説明,計測可能物のコードの説明。
1372,5,A,,Measurable Category,Char,0..1,,Category of the measurable,gl-cor,0,Measurable,BU12a_03,/CO12a/CO11a/CO10a/BU12a/BU12a_03,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Measurable Category,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.MesrblCatgry,計測可能物カテゴリ,計測可能物のカテゴリ。
1373,5,A,,Measurable Identification,Char,0..1,,Internal inventory part or SKU number or other code identifier for the measurable.,gl-cor,0,Measurable,BU12a_04,/CO12a/CO11a/CO10a/BU12a/BU12a_04,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Measurable Identification,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.MesrblIdntfc,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。
1374,5,A,,Schema for Measurable Identification,Char,0..1,,URI or other identifier for schema with which measurable ID can be validated,gl-cor,0,Measurable,BU12a_05,/CO12a/CO11a/CO10a/BU12a/BU12a_05,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Schema for Measurable Identification,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SchmForMesrblIdntfc,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。
1375,5,A,,Secondary Measurable Identifier,Char,0..1,,Second identifier (such as vendor's item number),gl-cor,0,Measurable,BU12a_06,/CO12a/CO11a/CO10a/BU12a/BU12a_06,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Secondary Measurable Identifier,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SecndrMesrblId,計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。
1376,5,A,,Schema for Secondary Measurable Identification,Char,0..1,,URI or other identifier for schema with which measurable ID Other can be validated,gl-cor,0,Measurable,BU12a_07,/CO12a/CO11a/CO10a/BU12a/BU12a_07,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Schema for Secondary Measurable Identification,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SchmForSecndrMesrblIdntfc,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。
1377,5,A,,Measurable Description,Text,0..1,,Text description of measurable (e.g. inventory item or other identifier),gl-cor,0,Measurable,BU12a_08,/CO12a/CO11a/CO10a/BU12a/BU12a_08,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Measurable Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.MesrblDscr,計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）
1378,5,A,,Qualifier,Char,0..1,,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Sgl-corecard information",gl-cor,0,Measurable,BU12a_10,/CO12a/CO11a/CO10a/BU12a/BU12a_10,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Qualifier,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.Qulfr,修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。
1379,5,A,,Start Time,Date,0..1,,Start time of the duration being measured,gl-cor,0,Measurable,BU12a_12,/CO12a/CO11a/CO10a/BU12a/BU12a_12,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Start Time,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.StrtTim,開始日時,計量期間の開始時刻。
1380,5,A,,End Time,Date,0..1,,End time of the duration being measured,gl-cor,0,Measurable,BU12a_13,/CO12a/CO11a/CO10a/BU12a/BU12a_13,$.Accounting Entries.Entry Header.Entry Detail.Measurable.End Time,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.EndTim,終了日時,計量期間の終了時刻。
1381,5,A,,Measurable Class ID,Char,0..1,,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",gl-cor,0,Measurable,BU12a_EH12_15,/CO12a/CO11a/CO10a/BU12a/BU12a_EH12_15,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Measurable Class ID,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.MesrblClssId,測定可能なクラスID,在庫、固定資産、またはその他の測定可能なクラスを識別するための列挙されたコード。列挙：原材料、仕掛品、完成品、組立品、消耗品、土地、建物、機械、家具、車両、その他。
1382,5,A,,Measurable Class Description,Text,0..1,,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,gl-cor,0,Measurable,BU12a_EH12_16,/CO12a/CO11a/CO10a/BU12a/BU12a_EH12_16,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Measurable Class Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.MesrblClssDscr,測定可能なクラスの説明,gl-ehm：measurableClassIDに関連付けられた自由形式の説明で、他の列挙値の特殊化または明確化を提供します。
1383,5,A,,Costing Method Code,Char,0..1,,"An enumerated code for the inventory (or other measurable) costing method. Enumerated as: LIFO, FIFO, average, weighted-average, standard-cost, tax-basis, book-basis, other.",gl-cor,0,Measurable,BU12a_EH12_17,/CO12a/CO11a/CO10a/BU12a/BU12a_EH12_17,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Costing Method Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.CostngMethdCod,原価計算方法コード,在庫（または他の測定可能な）原価計算方法の列挙されたコード。列挙：LIFO、FIFO、平均、加重平均、標準コスト、税ベース、帳簿ベース、その他。
1384,5,A,,Costing Method Description,Text,0..1,,Free format description associated with gl-ehm:costingMethodCode to provide specialization of clarification for the enumerated value of other.,gl-cor,0,Measurable,BU12a_EH12_18,/CO12a/CO11a/CO10a/BU12a/BU12a_EH12_18,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Costing Method Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.CostngMethdDscr,原価計算方法の説明,gl-ehm：costingMethodCodeに関連付けられた自由形式の説明。他の列挙値の明確化を専門化します。
1385,5,A,,Geospatial Coordinate,Char,0..1,,"Enter a relevant location for this item. Format can be either:
- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E
- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418
- Decimal degrees (DD): 41.40338, 2.17403",gl-cor,0,Measurable,BU12a_EH12_19,/CO12a/CO11a/CO10a/BU12a/BU12a_EH12_19,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Geospatial Coordinate,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.GesptlCordnt,地理空間座標,"このアイテムに関連する場所を入力します。形式は次のいずれかになります。
-度、分、秒（DMS）：41°24'12.2""N2°10'26.5""E
-度と小数分（DMM）：41 24.2028、2 10.4418
-10度（DD）：41.40338、2.17403"
1386,5,C,,Quantity,,0..1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,Quantity,GE01a,/CO12a/CO11a/CO10a/BU12a/GE01a,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Quantity,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.Qt,【数量】,特定の単位での数量を指定するクラス
1387,6,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,Quantity,GE01a_01,/CO12a/CO11a/CO10a/BU12a/GE01a_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Quantity.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.Qt.Vl,値,指定された項目またはリソースの数値量
1388,6,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02a,/CO12a/CO11a/CO10a/BU12a/GE02a,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Quantity.Measurement Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.Qt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
1389,7,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02a_01,/CO12a/CO11a/CO10a/BU12a/GE02a_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Quantity.Measurement Unit.UOM Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.Qt.MeaUnt.UomCod,測定単位コード,測定単位のコード
1390,5,C,,Unit Price,,0..1,,"A class that specifies the pricing structure of a single unit of a product or service, combining the monetary value with the associated quantity of measurement.",gl-cor,0,Unit Price,GE03a,/CO12a/CO11a/CO10a/BU12a/GE03a,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc,【単価】,製品やサービスの単一単位に対する価格構造を指定するクラスで、金銭的価値と関連する測定単位の組み合わせ
1391,6,C,,(Value) Amount,,1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Value) Amount,GE04f,/CO12a/CO11a/CO10a/BU12a/GE04f,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Value) Amount,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.ValAmt,【金額】,特定の通貨での金額を指定するクラス
1392,7,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Value) Amount,GE04f_01,/CO12a/CO11a/CO10a/BU12a/GE04f_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Value) Amount.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.ValAmt.Vl,値,金額を表す数値
1393,7,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05g,/CO12a/CO11a/CO10a/BU12a/GE05g,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Value) Amount.Currency,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.ValAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1394,8,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05g_01,/CO12a/CO11a/CO10a/BU12a/GE05g_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Value) Amount.Currency.Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.ValAmt.Cur.Cd,コード,通貨の公式コード
1395,6,C,,(Base) Quantity,,1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,(Base) Quantity,GE01b,/CO12a/CO11a/CO10a/BU12a/GE01b,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Base) Quantity,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.BasQt,【数量】,特定の単位での数量を指定するクラス
1396,7,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,(Base) Quantity,GE01b_01,/CO12a/CO11a/CO10a/BU12a/GE01b_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Base) Quantity.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.BasQt.Vl,値,指定された項目またはリソースの数値量
1397,7,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02b,/CO12a/CO11a/CO10a/BU12a/GE02b,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Base) Quantity.Measurement Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.BasQt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
1398,8,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02b_01,/CO12a/CO11a/CO10a/BU12a/GE02b_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit Price.(Base) Quantity.Measurement Unit.UOM Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.UntPrc.BasQt.MeaUnt.UomCod,測定単位コード,測定単位のコード
1399,5,C,,Serial Lot,,0..*,,"Tuple for holding information about serial numbers or lots (batches). As a tuple, this permits multiple serial numbers or multiple lot number batches within a single gl-gl-cor:measurable structure.",gl-cor,0,Serial Lot,EH02a,/CO12a/CO11a/CO10a/BU12a/EH02a,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot,【シリアルロット】,シリアル番号またはロット（バッチ）に関する情報を保持するためのタプル。タプルとして、これにより、単一のgl-gl-cor：measurable構造内で複数のシリアル番号または複数のロット番号のバッチが許可されます。
1400,6,A,,Code,Char,0..1,,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the tuple, neither is assumed.",gl-cor,0,Serial Lot,EH02a_01,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Cd,シリアルロットコード,このアイテムはシリアル番号またはロット番号で追跡されていますか？シリアル番号は通常、単一に割り当てられた一意の番号です。アイテムのバッチがファンジブルであるが、他のバッチの同様のアイテムと区別する必要がある場合は、ロット番号またはバッチ番号が提供されます。シリアルまたはロットアイテムの列挙型インジケーター。列挙は、シリアル、ロット、その他、どちらでもありません。タプルに含まれていない場合、どちらも想定されません。
1401,6,A,,Description,Text,0..1,,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,gl-cor,0,Serial Lot,EH02a_02,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_02,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Dscr,シリアルロットの説明,gl-ehm：serialLotCodeに関連付けられた自由形式の説明。特殊化を提供し、特にserialLotCode内の他の列挙値を明確にします。例としては、「バッチ」や「グループ」などがあります。
1402,6,A,,Number,Char,0..1,,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,gl-cor,0,Serial Lot,EH02a_03,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_03,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Number,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Nr,シリアルロット番号,アイテムまたはアイテムのバッチに割り当てられた実際のシリアル番号またはロット（バッチ）番号/コードの所有者。
1403,6,A,,Next Number,Char,0..1,,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",gl-cor,0,Serial Lot,EH02a_04,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_04,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Next Number,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.NextNr,次のシリアルロット番号,将来の割り当てに与えられる次の予想されるシリアル番号またはロット番号を保持するためのフィールド、またはすでに割り当てられたアイテム間のチェーンのためのフィールド。
1404,6,A,,Origination,Date,0..1,,Date of manufacture or creation.,gl-cor,0,Serial Lot,EH02a_05,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_05,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Origination,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Orgntn,シリアルロットオリジネーション,製造日または作成日。
1405,6,A,,Expiration,Date,0..1,,Expiration date of the batch.,gl-cor,0,Serial Lot,EH02a_06,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_06,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Expiration,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Exprtn,シリアルロットの有効期限,バッチの有効期限。
1406,6,A,,Manufacturer,Name,0..1,,Manufacturer of the item (serial) or items (lot/batch).,gl-cor,0,Serial Lot,EH02a_07,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_07,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Manufacturer,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Manfct,シリアルロットメーカー,アイテム（シリアル）またはアイテム（ロット/バッチ）のメーカー。
1407,6,A,,Batch Description,Text,0..1,,A name or description of the items in the lot or batch.,gl-cor,0,Serial Lot,EH02a_08,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_08,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Batch Description,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.BatchDscr,シリアルロットバッチの説明,ロットまたはバッチ内のアイテムの名前または説明。
1408,6,A,,Comment,Text,0..1,,Free format text related to the serial number or lot.,gl-cor,0,Serial Lot,EH02a_09,/CO12a/CO11a/CO10a/BU12a/EH02a/EH02a_09,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Comment,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Commn,シリアルロットコメント,シリアル番号またはロットに関連するフリーフォーマットのテキスト。
1409,6,C,,Quantity,,0..1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,Quantity,GE01c,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01c,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Quantity,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Qt,【数量】,特定の単位での数量を指定するクラス
1410,7,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,Quantity,GE01c_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01c_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Quantity.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Qt.Vl,値,指定された項目またはリソースの数値量
1411,7,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02c,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02c,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Quantity.Measurement Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Qt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
1412,8,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02c_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02c_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Quantity.Measurement Unit.UOM Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Qt.MeaUnt.UomCod,測定単位コード,測定単位のコード
1413,6,C,,(Original) Quantity,,0..1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,(Original) Quantity,GE01d,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01d,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Original) Quantity,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.OrgnlQt,【数量】,特定の単位での数量を指定するクラス
1414,7,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,(Original) Quantity,GE01d_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01d_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Original) Quantity.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.OrgnlQt.Vl,値,指定された項目またはリソースの数値量
1415,7,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02d,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02d,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Original) Quantity.Measurement Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.OrgnlQt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
1416,8,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02d_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02d_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Original) Quantity.Measurement Unit.UOM Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.OrgnlQt.MeaUnt.UomCod,測定単位コード,測定単位のコード
1417,6,C,,(Remaining) Quantity,,0..1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,(Remaining) Quantity,GE01e,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01e,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Remaining) Quantity,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.RemnngQt,【数量】,特定の単位での数量を指定するクラス
1418,7,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,(Remaining) Quantity,GE01e_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE01e_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Remaining) Quantity.Value,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.RemnngQt.Vl,値,指定された項目またはリソースの数値量
1419,7,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02e,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02e,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Remaining) Quantity.Measurement Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.RemnngQt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
1420,8,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02e_01,/CO12a/CO11a/CO10a/BU12a/EH02a/GE02e_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.(Remaining) Quantity.Measurement Unit.UOM Code,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.RemnngQt.MeaUnt.UomCod,測定単位コード,測定単位のコード
1421,6,C,,Warranty,,0..1,,warranty covering the items.,gl-cor,0,Warranty,EH01a,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn,【保証】,アイテムの保証
1422,7,A,,Warranty Start Date,Date,0..1,,"If the items are covered by warranty, when that warranty covered will begin or has begun.",gl-cor,0,Warranty,EH01a_01,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_01,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Start Date,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntStrtDt,シリアルロット保証開始日,アイテムが保証の対象である場合、その保証の対象となる時期が開始または開始されます。
1423,7,A,,Warranty End Date,Date,0..1,,"If the items are covered by warranty, when that warranty covered will end or ended.",gl-cor,0,Warranty,EH01a_02,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_02,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty End Date,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntEndDt,シリアルロット保証終了日,アイテムが保証の対象である場合、その保証の対象となる時期は終了または終了します。
1424,7,A,,Warranty Period,Decimal,0..1,,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would Serial Lot Warranty Period Unit.",gl-cor,0,Warranty,EH01a_03,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_03,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Period,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntPer,シリアルロット保証期間,保証期間–数値部分。 30日間の保証期間の場合、30はここに移動し、その日はgl-ehm：serialLotWarrantyPeriodUnitに移動します。
1425,7,A,,Warranty Period Unit,Char,0..1,,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",gl-cor,0,Warranty,EH01a_04,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_04,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Period Unit,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntPerUnt,シリアルロット保証期間単位,保証期間–時間またはサイクル単位の部分。可能な場合は、XBRLユニットレジストリ（www.xbrl.org/utr/utr.xml）の値が推奨されます。例としては、H（時間）、D（日）、M（月）、Y（年）、マシンサイクル、km（キロメートル）などがあります。
1426,7,A,,Warranty Vendor,Name,0..1,,The vendor providing warranty; this may differ from the manufacturer.,gl-cor,0,Warranty,EH01a_05,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_05,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Vendor,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntVendr,シリアルロット保証ベンダー,保証を提供するベンダー。これはメーカーとは異なる場合があります。
1427,7,A,,Warranty Contract,Text,0..1,,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",gl-cor,0,Warranty,EH01a_06,/CO12a/CO11a/CO10a/BU12a/EH02a/EH01a_06,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Serial Lot.Warranty.Warranty Contract,AccntnEntrs.EntryHedr.EntryDetl.Mesrbl.SerlLot.Warrn.WarrntContr,シリアルロット保証契約,契約番号と日付、または詳細情報を含むURLなど、保証に関連する契約または文書情報。
1428,4,C,,Originating Document,,0..*,,"A tool to capture the flow of related documents in the gl-business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,Originating Document,TA01d,/CO12a/CO11a/CO10a/TA01d,$.Accounting Entries.Entry Header.Entry Detail.Originating Document,AccntnEntrs.EntryHedr.EntryDetl.OrgntnDoc,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。
1429,5,A,PK,Number,Identifier,0..1,,Originating document number,gl-cor,0,Originating Document,TA01d_01,/CO12a/CO11a/CO10a/TA01d/TA01d_01,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Number,AccntnEntrs.EntryHedr.EntryDetl.OrgntnDoc.Nr,発生元文書番号,発生元文書の番号。
