sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
184,4,A,,cor:Entry Header Detail Geospatial Coordinate,,0..1,,"Enter a relevant location for this item. Format can be either:
- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E
- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418
- Decimal degrees (DD): 41.40338, 2.17403",cor,cor:Entry_ Detail,CO14a_EH04_20,/CO17a/CO16a/CO14a/CO14a_EH04_20,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.ehm:Entry Detail Geospatial Coordinate,CorcEnts.CornHedr.CornDetl.EhmyDetlGespCord,地理座標,"本項目の関連位置を入力。形式は以下のいずれか：
・度分秒 (DMS): 41°24'12.2""N 2°10'26.5""E
・度と小数分 (DMM): 41 24.2028, 2 10.4418
・10進度 (DD): 41.40338, 2.17403",cor:entryHeaderDetailGeospatialCoordinate,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailGeospatialCoordinate
185,4,A,,cor:Entry Header Detail Monetary Amount,,0..1,,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail class. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",cor,cor:Entry_ Detail,CO14a_CO07_32,/CO17a/CO16a/CO14a/CO14a_CO07_32,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Monetary Amount,CorcEnts.CornHedr.CornDetl.CornDetlMontAmnt,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,cor:entryHeaderDetailMonetaryAmount,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailMonetaryAmount
186,4,A,,cor:Entry Header Detail Currency,,0..1,,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",cor,cor:Entry_ Detail,CO14a_MC05_33,/CO17a/CO16a/CO14a/CO14a_MC05_33,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.muc:Entry Detail Currency,CorcEnts.CornHedr.CornDetl.MucnDetlCurr,通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,cor:entryHeaderDetailCurrency,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailCurrency
187,4,A,,cor:Entry Header Detail Sign Indication for Amount,,0..1,,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,cor,cor:Entry_ Detail,CO14a_CO05_34,/CO17a/CO16a/CO14a/CO14a_CO05_34,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Sign Indication for Amount,CorcEnts.CornHedr.CornDetl.CornDetlSignIndnAmnt,金額符号,"金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。
[設定値のリスト]
(+)、(-)、(plus：プラス)、(minus：マイナス)",cor:entryHeaderDetailSignIndicationForAmount,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailSignIndicationForAmount
188,4,A,,cor:Entry Header Detail Debit/Credit Indicator,,0..1,,"Optional identifier of whether the amount is a (D)ebit, a (C)redit or Undefined",cor,cor:Entry_ Detail,CO14a_CO05_35,/CO17a/CO16a/CO14a/CO14a_CO05_35,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Debit/Credit Indicator,CorcEnts.CornHedr.CornDetl.CornDetlDebtIndr,貸借区分コード,"金額が借方か貸方か不定かを示す識別子。
[設定値のリスト]
(D)、(C)、(debit：借方)、(credit：貸方)、(undefined：不定)",cor:entryHeaderDetailDebit/CreditIndicator,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailDebit/CreditIndicator
189,4,A,,cor:Entry Header Detail Allocation Code,,0..1,,A code that is tied to the Enterprise's allocation system.,cor,cor:Entry_ Detail,CO14a_BU30_36,/CO17a/CO16a/CO14a/CO14a_BU30_36,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Entry Detail Allocation Code,CorcEnts.CornHedr.CornDetl.BusnDetlAllnCod,配分コード,配賦システムに結びつけるコード。,cor:entryHeaderDetailAllocationCode,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAllocationCode
190,4,A,,cor:Entry Header Detail Invoice Type,,0..1,,"Invoice Type  (self-billed, ePoS enumerated values)",cor,cor:Entry_ Detail,CO14a_CO30_37,/CO17a/CO16a/CO14a/CO14a_CO30_37,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Invoice Type,CorcEnts.CornHedr.CornDetl.CornDetlInvcType,請求書種別,"請求書の種別。(self-billed、ePoS)
[設定値のリスト]
(ePos：POSシステムからの発行)、(self-billed：手動発行)",cor:entryHeaderDetailInvoiceType,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailInvoiceType
191,4,A,,cor:Entry Header Detail Chargeable or Reimbursable,,0..1,,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",cor,cor:Entry_ Detail,CO14a_BU30_38,/CO17a/CO16a/CO14a/CO14a_BU30_38,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Entry Detail Chargeable or Reimbursable,CorcEnts.CornHedr.CornDetl.BusnDetlCharOrRemb,請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。,cor:entryHeaderDetailChargeableOrReimbursable,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailChargeableOrReimbursable
192,4,A,,cor:Entry Header Detail Payment Method,,0..1,,Method used or to be used to make the payment,cor,cor:Entry_ Detail,CO14a_BU30_39,/CO17a/CO16a/CO14a/CO14a_BU30_39,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Entry Detail Payment Method,CorcEnts.CornHedr.CornDetl.BusnDetlPaymMeth,支払方法,支払いのために使用された、または使用される方法。,cor:entryHeaderDetailPaymentMethod,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailPaymentMethod
193,4,A,,cor:Entry Header Detail Ship From,,0..1,,References organizationAddressLocationIdentifier where used. Otherwise freeform.,cor,cor:Entry_ Detail,CO14a_CO30_40,/CO17a/CO16a/CO14a/CO14a_CO30_40,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Ship From,CorcEnts.CornHedr.CornDetl.CornDetlShip,出荷元,organizationAddressLocationIdentifierの参照情報。または自由記述。,cor:entryHeaderDetailShipFrom,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailShipFrom
194,4,A,,cor:Entry Header Detail Date Shipped/Received,,0..1,,Date goods/services are shipped/received.,cor,cor:Entry_ Detail,CO14a_CO30_41,/CO17a/CO16a/CO14a/CO14a_CO30_41,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Date Shipped/Received,CorcEnts.CornHedr.CornDetl.CornDetlDatShip,出荷/受領日付,物品/サービスを出荷/受領した日付。,cor:entryHeaderDetailDateShipped/Received,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailDateShipped/Received
195,4,A,,cor:Entry Header Detail Maturity Date or Due,,0..1,,Due date or other maturity date.,cor,cor:Entry_ Detail,CO14a_CO30_42,/CO17a/CO16a/CO14a/CO14a_CO30_42,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Maturity Date or Due,CorcEnts.CornHedr.CornDetl.CornDetlMatrDatOrDue,支払期日,支払期日やその他の期日。,cor:entryHeaderDetailMaturityDateOrDue,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailMaturityDateOrDue
196,4,A,,cor:Entry Header Detail Payment Terms,,0..1,,Discount/payment terms.,cor,cor:Entry_ Detail,CO14a_CO30_43,/CO17a/CO16a/CO14a/CO14a_CO30_43,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Entry Detail Payment Terms,CorcEnts.CornHedr.CornDetl.CornDetlPaymTerm,支払条件,割引/支払い条件。,cor:entryHeaderDetailPaymentTerms,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailPaymentTerms
197,4,A,,cor:Entry Header Detail Costing Method Code,,0..1,,"An enumerated code for the inventory (or other measurable) costing method. Enumerated as: LIFO, FIFO, average, weighted-average, standard-cost, tax-basis, book-basis, other.",cor,cor:Entry_ Detail,CO14a_EH04_44,/CO17a/CO16a/CO14a/CO14a_EH04_44,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.ehm:Entry Detail Costing Method Code,CorcEnts.CornHedr.CornDetl.EhmyDetlCostMethCod,原価計算方法コード,在庫または他の測定可能な対象の原価計算方法を示す列挙コード。列挙例：LIFO、FIFO、平均法、加重平均法、標準原価法、税基準、帳簿基準、その他。,cor:entryHeaderDetailCostingMethodCode,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailCostingMethodCode
198,4,A,,cor:Entry Header Detail Costing Method Description,,0..1,,Free format description associated with gl-ehm:costingMethodCode to provide specialization of clarification for the enumerated value of other.,cor,cor:Entry_ Detail,CO14a_EH04_45,/CO17a/CO16a/CO14a/CO14a_EH04_45,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.ehm:Entry Detail Costing Method Description,CorcEnts.CornHedr.CornDetl.EhmyDetlCostMethDesc,原価計算方法の説明,「その他」の列挙値に関する補足説明または特定のための自由記述形式。,cor:entryHeaderDetailCostingMethodDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailCostingMethodDescription
199,4,A,,cor:Entry Header Detail Ticking Field,,0..1,,"Signifies that an item has been cleared, finished, finalized. When checking accounts are called for, the tick or letter showing this was done appears in this field. Can also be used for identifying that the
original document against which a payment or DR/CR memo applies has been reconciled.",cor,cor:Entry_ Detail,CO14a_TA07_46,/CO17a/CO16a/CO14a/CO14a_TA07_46,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.taf:Entry Detail Ticking Field,CorcEnts.CornHedr.CornDetl.TafnDetlTickFild,チェック欄,項目が消去または完了されたことを示す。勘定のチェックが要求される場合、処理済を示すチェックマークまたは文字が指定される。支払またはDR/CRのメモに対する元文書が、消し込まれたことを確認するためにも使用可能。,cor:entryHeaderDetailTickingField,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailTickingField
200,4,A,,cor:Entry Header Detail Document Remaining Balance,,0..1,,Balance remaining on the document,cor,cor:Entry_ Detail,CO14a_TA07_47,/CO17a/CO16a/CO14a/CO14a_TA07_47,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.taf:Entry Detail Document Remaining Balance,CorcEnts.CornHedr.CornDetl.TafnDetlDocmRemnBaln,文書上残高,文書上の残高。,cor:entryHeaderDetailDocumentRemainingBalance,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailDocumentRemainingBalance
201,4,A,,cor:Entry Header Detail UCR,,0..1,,"Unique Consignment Reference or UCR. An ""origin to destination"" reference code for international consignments, developed in cooperation with the World Customs Organization and EAN International (EAN). (http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",cor,cor:Entry_ Detail,CO14a_TA07_48,/CO17a/CO16a/CO14a/CO14a_TA07_48,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.taf:Entry Detail UCR,CorcEnts.CornHedr.CornDetl.TafnDetlUcr,UCRコード,"Unique Consignment ReferenceまたはUCR。国際委託販売のための""origin to destination""参照コード。World Customs OrganizationとEAN International (EAN)が共同で開発している。
(http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",cor:entryHeaderDetailUcr,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailUcr
202,4,C,,cor:Entry Header Detail Account Identifier,,0..*,,"Class: parent container for account numbers and identifiers applied at the transaction detail (line) level. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 

/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",cor,cor:Detail_ Account Identifier,CO09a,/CO17a/CO16a/CO14a/CO09a,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier,CorcEnts.CornHedr.CornDetl.CordAcctIdnr,【行科目識別子】,"クラス。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",cor:entryHeaderDetailAccountIdentifier,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier
203,5,A,PK,cor:Entry Header Detail Account Identifier Number,,0..1,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",cor,cor:Detail_ Account Identifier,CO09a_01,/CO17a/CO16a/CO14a/CO09a/CO09a_01,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Number,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrNumb,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。",cor:entryHeaderDetailAccountIdentifierNumber,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierNumber
204,5,A,,cor:Entry Header Detail Account Identifier Description,,0..1,,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,cor,cor:Detail_ Account Identifier,CO09a_02,/CO17a/CO16a/CO14a/CO09a/CO09a_02,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrDesc,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。,cor:entryHeaderDetailAccountIdentifierDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierDescription
205,5,A,,cor:Entry Header Detail Account Identifier Classification,,0..1,,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associated other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange. Enumerated as: asset, liability, equity, income, gain, expense, loss, contr-to-equity, distr-from-equity, comprehensive-income, other.",cor,cor:Detail_ Account Identifier,CO09a_03,/CO17a/CO16a/CO14a/CO09a/CO09a_03,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Classification,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrClas,主勘定科目区分,"主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。
[設定値のリスト]
(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他)",cor:entryHeaderDetailAccountIdentifierClassification,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierClassification
206,5,A,,cor:Entry Header Detail Account Identifier Classification Description,,0..1,,Free format description of the account classification,cor,cor:Detail_ Account Identifier,CO09a_04,/CO17a/CO16a/CO14a/CO09a/CO09a_04,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Classification Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrClasDesc,主勘定科目区分説明,主勘定科目の区分の説明。,cor:entryHeaderDetailAccountIdentifierClassificationDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierClassificationDescription
207,5,A,,cor:Entry Header Detail Account Identifier Parent Number,,0..1,,Roll up item from child natural account to parent natural account.,cor,cor:Detail_ Account Identifier,CO09a_05,/CO17a/CO16a/CO14a/CO09a/CO09a_05,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Parent Number,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrParnNumb,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。,cor:entryHeaderDetailAccountIdentifierParentNumber,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierParentNumber
208,5,A,,cor:Entry Header Detail Account Identifier Purpose of,,0..1,,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",cor,cor:Detail_ Account Identifier,CO09a_06,/CO17a/CO16a/CO14a/CO09a/CO09a_06,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Purpose of,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrPurp,勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。
[設定値のリスト]
(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)",cor:entryHeaderDetailAccountIdentifierPurposeOf,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierPurposeOf
209,5,A,,cor:Entry Header Detail Account Identifier Purpose of Description,,0..1,,Description of usage for aggregate account,cor,cor:Detail_ Account Identifier,CO09a_07,/CO17a/CO16a/CO14a/CO09a/CO09a_07,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Purpose of Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrPurpDesc,勘定科目目的説明,勘定科目群の使用法の説明。,cor:entryHeaderDetailAccountIdentifierPurposeOfDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierPurposeOfDescription
210,5,A,,cor:Entry Header Detail Account Identifier Type,,0..1,,"Type of account. Enumerated as: account, bank, employee, customer, job, vendor, measurable, statistical, other.",cor,cor:Detail_ Account Identifier,CO09a_08,/CO17a/CO16a/CO14a/CO09a/CO09a_08,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Type,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrType,科目種別,"科目の種別。
[設定値のリスト]
(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他)",cor:entryHeaderDetailAccountIdentifierType,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierType
211,5,A,,cor:Entry Header Detail Account Identifier Type Description,,0..1,,Free format description of the account type,cor,cor:Detail_ Account Identifier,CO09a_09,/CO17a/CO16a/CO14a/CO09a/CO09a_09,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Type Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrTypeDesc,科目種別説明,科目の種別の説明。,cor:entryHeaderDetailAccountIdentifierTypeDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierTypeDescription
212,5,A,,cor:Entry Header Detail Account Identifier Accounting Method,,0..1,,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",cor,cor:Detail_ Account Identifier,CO09a_BU19_10,/CO17a/CO16a/CO14a/CO09a/CO09a_BU19_10,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.bus:Entry Detail Account Identifier Accounting Method,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.BusnDetlAcctIdnrAccgMeth,仕訳会計処理方法,"この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",cor:entryHeaderDetailAccountIdentifierAccountingMethod,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierAccountingMethod
213,5,A,,cor:Entry Header Detail Account Identifier Accounting Method Description,,0..1,,Free format description of the entry accounting method,cor,cor:Detail_ Account Identifier,CO09a_BU19_11,/CO17a/CO16a/CO14a/CO09a/CO09a_BU19_11,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.bus:Entry Detail Account Identifier Accounting Method Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.BusnDetlAcctIdnrAccgMethDesc,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,cor:entryHeaderDetailAccountIdentifierAccountingMethodDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierAccountingMethodDescription
214,5,A,,cor:Entry Header Detail Account Identifier Accounting Method Purpose,,0..1,,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",cor,cor:Detail_ Account Identifier,CO09a_BU19_12,/CO17a/CO16a/CO14a/CO09a/CO09a_BU19_12,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.bus:Entry Detail Account Identifier Accounting Method Purpose,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.BusnDetlAcctIdnrAccgMethPurp,仕訳会計処理方法目的,"仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",cor:entryHeaderDetailAccountIdentifierAccountingMethodPurpose,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierAccountingMethodPurpose
215,5,A,,cor:Entry Header Detail Account Identifier Accounting Method Purpose Description,,0..1,,Free format description of the entry accounting method purpose,cor,cor:Detail_ Account Identifier,CO09a_BU19_13,/CO17a/CO16a/CO14a/CO09a/CO09a_BU19_13,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.bus:Entry Detail Account Identifier Accounting Method Purpose Description,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.BusnDetlAcctIdnrAccgMethPurpDesc,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,cor:entryHeaderDetailAccountIdentifierAccountingMethodPurposeDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierAccountingMethodPurposeDescription
216,5,A,,cor:Entry Header Detail Account Identifier Active,,0..1,,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",cor,cor:Detail_ Account Identifier,CO09a_CO19_14,/CO17a/CO16a/CO14a/CO09a/CO09a_CO19_14,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ Account Identifier.cor:Entry Detail Account Identifier Active,CorcEnts.CornHedr.CornDetl.CordAcctIdnr.CornDetlAcctIdnrActv,科目有効性,科目が有効か無効かを示すブール値。,cor:entryHeaderDetailAccountIdentifierActive,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailAccountIdentifier/cor:entryHeaderDetailAccountIdentifierActive
