JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
1138,2,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,111192,X,非仕入,0,,,,,,,0,,,0,,,,
1138,3,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,216077,X,非仕入,0,,,,,,,0,,,0,,,,
1138,4,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,94847,X,非仕入,0,,,,,,,0,,,0,,,,
1138,5,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,92652,X,非仕入,0,,,,,,,0,,,0,,,,
1138,6,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,119974,X,非仕入,0,,,,,,,0,,,0,,,,
1138,7,2021-08,2021-08-31,63,保険料 事業主負担分,10E200540,法定福利費,66245,X,非仕入,0,,,,,,,0,,,0,,,,
1138,8,2021-08,2021-08-31,63,児童拠出金 事業主負担分,10E200540,法定福利費,9672,X,非仕入,0,,,,,,,0,,,0,,,,
1138,9,2021-08,2021-08-31,63,保険料,10E200240,保険料,81000,X,非仕入,0,,,,,10A100020,現金及び預金,81000,O,-,0,20,みずほ 本店,,
1139,1,2021-08,2021-08-31,66,リース料,10E200730,借地借家料,209850,S10,標準10%,19077,,,,,10A100020,現金及び預金,209850,O,-,0,20,みずほ 本店,,
1140,1,2021-08,2021-08-31,72,保険料,10E200240,保険料,62000,X,非仕入,0,,,,,10A100020,現金及び預金,62000,O,-,0,30,三井 名古屋,,
1141,1,2021-08,2021-08-31,73,保険料支払い,10E200240,保険料,57000,X,非仕入,0,,,,,10A100020,現金及び預金,57000,O,-,0,50,福岡 北九州,,
1142,1,2021-08,2021-08-31,75,消耗品費 部門配賦,,,0,,,0,,,,,10E200200,消耗品費,281109,O,-,0,,,,
1142,2,2021-08,2021-08-31,75,,10E200200,消耗品費,30921,O,-,0,,,,,,,0,,,0,,,,
1142,3,2021-08,2021-08-31,75,,10E200200,消耗品費,134935,O,-,0,,,,,,,0,,,0,,,,
1142,4,2021-08,2021-08-31,75,,10E200200,消耗品費,28110,O,-,0,,,,,,,0,,,0,,,,
1142,5,2021-08,2021-08-31,75,,10E200200,消耗品費,67466,O,-,0,,,,,,,0,,,0,,,,
1142,6,2021-08,2021-08-31,75,,10E200200,消耗品費,19677,O,-,0,,,,,,,0,,,0,,,,
1143,1,2021-08,2021-08-31,77,運賃,10E200870,運賃,145670,S10,標準10%,13242,,,,,10B100630,未払金,145670,O,-,0,,,,
1144,1,2021-08,2021-08-31,83,車両管理費,10E201120,車両費,42500,S10,標準10%,3863,,,,,10A100020,現金及び預金,42500,O,-,0,,,,
1144,2,2021-08,2021-08-31,83,7月分支払,10B100630,未払金,7936710,O,-,0,,,,,10A100020,現金及び預金,7936710,O,-,0,20,みずほ 本店,,
1145,1,2021-08,2021-08-31,94,お茶代他,10E201270,雑費,5150,S10,標準10%,468,,,,,10A100020,現金及び預金,5150,O,-,0,,,,
1146,1,2021-08,2021-08-31,108,コーヒー代2名,10E200150,交際費,1360,S10,標準10%,123,,,,,10A100020,現金及び預金,1360,O,-,0,,,,
1147,1,2021-08,2021-08-31,110,8月1日～8月31日分売上,10A100090,売掛金,1577184,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,1577184,S10,標準10%,143380,,,,
1147,2,2021-08,2021-08-31,110,8月1日～8月31日分売上,10A100090,売掛金,3658726,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,,10D100101,電子取引売上高,3658726,S10,標準10%,332611,,,,
1147,3,2021-08,2021-08-31,110,8月1日～8月31日分売上,10A100090,売掛金,971864,O,-,0,5,㈱ABC,,,10D100102,電子取引以外売上高,971864,S10,標準10%,88351,,,,
1148,1,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,13866393,O,-,0,2,今井百貨店,,,10D100102,電子取引以外売上高,13866393,S10,標準10%,1260581,,,,
1148,2,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,692628,O,-,0,11,㈱斉藤,,,10D100102,電子取引以外売上高,692628,S10,標準10%,62966,,,,
1148,3,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,10599606,O,-,0,12,もみじﾃﾞﾊﾟｰﾄ,,,10D100102,電子取引以外売上高,10599606,S10,標準10%,963600,,,,
1148,4,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,1088296,O,-,0,13,阿部商事㈱,,,10D100102,電子取引以外売上高,1088296,S10,標準10%,98936,,,,
1148,5,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,2070096,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,2070096,S10,標準10%,188190,,,,
1148,6,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,666376,O,-,0,10,(同)ｴｲﾑ商事,,,10D100102,電子取引以外売上高,666376,S10,標準10%,60579,,,,
1148,7,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,919640,O,-,0,26,佐々木販売㈱,,,10D100101,電子取引売上高,919640,S10,標準10%,83603,,,,
1148,8,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,914454,O,-,0,30,㈱YAG,,,10D100101,電子取引売上高,914454,S10,標準10%,83132,,,,
1148,9,2021-08,2021-08-31,111,8月1日～8月31日分売上,10A100090,売掛金,544580,O,-,0,24,㈱畠山商事,,,10D100101,電子取引売上高,544580,S10,標準10%,49507,,,,
1149,1,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,1018045,O,-,0,6,㈱ｴﾝﾄﾘｰ,,,10D100102,電子取引以外売上高,1018045,S10,標準10%,92549,,,,
1149,2,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,1120992,O,-,0,7,㈱総合経営,,,10D100102,電子取引以外売上高,1120992,S10,標準10%,101908,,,,
1149,3,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,5817092,O,-,0,19,㈱ﾐﾅﾐ,,,10D100102,電子取引以外売上高,5817092,S10,標準10%,528826,,,,
1149,4,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,1108960,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,1108960,S10,標準10%,100814,,,,
1149,5,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,2661680,O,-,0,21,(同)たかだ,,,10D100101,電子取引売上高,2661680,S10,標準10%,241970,,,,
1149,6,2021-08,2021-08-31,112,8月1日～8月31日分売上,10A100090,売掛金,1695610,O,-,0,27,岩下物産㈱,,,10D100101,電子取引売上高,1695610,S10,標準10%,154146,,,,
1150,1,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,673120,O,-,0,9,高橋物産㈱,,,10D100102,電子取引以外売上高,673120,S10,標準10%,61192,,,,
1150,2,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,1128590,O,-,0,20,㈱久城商事,,,10D100101,電子取引売上高,1128590,S10,標準10%,102599,,,,
1150,3,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,710064,O,-,0,8,ﾀﾜｰ㈱,,,10D100102,電子取引以外売上高,710064,S10,標準10%,64551,,,,
1150,4,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,2583057,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,2583057,S10,標準10%,234823,,,,
1150,5,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,6477499,O,-,0,28,かめだﾃﾞﾊﾟｰﾄ,,,10D100101,電子取引売上高,6477499,S10,標準10%,588863,,,,
1150,6,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,698808,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,,10D100102,電子取引以外売上高,698808,S10,標準10%,63528,,,,
1150,7,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,558315,O,-,0,3,㈱ﾁｪｯｸ,,,10D100102,電子取引以外売上高,558315,S10,標準10%,50755,,,,
1150,8,2021-08,2021-08-31,113,8月1日～8月31日分売上,10A100090,売掛金,659000,O,-,0,23,㈱鎌田商店,,,10D100101,電子取引売上高,659000,S10,標準10%,59909,,,,
1151,1,2021-08,2021-08-31,114,8月1日～8月31日分売上,10A100090,売掛金,1096420,O,-,0,1,五越㈱,,,10D100102,電子取引以外売上高,1096420,S10,標準10%,99674,,,,
1151,2,2021-08,2021-08-31,114,8月1日～8月31日分売上,10A100090,売掛金,747840,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,747840,S10,標準10%,67985,,,,
1151,3,2021-08,2021-08-31,114,8月1日～8月31日分売上,10A100090,売掛金,554400,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,,10D100101,電子取引売上高,554400,S10,標準10%,50400,,,,
1151,4,2021-08,2021-08-31,114,8月1日～8月31日分売上,10A100090,売掛金,746944,O,-,0,22,㈱渡辺産業,,,10D100101,電子取引売上高,746944,S10,標準10%,67904,,,,
1152,1,2021-08,2021-08-31,115,8月31日伝票No294マークマーケット,10A100020,現金及び預金,1314558,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,1314558,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,
1152,2,2021-08,2021-08-31,115,8月31日伝票No294マークマーケット,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,
1153,1,2021-08,2021-08-31,116,8月31日伝票No295株式会社 ＡＢＣ,10A100020,現金及び預金,1398037,O,-,0,10,北海道 駅前,,,10A100090,売掛金,1398037,O,-,0,5,㈱ABC,,
1153,2,2021-08,2021-08-31,116,8月31日伝票No295株式会社 ＡＢＣ,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,5,㈱ABC,,
1153,3,2021-08,2021-08-31,116,リース料,10E200730,借地借家料,84000,S10,標準10%,7636,,,,,10A100020,現金及び預金,84000,O,-,0,40,三菱東京 梅田,,
1154,1,2021-08,2021-08-31,117,8月31日伝票No296もみじデパート,10A100060,受取手形,10229420,O,-,0,,,,,10A100090,売掛金,10229420,O,-,0,12,もみじﾃﾞﾊﾟｰﾄ,,
1155,1,2021-08,2021-08-31,118,8月31日伝票No297株式会社 畠山商事,10A100020,現金及び預金,394697,O,-,0,20,みずほ 本店,,,10A100090,売掛金,394697,O,-,0,24,㈱畠山商事,,
1155,2,2021-08,2021-08-31,118,8月31日伝票No297株式会社 畠山商事,10E200690,支払手数料,630,S10,標準10%,57,,,,,10A100090,売掛金,630,O,-,0,24,㈱畠山商事,,
1156,1,2021-08,2021-08-31,119,8月31日伝票No298株式会社 千代サービス,10A100020,現金及び預金,1011591,O,-,0,50,福岡 北九州,,,10A100090,売掛金,1011591,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,
1156,2,2021-08,2021-08-31,119,8月31日伝票No298株式会社 千代サービス,10E200690,支払手数料,315,S10,標準10%,28,,,,,10A100090,売掛金,315,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,
1157,1,2021-08,2021-08-31,120,8月31日伝票No454合同会社 エイム商事,10A100020,現金及び預金,740835,O,-,0,,,,,10A100090,売掛金,740835,O,-,0,10,(同)ｴｲﾑ商事,,
1158,1,2021-08,2021-08-31,121,8月1日～8月31日分仕入,10E100130,当期商品仕入高,90491,S10,標準10%,8226,,,,,10B100040,買掛金,90491,O,-,0,2,㈱Pole,,
1158,2,2021-08,2021-08-31,121,8月1日～8月31日分仕入,10E100130,当期商品仕入高,74088,S10,標準10%,6735,,,,,10B100040,買掛金,74088,O,-,0,8,㈱山下,,
1159,1,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,2953512,S10,標準10%,268501,,,,,10B100040,買掛金,2953512,O,-,0,14,(同)ｳｪｽﾄ,,
1159,2,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,3251165,S10,標準10%,295560,,,,,10B100040,買掛金,3251165,O,-,0,3,㈱ﾁｪｯｸ,,
1159,3,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,1317476,S10,標準10%,119770,,,,,10B100040,買掛金,1317476,O,-,0,13,ﾅｶﾑﾗ産業㈱,,
1159,4,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,6139436,S10,標準10%,558130,,,,,10B100040,買掛金,6139436,O,-,0,1,㈱Y2,,
1159,5,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,4398969,S10,標準10%,399906,,,,,10B100040,買掛金,4398969,O,-,0,11,㈱まつむら,,
1159,6,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,336571,S10,標準10%,30597,,,,,10B100040,買掛金,336571,O,-,0,12,㈱有江,,
1159,7,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,148176,S10,標準10%,13470,,,,,10B100040,買掛金,148176,O,-,0,8,㈱山下,,
1159,8,2021-08,2021-08-31,122,8月1日～8月31日分仕入,10E100130,当期商品仕入高,818740,S10,標準10%,74430,,,,,10B100040,買掛金,818740,O,-,0,2,㈱Pole,,
1160,1,2021-08,2021-08-31,123,8月1日～8月31日分仕入,10E100130,当期商品仕入高,1819272,S10,標準10%,165388,,,,,10B100040,買掛金,1819272,O,-,0,9,斉藤産業㈱,,
1160,2,2021-08,2021-08-31,123,8月1日～8月31日分仕入,10E100130,当期商品仕入高,1178376,S10,標準10%,107125,,,,,10B100040,買掛金,1178376,O,-,0,15,㈱はなまる商事,,
1160,3,2021-08,2021-08-31,123,8月1日～8月31日分仕入,10E100130,当期商品仕入高,3639444,S10,標準10%,330858,,,,,10B100040,買掛金,3639444,O,-,0,7,㈱ｻﾝｾｯﾄ,,
1160,4,2021-08,2021-08-31,123,8月1日～8月31日分仕入,10E100130,当期商品仕入高,44452,S10,標準10%,4041,,,,,10B100040,買掛金,44452,O,-,0,8,㈱山下,,
1160,5,2021-08,2021-08-31,123,8月1日～8月31日分仕入,10E100130,当期商品仕入高,271477,S10,標準10%,24679,,,,,10B100040,買掛金,271477,O,-,0,2,㈱Pole,,
1161,1,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,3841014,S10,標準10%,349183,,,,,10B100040,買掛金,3841014,O,-,0,5,小藤丸㈱,,
1161,2,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,944145,S10,標準10%,85831,,,,,10B100040,買掛金,944145,O,-,0,4,㈱ｱﾀｯﾁ,,
1161,3,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,3148603,S10,標準10%,286236,,,,,10B100040,買掛金,3148603,O,-,0,10,鈴木販売㈱,,
1161,4,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,3600809,S10,標準10%,327346,,,,,10B100040,買掛金,3600809,O,-,0,6,㈱ﾊﾅﾀﾞ,,
1161,5,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,123480,S10,標準10%,11225,,,,,10B100040,買掛金,123480,O,-,0,8,㈱山下,,
1161,6,2021-08,2021-08-31,124,8月1日～8月31日分仕入,10E100130,当期商品仕入高,77565,S10,標準10%,7051,,,,,10B100040,買掛金,77565,O,-,0,2,㈱Pole,,
1162,1,2021-08,2021-08-31,125,8月1日～8月31日分仕入,10E100130,当期商品仕入高,60328,S10,標準10%,5484,,,,,10B100040,買掛金,60328,O,-,0,2,㈱Pole,,
1163,1,2021-08,2021-08-31,126,8月31日伝票No206株式会社 Pole,10B100040,買掛金,1318601,O,-,0,2,㈱Pole,,,10A100020,現金及び預金,1318601,O,-,0,20,みずほ 本店,,
1164,1,2021-08,2021-08-31,127,8月31日伝票No210小藤丸株式会社,10B100040,買掛金,3841014,O,-,0,5,小藤丸㈱,,,10B100030,支払手形,3841014,O,-,0,,,,
1165,1,2021-08,2021-08-31,128,8月31日伝票No211株式会社 サンセット,10B100040,買掛金,3639444,O,-,0,7,㈱ｻﾝｾｯﾄ,,,10A100020,現金及び預金,3639444,O,-,0,20,みずほ 本店,,
1166,1,2021-08,2021-08-31,129,8月31日伝票No212斉藤産業株式会社,10B100040,買掛金,1819272,O,-,0,9,斉藤産業㈱,,,10B100030,支払手形,1819272,O,-,0,,,,
1167,1,2021-08,2021-08-31,130,8月31日伝票No214鈴木販売株式会社,10B100040,買掛金,3148603,O,-,0,10,鈴木販売㈱,,,10B100030,支払手形,3148603,O,-,0,,,,
1168,1,2021-08,2021-08-31,131,8月31日伝票No215株式会社 有江,10B100040,買掛金,336571,O,-,0,12,㈱有江,,,10A100020,現金及び預金,336571,O,-,0,20,みずほ 本店,,
1169,1,2021-08,2021-08-31,132,8月31日伝票No216ナカムラ産業株式会社,10B100040,買掛金,1239760,O,-,0,13,ﾅｶﾑﾗ産業㈱,,,10A100020,現金及び預金,1239760,O,-,0,20,みずほ 本店,,
1170,1,2021-08,2021-08-31,133,8月31日伝票No217合同会社 ウェスト,10B100040,買掛金,2953512,O,-,0,14,(同)ｳｪｽﾄ,,,10A100020,現金及び預金,2953512,O,-,0,20,みずほ 本店,,
1171,1,2021-08,2021-08-31,134,8月31日伝票No218株式会社 はなまる商事,10B100040,買掛金,1178376,O,-,0,15,㈱はなまる商事,,,10A100020,現金及び預金,1178376,O,-,0,20,みずほ 本店,,
1172,1,2021-08,2021-08-31,135,手形満期 今井百貨店,10A100020,現金及び預金,13987871,O,-,0,1,みずほ銀行,,,10A100060,受取手形,13987871,O,-,0,,,,
1173,1,2021-08,2021-08-31,136,手形期日落日 小藤丸,10B100030,支払手形,3467360,O,-,0,,,,,10A100020,現金及び預金,3467360,O,-,0,1,みずほ銀行,,
1173,2,2021-08,2021-08-31,136,手形期日落日 斉藤産業,10B100030,支払手形,1744898,O,-,0,,,,,10A100020,現金及び預金,1744898,O,-,0,1,みずほ銀行,,
1174,1,2021-08,2021-08-31,141,貸付金返済,10A100020,現金及び預金,40000,O,-,0,20,みずほ 本店,,,10A100610,短期貸付金,40000,O,-,0,,,,
1175,1,2021-08,2021-08-31,142,定期積立金,10A100020,現金及び預金,500000,O,-,0,,,,,10A100020,現金及び預金,625000,O,-,0,20,みずほ 本店,,
1175,2,2021-08,2021-08-31,142,保険積立金,10A230570,保険積立金,125000,O,-,0,,,,,,,0,,,0,,,,
1176,1,2021-08,2021-08-31,143,借入金返済,10B100790,短期借入金,653500,O,-,0,,,,,10A100020,現金及び預金,686175,O,-,0,1,みずほ銀行,,
1176,2,2021-08,2021-08-31,143,利息,10E300020,支払利息,32675,X,非仕入,0,,,,,,,0,,,0,,,,
1177,1,2021-08,2021-08-31,145,運賃,10E200870,運賃,125425,S10,標準10%,11402,,,,,10B100630,未払金,125425,O,-,0,,,,
1178,1,2021-09,2021-09-01,56,旅費,10E201230,旅費及び交通費,30980,S10,標準10%,2816,,,,,10A100020,現金及び預金,30980,O,-,0,,,,
1179,1,2021-09,2021-09-01,84,ＪＲ代,10E201230,旅費及び交通費,5200,S10,標準10%,472,,,,,10A100020,現金及び預金,5200,O,-,0,,,,
1180,1,2021-09,2021-09-02,19,旅費,10E201230,旅費及び交通費,16870,S10,標準10%,1533,,,,,10A100020,現金及び預金,16870,O,-,0,,,,
1181,1,2021-09,2021-09-02,57,JR代,10E201230,旅費及び交通費,88880,S10,標準10%,8080,,,,,10A100020,現金及び預金,88880,O,-,0,,,,
1182,1,2021-09,2021-09-02,70,お茶代,10E201270,雑費,1129,S10,標準10%,102,,,,,10A100020,現金及び預金,1129,O,-,0,,,,
1183,1,2021-09,2021-09-02,76,制服代,10E200140,福利厚生費,56000,S10,標準10%,5090,,,,,10B100630,未払金,56000,O,-,0,,,,
1184,1,2021-09,2021-09-02,94,洗剤他,10E201270,雑費,795,S10,標準10%,72,,,,,10A100020,現金及び預金,795,O,-,0,,,,
1185,1,2021-09,2021-09-02,150,食事代 長崎港屋2名,10E200150,交際費,4350,S10,標準10%,395,,,,,10A100020,現金及び預金,4350,O,-,0,,,,
1186,1,2021-09,2021-09-02,151,食事代 トルテーヤ2名,10E200150,交際費,7315,S10,標準10%,665,,,,,10A100020,現金及び預金,20939,O,-,0,,,,
1186,2,2021-09,2021-09-02,151,食事代 和風ダイニング法善寺3名,10E200150,交際費,13624,S10,標準10%,1238,,,,,,,0,,,0,,,,
1187,1,2021-09,2021-09-02,159,タクシー代,10E201230,旅費及び交通費,4650,S10,標準10%,422,,,,,10A100020,現金及び預金,4650,O,-,0,,,,
1188,1,2021-09,2021-09-02,164,事務用品,10E201110,事務用消耗品費,3105,S10,標準10%,282,,,,,10A100020,現金及び預金,3105,O,-,0,,,,
1189,1,2021-09,2021-09-03,18,旅費,10E201230,旅費及び交通費,16780,S10,標準10%,1525,,,,,10A100020,現金及び預金,16780,O,-,0,,,,
1190,1,2021-09,2021-09-03,50,駐車代,10E201120,車両費,600,S10,標準10%,54,,,,,10A100020,現金及び預金,600,O,-,0,,,,
1191,1,2021-09,2021-09-03,69,ティッシュ代,10E201270,雑費,1203,S10,標準10%,109,,,,,10A100020,現金及び預金,1203,O,-,0,,,,
1192,1,2021-09,2021-09-03,134,用紙,10E201110,事務用消耗品費,13700,S10,標準10%,1245,,,,,10A100020,現金及び預金,13700,O,-,0,,,,
1193,1,2021-09,2021-09-04,16,駐車代,10E201120,車両費,530,S10,標準10%,48,,,,,10A100020,現金及び預金,6481,O,-,0,,,,
1193,2,2021-09,2021-09-04,16,ガソリン代,10E201120,車両費,5951,S10,標準10%,541,,,,,,,0,,,0,,,,
1194,1,2021-09,2021-09-04,147,ガソリン代,10E201120,車両費,68420,S10,標準10%,6220,,,,,10B100630,未払金,68420,O,-,0,,,,
1195,1,2021-09,2021-09-05,91,9月5日伝票No299株式会社 渡辺産業,10A100020,現金及び預金,783819,O,-,0,50,福岡 北九州,,,10A100090,売掛金,783819,O,-,0,22,㈱渡辺産業,,
1195,2,2021-09,2021-09-05,91,9月5日伝票No299株式会社 渡辺産業,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,22,㈱渡辺産業,,
1196,1,2021-09,2021-09-05,92,9月5日伝票No300佐々木販売株式会社,10A100020,現金及び預金,902654,O,-,0,20,みずほ 本店,,,10A100090,売掛金,902654,O,-,0,26,佐々木販売㈱,,
1196,2,2021-09,2021-09-05,92,9月5日伝票No300佐々木販売株式会社,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,26,佐々木販売㈱,,
1197,1,2021-09,2021-09-05,93,9月5日伝票No301岩下物産株式会社,10A100020,現金及び預金,883338,O,-,0,30,三井 名古屋,,,10A100090,売掛金,883338,O,-,0,27,岩下物産㈱,,
1198,1,2021-09,2021-09-05,142,ガソリン代,10E201120,車両費,7290,S10,標準10%,662,,,,,10A100020,現金及び預金,12243,O,-,0,,,,
1198,2,2021-09,2021-09-05,142,洗車代,10E201120,車両費,1905,S10,標準10%,173,,,,,,,0,,,0,,,,
1198,3,2021-09,2021-09-05,142,駐車代,10E201120,車両費,3048,S10,標準10%,277,,,,,,,0,,,0,,,,
1199,1,2021-09,2021-09-06,10,ガソリン代,10E201120,車両費,4224,S10,標準10%,384,,,,,10A100020,現金及び預金,4224,O,-,0,,,,
1200,1,2021-09,2021-09-06,42,コーヒー代2名,10E200150,交際費,1260,S10,標準10%,114,,,,,10A100020,現金及び預金,1260,O,-,0,,,,
1201,1,2021-09,2021-09-06,43,食事代 トン吉2名,10E200150,交際費,4120,S10,標準10%,374,,,,,10A100020,現金及び預金,4120,O,-,0,,,,
1202,1,2021-09,2021-09-06,110,タクシー代,10E201230,旅費及び交通費,2290,S10,標準10%,208,,,,,10A100020,現金及び預金,2290,O,-,0,,,,
1203,1,2021-09,2021-09-06,133,税理士報酬,10E200600,支払報酬,139710,S10,標準10%,12700,,,,,10A100020,現金及び預金,139710,O,-,0,20,みずほ 本店,,
1204,1,2021-09,2021-09-07,21,JR代,10E201230,旅費及び交通費,69500,S10,標準10%,6318,,,,,10A100020,現金及び預金,69500,O,-,0,,,,
1205,1,2021-09,2021-09-07,22,旅費,10E201230,旅費及び交通費,50000,S10,標準10%,4545,,,,,10A100020,現金及び預金,50000,O,-,0,,,,
1206,1,2021-09,2021-09-08,9,コーヒー代2名,10E200150,交際費,1400,S10,標準10%,127,,,,,10A100020,現金及び預金,1400,O,-,0,,,,
1207,1,2021-09,2021-09-09,20,旅費,10E201230,旅費及び交通費,38970,S10,標準10%,3542,,,,,10A100020,現金及び預金,38970,O,-,0,,,,
1208,1,2021-09,2021-09-09,148,ガソリン代,10E201120,車両費,6865,S10,標準10%,624,,,,,10A100020,現金及び預金,9151,O,-,0,,,,
1208,2,2021-09,2021-09-09,148,高速代,10E201120,車両費,2286,S10,標準10%,207,,,,,,,0,,,0,,,,
1209,1,2021-09,2021-09-10,44,手土産代 五越百貨店,10E200150,交際費,2540,S10,標準10%,230,,,,,10A100020,現金及び預金,2540,O,-,0,,,,
1210,1,2021-09,2021-09-10,62,源泉税支払,10B100690,預り金,260493,O,-,0,3,源泉税,,,10A100020,現金及び預金,709993,O,-,0,20,みずほ 本店,,
1210,2,2021-09,2021-09-10,62,住民税支払,10B100690,預り金,449500,O,-,0,2,住民税,,,,,0,,,0,,,,
1211,1,2021-09,2021-09-10,66,有線,10E201270,雑費,5000,S10,標準10%,454,,,,,10B100630,未払金,39286,O,-,0,,,,
1211,2,2021-09,2021-09-10,66,警備料,10E201270,雑費,34286,S10,標準10%,3116,,,,,,,0,,,0,,,,
1212,1,2021-09,2021-09-10,73,ゴルフプレー代,10E200150,交際費,18600,S10,標準10%,1690,,,,,10A100020,現金及び預金,18600,O,-,0,,,,
1213,1,2021-09,2021-09-10,81,ガソリン代,10E201120,車両費,4931,S10,標準10%,448,,,,,10A100020,現金及び預金,5503,O,-,0,,,,
1213,2,2021-09,2021-09-10,81,駐車代,10E201120,車両費,572,S10,標準10%,52,,,,,,,0,,,0,,,,
1214,1,2021-09,2021-09-10,85,電話代,10E200180,通信費,69152,S10,標準10%,6286,,,,,10A100020,現金及び預金,69152,O,-,0,30,三井 名古屋,,
1214,2,2021-09,2021-09-10,85,ＪＲ代,10E201230,旅費及び交通費,6000,S10,標準10%,545,,,,,10A100020,現金及び預金,6000,O,-,0,,,,
1215,1,2021-09,2021-09-10,94,9月10日伝票No302株式会社 ミナミ,10A100020,現金及び預金,570942,O,-,0,30,三井 名古屋,,,10A100090,売掛金,570942,O,-,0,19,㈱ﾐﾅﾐ,,
1215,2,2021-09,2021-09-10,94,9月10日伝票No302株式会社 ミナミ,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,19,㈱ﾐﾅﾐ,,
1216,1,2021-09,2021-09-10,95,9月10日伝票No303かめだデパート,10A100060,受取手形,5178380,O,-,0,,,,,10A100090,売掛金,5178380,O,-,0,28,かめだﾃﾞﾊﾟｰﾄ,,
1217,1,2021-09,2021-09-10,96,9月10日伝票No477株式会社 チェック,10B100040,買掛金,627649,O,-,0,3,㈱ﾁｪｯｸ,,,10A100090,売掛金,627649,O,-,0,3,㈱ﾁｪｯｸ,,
