JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
1118,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
1118,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1119,,,,,,54,2021-08-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1715.0,155.0,S10,Standard 10%,10A100020,Cash and deposits,,,,2573.0,0.0,O,-,,,,,,
1119,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1119,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1119,2.0,,,,,,,,,,Parking Fee,10E201120,Vehicle expenses,,,,858.0,78.0,S10,Standard 10%,,,,,,,,,,,,,,,
1119,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1120,,,,,,75,2021-08-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1.0,,,,,,,,,,Food and Beverage Cost Izakaya Chickens 10 People,10E200150,Entertainment expenses,,,,40320.0,3665.0,S10,Standard 10%,10A100020,Cash and deposits,,,,40320.0,0.0,O,-,,,,,,
1120,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1120,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1121,,,,,,93,2021-08-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1.0,,,,,,,,,,Maintenance Cost,10E201000,Repair and maintenance expenses,,,,17850.0,1622.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,17850.0,0.0,O,-,,,,,,
1121,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1121,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1122,,,,,,140,2021-08-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1122,1.0,,,,,,,,,,Fund Transfer,10A100020,Cash and deposits,,,,15500000.0,0.0,O,-,10A100020,Cash and deposits,,,,5000000.0,0.0,O,-,,,,,,
1122,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
1122,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
1122,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1122,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1122,2.0,,,,,,,,,,Fund Transfer,,,,,,,,,,10A100020,Cash and deposits,,,,4000000.0,0.0,O,-,,,,,,
1122,2.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
1122,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1122,3.0,,,,,,,,,,Fund Transfer,,,,,,,,,,10A100020,Cash and deposits,,,,3500000.0,0.0,O,-,,,,,,
1122,3.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
1122,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1122,4.0,,,,,,,,,,Fund Transfer,,,,,,,,,,10A100020,Cash and deposits,,,,3000000.0,0.0,O,-,,,,,,
1122,4.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
1122,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1123,,,,,,67,2021-08-29,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1123,1.0,,,,,,,,,,Membership Fee Payment,10E201140,Membership fee,,,,30000.0,0.0,O,-,10A100020,Cash and deposits,,,,30000.0,0.0,O,-,,,,,,
1123,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1123,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1124,,,,,,70,2021-08-29,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1.0,,,,,,,,,,Golf play fee 4 people,10E200150,Entertainment expenses,,,,42800.0,3890.0,S10,Standard 10%,10A100020,Cash and deposits,,,,42800.0,0.0,O,-,,,,,,
1124,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1124,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1125,,,,,,49,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1125,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,170382.0,15489.0,S10,Standard 10%,10A100020,Cash and deposits,,,,170382.0,0.0,O,-,,,,,,
1125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1125,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1125,2.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,24532.0,2230.0,S10,Standard 10%,10A100020,Cash and deposits,,,,24532.0,0.0,O,-,,,,,,
1125,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1125,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1126,,,,,,70,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,6000.0,545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,58381.0,0.0,O,-,,,,,,
1126,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1126,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1126,2.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,52381.0,4761.0,S10,Standard 10%,,,,,,,,,,,,,,,
1126,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1126,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,56500.0,5136.0,S10,Standard 10%,10A100020,Cash and deposits,,,,56500.0,0.0,O,-,,,,,,
1126,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1126,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1126,4.0,,,,,,,,,,Cleaning Fee,10E201270,Miscellaneous expenses,,,,73500.0,6681.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,73500.0,0.0,O,-,,,,,,
1126,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1126,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1127,,,,,,76,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,5623.0,511.0,S10,Standard 10%,10A100020,Cash and deposits,,,,49109.0,0.0,O,-,,,,,,
1127,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1127,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1127,2.0,,,,,,,,,,Tire fee 175/60-144 bottles,10E201120,Vehicle expenses,,,,42286.0,3844.0,S10,Standard 10%,,,,,,,,,,,,,,,
1127,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1127,3.0,,,,,,,,,,Tire replacement substitute,10E201120,Vehicle expenses,,,,1200.0,109.0,S10,Standard 10%,,,,,,,,,,,,,,,
1127,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1128,,,,,,81,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1128,1.0,,,,,,,,,,Tea Cost,10E200140,Welfare expenses,,,,19800.0,1800.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,19800.0,0.0,O,-,,,,,,
1128,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1128,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1129,,,,,,96,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1129,1.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,22470.0,2042.0,S10,Standard 10%,10A100020,Cash and deposits,,,,22470.0,0.0,O,-,,,,,,
1129,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
1129,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1129,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1130,,,,,,99,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1130,1.0,,,,,,,,,,Freight,10E200870,Freight costs,,,,684500.0,62227.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,684500.0,0.0,O,-,,,,,,
1130,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1130,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1131,,,,,,100,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1131,1.0,,,,,,,,,,Membership Fee,10E200140,Welfare expenses,,,,6000.0,545.0,S10,Standard 10%,10A100020,Cash and deposits,,,,6000.0,0.0,O,-,,,,,,
1131,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1131,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1132,,,,,,115,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1132,1.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,64500.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,64500.0,0.0,O,-,,,,,,
1132,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
1132,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1132,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1133,,,,,,121,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1133,1.0,,,,,,,,,,Tea Cost,10E200140,Welfare expenses,,,,12000.0,1090.0,S10,Standard 10%,10A100020,Cash and deposits,,,,12000.0,0.0,O,-,,,,,,
1133,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1133,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1134,,,,,,137,2021-08-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1134,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,6000.0,545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,48858.0,0.0,O,-,,,,,,
1134,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1134,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1134,2.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,42858.0,3896.0,S10,Standard 10%,,,,,,,,,,,,,,,
1134,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1134,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,45070.0,4097.0,S10,Standard 10%,10A100020,Cash and deposits,,,,45070.0,0.0,O,-,,,,,,
1134,3.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
1134,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1134,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1134,4.0,,,,,,,,,,Cleaning Fee,10E201270,Miscellaneous expenses,,,,73500.0,6681.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,73500.0,0.0,O,-,,,,,,
1134,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1134,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1135,,,,,,1,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1135,1.0,,,,,,,,,,Fare Sagawa Express,10E200870,Freight costs,,,,88330.0,8030.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,88330.0,0.0,O,-,,,,,,
1135,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
1135,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1136,,,,,,36,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1136,1.0,,,,,,,,,,Fare Yamato Transport,10E200870,Freight costs,,,,1618610.0,147146.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,2535325.0,0.0,O,-,,,,,,
1136,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1136,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1136,2.0,,,,,,,,,,Fare Sagawa Express,10E200870,Freight costs,,,,916715.0,83337.0,S10,Standard 10%,,,,,,,,,,,,,,,
1136,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1137,,,,,,40,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1137,1.0,,,,,,,,,,Advertisement,10E200050,Advertising expenses,,,,50000.0,4545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,50000.0,0.0,O,-,,,,,,
1137,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1137,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1138,,,,,,63,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1.0,,,,,,,,,,Insurance Premium Advance,10B100690,Deposits received,,,,700982.0,0.0,O,-,10A100020,Cash and deposits,,,,1411641.0,0.0,O,-,,,,,,
1138,1.0,,1.0,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,,,,,,,,,,
1138,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
1138,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1138,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1138,2.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,111192.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1138,3.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,216077.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1138,4.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,94847.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
1138,5.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,92652.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1138,6.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,119974.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1138,7.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,66245.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1138,8.0,,,,,,,,,,Employer's Share of Child Contribution,10E200540,Legal welfare expenses,,,,9672.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
1138,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1138,9.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,81000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,81000.0,0.0,O,-,,,,,,
1138,9.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
1138,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1138,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1139,,,,,,66,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1139,1.0,,,,,,,,,,Lease Payments,10E200730,Rent expenses on land and buildings,,,,209850.0,19077.0,S10,Standard 10%,10A100020,Cash and deposits,,,,209850.0,0.0,O,-,,,,,,
1139,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
1139,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1139,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1140,,,,,,72,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1140,1.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,62000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,62000.0,0.0,O,-,,,,,,
1140,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
1140,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1140,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1141,,,,,,73,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1141,1.0,,,,,,,,,,Insurance Premium Payment,10E200240,Insurance expenses,,,,57000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,57000.0,0.0,O,-,,,,,,
1141,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
1141,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1141,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1142,,,,,,75,2021-08-31,2021-02-01,8,21,,,,,,,,,,,,,,,,,,,,,,,,,
1142,1.0,,,,,,,,,,Consumables Cost Department Allocation,,,,,,,,,,10E200200,Supplies expenses,,,,281109.0,0.0,O,-,,,,,,
1142,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1142,2.0,,,,,,,,,,,10E200200,Supplies expenses,,,,30921.0,0.0,O,-,,,,,,,,,,,,,,,
1142,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
1142,3.0,,,,,,,,,,,10E200200,Supplies expenses,,,,134935.0,0.0,O,-,,,,,,,,,,,,,,,
1142,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
1142,4.0,,,,,,,,,,,10E200200,Supplies expenses,,,,28110.0,0.0,O,-,,,,,,,,,,,,,,,
1142,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1142,5.0,,,,,,,,,,,10E200200,Supplies expenses,,,,67466.0,0.0,O,-,,,,,,,,,,,,,,,
1142,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1142,6.0,,,,,,,,,,,10E200200,Supplies expenses,,,,19677.0,0.0,O,-,,,,,,,,,,,,,,,
1142,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
1143,,,,,,77,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1143,1.0,,,,,,,,,,Freight,10E200870,Freight costs,,,,145670.0,13242.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,145670.0,0.0,O,-,,,,,,
1143,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1143,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1144,,,,,,83,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1144,1.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,42500.0,3863.0,S10,Standard 10%,10A100020,Cash and deposits,,,,42500.0,0.0,O,-,,,,,,
1144,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1144,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1144,2.0,,,,,,,,,,Payment for July,10B100630,Accounts payable - other,,,,7936710.0,0.0,O,-,10A100020,Cash and deposits,,,,7936710.0,0.0,O,-,,,,,,
1144,2.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
1144,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1144,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1145,,,,,,94,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1145,1.0,,,,,,,,,,Tea Cost and Others,10E201270,Miscellaneous expenses,,,,5150.0,468.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5150.0,0.0,O,-,,,,,,
1145,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
1145,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1146,,,,,,108,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1146,1.0,,,,,,,,,,Coffee fee 2 people,10E200150,Entertainment expenses,,,,1360.0,123.0,S10,Standard 10%,10A100020,Cash and deposits,,,,1360.0,0.0,O,-,,,,,,
1146,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
1146,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
1147,,,,,,110,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1147,1.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,1577184.0,0.0,O,-,10D100100,Gross sales,,,,1577184.0,143380.0,S10,Standard 10%,,,,,,
1147,1.0,,1.0,,,,,,,,,,,14,"Fujita Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
1147,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1147,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
1147,2.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,3658726.0,0.0,O,-,10D100100,Gross sales,,,,3658726.0,332611.0,S10,Standard 10%,,,,,,
1147,2.0,,1.0,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
1147,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1147,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
1147,3.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,971864.0,0.0,O,-,10D100100,Gross sales,,,,971864.0,88351.0,S10,Standard 10%,,,,,,
1147,3.0,,1.0,,,,,,,,,,,5,"ABC Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
1147,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1147,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
1148,,,,,,111,2021-08-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,13866393.0,0.0,O,-,10D100100,Gross sales,,,,13866393.0,1260581.0,S10,Standard 10%,,,,,,
1148,1.0,,1.0,,,,,,,,,,,2,Imai Department Store,sub-account,,,,,,,,,,,,,,,,,,,
1148,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1148,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
1148,2.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,692628.0,0.0,O,-,10D100100,Gross sales,,,,692628.0,62966.0,S10,Standard 10%,,,,,,
1148,2.0,,1.0,,,,,,,,,,,11,"Saito Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
1148,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
1148,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
1148,3.0,,,,,,,,,,Sales for the period from August 1th to August 31th,10A100090,Accounts receivable - trade,,,,10599606.0,0.0,O,-,10D100100,Gross sales,,,,10599606.0,963600.0,S10,Standard 10%,,,,,,
