sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2848,1,C,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,Sales,0,ID,SL02a_GE26_GE04_01,/SL02a_GE26_GE04_01,$.Sales Contract Line.Contract Line.ID,SalContrLncntLn.Id,,
2849,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,Sales,0,Contract Line,SL02b_GE26_GE04_01,/SL02a_GE26_GE04_01/SL02b_GE26_GE04_01,$.Sales Contract Line.Contract Line.ID,SalContrLncntLn.Id,,
2850,2,A,,Number,Char,0..1,Char Short,"The number for a specific line within a contract, enabling distinction and reference.",Sales,0,Contract Line,SL02c_GE26_GE04_02,/SL02a_GE26_GE04_01/SL02c_GE26_GE04_02,$.Sales Contract Line.Contract Line.Number,SalContrLncntLn.Nr,,
2851,2,A,,Status,Code,0..1,STATUS CODE,The current state of the contract line item's lifecycle.,Sales,0,Contract Line,SL02d_GE26_GE04_04,/SL02a_GE26_GE04_01/SL02d_GE26_GE04_04,$.Sales Contract Line.Contract Line.Status,SalContrLncntLn.Stat,,
2852,2,A,,Description,Text,0..1,Text Medium,The text that characterizes a line within a business document.,Sales,52,Contract Line,SL02e_GE26_GE04_05,/SL02a_GE26_GE04_01/SL02e_GE26_GE04_05,$.Sales Contract Line.Contract Line.Description,SalContrLncntLn.Dscr,,
2853,2,A,,Due Date,Date,0..1,DATE,The final date on which delivery of materials specified in a purchase requisition is requested.,Sales,0,Contract Line,SL02f_GE26_02,/SL02a_GE26_GE04_01/SL02f_GE26_02,$.Sales Contract Line.Contract Line.Due Date,SalContrLncntLn.DDt,,
2854,2,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Sales,125,Inventory Product,IV06i,/SL02a_GE26_GE04_01/IV06i,$.Sales Contract Line.Contract Line.Inventory Product,SalContrLncntLn.InvPrdct,,
2855,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Sales,125,Inventory Product,IV06i_01,/SL02a_GE26_GE04_01/IV06i_01,$.Sales Contract Line.Contract Line.Inventory Product.ID,SalContrLncntLn.InvPrdct.Id,,
2856,2,C,,(Tax Excluded Line Extension Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Excluded Line Extension Transaction) Amount,GE05dl,/SL02a_GE26_GE04_01/GE05dl,$.Sales Contract Line.Contract Line.(Tax Excluded Line Extension Transaction) Amount,SalContrLncntLn.TaxExcldLnExtnsTrnscAmt,,
2857,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Excluded Line Extension Transaction) Amount,GE05dl_01,/SL02a_GE26_GE04_01/GE05dl_01,$.Sales Contract Line.Contract Line.(Tax Excluded Line Extension Transaction) Amount.Value,SalContrLncntLn.TaxExcldLnExtnsTrnscAmt.Val,,
2858,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dl,/SL02a_GE26_GE04_01/BS01dl,$.Sales Contract Line.Contract Line.(Tax Excluded Line Extension Transaction) Amount.Currency,SalContrLncntLn.TaxExcldLnExtnsTrnscAmt.Cur,,
2859,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dl_01,/SL02a_GE26_GE04_01/BS01dl_01,$.Sales Contract Line.Contract Line.(Tax Excluded Line Extension Transaction) Amount.Currency.Code,SalContrLncntLn.TaxExcldLnExtnsTrnscAmt.Cur.Cd,,
2860,2,C,,(Tax Included Line Extension Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Included Line Extension Transaction) Amount,GE05dm,/SL02a_GE26_GE04_01/GE05dm,$.Sales Contract Line.Contract Line.(Tax Included Line Extension Transaction) Amount,SalContrLncntLn.TaxIncldLnExtnsTrnscAmt,,
2861,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Included Line Extension Transaction) Amount,GE05dm_01,/SL02a_GE26_GE04_01/GE05dm_01,$.Sales Contract Line.Contract Line.(Tax Included Line Extension Transaction) Amount.Value,SalContrLncntLn.TaxIncldLnExtnsTrnscAmt.Val,,
2862,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dm,/SL02a_GE26_GE04_01/BS01dm,$.Sales Contract Line.Contract Line.(Tax Included Line Extension Transaction) Amount.Currency,SalContrLncntLn.TaxIncldLnExtnsTrnscAmt.Cur,,
2863,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dm_01,/SL02a_GE26_GE04_01/BS01dm_01,$.Sales Contract Line.Contract Line.(Tax Included Line Extension Transaction) Amount.Currency.Code,SalContrLncntLn.TaxIncldLnExtnsTrnscAmt.Cur.Cd,,
2864,2,C,,(Tax Excluded Unit Price Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Excluded Unit Price Transaction) Amount,GE05dn,/SL02a_GE26_GE04_01/GE05dn,$.Sales Contract Line.Contract Line.(Tax Excluded Unit Price Transaction) Amount,SalContrLncntLn.TaxExcldUntPrcTrnscAmt,,
2865,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Excluded Unit Price Transaction) Amount,GE05dn_01,/SL02a_GE26_GE04_01/GE05dn_01,$.Sales Contract Line.Contract Line.(Tax Excluded Unit Price Transaction) Amount.Value,SalContrLncntLn.TaxExcldUntPrcTrnscAmt.Val,,
2866,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dn,/SL02a_GE26_GE04_01/BS01dn,$.Sales Contract Line.Contract Line.(Tax Excluded Unit Price Transaction) Amount.Currency,SalContrLncntLn.TaxExcldUntPrcTrnscAmt.Cur,,
2867,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dn_01,/SL02a_GE26_GE04_01/BS01dn_01,$.Sales Contract Line.Contract Line.(Tax Excluded Unit Price Transaction) Amount.Currency.Code,SalContrLncntLn.TaxExcldUntPrcTrnscAmt.Cur.Cd,,
2868,2,C,,(Tax Included Unit Price Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Included Unit Price Transaction) Amount,GE05do,/SL02a_GE26_GE04_01/GE05do,$.Sales Contract Line.Contract Line.(Tax Included Unit Price Transaction) Amount,SalContrLncntLn.TaxIncldUntPrcTrnscAmt,,
2869,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Included Unit Price Transaction) Amount,GE05do_01,/SL02a_GE26_GE04_01/GE05do_01,$.Sales Contract Line.Contract Line.(Tax Included Unit Price Transaction) Amount.Value,SalContrLncntLn.TaxIncldUntPrcTrnscAmt.Val,,
2870,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01do,/SL02a_GE26_GE04_01/BS01do,$.Sales Contract Line.Contract Line.(Tax Included Unit Price Transaction) Amount.Currency,SalContrLncntLn.TaxIncldUntPrcTrnscAmt.Cur,,
2871,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01do_01,/SL02a_GE26_GE04_01/BS01do_01,$.Sales Contract Line.Contract Line.(Tax Included Unit Price Transaction) Amount.Currency.Code,SalContrLncntLn.TaxIncldUntPrcTrnscAmt.Cur.Cd,,
2872,2,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,Quantity,GE07p,/SL02a_GE26_GE04_01/GE07p,$.Sales Contract Line.Contract Line.Quantity,SalContrLncntLn.Qt,,
2873,3,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,Quantity,GE07p_01,/SL02a_GE26_GE04_01/GE07p_01,$.Sales Contract Line.Contract Line.Quantity.Value,SalContrLncntLn.Qt.Val,,
2874,3,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS02p,/SL02a_GE26_GE04_01/BS02p,$.Sales Contract Line.Contract Line.Quantity.Measurement Unit,SalContrLncntLn.Qt.MeaUnt,,
2875,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS02p_01,/SL02a_GE26_GE04_01/BS02p_01,$.Sales Contract Line.Contract Line.Quantity.Measurement Unit.UOM Code,SalContrLncntLn.Qt.MeaUnt.UomCd,,
2876,2,C,,(Base) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Base) Quantity,GE07q,/SL02a_GE26_GE04_01/GE07q,$.Sales Contract Line.Contract Line.(Base) Quantity,SalContrLncntLn.BasQt,,
2877,3,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Base) Quantity,GE07q_01,/SL02a_GE26_GE04_01/GE07q_01,$.Sales Contract Line.Contract Line.(Base) Quantity.Value,SalContrLncntLn.BasQt.Val,,
2878,3,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS02q,/SL02a_GE26_GE04_01/BS02q,$.Sales Contract Line.Contract Line.(Base) Quantity.Measurement Unit,SalContrLncntLn.BasQt.MeaUnt,,
2879,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS02q_01,/SL02a_GE26_GE04_01/BS02q_01,$.Sales Contract Line.Contract Line.(Base) Quantity.Measurement Unit.UOM Code,SalContrLncntLn.BasQt.MeaUnt.UomCd,,
2880,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS04ao,/SL02a_GE26_GE04_01/BS04ao,$.Sales Contract Line.Contract Line.Business Segment,SalContrLncntLn.BusSg,,
2881,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS04ao_01,/SL02a_GE26_GE04_01/BS04ao/BS04ao_01,$.Sales Contract Line.Contract Line.Business Segment.Code,SalContrLncntLn.BusSg.Cd,,
2882,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS04ao_03,/SL02a_GE26_GE04_01/BS04ao/BS04ao_03,$.Sales Contract Line.Contract Line.Business Segment.Segment Reference Level,SalContrLncntLn.BusSg.SgRefLevl,,
2883,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE13p,/SL02a_GE26_GE04_01/GE13p,$.Sales Contract Line.Contract Line.Tax,SalContrLncntLn.Tx,,
2884,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Sales,42,Tax Type,BS09p,/SL02a_GE26_GE04_01/GE13p/BS09p,$.Sales Contract Line.Contract Line.Tax.Tax Type,SalContrLncntLn.Tx.TxTyp,,
2885,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Sales,42,Tax Type,BS09p_01,/SL02a_GE26_GE04_01/GE13p/BS09p_01,$.Sales Contract Line.Contract Line.Tax.Tax Type.Code,SalContrLncntLn.Tx.TxTyp.Cd,,
2886,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,0,(Credit) Ledger Account,GE24ap,/SL02a_GE26_GE04_01/GE13p/GE24ap,$.Sales Contract Line.Contract Line.Tax.(Credit) Ledger Account,SalContrLncntLn.Tx.CrdtLedgrAcnt,,
2887,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,0,(Credit) Ledger Account,GE24ap_01,/SL02a_GE26_GE04_01/GE13p/GE24ap_01,$.Sales Contract Line.Contract Line.Tax.(Credit) Ledger Account.Account Number,SalContrLncntLn.Tx.CrdtLedgrAcnt.AcntNr,,
2888,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,0,(Debit) Ledger Account,GE24bq,/SL02a_GE26_GE04_01/GE13p/GE24bq,$.Sales Contract Line.Contract Line.Tax.(Debit) Ledger Account,SalContrLncntLn.Tx.DebtLedgrAcnt,,
2889,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,0,(Debit) Ledger Account,GE24bq_01,/SL02a_GE26_GE04_01/GE13p/GE24bq_01,$.Sales Contract Line.Contract Line.Tax.(Debit) Ledger Account.Account Number,SalContrLncntLn.Tx.DebtLedgrAcnt.AcntNr,,
2890,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Local) Amount,GE05dp,/SL02a_GE26_GE04_01/GE13p/GE05dp,$.Sales Contract Line.Contract Line.Tax.(Local) Amount,SalContrLncntLn.Tx.LclAmt,,
2891,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Local) Amount,GE05dp_01,/SL02a_GE26_GE04_01/GE13p/GE05dp_01,$.Sales Contract Line.Contract Line.Tax.(Local) Amount.Value,SalContrLncntLn.Tx.LclAmt.Val,,
2892,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dp,/SL02a_GE26_GE04_01/GE13p/BS01dp,$.Sales Contract Line.Contract Line.Tax.(Local) Amount.Currency,SalContrLncntLn.Tx.LclAmt.Cur,,
2893,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dp_01,/SL02a_GE26_GE04_01/GE13p/BS01dp_01,$.Sales Contract Line.Contract Line.Tax.(Local) Amount.Currency.Code,SalContrLncntLn.Tx.LclAmt.Cur.Cd,,
2894,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05dq,/SL02a_GE26_GE04_01/GE13p/GE05dq,$.Sales Contract Line.Contract Line.Tax.(Transaction) Amount,SalContrLncntLn.Tx.TrnscAmt,,
2895,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05dq_01,/SL02a_GE26_GE04_01/GE13p/GE05dq_01,$.Sales Contract Line.Contract Line.Tax.(Transaction) Amount.Value,SalContrLncntLn.Tx.TrnscAmt.Val,,
2896,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dq,/SL02a_GE26_GE04_01/GE13p/BS01dq,$.Sales Contract Line.Contract Line.Tax.(Transaction) Amount.Currency,SalContrLncntLn.Tx.TrnscAmt.Cur,,
2897,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dq_01,/SL02a_GE26_GE04_01/GE13p/BS01dq_01,$.Sales Contract Line.Contract Line.Tax.(Transaction) Amount.Currency.Code,SalContrLncntLn.Tx.TrnscAmt.Cur.Cd,,
2898,1,C,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a business document.,Sales,0,ID,SL07a_GE31_GE03_01,/SL07a_GE31_GE03_01,$.Sales Invoice.Invoice.ID,SalInvci.Id,,
2899,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a business document.,Sales,0,Invoice,SL07b_GE31_GE03_01,/SL07a_GE31_GE03_01/SL07b_GE31_GE03_01,$.Sales Invoice.Invoice.ID,SalInvci.Id,,
2900,2,A,,Number,Char,0..1,Char Long,"The number for a business document, facilitating its recognition and retrieval within a system.",Sales,0,Invoice,SL07c_GE31_GE03_02,/SL07a_GE31_GE03_01/SL07c_GE31_GE03_02,$.Sales Invoice.Invoice.Number,SalInvci.Nr,,
2901,2,A,,Status,Code,0..1,STATUS CODE,The current state of the business document's lifecycle.,Sales,0,Invoice,SL07d_GE31_GE03_04,/SL07a_GE31_GE03_01/SL07d_GE31_GE03_04,$.Sales Invoice.Invoice.Status,SalInvci.Stat,,
2902,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for a business document.,Sales,0,Invoice,SL07e_GE31_GE03_05,/SL07a_GE31_GE03_01/SL07e_GE31_GE03_05,$.Sales Invoice.Invoice.Remark,SalInvci.Remrk,,
2903,2,A,,Official Invoice Code,Char,0..1,Char Short,The identifier for an invoice that is assigned by tax authorities.,Sales,0,Invoice,SL07f_GE31_01,/SL07a_GE31_GE03_01/SL07f_GE31_01,$.Sales Invoice.Invoice.Official Invoice Code,SalInvci.OffclInvoiCd,,
2904,2,A,,Type Name,Name,0..1,Name Short,The descriptor that categorizes the nature of an invoice.,Sales,0,Invoice,SL07g_GE31_02,/SL07a_GE31_GE03_01/SL07g_GE31_02,$.Sales Invoice.Invoice.Type Name,SalInvci.TypNam,,
2905,2,A,,Date,Date,0..1,DATE,The official date recorded on an invoice which initiates the calculation period for payment due.,Sales,0,Invoice,SL07h_GE31_03,/SL07a_GE31_GE03_01/SL07h_GE31_03,$.Sales Invoice.Invoice.Date,SalInvci.Dt,,
2906,2,A,,Due Date,Date,0..1,DATE,The date by which payment for an invoice is required.,Sales,0,Invoice,SL07i_GE31_04,/SL07a_GE31_GE03_01/SL07i_GE31_04,$.Sales Invoice.Invoice.Due Date,SalInvci.DDt,,
2907,2,A,,Terms Discount Percentage,Decimal,0..1,Percent,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Sales,0,Invoice,SL07j_GE31_05,/SL07a_GE31_GE03_01/SL07j_GE31_05,$.Sales Invoice.Invoice.Terms Discount Percentage,SalInvci.TermsDscntPerc,,
2908,2,A,,Terms Discount Days,Integer,0..1,INTEGER,The number of days from the invoice date that the customer is eligible for the discount if payment is made.,Sales,0,Invoice,SL07k_GE31_06,/SL07a_GE31_GE03_01/SL07k_GE31_06,$.Sales Invoice.Invoice.Terms Discount Days,SalInvci.TermsDscntDays,,
2909,2,A,,Terms Due Days,Integer,0..1,INTEGER,The standard time period in days before a customer's payment is considered overdue.,Sales,0,Invoice,SL07l_GE31_07,/SL07a_GE31_GE03_01/SL07l_GE31_07,$.Sales Invoice.Invoice.Terms Due Days,SalInvci.TermsDDays,,
2910,2,A,,Grouping Code,Char,0..1,Char Long,The code that aggregates related invoices for consolidated processing or organizational purposes within an ERP system.,Sales,0,Invoice,SL07m_GE31_08,/SL07a_GE31_GE03_01/SL07m_GE31_08,$.Sales Invoice.Invoice.Grouping Code,SalInvci.GrpCd,,
2911,2,R,,Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Sales,22,Accounting Period,BS03s,/SL07a_GE31_GE03_01/BS03s,$.Sales Invoice.Invoice.Accounting Period,SalInvci.AccntPer,,
2912,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Sales,22,Accounting Period,BS03s_01,/SL07a_GE31_GE03_01/BS03s_01,$.Sales Invoice.Invoice.Accounting Period.Fiscal Year,SalInvci.AccntPer.FiscYr,,
2913,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Sales,22,Accounting Period,BS03s_02,/SL07a_GE31_GE03_01/BS03s_02,$.Sales Invoice.Invoice.Accounting Period.ID,SalInvci.AccntPer.Id,,
2914,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,0,Activities,GE08s,/SL07a_GE31_GE03_01/GE08s,$.Sales Invoice.Invoice.Activities,SalInvci.Acts,,
2915,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Approved) Activity,GE09bK,/SL07a_GE31_GE03_01/GE09bK,$.Sales Invoice.Invoice.Activities.(Approved) Activity,SalInvci.Acts.ApprvAct,,
2916,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Approved) Activity,GE09bK_01,/SL07a_GE31_GE03_01/GE09bK_01,$.Sales Invoice.Invoice.Activities.(Approved) Activity.Date,SalInvci.Acts.ApprvAct.Dt,,
2917,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Approved) Activity,GE09bK_02,/SL07a_GE31_GE03_01/GE09bK_02,$.Sales Invoice.Invoice.Activities.(Approved) Activity.Time,SalInvci.Acts.ApprvAct.Tm,,
2918,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,0,User,GE18bK,/SL07a_GE31_GE03_01/GE18bK,$.Sales Invoice.Invoice.Activities.(Approved) Activity.User,SalInvci.Acts.ApprvAct.Usr,,
2919,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,0,User,GE18bK_01,/SL07a_GE31_GE03_01/GE18bK_01,$.Sales Invoice.Invoice.Activities.(Approved) Activity.User.ID,SalInvci.Acts.ApprvAct.Usr.Id,,
2920,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Created) Activity,GE09bL,/SL07a_GE31_GE03_01/GE09bL,$.Sales Invoice.Invoice.Activities.(Created) Activity,SalInvci.Acts.CrtdAct,,
2921,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Created) Activity,GE09bL_01,/SL07a_GE31_GE03_01/GE09bL_01,$.Sales Invoice.Invoice.Activities.(Created) Activity.Date,SalInvci.Acts.CrtdAct.Dt,,
2922,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Created) Activity,GE09bL_02,/SL07a_GE31_GE03_01/GE09bL_02,$.Sales Invoice.Invoice.Activities.(Created) Activity.Time,SalInvci.Acts.CrtdAct.Tm,,
2923,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,0,User,GE18bL,/SL07a_GE31_GE03_01/GE18bL,$.Sales Invoice.Invoice.Activities.(Created) Activity.User,SalInvci.Acts.CrtdAct.Usr,,
2924,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,0,User,GE18bL_01,/SL07a_GE31_GE03_01/GE18bL_01,$.Sales Invoice.Invoice.Activities.(Created) Activity.User.ID,SalInvci.Acts.CrtdAct.Usr.Id,,
2925,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Last Modified) Activity,GE09bM,/SL07a_GE31_GE03_01/GE09bM,$.Sales Invoice.Invoice.Activities.(Last Modified) Activity,SalInvci.Acts.LastMdfdAct,,
2926,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Last Modified) Activity,GE09bM_01,/SL07a_GE31_GE03_01/GE09bM_01,$.Sales Invoice.Invoice.Activities.(Last Modified) Activity.Date,SalInvci.Acts.LastMdfdAct.Dt,,
2927,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Last Modified) Activity,GE09bM_02,/SL07a_GE31_GE03_01/GE09bM_02,$.Sales Invoice.Invoice.Activities.(Last Modified) Activity.Time,SalInvci.Acts.LastMdfdAct.Tm,,
2928,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,0,User,GE18bM,/SL07a_GE31_GE03_01/GE18bM,$.Sales Invoice.Invoice.Activities.(Last Modified) Activity.User,SalInvci.Acts.LastMdfdAct.Usr,,
2929,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,0,User,GE18bM_01,/SL07a_GE31_GE03_01/GE18bM_01,$.Sales Invoice.Invoice.Activities.(Last Modified) Activity.User.ID,SalInvci.Acts.LastMdfdAct.Usr.Id,,
2930,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Posted) Activity,GE09bN,/SL07a_GE31_GE03_01/GE09bN,$.Sales Invoice.Invoice.Activities.(Posted) Activity,SalInvci.Acts.PstdAct,,
2931,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Posted) Activity,GE09bN_01,/SL07a_GE31_GE03_01/GE09bN_01,$.Sales Invoice.Invoice.Activities.(Posted) Activity.Date,SalInvci.Acts.PstdAct.Dt,,
2932,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Posted) Activity,GE09bN_02,/SL07a_GE31_GE03_01/GE09bN_02,$.Sales Invoice.Invoice.Activities.(Posted) Activity.Time,SalInvci.Acts.PstdAct.Tm,,
2933,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,0,User,GE18bN,/SL07a_GE31_GE03_01/GE18bN,$.Sales Invoice.Invoice.Activities.(Posted) Activity.User,SalInvci.Acts.PstdAct.Usr,,
2934,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,0,User,GE18bN_01,/SL07a_GE31_GE03_01/GE18bN_01,$.Sales Invoice.Invoice.Activities.(Posted) Activity.User.ID,SalInvci.Acts.PstdAct.Usr.Id,,
2935,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05dr,/SL07a_GE31_GE03_01/GE05dr,$.Sales Invoice.Invoice.(Transaction) Amount,SalInvci.TrnscAmt,,
2936,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05dr_01,/SL07a_GE31_GE03_01/GE05dr_01,$.Sales Invoice.Invoice.(Transaction) Amount.Value,SalInvci.TrnscAmt.Val,,
2937,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS01dr,/SL07a_GE31_GE03_01/BS01dr,$.Sales Invoice.Invoice.(Transaction) Amount.Currency,SalInvci.TrnscAmt.Cur,,
2938,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS01dr_01,/SL07a_GE31_GE03_01/BS01dr_01,$.Sales Invoice.Invoice.(Transaction) Amount.Currency.Code,SalInvci.TrnscAmt.Cur.Cd,,
2939,2,C,,Payment Term,,0..1,,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Sales,34,Payment Term,BS31j,/SL07a_GE31_GE03_01/BS31j,$.Sales Invoice.Invoice.Payment Term,SalInvci.PayTerm,,
