sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2644,2,A,,Balance Debit Or Credit Code,Code,0..1,DEBIT CREDIT CODE,"The classification identifying the natural balance of an account, denoted by 'D' for a debit balance, or 'C' for a credit balance.",Base,20,Ledger Account,BS16a5_08,/BS16a5/BS16a5_08,$.Ledger Account.Balance Debit Or Credit Code,LedgrAcnt.BalDbOrCrCd,,
2645,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04br,/BS16a5/BS04br,$.Ledger Account.Business Segment,LedgrAcnt.BusSg,,
2646,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04br_01,/BS16a5/BS04br/BS04br_01,$.Ledger Account.Business Segment.Code,LedgrAcnt.BusSg.Cd,,
2647,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04br_03,/BS16a5/BS04br/BS04br_03,$.Ledger Account.Business Segment.Segment Reference Level,LedgrAcnt.BusSg.SgRefLevl,,
2648,1,C,,Ledger Account Hierarchy,,,,A class records the structural relationships between individual ledger accounts.,Base,20,Ledger Account Hierarchy,BS17a,/BS17a,$.Ledger Account Hierarchy,LedgrAcntHrchy,,
2649,2,R,,(Child) Ledger Account,,1..1,,"The reference association to the Child Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Child) Ledger Account,BS16a6,/BS17a/BS16a6,$.Ledger Account Hierarchy.(Child) Ledger Account,LedgrAcntHrchy.ChldLedgrAcnt,,
2650,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Child) Ledger Account,BS16a6_01,/BS17a/BS16a6_01,$.Ledger Account Hierarchy.(Child) Ledger Account.Account Number,LedgrAcntHrchy.ChldLedgrAcnt.AcntNr,,
2651,2,R,,(Parent) Ledger Account,,1..1,,"The reference association to the Parent Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Parent) Ledger Account,BS16a7,/BS17a/BS16a7,$.Ledger Account Hierarchy.(Parent) Ledger Account,LedgrAcntHrchy.ParntLedgrAcnt,,
2652,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Parent) Ledger Account,BS16a7_01,/BS17a/BS16a7_01,$.Ledger Account Hierarchy.(Parent) Ledger Account.Account Number,LedgrAcntHrchy.ParntLedgrAcnt.AcntNr,,
2653,1,C,,Accounting Period,,,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Base,22,Accounting Period,BS01k,/BS01k,$.Accounting Period,AccntPer,,
2654,2,A,PK,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Base,22,Accounting Period,BS01k_01,/BS01k/BS01k_01,$.Accounting Period.Fiscal Year,AccntPer.FiscYr,,
2655,2,A,PK,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Base,22,Accounting Period,BS01k_02,/BS01k/BS01k_02,$.Accounting Period.ID,AccntPer.Id,,
2656,2,A,,Beginning Date,Date,0..1,DATE,The start date for a given accounting period.,Base,22,Accounting Period,BS01k_03,/BS01k/BS01k_03,$.Accounting Period.Beginning Date,AccntPer.BegDt,,
2657,2,A,,Ending Date,Date,0..1,DATE,The close date for a given accounting period.,Base,22,Accounting Period,BS01k_04,/BS01k/BS01k_04,$.Accounting Period.Ending Date,AccntPer.EndDt,,
2658,1,C,,Journal Entry Type,,,,A class details the types of journal entries in the General Ledger such as cash receipts and cash disbursements.,Base,24,Journal Entry Type,BS15a,/BS15a,$.Journal Entry Type,JrnEntryTyp,,
2659,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code specifying the type of journal entry.,Base,24,Journal Entry Type,BS15a_01,/BS15a/BS15a_01,$.Journal Entry Type.Code,JrnEntryTyp.Cd,,
2660,2,A,,Name,Name,0..1,Name Short,The label that identifies the category of a journal entry within the accounting system.,Base,24,Journal Entry Type,BS15a_02,/BS15a/BS15a_02,$.Journal Entry Type.Name,JrnEntryTyp.Nam,,
2661,2,A,,Abbreviation,Char,0..1,Char Short,The shortened for the label that identifies the category of a journal entry within the accounting system.m representing the type of a journal entry.,Base,24,Journal Entry Type,BS15a_03,/BS15a/BS15a_03,$.Journal Entry Type.Abbreviation,JrnEntryTyp.Abrv,,
2662,1,C,,Bill Type,,,,"A class describes the category of a bill such as bank draft or check, often used in business transactions as evidence of debt or payment instruments.",Base,26,Bill Type,BS03a,/BS03a,$.Bill Type,BllTyp,,
2663,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code that classifies the type of bill.,Base,26,Bill Type,BS03a_01,/BS03a/BS03a_01,$.Bill Type.Code,BllTyp.Cd,,
2664,2,A,,Name,Name,0..1,Name Short,The classification or designation of a bill reflecting its nature.,Base,26,Bill Type,BS03a_02,/BS03a/BS03a_02,$.Bill Type.Name,BllTyp.Nam,,
2665,1,C,,Settlement Method,,,,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Base,28,Settlement Method,BS22g,/BS22g,$.Settlement Method,SetlMethd,,
2666,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Base,28,Settlement Method,BS22g_01,/BS22g/BS22g_01,$.Settlement Method.Code,SetlMethd.Cd,,
2667,2,A,,Name,Name,0..1,Name Short,The designation of the procedure used for financial settlement.,Base,28,Settlement Method,BS22g_02,/BS22g/BS22g_02,$.Settlement Method.Name,SetlMethd.Nam,,
2668,1,C,,Currency,,,,A class holds information about different currencies.,Base,30,Currency,BS06cd,/BS06cd,$.Currency,Cur,,
2669,2,A,PK,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS06cd_01,/BS06cd/BS06cd_01,$.Currency.Code,Cur.Cd,,
2670,2,A,,Name,Name,0..1,Name Short,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS06cd_02,/BS06cd/BS06cd_02,$.Currency.Name,Cur.Nam,,
2671,2,A,,Minor Unit,Integer,0..1,UNIT,The subdivision of a currency unit that indicates the decimal relationship to the main currency unit as defined by ISO 4217.,Base,30,Currency,BS06cd_03,/BS06cd/BS06cd_03,$.Currency.Minor Unit,Cur.MnrUnt,,
2672,1,C,,Measurement Unit,,,,A class documents the units of measure utilized across various business documents and accounting ledgers.,Base,32,Measurement Unit,BS18ah,/BS18ah,$.Measurement Unit,MeaUnt,,
2673,2,A,PK,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Base,32,Measurement Unit,BS18ah_01,/BS18ah/BS18ah_01,$.Measurement Unit.UOM Code,MeaUnt.UomCd,,
2674,2,A,,UOM Name,Name,0..1,Name Medium,The designation of the measurement unit used for quantifying materials or other entities.,Base,32,Measurement Unit,BS18ah_02,/BS18ah/BS18ah_02,$.Measurement Unit.UOM Name,MeaUnt.UomNam,,
2675,2,A,,UOM Abbreviation,Char,0..1,Char Short,An abbreviation representing the name of a measurement unit.,Base,32,Measurement Unit,BS18ah_03,/BS18ah/BS18ah_03,$.Measurement Unit.UOM Abbreviation,MeaUnt.UomAbrv,,
2676,1,C,,Payment Term,,,,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Base,34,Payment Term,BS19g,/BS19g,$.Payment Term,PayTerm,,
2677,2,A,PK,Code,Identifier,1..1,PAYMENT TERM CODE,The unique code denoting the terms of payment.,Base,34,Payment Term,BS19g_01,/BS19g/BS19g_01,$.Payment Term.Code,PayTerm.Cd,,
2678,2,A,,Name,Name,0..1,Name Long,The official designation of a set of payment terms.,Base,34,Payment Term,BS19g_02,/BS19g/BS19g_02,$.Payment Term.Name,PayTerm.Nam,,
2679,2,A,,Number,Char,0..1,Char Short,The number for the position of a line within a set of payment terms.,Base,34,Payment Term,BS19g_03,/BS19g/BS19g_03,$.Payment Term.Number,PayTerm.Nr,,
2680,2,A,,Description,Text,0..1,Text Medium,The text that describes the conditions of a specific line within a payment term.,Base,34,Payment Term,BS19g_04,/BS19g/BS19g_04,$.Payment Term.Description,PayTerm.Dscr,,
2681,1,C,,Project,,,,"A class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Base,36,Project,BS21d,/BS21d,$.Project,Proj,,
2682,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a project.,Base,36,Project,BS21d_01,/BS21d/BS21d_01,$.Project.ID,Proj.Id,,
2683,2,A,,Code,Char,0..1,Char Long,The unique identifier assigned to a project.,Base,36,Project,BS21d_02,/BS21d/BS21d_02,$.Project.Code,Proj.Cd,,
2684,2,A,,Name,Name,0..1,Name Medium,The designated title of a project within the context of operations and administration.,Base,36,Project,BS21d_03,/BS21d/BS21d_03,$.Project.Name,Proj.Nam,,
2685,2,A,,Beginning Date,Date,0..1,DATE,The date on which a project is scheduled to start.,Base,36,Project,BS21d_04,/BS21d/BS21d_04,$.Project.Beginning Date,Proj.BegDt,,
2686,2,A,,Ending Date,Date,0..1,DATE,The date on which a project is scheduled to conclude.,Base,36,Project,BS21d_05,/BS21d/BS21d_05,$.Project.Ending Date,Proj.EndDt,,
2687,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04bs,/BS21d/BS04bs,$.Project.Business Segment,Proj.BusSg,,
2688,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04bs_01,/BS21d/BS04bs/BS04bs_01,$.Project.Business Segment.Code,Proj.BusSg.Cd,,
2689,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04bs_03,/BS21d/BS04bs/BS04bs_03,$.Project.Business Segment.Segment Reference Level,Proj.BusSg.SgRefLevl,,
2690,1,C,,Bank Account,,,,A class includes details associated with a bank account.,Base,38,Bank Account,BS02a,/BS02a,$.Bank Account,BankAcnt,,
2691,2,A,PK,Number,Identifier,1..1,Identifier Medium,"The unique number for an account within a financial institution, for which the use of ISO 13616-2 International Bank Account Number (IBAN) format is recommended when applicable.",Base,38,Bank Account,BS02a_01,/BS02a/BS02a_01,$.Bank Account.Number,BankAcnt.Nr,,
2692,2,A,,Name,Name,0..1,Name Medium,The designated title of an account established at a financial institution such as a bank or settlement center.,Base,38,Bank Account,BS02a_02,/BS02a/BS02a_02,$.Bank Account.Name,BankAcnt.Nam,,
2693,2,A,,Bank Code,Code,0..1,BANK CODE,"The unique identifier for a financial institution, compliant with ISO 9362 (Business Identifier Code, BIC) or ISO 17442 (Legal Entity Identifier, LEI), with ISO 17442 being preferred.",Base,38,Bank Account,BS02a_03,/BS02a/BS02a_03,$.Bank Account.Bank Code,BankAcnt.BankCd,,
2694,2,A,,Bank Name,Name,0..1,Name Medium,"The official legal name of a financial institution, including banks and settlement centers.",Base,38,Bank Account,BS02a_04,/BS02a/BS02a_04,$.Bank Account.Bank Name,BankAcnt.BankNam,,
2695,2,A,,Branch Code,Code,0..1,BRANCH CODE,The identifier assigned to a specific branch of a financial institution.,Base,38,Bank Account,BS02a_05,/BS02a/BS02a_05,$.Bank Account.Branch Code,BankAcnt.BraCd,,
2696,2,A,,Branch Name,Name,0..1,Name Long,The official name of a branch of a financial institution.,Base,38,Bank Account,BS02a_06,/BS02a/BS02a_06,$.Bank Account.Branch Name,BankAcnt.BraNam,,
2697,2,A,,Branch Country Code,Code,0..1,COUNTRY CODE,"The code indicating a financial institution's branch country, compliant with ISO 3166-1 standards.",Base,38,Bank Account,BS02a_07,/BS02a/BS02a_07,$.Bank Account.Branch Country Code,BankAcnt.BraCntryCd,,
2698,2,A,,Branch Region,Name,0..1,Name Short,"The regional area, such as a state or province, within a country where the branch is located.",Base,38,Bank Account,BS02a_08,/BS02a/BS02a_08,$.Bank Account.Branch Region,BankAcnt.BraRegn,,
2699,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04bt,/BS02a/BS04bt,$.Bank Account.Business Segment,BankAcnt.BusSg,,
2700,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04bt_01,/BS02a/BS04bt/BS04bt_01,$.Bank Account.Business Segment.Code,BankAcnt.BusSg.Cd,,
2701,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04bt_03,/BS02a/BS04bt/BS04bt_03,$.Bank Account.Business Segment.Segment Reference Level,BankAcnt.BusSg.SgRefLevl,,
2702,1,C,,Business Segment,,,,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Base,4,Business Segment,BS04bu,/BS04bu,$.Business Segment,BusSg,,
2703,2,A,PK,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04bu_01,/BS04bu/BS04bu_01,$.Business Segment.Code,BusSg.Cd,,
2704,2,A,,Name,Name,0..1,Name Medium,The designated label for a distinct area of a company's operations.,Base,4,Business Segment,BS04bu_02,/BS04bu/BS04bu_02,$.Business Segment.Name,BusSg.Nam,,
2705,2,A,PK,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04bu_03,/BS04bu/BS04bu_03,$.Business Segment.Segment Reference Level,BusSg.SgRefLevl,,
2706,2,A,,Organization Type Name,Name,0..1,Name Short,"The designation of the type of organizational unit, such as a department or cost center.",Base,4,Business Segment,BS04bu_04,/BS04bu/BS04bu_04,$.Business Segment.Organization Type Name,BusSg.OrgTypNam,,
2707,1,C,,Tax Regulatory,,,,"A class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",Base,40,Tax Regulatory,BS27a,/BS27a,$.Tax Regulatory,TxReglt,,
2708,2,A,PK,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,Base,40,Tax Regulatory,BS27a_01,/BS27a/BS27a_01,$.Tax Regulatory.Code,TxReglt.Cd,,
2709,2,A,,Country Code,Code,0..1,COUNTRY CODE,"The code for the country in which the tax regulator operates, as per ISO 3166-1.",Base,40,Tax Regulatory,BS27a_02,/BS27a/BS27a_02,$.Tax Regulatory.Country Code,TxReglt.CntryCd,,
2710,2,A,,Region,Name,0..1,REGION,The specific area within a country that falls under the jurisdiction of a tax regulator.,Base,40,Tax Regulatory,BS27a_03,/BS27a/BS27a_03,$.Tax Regulatory.Region,TxReglt.Regn,,
2711,2,A,,Name,Name,0..1,Name Medium,The name of the entity responsible for tax regulation.,Base,40,Tax Regulatory,BS27a_04,/BS27a/BS27a_04,$.Tax Regulatory.Name,TxReglt.Nam,,
2712,2,A,,Role,Char,0..1,Char Short,"The jurisdictional level at which the regulator operates, such as federal, regional, or local.",Base,40,Tax Regulatory,BS27a_05,/BS27a/BS27a_05,$.Tax Regulatory.Role,TxReglt.Rl,,
2713,2,A,,Regulator ID,Char,0..1,Char Short,The identifier for the reporting organization as assigned by the tax regulator.,Base,40,Tax Regulatory,BS27a_06,/BS27a/BS27a_06,$.Tax Regulatory.Regulator ID,TxReglt.RgltrId,,
2714,2,R,,(Reporting Organization) Business Segment,,0..1,,"The reference association to the Reporting Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,(Reporting Organization) Business Segment,BS04bv,/BS27a/BS04bv,$.Tax Regulatory.(Reporting Organization) Business Segment,TxReglt.ReprtOrgnzBusSg,,
2715,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,(Reporting Organization) Business Segment,BS04bv_01,/BS27a/BS04bv_01,$.Tax Regulatory.(Reporting Organization) Business Segment.Code,TxReglt.ReprtOrgnzBusSg.Cd,,
2716,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,(Reporting Organization) Business Segment,BS04bv_03,/BS27a/BS04bv_03,$.Tax Regulatory.(Reporting Organization) Business Segment.Segment Reference Level,TxReglt.ReprtOrgnzBusSg.SgRefLevl,,
2717,2,R,,(Accrual) Ledger Account,,0..1,,"The reference association to the Accrual Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Accrual) Ledger Account,BS16a8,/BS27a/BS16a8,$.Tax Regulatory.(Accrual) Ledger Account,TxReglt.AccrlLedgrAcnt,,
2718,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Accrual) Ledger Account,BS16a8_01,/BS27a/BS16a8_01,$.Tax Regulatory.(Accrual) Ledger Account.Account Number,TxReglt.AccrlLedgrAcnt.AcntNr,,
2719,2,R,,(Expense) Ledger Account,,0..1,,"The reference association to the Expense Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Expense) Ledger Account,BS16a9,/BS27a/BS16a9,$.Tax Regulatory.(Expense) Ledger Account,TxReglt.ExpnsLedgrAcnt,,
2720,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Expense) Ledger Account,BS16a9_01,/BS27a/BS16a9_01,$.Tax Regulatory.(Expense) Ledger Account.Account Number,TxReglt.ExpnsLedgrAcnt.AcntNr,,
2721,2,R,,(Payable) Ledger Account,,0..1,,"The reference association to the Payable Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Payable) Ledger Account,BS16aa,/BS27a/BS16aa,$.Tax Regulatory.(Payable) Ledger Account,TxReglt.PayblLedgrAcnt,,
2722,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Payable) Ledger Account,BS16aa_01,/BS27a/BS16aa_01,$.Tax Regulatory.(Payable) Ledger Account.Account Number,TxReglt.PayblLedgrAcnt.AcntNr,,
2723,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04bw,/BS27a/BS04bw,$.Tax Regulatory.Business Segment,TxReglt.BusSg,,
2724,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04bw_01,/BS27a/BS04bw/BS04bw_01,$.Tax Regulatory.Business Segment.Code,TxReglt.BusSg.Cd,,
2725,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04bw_03,/BS27a/BS04bw/BS04bw_03,$.Tax Regulatory.Business Segment.Segment Reference Level,TxReglt.BusSg.SgRefLevl,,
2726,1,C,,Tax Type,,,,"A class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Base,42,Tax Type,BS28i,/BS28i,$.Tax Type,TxTyp,,
2727,2,A,PK,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Base,42,Tax Type,BS28i_01,/BS28i/BS28i_01,$.Tax Type.Code,TxTyp.Cd,,
2728,2,A,,Tax Name,Name,0..1,Name Medium,The official title assigned to a category of tax.,Base,42,Tax Type,BS28i_02,/BS28i/BS28i_02,$.Tax Type.Tax Name,TxTyp.TxNam,,
2729,2,A,,Description,Text,0..1,Text Medium,The details that define and categorize a specific tax type.,Base,42,Tax Type,BS28i_03,/BS28i/BS28i_03,$.Tax Type.Description,TxTyp.Dscr,,
2730,2,A,,Tax Code Description,Text,0..1,Text Medium,The narrative that clarifies the specific tax code and its application within the broader tax type.,Base,42,Tax Type,BS28i_04,/BS28i/BS28i_04,$.Tax Type.Tax Code Description,TxTyp.TxCdDscr,,
2731,2,A,,Tax Percentage,Decimal,0..1,Percent,The standard rate applied to a specific tax type and code.,Base,42,Tax Type,BS28i_05,/BS28i/BS28i_05,$.Tax Type.Tax Percentage,TxTyp.TxPerc,,
2732,2,R,,Tax Regulatory,,0..1,,"The reference association to the Tax Regulatory class, which is a class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",Base,40,Tax Regulatory,BS27b,/BS28i/BS27b,$.Tax Type.Tax Regulatory,TxTyp.TxReglt,,
2733,3,A,REF,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,Base,40,Tax Regulatory,BS27b_01,/BS28i/BS27b_01,$.Tax Type.Tax Regulatory.Code,TxTyp.TxReglt.Cd,,
2734,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04bx,/BS28i/BS04bx,$.Tax Type.Business Segment,TxTyp.BusSg,,
2735,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04bx_01,/BS28i/BS04bx/BS04bx_01,$.Tax Type.Business Segment.Code,TxTyp.BusSg.Cd,,
2736,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04bx_03,/BS28i/BS04bx/BS04bx_03,$.Tax Type.Business Segment.Segment Reference Level,TxTyp.BusSg.SgRefLevl,,
2737,1,C,,Customized Account Segment,,,,The unique category within audit data services holds financial details that extend beyond standard account segments.,Base,44,Customized Account Segment,BS11a,/BS11a,$.Customized Account Segment,CstmzAcntSg,,
2738,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code for a non-standard account segment relevant to audit data.,Base,44,Customized Account Segment,BS11a_01,/BS11a/BS11a_01,$.Customized Account Segment.Code,CstmzAcntSg.Cd,,
2739,2,A,,Name,Name,0..1,Name Long,The name for a non-standard account segment relevant to audit data.,Base,44,Customized Account Segment,BS11a_02,/BS11a/BS11a_02,$.Customized Account Segment.Name,CstmzAcntSg.Nam,,
2740,2,A,,Description,Text,0..1,Text Medium,The detailed explanation of a customized account segment pertinent to audit requirements.,Base,44,Customized Account Segment,BS11a_03,/BS11a/BS11a_03,$.Customized Account Segment.Description,CstmzAcntSg.Dscr,,
2741,2,A,,Customized Account Encoding Rule,Code,0..1,ENCODING RULE CODE,"The structured format for the values within a customized account segment, often delineating hierarchical levels.",Base,44,Customized Account Segment,BS11a_04,/BS11a/BS11a_04,$.Customized Account Segment.Customized Account Encoding Rule,CstmzAcntSg.CstmzAcntEncRl,,
2742,2,A,,Hierarchy Indicator,Indicator,0..1,Indicator,"The binary indicator that signifies whether an account segment value is part of a hierarchical arrangement, with '1' representing presence and '0' representing absence of hierarchy.",Base,44,Customized Account Segment,BS11a_05,/BS11a/BS11a_05,$.Customized Account Segment.Hierarchy Indicator,CstmzAcntSg.HrchyInd,,
2743,1,C,,Customized Account Value,,,,The unique code representing a value within a customized account segment.,Base,46,Customized Account Value,BS12a,/BS12a,$.Customized Account Value,CstmzAcntVal,,
2744,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code representing a value within a customized account segment.,Base,46,Customized Account Value,BS12a_01,/BS12a/BS12a_01,$.Customized Account Value.Code,CstmzAcntVal.Cd,,
2745,2,A,,Name,Name,0..1,Name Long,The identifier for a specific value within an account segment.,Base,46,Customized Account Value,BS12a_02,/BS12a/BS12a_02,$.Customized Account Value.Name,CstmzAcntVal.Nam,,
2746,2,A,,Description,Text,0..1,Text Medium,The explanation of the significance or content of an account segment's value.,Base,46,Customized Account Value,BS12a_03,/BS12a/BS12a_03,$.Customized Account Value.Description,CstmzAcntVal.Dscr,,
2747,2,A,,Hierarchy,Identifier,0..1,HIERARCHY LEVEL,The designated level within the hierarchical structure of customized account values.,Base,46,Customized Account Value,BS12a_04,/BS12a/BS12a_04,$.Customized Account Value.Hierarchy,CstmzAcntVal.Hrchy,,
2748,2,R,,Customized Account Segment,,0..1,,The unique category within audit data services holds financial details that extend beyond standard account segments.,Base,44,Customized Account Segment,BS11b,/BS12a/BS11b,$.Customized Account Value.Customized Account Segment,CstmzAcntVal.CstmzAcntSg,,
2749,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code for a non-standard account segment relevant to audit data.,Base,44,Customized Account Segment,BS11b_01,/BS12a/BS11b_01,$.Customized Account Value.Customized Account Segment.Code,CstmzAcntVal.CstmzAcntSg.Cd,,
2750,1,C,,Customized Account Value Hierarchy,,,,A class establishes the hierarchical relationships among individual customized account values.,Base,46,Customized Account Value Hierarchy,BS13a,/BS13a,$.Customized Account Value Hierarchy,CstmzAcntValHrchy,,
2751,2,R,,(Child) Customized Account Value,,1..1,,The unique code representing a value within a customized account segment.,Base,46,(Child) Customized Account Value,BS12b,/BS13a/BS12b,$.Customized Account Value Hierarchy.(Child) Customized Account Value,CstmzAcntValHrchy.ChldCstmzAcntVal,,
2752,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code representing a value within a customized account segment.,Base,46,(Child) Customized Account Value,BS12b_01,/BS13a/BS12b_01,$.Customized Account Value Hierarchy.(Child) Customized Account Value.Code,CstmzAcntValHrchy.ChldCstmzAcntVal.Cd,,
2753,2,R,,(Parent) Customized Account Value,,1..1,,The unique code representing a value within a customized account segment.,Base,46,(Parent) Customized Account Value,BS12c,/BS13a/BS12c,$.Customized Account Value Hierarchy.(Parent) Customized Account Value,CstmzAcntValHrchy.ParntCstmzAcntVal,,
2754,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code representing a value within a customized account segment.,Base,46,(Parent) Customized Account Value,BS12c_01,/BS13a/BS12c_01,$.Customized Account Value Hierarchy.(Parent) Customized Account Value.Code,CstmzAcntValHrchy.ParntCstmzAcntVal.Cd,,
2755,1,C,,Profile,,,,"A class contains information on industry standards and software versions, profiling data such as fiscal years, developers, software names and versions, functional currencies, standards, and extraction dates.",Base,48,Profile,BS20a,/BS20a,$.Profile,Prfl,,
2756,2,A,PK,Number,Identifier,1..1,Identifier Short,The unique number identifying a data collection instance.,Base,48,Profile,BS20a_01,/BS20a/BS20a_01,$.Profile.Number,Prfl.Nr,,
2757,2,A,,Name,Name,0..1,Name Short,The title of a specific data collection profile.,Base,48,Profile,BS20a_02,/BS20a/BS20a_02,$.Profile.Name,Prfl.Nam,,
2758,2,A,,Fiscal Year,Identifier,0..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Base,48,Profile,BS20a_03,/BS20a/BS20a_03,$.Profile.Fiscal Year,Prfl.FiscYr,,
2759,2,A,,Accounting Entity,Name,0..1,Name Short,The recognized name of an organization as a distinct body for accounting purposes.,Base,48,Profile,BS20a_04,/BS20a/BS20a_04,$.Profile.Accounting Entity,Prfl.AccntEntty,,
