sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
859,2,Reference Association,,PPE Addition,,0..1,,,Accounting Period,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,140,PE01_09,,,
860,2,Reference Association,,PPE Addition,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,140,PE01_10,,,
861,2,Reference Association,,PPE Addition,Functional,0..1,,,Currency,The code of currency in which PPE values are expressed.,Property Plant Equipment,140,PE01_11,,,
862,2,Reference Association,,PPE Addition,,0..1,,,PPE Master,"The class represents property, plant, and equipment (PPE) in relation to recorded transfer movements.",Property Plant Equipment,140,PE01_12,,,
856,2,Composition,,PPE Addition,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,140,PE01_06,,,
857,2,Composition,,PPE Addition,Original Cost,0..1,,,Amount,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,140,PE01_07,,,
858,2,Composition,,PPE Addition,,0..1,,,Quantity,"The quantity of property, plant, and equipment (PPE) to be added.",Property Plant Equipment,140,PE01_08,,,
863,1,Class,,PPE Change,,,,,,"A class captures adjustments to property, plant, and equipment (PPE) details, excluding additions or disposals. It includes changes like revaluations, historical cost adjustments, alterations in depreciation methods, transfers, and status updates.",Property Plant Equipment,144,PE02,,,
864,2,Attribute,PK,PPE Change,ID,1..1,Identifier,Identifier Medium,,"The unique identifier for each entry recording the change of the property, plant, and equipment (PPE) item.",Property Plant Equipment,144,PE02_01,,,
865,2,Attribute,,PPE Change,Tag Number,0..1,Char,Char Medium,,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,144,PE02_02,,,
866,2,Attribute,,PPE Change,Type Name,0..1,Name,Name Short,,"The type of change transaction, excluding additions or removals.",Property Plant Equipment,144,PE02_03,,,
867,2,Attribute,,PPE Change,Date,0..1,Date,DATE,,"The specific date when a property, plant, and equipment (PPE) item was altered or updated in the PPE Master.",Property Plant Equipment,144,PE02_04,,,
868,2,Attribute,,PPE Change,Reason,0..1,Text,Text Medium,,"The rationale for altering or updating the data of a property, plant, and equipment (PPE) item in the PPE Master.",Property Plant Equipment,144,PE02_05,,,
869,2,Attribute,,PPE Change,Content Before Change,0..1,Text,Text Short,,"The pervious content includes information prior to the transaction, detailing various elements.",Property Plant Equipment,144,PE02_06,,,
870,2,Attribute,,PPE Change,Content After Change,0..1,Text,Text Short,,"The content after the change transaction, including details.",Property Plant Equipment,144,PE02_07,,,
872,2,Reference Association,,PPE Change,,0..1,,,Accounting Period,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,144,PE02_09,,,
873,2,Reference Association,,PPE Change,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,144,PE02_10,,,
874,2,Reference Association,,PPE Change,,0..1,,,PPE Master,"The class represents property, plant, and equipment (PPE) in relation to recorded transfer movements.",Property Plant Equipment,144,PE02_11,,,
871,2,Composition,,PPE Change,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,144,PE02_08,,,
875,1,Class,,PPE Department Allocation,,,,,,"A class holds details regarding the allocation of expenses among departments benefiting from using the property, plant, and equipment (PPE), particularly depreciation expenses.",Property Plant Equipment,146,PE03,,,
876,2,Attribute,,PPE Department Allocation,Depreciation Allocation Proportion,0..1,Decimal,Percent,,The percentage representing the proportion of depreciation allocated to each department.,Property Plant Equipment,146,PE03_01,,,
877,2,Reference Association,,PPE Department Allocation,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,146,PE03_02,,,
878,2,Reference Association,,PPE Department Allocation,Department,0..1,,,Business Segment,The class of the organization that is associated with a particular PPE.,Property Plant Equipment,146,PE03_03,,,
879,2,Reference Association,PK,PPE Department Allocation,,1..1,,,PPE Master,"The class represents property, plant, and equipment (PPE) in relation to recorded depreciation.",Property Plant Equipment,146,PE03_04,,,
880,1,Class,,PPE Depreciation,,,,,,"A class contains information about the depreciation of property, plant and equipment (PPE) during a specified period.",Property Plant Equipment,150,PE04,,,
881,2,Attribute,,PPE Depreciation,Useful Life,0..1,Integer,INTEGER,,"The total useful life of the property, plant, and equipment (PPE) item in months.",Property Plant Equipment,150,PE04_01,,,
882,2,Attribute,,PPE Depreciation,Useful Life Remaining,0..1,Integer,INTEGER,,"The remaining useful life of the property, plant, and equipment (PPE) item in months as of the report date.",Property Plant Equipment,150,PE04_02,,,
890,2,Reference Association,,PPE Depreciation,,0..1,,,Accounting Period,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,150,PE04_10,,,
891,2,Reference Association,,PPE Depreciation,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,150,PE04_11,,,
892,2,Reference Association,,PPE Depreciation,Accumulated Depreciation Account,0..1,,,Ledger Account,"The ledger account recording the total depreciation accumulated on the property, plant, and equipment (PPE) up to the reported date.",Property Plant Equipment,150,PE04_12,,,
893,2,Reference Association,,PPE Depreciation,Depreciation Account,0..1,,,Ledger Account,"The ledger account capturing the depreciation expenses incurred during the specified period for the property, plant, and equipment (PPE).",Property Plant Equipment,150,PE04_13,,,
894,2,Reference Association,,PPE Depreciation,,0..1,,,PPE Depreciation Method,"The method employed for calculating depreciation of the  property, plant, and equipment (PPE).",Property Plant Equipment,150,PE04_14,,,
895,2,Reference Association,PK,PPE Depreciation,,1..1,,,PPE Master,"The class represents property, plant, and equipment (PPE) in relation to recorded depreciation.",Property Plant Equipment,150,PE04_15,,,
883,2,Composition,,PPE Depreciation,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,150,PE04_03,,,
884,2,Composition,,PPE Depreciation,Accumulated Depreciation,0..1,,,Amount,"The total depreciation accumulated on the property, plant, and equipment (PPE) up to the reporting date.",Property Plant Equipment,150,PE04_04,,,
885,2,Composition,,PPE Depreciation,Carrying,0..1,,,Amount,"The net carrying value of the property, plant, and equipment (PPE) as of the reporting date, calculated as the original cost minus the accumulated depreciation.",Property Plant Equipment,150,PE04_05,,,
886,2,Composition,,PPE Depreciation,Depreciable Basis,0..1,,,Amount,"The depreciable value of the property, plant, and equipment (PPE), representing the original cost minus the residual value.",Property Plant Equipment,150,PE04_06,,,
887,2,Composition,,PPE Depreciation,Depreciation,0..1,,,Amount,"The depreciable value of the property, plant, and equipment (PPE), representing the original cost minus the residual value.",Property Plant Equipment,150,PE04_07,,,
888,2,Composition,,PPE Depreciation,Original Cost,0..1,,,Amount,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,150,PE04_08,,,
889,2,Composition,,PPE Depreciation,Residual Value,0..1,,,Amount,"The estimated residual value of the property, plant, and equipment (PPE) as of the reporting date.",Property Plant Equipment,150,PE04_09,,,
896,1,Class,,PPE Depreciation Method,,,,,,"A class that records the different methods used to depreciate property, plant, and equipment (PPE).",Property Plant Equipment,148,PE05,,,
897,2,Attribute,PK,PPE Depreciation Method,ID,1..1,Identifier,Identifier Medium,,The unique identifier assigned to different depreciation methods.,Property Plant Equipment,148,PE05_01,,,
898,2,Attribute,,PPE Depreciation Method,Name,0..1,Name,Name Short,,The name or title of the depreciation method.,Property Plant Equipment,148,PE05_02,,,
899,2,Attribute,,PPE Depreciation Method,Description,0..1,Text,Text Medium,,"Additional description associated with the depreciation method, providing further details or context.",Property Plant Equipment,148,PE05_03,,,
900,2,Attribute,,PPE Depreciation Method,Depreciation Formula,0..1,Text,Text Medium,,The fundamental formula utilized to compute depreciation according to the specified method.,Property Plant Equipment,148,PE05_04,,,
901,2,Reference Association,,PPE Depreciation Method,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,148,PE05_05,,,
902,1,Class,,PPE Master,,,,,,"A central repository that comprehensively catalogs each item of property, plant, and equipment (PPE).",Property Plant Equipment,138,PE06,,,
903,2,Attribute,PK,PPE Master,ID,1..1,Identifier,Identifier Long,,"The unique identifier assigned to each property, plant, and equipment (PPE) item.",Property Plant Equipment,138,PE06_01,,,
904,2,Attribute,,PPE Master,Code,0..1,Char,Char Medium,,"The internal identifier assigned within the organization's system to distinguish and identify different property, plant, and equipment (PPE) items for internal management and tracking purposes at the local level.",Property Plant Equipment,138,PE06_02,,,
905,2,Attribute,,PPE Master,Tag Number,0..1,Char,Char Medium,,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,138,PE06_03,,,
906,2,Attribute,,PPE Master,Name,0..1,Name,Name Short,,"The specific name or title assigned to each item of property, plant, and equipment (PPE).",Property Plant Equipment,138,PE06_04,,,
907,2,Attribute,,PPE Master,Feature,0..1,Text,Text Short,,"The additional characteristics or attributes used to further specify the property, plant, and equipment (PPE).",Property Plant Equipment,138,PE06_05,,,
908,2,Attribute,,PPE Master,Bar Code,0..1,Char,Char Short,,"The Universal Product Code or other external code associated with the PPE, which may include codes from primary suppliers for identification and tracking purposes.",Property Plant Equipment,138,PE06_06,,,
909,2,Attribute,,PPE Master,Serial Number,0..1,Char,Char Medium,,"The number for an individual item within a group of products, used for tracking and inventory management.",Property Plant Equipment,138,PE06_07,,,
910,2,Attribute,,PPE Master,Lot Number,0..1,Char,Char Medium,,The number for a batch of products for tracking and inventory management purposes.,Property Plant Equipment,138,PE06_08,,,
911,2,Attribute,,PPE Master,Manufacturer,0..1,Name,Name Medium,,"The company or entity that produced or manufactured the property, plant, and equipment (PPE).",Property Plant Equipment,138,PE06_09,,,
912,2,Attribute,,PPE Master,Location Description,0..1,Text,Text Medium,,The textual description of the physical location where the PPE is currently placed or situated.,Property Plant Equipment,138,PE06_10,,,
913,2,Attribute,,PPE Master,Condition Name,0..1,Name,Name Short,,"The operational condition or status of the PPE, detailing various usage statuses.",Property Plant Equipment,138,PE06_11,,,
914,2,Attribute,,PPE Master,Acquisition Date,0..1,Date,DATE,,"The specific date when a property, plant, and equipment (PPE) item was aquired and recorded on the PPE Master.",Property Plant Equipment,138,PE06_12,,,
915,2,Attribute,,PPE Master,Placed Into Service Date,0..1,Date,DATE,,"The specific date when a property, plant, and equipment (PPE) item was placed into service and recorded on the PPE Master.",Property Plant Equipment,138,PE06_13,,,
916,2,Attribute,,PPE Master,Useful Life,0..1,Integer,INTEGER,,"The total useful life of the property, plant, and equipment (PPE) in months.",Property Plant Equipment,138,PE06_14,,,
917,2,Attribute,,PPE Master,Useful Life Remaining,0..1,Integer,INTEGER,,"The remaining useful life of the property, plant, and equipment (PPE) in months as of the report date.",Property Plant Equipment,138,PE06_15,,,
927,2,Reference Association,,PPE Master,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,138,PE06_25,,,
928,2,Reference Association,,PPE Master,Functional,0..1,,,Currency,The code of currency in which PPE values are expressed.,Property Plant Equipment,138,PE06_26,,,
929,2,Reference Association,,PPE Master,,0..1,,,Inventory Product,The specific product tallied during the physical PPE count.,Property Plant Equipment,138,PE06_27,,,
930,2,Reference Association,,PPE Master,,0..1,,,Ledger Account,"The ledger account associated with the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,PE06_28,,,
931,2,Reference Association,,PPE Master,Accumulated Depreciation Account,0..1,,,Ledger Account,"The ledger account representing the accumulated depreciation of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,PE06_29,,,
932,2,Reference Association,,PPE Master,Impairment Provision Account,0..1,,,Ledger Account,"The ledger account representing the provision allocated for potential impairment of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,PE06_30,,,
933,2,Reference Association,,PPE Master,,0..1,,,Measurement Unit,"The unit of measurement for quantifying the amount of property, plant, or equipment assets.",Property Plant Equipment,138,PE06_31,,,
934,2,Reference Association,,PPE Master,,0..1,,,PPE Type,The specific category of supplier that is classified at a subordinate level within a PPE type hierarchy.,Property Plant Equipment,138,PE06_32,,,
935,2,Reference Association,,PPE Master,,0..1,,,Purchase Order,The class represents purchase orders recorded in the corresponding containing class within the specified period.,Property Plant Equipment,138,PE06_33,,,
936,2,Reference Association,,PPE Master,,0..1,,,Purchase Order Line,The class represents purchase orders recorded in the corresponding containing class within the specified period.,Property Plant Equipment,138,PE06_34,,,
937,2,Reference Association,,PPE Master,,0..1,,,Supplier,The class containing essential information about supplier.,Property Plant Equipment,138,PE06_35,,,
918,2,Composition,,PPE Master,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,138,PE06_16,,,
919,2,Composition,,PPE Master,Accumulated Depreciation,0..1,,,Amount,"The total depreciation expense accumulated for the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,PE06_17,,,
920,2,Composition,,PPE Master,Book Value,0..1,,,Amount,"The net book value of property, plant, and equipment (PPE) as of the report date, calculated by subtracting the accumulated depreciation and any impairment losses from the original cost of the asset.",Property Plant Equipment,138,PE06_18,,,
921,2,Composition,,PPE Master,Fair Value,0..1,,,Amount,"The fair value of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,PE06_19,,,
922,2,Composition,,PPE Master,Impairment Provision,0..1,,,Amount,"The decrease in the impairment provision recorded during the removal of property, plant, and equipment (PPE) signifies the reduction in the provision allocated for potential impairment of the asset, reflecting adjustments made to account for changes in the asset's value or condition.",Property Plant Equipment,138,PE06_20,,,
923,2,Composition,,PPE Master,Original Cost,0..1,,,Amount,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,138,PE06_21,,,
924,2,Composition,,PPE Master,Replacement Cost,0..1,,,Amount,"The projected or calculated cost incurred as of the reported date of the property, plant, and equipment (PPE).",Property Plant Equipment,138,PE06_22,,,
925,2,Composition,,PPE Master,Residual Value,0..1,,,Amount,"The estimated residual value of the property, plant, and equipment (PPE) as of the reporting date.",Property Plant Equipment,138,PE06_23,,,
926,2,Composition,,PPE Master,Quantity On Hand,0..1,,,Quantity,"The total quantity of a property, plant, and equipment (PPE) item currently available or in possession as of the report date.",Property Plant Equipment,138,PE06_24,,,
938,1,Class,,PPE Removal,,,,,,"A class capturing the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,PE07,,,
939,2,Attribute,PK,PPE Removal,ID,1..1,Identifier,Identifier Medium,,"The unique identifier assigned to each entry recording a disposal of the property, plant, and equipment (PPE) item.",Property Plant Equipment,142,PE07_01,,,
940,2,Attribute,,PPE Removal,Tag Number,0..1,Char,Char Medium,,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,142,PE07_02,,,
941,2,Attribute,,PPE Removal,Type Name,0..1,Name,Name Short,,"The textual description denotes the type of removal associated with property, plant, and equipment (PPE)",Property Plant Equipment,142,PE07_03,,,
942,2,Attribute,,PPE Removal,Date,0..1,Date,DATE,,"The specific date when a property, plant, and equipment (PPE) item was removed from the PPE Master.",Property Plant Equipment,142,PE07_04,,,
943,2,Attribute,,PPE Removal,Reason,0..1,Text,Text Medium,,"The rationale for removing the data of a property, plant, and equipment (PPE) item from the PPE Master.",Property Plant Equipment,142,PE07_05,,,
955,2,Reference Association,,PPE Removal,,0..1,,,Accounting Period,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,142,PE07_17,,,
956,2,Reference Association,,PPE Removal,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,142,PE07_18,,,
957,2,Reference Association,,PPE Removal,Functional,0..1,,,Currency,The code of currency in which PPE values are expressed.,Property Plant Equipment,142,PE07_19,,,
958,2,Reference Association,,PPE Removal,Realized Gain Loss Acount,0..1,,,Ledger Account,The ledger account where realized gains or losses associated with the removal transaction are recorded on the Income Statement.,Property Plant Equipment,142,PE07_20,,,
959,2,Reference Association,,PPE Removal,Unrealized Gain Loss Account,0..1,,,Ledger Account,"The ledger account where unrealized gains or losses are recorded on the balance sheet at the disposal of the property, plant, and equipment (PPE), representing the difference between the current market value and the original cost until the asset is sold or otherwise disposed of.",Property Plant Equipment,142,PE07_21,,,
960,2,Reference Association,,PPE Removal,,0..1,,,PPE Master,"The class represents property, plant, and equipment (PPE) in relation to recorded transfer movements.",Property Plant Equipment,142,PE07_22,,,
944,2,Composition,,PPE Removal,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,142,PE07_06,,,
945,2,Composition,,PPE Removal,Accumulated Depreciation,0..1,,,Amount,The total accumulated depreciation recorded at the time of the removal transaction for the relevant asset.,Property Plant Equipment,142,PE07_07,,,
946,2,Composition,,PPE Removal,Cash Proceeds,0..1,,,Amount,The monetary value of cash proceeds received as a result of the removal transaction.,Property Plant Equipment,142,PE07_08,,,
947,2,Composition,,PPE Removal,Expense,0..1,,,Amount,"The cost or expenditure directly associated with the process of removing the property, plant, and equipment (PPE) from the company's records or operations.",Property Plant Equipment,142,PE07_09,,,
948,2,Composition,,PPE Removal,Impairment Provision,0..1,,,Amount,"The decrease in the impairment provision recorded during the removal of property, plant, and equipment (PPE) from the PPE master.",Property Plant Equipment,142,PE07_10,,,
949,2,Composition,,PPE Removal,Non Cash Proceeds,0..1,,,Amount,"The value of assets or benefits received, excluding cash, at the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,PE07_11,,,
950,2,Composition,,PPE Removal,Original Cost,0..1,,,Amount,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,142,PE07_12,,,
951,2,Composition,,PPE Removal,Realized Gain Loss,0..1,,,Amount,"The monetary value of the realized gain or loss associated with the removal transaction, as recorded on the Income Statement.",Property Plant Equipment,142,PE07_13,,,
952,2,Composition,,PPE Removal,Residual Value,0..1,,,Amount,"The residual value of the asset adjusted during the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,PE07_14,,,
953,2,Composition,,PPE Removal,Unrealized Gain Loss,0..1,,,Amount,"The amount of unrealized gain or loss recorded on the balance sheet at the disposal of the property, plant, and equipment (PPE), representing the difference between the current market value and the original cost, until the asset is sold or otherwise disposed of.",Property Plant Equipment,142,PE07_15,,,
954,2,Composition,,PPE Removal,,0..1,,,Quantity,"The reduced quantity of the property, plant, and equipment (PPE) at the point of disposal.",Property Plant Equipment,142,PE07_16,,,
961,1,Class,,PPE Type,,,,,,A class contains the details of each type of Property Plant Equipment (PPE).,Property Plant Equipment,136,PE08,,,
962,2,Attribute,PK,PPE Type,ID,1..1,Identifier,Identifier Medium,,"The unique identifier employed to designate the specific type of property, plant, and equipment (PPE) item.",Property Plant Equipment,136,PE08_01,,,
963,2,Attribute,,PPE Type,Name,0..1,Name,Name Medium,,The name of the type categorized by the attributes of the PPE.,Property Plant Equipment,136,PE08_02,,,
964,1,Class,,PPE Type Hierarchy,,,,,,A class outlines the structure and relationships of different PPE types.,Property Plant Equipment,136,PE09,,,
965,2,Reference Association,PK,PPE Type Hierarchy,Child,1..1,,,PPE Type,The specific category of PPE type that is classified at a subordinate level within a PPE type hierarchy.,Property Plant Equipment,136,PE09_01,,,
966,2,Reference Association,PK,PPE Type Hierarchy,Parent,1..1,,,PPE Type,The specific category of  PPE type that is classified at a superior level within a PPE type hierarchy.,Property Plant Equipment,136,PE09_02,,,
288,1,Class,,Payment Term,,,,,,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Base,34,BS26,,,
289,2,Attribute,PK,Payment Term,Code,1..1,Identifier,PAYMENT TERM CODE,,The unique code denoting the terms of payment.,Base,34,BS26_01,,,
290,2,Attribute,,Payment Term,Name,0..1,Name,Name Long,,The official designation of a set of payment terms.,Base,34,BS26_02,,,
291,2,Attribute,,Payment Term,Number,0..1,Char,Char Short,,The number for the position of a line within a set of payment terms.,Base,34,BS26_03,,,
292,2,Attribute,,Payment Term,Description,0..1,Text,Text Medium,,The text that describes the conditions of a specific line within a payment term.,Base,34,BS26_04,,,
293,2,Attribute,,Payment Term,Active Indicator,0..1,Indicator,Indicator,,The flag indicating if a set of payment terms is currently applicable for use in transactions.,Base,34,BS26_05,,,
298,1,Class,,Profile,,,,,,"A class contains information on industry standards and software versions, profiling data such as fiscal years, developers, software names and versions, functional currencies, standards, and extraction dates.",Base,48,BS28,,,
299,2,Attribute,PK,Profile,Number,1..1,Identifier,Identifier Short,,The unique number identifying a data collection instance.,Base,48,BS28_01,,,
300,2,Attribute,,Profile,Name,0..1,Name,Name Short,,The title of a specific data collection profile.,Base,48,BS28_02,,,
301,2,Attribute,,Profile,Fiscal Year,0..1,Identifier,YEAR,,"The year for which financial records are kept, expressed in four digits.",Base,48,BS28_03,,,
302,2,Attribute,,Profile,Accounting Entity,0..1,Name,Name Short,,The recognized name of an organization as a distinct body for accounting purposes.,Base,48,BS28_04,,,
303,2,Attribute,,Profile,Industry,0..1,Char,Char Short,,"The classification denoting the industry associated with a profile, within a broader sector categorization.",Base,48,BS28_05,,,
304,2,Attribute,,Profile,Developer Name,0..1,Name,Name Long,,The organization that developed the accounting and/or ERP system software.,Base,48,BS28_06,,,
305,2,Attribute,,Profile,Software Name,0..1,Name,Name Long,,The name of the accounting or ERP system software product in use.,Base,48,BS28_07,,,
306,2,Attribute,,Profile,Software Version,0..1,Char,Char Short,,The version number of the accounting or ERP system software in use.,Base,48,BS28_08,,,
307,2,Attribute,,Profile,Functional Currency Code,0..1,Identifier,CURRENCY CODE,,"The code representing the specific currency utilized for financial transactions and reporting within an organization's accounting and/or Enterprise Resource Planning (ERP) system, as specified by ISO 4217 standards.",Base,48,BS28_09,,,
308,2,Attribute,,Profile,Standard Version,0..1,Char,Char Short,,The number of the standards to which the current output files conform.,Base,48,BS28_10,,,
309,2,Attribute,,Profile,Extracted Date,0..1,Date,DATE,,The date on which data was retrieved or compiled for reporting or analysis.,Base,48,BS28_11,,,
310,2,Attribute,,Profile,Time Zone,0..1,Char,TIME ZONE,,"The local time's offset from Coordinated Universal Time (UTC), represented in hours and minutes or only in hours as per ISO 8601-1.",Base,48,BS28_12,,,
311,2,Reference Association,,Profile,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Base,48,BS28_13,,,
312,1,Class,,Project,,,,,,"A class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Base,36,BS29,,,
313,2,Attribute,PK,Project,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a project.,Base,36,BS29_01,,,
314,2,Attribute,,Project,Code,0..1,Char,Char Long,,The unique identifier assigned to a project.,Base,36,BS29_02,,,
315,2,Attribute,,Project,Name,0..1,Name,Name Medium,,The designated title of a project within the context of operations and administration.,Base,36,BS29_03,,,
316,2,Attribute,,Project,Beginning Date,0..1,Date,DATE,,The date on which a project is scheduled to start.,Base,36,BS29_04,,,
317,2,Attribute,,Project,Ending Date,0..1,Date,DATE,,The date on which a project is scheduled to conclude.,Base,36,BS29_05,,,
318,2,Attribute,,Project,Active Indicator,0..1,Indicator,Indicator,,The flag indicating if a project is currently ongoing and recognized within the operational scope.,Base,36,BS29_06,,,
319,2,Reference Association,,Project,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Base,36,BS29_07,,,
535,1,Class,,Purchase Contract,,,,,,A class representing an agreement with a vendor for the provision of goods or services within a specified period.,Purchase,104,PR03,,,
500,2,Attribute,PK,Purchase Contract.Contract,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a contract.,Purchase,0,PR03_GE11_01,,,
501,2,Attribute,,Purchase Contract.Contract,Number,0..1,Char,Char Long,,"The number for a contract, facilitating its recognition and retrieval within a system.",Purchase,0,PR03_GE11_02,,,
502,2,Attribute,,Purchase Contract.Contract,Type Name,0..1,Name,Name Medium,,The classification title given to a contract that specifies its nature and terms within the context of sales and purchase activities.,Purchase,0,PR03_GE11_03,,,
503,2,Attribute,,Purchase Contract.Contract,Beginning Date,0..1,Date,DATE,,The date on which the terms of a contract become effective.,Purchase,0,PR03_GE11_04,,,
504,2,Attribute,,Purchase Contract.Contract,Ending Date,0..1,Date,DATE,,The date on which the terms of a contract conclude or expire.,Purchase,0,PR03_GE11_05,,,
505,2,Attribute,,Purchase Contract.Contract,Status,0..1,Code,STATUS CODE,,The current state of the contract's lifecycle.,Purchase,0,PR03_GE11_06,,,
506,2,Attribute,,Purchase Contract.Contract,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for a contract.,Purchase,0,PR03_GE11_07,,,
508,2,Reference Association,,Purchase Contract.Contract,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR03_GE11_09,,,
509,2,Reference Association,,Purchase Contract.Contract,Transaction,0..1,,,Currency,The currency in which the financial transaction for contracts denominated.,Purchase,0,PR03_GE11_10,,,
510,2,Reference Association,,Purchase Contract.Contract,,0..1,,,Payment Term,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Purchase,0,PR03_GE11_11,,,
511,2,Reference Association,,Purchase Contract.Contract,,0..1,,,Settlement Method,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Purchase,0,PR03_GE11_12,,,
538,2,Reference Association,,Purchase Contract,Purchase Organization,0..1,,,Business Segment,The business segment pertaining to the organization that manages purchase contracts.,Purchase,104,PR03_02,,,
539,2,Reference Association,,Purchase Contract,Purchaser,0..1,,,Employee,The employee who is designated as the purchaser in a purchase contract.,Purchase,104,PR03_03,,,
540,2,Reference Association,,Purchase Contract,,0..1,,,Supplier,A class containing essential information about suppliers.,Purchase,104,PR03_04,,,
507,2,Composition,,Purchase Contract.Contract,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Purchase,0,PR03_GE11_08,,,
537,2,Composition,,Purchase Contract,,0..*,,,Purchase Contract Line,"A class detailing each item within a purchase contract, specifying materials, quantities, suppliers, unit prices, and total trade amounts.",Purchase,104,PR03_01,,,
541,1,Class,,Purchase Contract Line,,,,,,A class containing essential information about suppliers.,Purchase,106,PR04,,,
513,2,Attribute,PK,Purchase Contract Line.Contract Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line item within a contract.,Purchase,0,PR04_GE12_01,,,
514,2,Attribute,,Purchase Contract Line.Contract Line,Number,0..1,Char,Char Short,,"The number for a specific line within a contract, enabling distinction and reference.",Purchase,0,PR04_GE12_02,,,
515,2,Attribute,,Purchase Contract Line.Contract Line,Due Date,0..1,Date,DATE,,The final date by which delivery of products or materials is requested.,Purchase,0,PR04_GE12_03,,,
