Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
3513,351,4,0,Elektrienergia ülekanne,Transmission of electricity,,Elektrit tootmisrajatisest jaotusvõrku edastavate kõrgepingevõrkude käitamine,Operation of high-voltage transmission systems that convey electricity from the generation facility to the distribution system,,,,,,,,,,,,,,,2025-01-01 00:00:00,
35131,3513,5,1,Elektrienergia ülekanne,Transmission of electricity,,Elektrit tootmisrajatisest jaotusvõrku edastavate kõrgepingevõrkude käitamine,Operation of high-voltage transmission systems that convey electricity from the generation facility to the distribution system,,,,,,,,,,,,,,,2025-01-01 00:00:00,
3514,351,4,0,Elektrienergia jaotus,Distribution of electricity,,"Kõrgepinge-, kesk- ja madalpingevõrkude käitamine, nt liinid, postid, arvestid ja juhtmestik, mis edastavad tootmisrajatisest või ülekandesüsteemist saadud elektrienergia lõppkasutajale, elektrijaotusvõrkude rentimine ja kasutusrent, elektrienergia jaotamine elektrivõrkudesse","Operation of high-voltage, medium-voltage and low-voltage distribution systems (e.g. lines, poles, meters and wiring), which convey electric power received from the generation facility or the transmission system to the end user, rental and leasing of electricity distribution networks, distribution of electricity into electricity mains/networks",,,,,,,,,,,,,,,2025-01-01 00:00:00,
35141,3514,5,1,Elektrienergia jaotus,Distribution of electricity,,"Kõrgepinge-, kesk- ja madalpingevõrkude käitamine, nt liinid, postid, arvestid ja juhtmestik, mis edastavad tootmisrajatisest või ülekandesüsteemist saadud elektrienergia lõppkasutajale, elektrijaotusvõrkude rentimine ja kasutusrent, elektrienergia jaotamine elektrivõrkudesse","Operation of high-voltage, medium-voltage and low-voltage distribution systems (e.g. lines, poles, meters and wiring), which convey electric power received from the generation facility or the transmission system to the end user, rental and leasing of electricity distribution networks, distribution of electricity into electricity mains/networks",,,,,,,,,,,,,,,2025-01-01 00:00:00,
3515,351,4,0,Elektrienergia müük,Trade of electricity,,"Elektrienergia müük oma nimel ka: elektrisõidukite, nt elektriautode, -mootorrataste, -tõukerataste, -jalgrataste laadimisseadmete käitamine, elektroonikaseadmete, nt mobiiltelefonide, sülearvutite jms laadimisseadmete käitamine","Sale of electricity on own account This class also includes: operation of charging facilities for electric vehicles (e.g. electric cars, motorcycles, scooters, bicycles), operation of charging facilities for electronic devices (e.g. mobile telephones, laptops)",,,,,,,,"Elektrienergia müük teiste isikute nimel, vt 3540","Sale of electricity on the account of others, see 3540",,,,,,2025-01-01 00:00:00,
35151,3515,5,1,Elektrienergia müük,Trade of electricity,,"Elektrienergia müük oma nimel ka: elektrisõidukite, nt elektriautode, -mootorrataste, -tõukerataste, -jalgrataste laadimisseadmete käitamine, elektroonikaseadmete, nt mobiiltelefonide, sülearvutite jms laadimisseadmete käitamine","Sale of electricity on own account This class also includes: operation of charging facilities for electric vehicles (e.g. electric cars, motorcycles, scooters, bicycles), operation of charging facilities for electronic devices (e.g. mobile telephones, laptops)",,,,,,,,"Elektrienergia müük teiste isikute nimel, vt 35401","Sale of electricity on the account of others, see 35401",,,,,,2025-01-01 00:00:00,
3516,351,4,0,Elektrienergia salvestamine,Storage of electricity,,"Elektrienergia muundamine salvestatavaks energiaks, sellise energia salvestamine ning seejärel selle taasmuundamine elektrienergiaks, nt pumpelektrijaamade, suruõhuhoidlate, energiasalvestite käitamine, salvestatud elektrienergia jaotamine võrkudesse","Conversion of electrical energy into a form of energy which can be stored, the storing of such energy, and the subsequent reconversion of such energy into electrical energy (e.g. operation of pump storage facilities, compressed air storage facilities, or battery storage facilities), distribution of stored electricity into electricity mains/networks",,,,,,,,"Elektri tootmine muu kui salvestamise teel, vt 3511, 3512","Production of electricity not by storage, see 3511, 3512",,,,,,2025-01-01 00:00:00,
35161,3516,5,1,Elektrienergia salvestamine,Storage of electricity,,"Elektrienergia muundamine salvestatavaks energiaks, sellise energia salvestamine ning seejärel selle taasmuundamine elektrienergiaks, nt pumpelektrijaamade, suruõhuhoidlate, energiasalvestite käitamine, salvestatud elektrienergia jaotamine võrkudesse","Conversion of electrical energy into a form of energy which can be stored, the storing of such energy, and the subsequent reconversion of such energy into electrical energy (e.g. operation of pump storage facilities, compressed air storage facilities, or battery storage facilities), distribution of stored electricity into electricity mains/networks",,,,,,,,"Elektri tootmine muu kui salvestamise teel, vt 3511, 3512","Production of electricity not by storage, see 3511, 3512",,,,,,2025-01-01 00:00:00,
352,35,3,0,Gaasitootmine ja gaaskütuste jaotus magistraalvõrkude kaudu,"Manufacture of gas, and distribution of gaseous fuels through mains",,"Gaasi tootmine, maa- või sünteesgaasi ladustamine ja jaotamine kasutajatele magistraalvõrkude kaudu.","The manufacture of gas, the storage and the distribution of natural or synthetic gas to the user through a system of mains.",,,,,,,,"Toormaagaasi kaevandamine, vt 0620 gaaskütuste müüki teiste hallatavate jaotussüsteemide kaudu korraldavate maaklerite või agentide tegevus, vt 354 gaasi transport torujuhtmete kaudu, enamasti pikkade vahemaade taha, vt 4950 eraldi gaasijuhtmete käitamine, mis ühendavad tootjaid gaasi turustajatega või linnakeskuste vahel, enamasti pikkade vahemaade tagant, vt 4950","Extraction of crude natural gas, see 0620 activities of brokers or agents that arrange the sale of gaseous fuels over gas distribution systems operated by others, see 354 transport, usually over long distances, of gas through pipelines, see 4950 separate operation of gas pipelines, typically done over long distances, connecting producers with distributors of gas, or between urban centres, see 4950",,,,,,2025-01-01 00:00:00,
3521,352,4,0,Gaasitootmine,Manufacture of gas,,"Gaasijaotusvõrgu kaudu energiavarustuseks gaaskütuste tootmine, nt kivisöe karboniseerimine, pruunsöe gaasistamine, elektrolüüs või metaniseerimine, kindlaksmääratud kütteväärtusega gaaskütuste tootmine energiavarustuseks puhastamise, segamise vm protsesside abil eri tüüpi gaasidest, k.a maagaasist või vesinikust, gaasivarustuse eesmärgil biogaasi tootmine nt reoveesettest, sõnnikust, jäätmetest jms, gaasiliste biokütuste tootmine energiavarustuseks gaasijaotusvõrgu kaudu ka: biogaasi puhastamine energiavarustuseks püsivõrgu kaudu, maagaasi taasgaasistamine magistraalvõrkude kaudu jaotamiseks","Production of gaseous fuels for energy supply through a gas distribution network (e.g. by carbonation of coal, gasification of lignite, electrolysis or methanisation), production of gaseous fuels for energy supply with a specified calorific value, by purification, blending and other processes from gases of various types, including natural gas or hydrogen, production of biogas for the purpose of gas supply (e.g. from sewage sludge, manure, waste), production of gaseous biofuels for energy supply through a gas distribution network This class also includes: cleansing of biogas for energy supply through a permanent network, regasification of natural gas for distribution through mains",,,,,,,,"Toormaagaasi kaevandamine, vt 0620 koksigaasi tootmine, vt 1910 rafineeritud naftatoodete tootmine, vt 1920 veeldatud naftagaasi (LPG) tootmine, vt 1920 tööstusgaaside tootmine, vt 2011 vesiniku tootmine muuks kui võrgu kaudu energiavarustuseks, vt 2011 põhiliste orgaaniliste gaaside tootmine muuks kui võrgu kaudu energiavarustuseks, vt 2014 kõrgahjugaasi tootmine, vt 2410","Extraction of crude natural gas, see 0620 production of coke oven gas, see 1910 manufacture of refined petroleum products, see 1920 production of liquefied petroleum gas (LPG), see 1920 manufacture of industrial gases, see 2011 production of hydrogen, not for energy supply through a network, see 2011 manufacture of basic organic gases, not for energy supply through a network, see 2014 production of blast furnace gas, see 2410",,,,,,2025-01-01 00:00:00,
35211,3521,5,1,Gaasi (v.a biogaasi) tootmine,Manufacture of gas (except biogas),,"Gaasijaotusvõrgu kaudu energiavarustuseks gaaskütuste tootmine, nt kivisöe karboniseerimine, pruunsöe gaasistamine, elektrolüüs või metaniseerimine, kindlaksmääratud kütteväärtusega gaaskütuste tootmine energiavarustuseks puhastamise, segamise vm protsesside abil eri tüüpi gaasidest, k.a maagaasist ka: maagaasi taasgaasistamine magistraalvõrkude kaudu jaotamiseks","Production of gaseous fuels for energy supply through a gas distribution network (e.g. by carbonation of coal, gasification of lignite, electrolysis or methanisation), production of gaseous fuels for energy supply with a specified calorific value, by purification, blending and other processes from gases of various types, including natural gas This class also includes: regasification of natural gas for distribution through mains",,,,,,,,"Toormaagaasi kaevandamine, vt 06201 koksigaasi tootmine, vt 19101 rafineeritud naftatoodete tootmine, vt 19201 veeldatud naftagaasi (LPG) tootmine, vt 19201 tööstusgaaside tootmine, vt 20111 vesiniku tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20111 põhiliste orgaaniliste gaaside tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20141 kõrgahjugaasi tootmine, vt 24101","Extraction of crude natural gas, see 06201 production of coke oven gas, see 19101 manufacture of refined petroleum products, see 19201 production of liquefied petroleum gas (LPG), see 19201 manufacture of industrial gases, see 20111 production of hydrogen, not for energy supply through a network, see 20111 manufacture of basic organic gases, not for energy supply through a network, see 2014 production of blast furnace gas, see 2410",,,,,,2025-01-01 00:00:00,
35212,3521,5,1,Biogaasi tootmine,Manufacture of biogas,,"Gaasivarustuse eesmärgil biogaasi tootmine nt reoveesettest, sõnnikust, jäätmetest jms, gaasiliste biokütuste tootmine energiavarustuseks gaasijaotusvõrgu kaudu ka: biogaasi puhastamine energiavarustuseks püsivõrgu kaudu","Production of biogas for the purpose of gas supply (e.g. from sewage sludge, manure, waste), production of gaseous biofuels for energy supply through a gas distribution network This class also includes: cleansing of biogas for energy supply through a permanent network",,,,,,,,"Toormaagaasi kaevandamine, vt 06201 koksigaasi tootmine, vt 19101 rafineeritud naftatoodete tootmine, vt 19201 veeldatud naftagaasi (LPG) tootmine, vt 19201 tööstusgaaside tootmine, vt 20111 vesiniku tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20111 põhiliste orgaaniliste gaaside tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20141 kõrgahjugaasi tootmine, vt 24101","Extraction of crude natural gas, see 06201 production of coke oven gas, see 19101 manufacture of refined petroleum products, see 19201 production of liquefied petroleum gas (LPG), see 19201 manufacture of industrial gases, see 20111 production of hydrogen, not for energy supply through a network, see 20111 manufacture of basic organic gases, not for energy supply through a network, see 2014 production of blast furnace gas, see 2410",,,,,,2025-01-01 00:00:00,
35213,3521,5,1,Vesiniku tootmine,Manufacture of hydrogen,,"Vesinikust kindlaksmääratud kütteväärtusega gaaskütuste tootmine energiavarustuseks puhastamise, segamise vm protsesside abil","Production of gaseous fuels for energy supply with a specified calorific value, by purification, blending and other processes from hydrogen",,,,,,,,"Toormaagaasi kaevandamine, vt 06201 koksigaasi tootmine, vt 19101 rafineeritud naftatoodete tootmine, vt 19201 veeldatud naftagaasi (LPG) tootmine, vt 19201 tööstusgaaside tootmine, vt 20111 vesiniku tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20111 põhiliste orgaaniliste gaaside tootmine muuks kui võrgu kaudu energiavarustuseks, vt 20141 kõrgahjugaasi tootmine, vt 24101","Extraction of crude natural gas, see 06201 production of coke oven gas, see 19101 manufacture of refined petroleum products, see 19201 production of liquefied petroleum gas (LPG), see 19201 manufacture of industrial gases, see 20111 production of hydrogen, not for energy supply through a network, see 20111 manufacture of basic organic gases, not for energy supply through a network, see 2014 production of blast furnace gas, see 2410",,,,,,2025-01-01 00:00:00,
3522,352,4,0,Gaaskütuste jaotus magistraalvõrkude kaudu,Distribution of gaseous fuels through mains,,"Igat liiki gaaskütuste transport, jaotamine ja varustamine magistraalvõrkude kaudu, gaasivõrkude rent ja kasutusrent","Transport, distribution and supply of gaseous fuels of all kinds through a system of mains, rental and leasing of gas utility networks",,,,,,,,"Gaasi transport torujuhtmete kaudu, enamasti pikkade vahemaade taha, vt 4950","Transport, usually over long distances, of gas through pipelines, see 4950",,,,,,2025-01-01 00:00:00,
35221,3522,5,1,Gaaskütuste jaotus magistraalvõrkude kaudu,Distribution of gaseous fuels through mains,,"Igat liiki gaaskütuste transport, jaotamine ja varustamine magistraalvõrkude kaudu, gaasivõrkude rent ja kasutusrent","Transport, distribution and supply of gaseous fuels of all kinds through a system of mains, rental and leasing of gas utility networks",,,,,,,,"Gaasi transport torujuhtmete kaudu, enamasti pikkade vahemaade taha, vt 49501","Transport, usually over long distances, of gas through pipelines, see 49501",,,,,,2025-01-01 00:00:00,
3523,352,4,0,Gaasimüük magistraalvõrkude kaudu,Trade of gas through mains,,Peatorustike kaudu gaaskütuste müük oma nimel,Sale of gaseous fuels through mains on own account,,,,,,,,"Peatorustike kaudu gaaskütuste müük teiste isikute nimel, vt 3540 balloonigaasi hulgimüük, vt 4681 mootorsõidukite ja mootorrataste gaaskütuste jaemüük, vt 4730 majapidamises kasutatava kütteõli ja gaasiballoonide jaemüük, vt 4778","Sale of gaseous fuels through mains on the account of others, see 3540 wholesale of bottled gaseous fuels, see 4681 retail sale of gaseous fuel for motor vehicles and motorcycles, see 4730 retail sale of household fuel oil and bottled gas, see 4778",,,,,,2025-01-01 00:00:00,
35231,3523,5,1,Gaasimüük magistraalvõrkude kaudu,Trade of gas through mains,,Peatorustike kaudu gaaskütuste müük oma nimel,Sale of gaseous fuels through mains on own account,,,,,,,,"Peatorustike kaudu gaaskütuste müük teiste isikute nimel, vt 35401 balloonigaasi hulgimüük, vt 46811 mootorsõidukite ja mootorrataste gaaskütuste jaemüük, vt 47301 majapidamises kasutatava kütteõli ja gaasiballoonide jaemüük, vt 47789","Sale of gaseous fuels through mains on the account of others, see 35401 wholesale of bottled gaseous fuels, see 46811 retail sale of gaseous fuel for motor vehicles and motorcycles, see 47301 retail sale of household fuel oil and bottled gas, see 47789",,,,,,2025-01-01 00:00:00,
3524,352,4,0,Gaasi hoiustamine võrgutarneteenuse osana,Storage of gas as part of network supply services,,"Gaaskütuste ladustamine, vesinikgaasi ladustamine","Storage of gaseous fuels, storage of hydrogen gas",,,,,,,,"Gaasi veeldamine transpordiks kaevanduskohal, vt 0910 gaaskütuste ladustamine muuks kui energiavarustuseks, vt 5210","Gas liquefaction for mine site transport, see 0910 storage of gaseous fuels, not part of network energy supply services, see 5210",,,,,,2025-01-01 00:00:00,
35241,3524,5,1,Gaasi hoiustamine võrgutarneteenuse osana,Storage of gas as part of network supply services,,"Gaaskütuste ladustamine, vesinikgaasi ladustamine","Storage of gaseous fuels, storage of hydrogen gas",,,,,,,,"Gaasi veeldamine transpordiks kaevanduskohal, vt 09101 gaaskütuste ladustamine muuks kui energiavarustuseks, vt 52102","Gas liquefaction for mine site transport, see 09101 storage of gaseous fuels, not part of network energy supply services, see 52102",,,,,,2025-01-01 00:00:00,
353,35,3,0,Auru ja konditsioneeritud õhuga varustamine,Steam and air conditioning supply,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
3530,353,4,0,Auru ja konditsioneeritud õhuga varustamine,Steam and air conditioning supply,,"Auru ja kuuma vee tootmine, kogumine ja jaotamine kütteks, energiaks vm otstarbeks, jahutatud õhu tootmine ja jaotamine, nt konditsioneeritud õhuga varustamiseks, jahutamiseks külma vee tootmine ja jaotamine, looduslikust veest jahutamiseks mõeldud jää tootmine ka: soojusenergia ladustamine","Production, collection and distribution of steam and hot water for heating, power and other purposes, production and distribution of cooled air (e.g. for air conditioning supply), production and distribution of chilled water for cooling purposes, production of ice from natural water for cooling purposes This class also includes: storage of thermal energy",,,,,,,,"Toidujää tootmine, vt 1052 jäätmetest soojuse/auru tootmine, vt 3822","Manufacturing of edible ice, see 1052 production of heat/steam by conversion of waste materials, see 3822",,,,,,2025-01-01 00:00:00,
35301,3530,5,1,Auru ja konditsioneeritud õhuga varustamine,Steam and air conditioning supply,,"Auru ja kuuma vee tootmine, kogumine ja jaotamine kütteks, energiaks vm otstarbeks, jahutatud õhu tootmine ja jaotamine, nt konditsioneeritud õhuga varustamiseks, jahutamiseks külma vee tootmine ja jaotamine, looduslikust veest jahutamiseks mõeldud jää tootmine ka: soojusenergia ladustamine","Production, collection and distribution of steam and hot water for heating, power and other purposes, production and distribution of cooled air (e.g. for air conditioning supply), production and distribution of chilled water for cooling purposes, production of ice from natural water for cooling purposes This class also includes: storage of thermal energy",,,,,,,,"Toidujää tootmine, vt 10521 jäätmetest soojuse/auru tootmine, vt 38221","Manufacturing of edible ice, see 10521 production of heat/steam by conversion of waste materials, see 38221",,,,,,2025-01-01 00:00:00,
354,35,3,0,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus,Activities of brokers and agents for electric power and natural gas,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
3540,354,4,0,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus,Activities of brokers and agents for electric power and natural gas,,"Elektri müüki teiste hallatavate jaotussüsteemide kaudu korraldavate maaklerite või agentide tegevus, gaaskütuste müüki teiste hallatavate jaotussüsteemide kaudu korraldavate maaklerite või agentide tegevus, gaasiliste kütuste kaubavahetuse ja jaotusvõimsuse vahendajate ja agentide tegevus, elektrienergia vahendajate ja agentide tegevus elektrienergia jaotus- ja ülekandevõimsuse börsidel","Activities of brokers or agents, who arrange the sale of electricity via power distribution systems operated by others, activities of gas brokers or agents, who arrange the sale of gaseous fuels via gas distribution systems operated by others, activities of brokers and agents for commodity and distribution capacity exchanges for gaseous fuels, activities of brokers and agents for the operation of electricity distribution and transmission capacity exchanges for electric power",,,,,,,,"Elektrienergia salvestamine ja jaotamine või tarbijale tarnimine (magistraalvõrkude kaudu) tootja poolt (oma nimel), vt 351 gaaskütuste ladustamine ja jaotamine või tarbijale tarnimine magistraalvõrkude kaudu tootja poolt (oma nimel), vt 352 gaaskütuste transpordi vahendusteenused, vt 5231","Storage and distribution or provision of electric power to the user (through a system of mains) by the producer (own account), see 351 storage and distribution or provision of gaseous fuels to the user (through a system of mains) by the producer (own account), see 352 intermediation service activities for the transport of gaseous fuels, see 5231",,,,,,2025-01-01 00:00:00,
35401,3540,5,1,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus,Activities of brokers and agents for electric power and natural gas,,"Elektri müüki teiste hallatavate jaotussüsteemide kaudu korraldavate maaklerite või agentide tegevus, gaaskütuste müüki teiste hallatavate jaotussüsteemide kaudu korraldavate maaklerite või agentide tegevus, gaasiliste kütuste kaubavahetuse ja jaotusvõimsuse vahendajate ja agentide tegevus, elektrienergia vahendajate ja agentide tegevus elektrienergia jaotus- ja ülekandevõimsuse börsidel","Activities of brokers or agents, who arrange the sale of electricity via power distribution systems operated by others, activities of gas brokers or agents, who arrange the sale of gaseous fuels via gas distribution systems operated by others, activities of brokers and agents for commodity and distribution capacity exchanges for gaseous fuels, activities of brokers and agents for the operation of electricity distribution and transmission capacity exchanges for electric power",,,,,,,,"Elektrienergia salvestamine ja jaotamine või tarbijale tarnimine (magistraalvõrkude kaudu) tootja poolt (oma nimel), vt 351 gaaskütuste ladustamine ja jaotamine või tarbijale tarnimine magistraalvõrkude kaudu tootja poolt (oma nimel), vt 352 gaaskütuste transpordi vahendusteenused, vt 52311","Storage and distribution or provision of electric power to the user (through a system of mains) by the producer (own account), see 351 storage and distribution or provision of gaseous fuels to the user (through a system of mains) by the producer (own account), see 352 intermediation service activities for the transport of gaseous fuels, see 52311",,,,,,2025-01-01 00:00:00,
E,,1,0,"Veevarustus, kanalisatsioon, jäätme- ja saastekäitlus","Water supply, sewerage, waste management and remediation activities",,"Siia jakku kuuluvad tegevused, mis on seotud mitmesuguste jäätmete, nt tahkete või mittetahkete tööstus- või olmejäätmete käitlemisega, nt kogumise, eeltöötlemise, taaskasutamise ja kõrvaldamisega ning nende korraldamisega. Jäätme- või reoveepuhastusprotsessi väljund kõrvaldatakse või kasutatakse muude tootmisprotsesside sisendina. Teisesed toorained on materjalid ja tooted, mida saab kasutada toorainena lihtsa korduskasutamise või jäätmete ringlussevõtu ja taaskasutamise teel. Sellesse jakku liigitatakse ka veevarustusega seotud tegevused, kuna neid tehakse sageli koos reoveepuhastusega või teevad neid üksused, mis samuti viimasega tegelevad. Siia kuulub ka saastunud hoonete ja alade, pinnase, pinna- ja põhjavee (nt ookeanid, mangroovid, mered) jne puhastamine. Üksused, mis tavaliselt võtavad üle oma klientidelt jäätmekäitluse ja saavad sellega kliendi jäätmevedajaks ning võtavad seejärel omakorda oma klientidelt jäätmeteenuse eest tasu, liigitatakse ossa 38. Isegi kui need üksused ise vastavaid teenuseid ei osuta, vastutavad nad nende eest. Seda tegevust käsitletakse kui teenuse täielikku allhanget.","Activities related to the management, collection, pretreatment, recovery and disposal, of various forms of waste (for example, solid or non-solid industrial or household waste) and its organisation. The output of the waste or sewage treatment process can either be disposed of or become an input into other production processes. Secondary raw materials are materials and products which can be used as raw materials by simple reuse, or via recycling and recovery of waste. Activities of water supply are also grouped in this section, since they are often carried out in connection with, or by units also engaged in, the treatment of sewage. The activities also include remediation of contaminated buildings and sites, soil, surface and groundwater (for example, oceans, mangroves, seas), and so on. Units that usually take over their clients’ waste procedures and become the customer of the waste hauler, and then in turn charge their clients for waste services, are classified in division 38. Even if these units do not render the corresponding services themselves, they are responsible for their fulfilment. This activity is regarded as the complete outsourcing of a service.",,,,,,,,"Toormaagaasi kaevandamine, vt 0620 veevarustus ja reoveepuhastus, vt osa 36, 37 gaasi torutransport (st mitte jaotusvõrgu kaudu), vt 4950","Waste trade activities as agents, see 4618 waste trade activities as wholesalers, see 4687",,,,,,2025-01-01 00:00:00,
36,E,2,0,"Veekogumine, -töötlus ja -varustus","Water collection, treatment and supply",,"Vee kogumine, töötlemine ja lõpptarbijatele jaotamine. Siia kuulub nii vee kogumine erinevatest allikatest kui ka vee jaotamine erinevate vahenditega.","The collection, treatment and distribution of water to the end user. Collection of water from various sources, as well as distribution by various means is included.",,,,,,,,,,,,,,,2025-01-01 00:00:00,
360,36,3,0,"Veekogumine, -töötlus ja -varustus","Water collection, treatment and supply",,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
3600,360,4,0,"Veekogumine, -töötlus ja -varustus","Water collection, treatment and supply",,"Vee võtmine jõgedest, järvedest ja põhjaveest, veevarustuseks vajalik vee töötlemine, mere- või põhjavee soolatustamine vee kui põhitoote saamiseks, vee jaotamine magistraalvõrgu kaudu, tsisternautodega jms, vihmavee kogumine ka: niisutuskanalite käitus, veejaotusvõrkude rent ja kasutusrent","Abstraction of water from rivers, lakes and groundwater, treatment of water for the water supply, desalting of sea or groundwater to produce water as the principal product of interest, distribution of water through mains, by trucks or other means, rainwater harvesting This class also includes: operation of irrigation canals, rental and leasing of water distribution networks",,,,,,,,"Põllumajanduses kasutatavate niisutussüsteemide käitus, vt 0161 loodusliku mineraalvee vm pudelivee tootmine, vt 1107 reostuse vältimiseks reovee puhastamine, vt 3700 veearvestite paigaldamine, vt 4322 vee transport mööda torujuhtmeid, mitte magistraaltorustiku kaudu, vt 4950 veearvestite näitude lugemine kolmandate isikute poolt, vt 8299","Provision of irrigation services for agricultural purposes, see 0161 production of natural mineral waters and other bottled waters, see 1107 treatment of wastewater in order to prevent pollution, see 3700 installation of water meters, see 4322 transport of water via pipelines, not through mains, see 4950 water meter reading by third parties, see 8299",,,,,,2025-01-01 00:00:00,
36001,3600,5,1,"Veekogumine, -töötlus ja -varustus","Water collection, treatment and supply",,"Kodumajapidamiste ja tööstuse tarbeks (mitmesuguse päritoluga) vee kogumine, töötlemine ning erinevate vahendite abil tarbijani toimetamine ehk veega varustamine alla 10 m3 ööpäevas või mida kasutab vähem kui 50 püsitarbijat. Siia kuulub ka niisutussüsteemide käitus, kuid ei kuulu põldude vihmutus jms põllumajandust toetavad tegevused. vee võtmine jõgedest, järvedest ja põhjaveest, veevarustuseks vajalik vee töötlemine, mere- või põhjavee soolatustamine vee kui põhitoote saamiseks, vee jaotamine magistraalvõrgu kaudu, tsisternautodega jms, vihmavee kogumine ka: niisutuskanalite käitus, veejaotusvõrkude rent ja kasutusrent","Collection, processing and delivery of water for household and industrial use (of various origins) and delivery to the consumer by various means, e water supply of less than 10 m3 per day or used by less than 50 permanent consumers. This also includes the operation of irrigation systems, but does not include field sprinkling and similar activities that support agriculture. abstraction of water from rivers, lakes and groundwater, treatment of water for the water supply, desalting of sea or groundwater to produce water as the principal product of interest, distribution of water through mains, by trucks or other means, rainwater harvesting This class also includes: operation of irrigation canals, rental and leasing of water distribution networks",,,,,,,,"Põllumajanduses kasutatavate niisutussüsteemide käitus, vt 01611 loodusliku mineraalvee vm pudelivee tootmine, vt 11071 reostuse vältimiseks reovee puhastamine, vt 37001 veearvestite paigaldamine, vt 43222 vee transport mööda torujuhtmeid, mitte magistraaltorustiku kaudu, vt 49501 veearvestite näitude lugemine kolmandate isikute poolt, vt 82991","Provision of irrigation services for agricultural purposes, see 01611 production of natural mineral waters and other bottled waters, see 11071 treatment of wastewater in order to prevent pollution, see 37001 installation of water meters, see 43222 transport of water via pipelines, not through mains, see 49501 water meter reading by third parties, see 82991",,,,,,2025-01-01 00:00:00,
36002,3600,5,1,Olmeveega varustamine,Supply of water intended for human consumption,,Veevarustuse jaotusvõrgu kaudu olmevee tarnimine jõudlusega üle 10 m3 ööpäevas või mida kasutab rohkem kui 50 püsitarbijat.,Water supply through a distribution network that supplies domestic water with a capacity of more than 10 m3 per day or that is used by more than 50 permanent consumers,,,,,,,,"Põllumajanduses kasutatavate niisutussüsteemide käitus, vt 01611 loodusliku mineraalvee vm pudelivee tootmine, vt 11071 reostuse vältimiseks reovee puhastamine, vt 37001 veearvestite paigaldamine, vt 43222 vee transport mööda torujuhtmeid, mitte magistraaltorustiku kaudu, vt 49501 veearvestite näitude lugemine kolmandate isikute poolt, vt 82991","Provision of irrigation services for agricultural purposes, see 01611 production of natural mineral waters and other bottled waters, see 11071 treatment of wastewater in order to prevent pollution, see 37001 installation of water meters, see 43222 transport of water via pipelines, not through mains, see 49501 water meter reading by third parties, see 82991",,,,,,2025-01-01 00:00:00,
37,E,2,0,Kanalisatsioon,Sewerage,,"Kanalisatsioonisüsteemide ja reovett koguvate, puhastavate ja veekogudesse juhtivate reoveepuhastite ning biotiikide käitajate tegevus. ka reoveepuhastite käitamine põllumajandusliku, tööstusliku, teedepuhastuse reovee või kogutud vihmavee taaskasutuseks","The operation of sewerage systems or sewage treatment facilities, which collect, treat and discharge sewage into water bodies or operate surface impoundment. This division also includes the operation of wastewater treatment facilities for reuse (for example, agricultural, industrial and road cleaning wastewater or collected rainwater).",,,,,,,,,,,,,,,2025-01-01 00:00:00,
370,37,3,0,Kanalisatsioon,Sewerage,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
