sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,xpath
5345,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Property Plant Equipment,4,Business Segment,BS05eQ_01,/PE04b/BS05eQ/BS05eQ_01,$.PPE Depreciation.Business Segment.Code,PpeDepre.BusSg.Cd,,,
5346,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Property Plant Equipment,4,Business Segment,BS05eQ_03,/PE04b/BS05eQ/BS05eQ_03,$.PPE Depreciation.Business Segment.Segment Reference Level,PpeDepre.BusSg.SgRefLevl,,,
5347,1,C,,Supplier Type Hierarchy,,,,A class representing the hierarchical categorization of supplier types for organizational and strategic purposes.,Base,16,Supplier Type Hierarchy,BS14b,/BS14b,$.Supplier Type Hierarchy,SuplTypHrchy,,,
5348,2,R,,(Child) Supplier Type,,1..1,,"The reference association to the Child Supplier Type class, which is a class with comprehensive descriptions of supplier classifications based on defined criteria.",Base,16,(Child) Supplier Type,BS13e,/BS14b/BS13e,$.Supplier Type Hierarchy.(Child) Supplier Type,SuplTypHrchy.ChldSuplTyp,,,
5349,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for the type of supplier.,Base,16,(Child) Supplier Type,BS13e_01,/BS14b/BS13e_01,$.Supplier Type Hierarchy.(Child) Supplier Type.ID,SuplTypHrchy.ChldSuplTyp.Id,,,
5350,2,R,,(Parent) Supplier Type,,1..1,,"The reference association to the Parent Supplier Type class, which is a class with comprehensive descriptions of supplier classifications based on defined criteria.",Base,16,(Parent) Supplier Type,BS13f,/BS14b/BS13f,$.Supplier Type Hierarchy.(Parent) Supplier Type,SuplTypHrchy.ParntSuplTyp,,,
5351,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for the type of supplier.,Base,16,(Parent) Supplier Type,BS13f_01,/BS14b/BS13f_01,$.Supplier Type Hierarchy.(Parent) Supplier Type.ID,SuplTypHrchy.ParntSuplTyp.Id,,,
5352,1,C,,Supplier Type,,,,A class with comprehensive descriptions of supplier classifications based on defined criteria.,Base,16,Supplier Type,BS13g,/BS13g,$.Supplier Type,SuplTyp,,,
5353,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for the type of supplier.,Base,16,Supplier Type,BS13g_01,/BS13g/BS13g_01,$.Supplier Type.ID,SuplTyp.Id,,,
5354,2,A,,Code,Code,0..1,SUPPLIER TYPE CODE,The identifier that categorizes the type of supplier within an organizational system.,Base,16,Supplier Type,BS13g_02,/BS13g/BS13g_02,$.Supplier Type.Code,SuplTyp.Cd,,,
5355,2,A,,Name,Name,0..1,Name Medium,"The designation for the category of supplier based on their attributes.
",Base,16,Supplier Type,BS13g_03,/BS13g/BS13g_03,$.Supplier Type.Name,SuplTyp.Nam,,,
5356,1,C,,Supplier,,,,A class containing essential information about suppliers.,Base,18,Supplier,BS11a0,/BS11a0,$.Supplier,Supl,,,
5357,2,A,PK,Account ID,Identifier,1..1,Identifier Long,The unique identifier for a supplier account.,Base,18,Supplier,BS11a0_01,/BS11a0/BS11a0_01,$.Supplier.Account ID,Supl.AcntId,,,
5358,2,A,,Account Number,Char,0..1,Char Long,The number for a supplier's account.,Base,18,Supplier,BS11a0_02,/BS11a0/BS11a0_02,$.Supplier.Account Number,Supl.AcntNr,,,
5359,2,A,,Account Name,Name,0..1,Name Medium,The legal or registered name of the supplier.,Base,18,Supplier,BS11a0_03,/BS11a0/BS11a0_03,$.Supplier.Account Name,Supl.AcntNam,,,
5360,2,A,,Abbreviation,Name,0..1,Name Medium,The shortened form of the supplier's name.,Base,18,Supplier,BS11a0_04,/BS11a0/BS11a0_04,$.Supplier.Abbreviation,Supl.Abrv,,,
5361,2,A,,TIN,Char,0..1,TAX IDENTIFICATION NUMBER,The tax identification number assigned to the supplier by tax authorities.,Base,18,Supplier,BS11a0_05,/BS11a0/BS11a0_05,$.Supplier.TIN,Supl.Tin,,,
5362,2,A,,Group,Char,0..1,Char Long,The classification of the supplier within an organization's segmentation system.,Base,18,Supplier,BS11a0_06,/BS11a0/BS11a0_06,$.Supplier.Group,Supl.Group,,,
5363,2,A,,Inactive Date,Date,0..1,DATE,"The date marking the change of a supplier's status to inactive due to factors such as credit limit exceedance, legal constraints, contract cessation, or insolvency.",Base,18,Supplier,BS11a0_07,/BS11a0/BS11a0_07,$.Supplier.Inactive Date,Supl.InctvDt,,,
5364,2,A,,Terms Discount Percentage,Decimal,0..1,Percent,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Base,18,Supplier,BS11a0_08,/BS11a0/BS11a0_08,$.Supplier.Terms Discount Percentage,Supl.TermsDscntPerc,,,
5365,2,A,,Terms Discount Days,Integer,0..1,INTEGER,"The number of days from the invoice date that the customer is eligible for the discount if payment is made.
",Base,18,Supplier,BS11a0_09,/BS11a0/BS11a0_09,$.Supplier.Terms Discount Days,Supl.TermsDscntDays,,,
5366,2,A,,Terms Due Days,Integer,0..1,INTEGER,The standard time period in days before a customer's payment is considered overdue.,Base,18,Supplier,BS11a0_10,/BS11a0/BS11a0_10,$.Supplier.Terms Due Days,Supl.TermsDDays,,,
5367,2,R,,(Corresponding) Customer,,0..1,,"The reference association to the Corresponding Customer class, which is a class holds basic and broad details about customers.",Base,14,(Corresponding) Customer,BS07s,/BS11a0/BS07s,$.Supplier.(Corresponding) Customer,Supl.CrrspCust,,,
5368,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a customer account.,Base,14,(Corresponding) Customer,BS07s_01,/BS11a0/BS07s_01,$.Supplier.(Corresponding) Customer.Account ID,Supl.CrrspCust.AcntId,,,
5369,2,R,,Supplier Type,,0..1,,"The reference association to the Supplier Type class, which is a class with comprehensive descriptions of supplier classifications based on defined criteria.",Base,16,Supplier Type,BS13h,/BS11a0/BS13h,$.Supplier.Supplier Type,Supl.SuplTyp,,,
5370,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for the type of supplier.,Base,16,Supplier Type,BS13h_01,/BS11a0/BS13h_01,$.Supplier.Supplier Type.ID,Supl.SuplTyp.Id,,,
5371,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Base,0,Activities,GE02ac,/BS11a0/GE02ac,$.Supplier.Activities,Supl.Acts,,,
5372,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Base,0,(Approved) Activity,GE03fe,/BS11a0/GE03fe,$.Supplier.Activities.(Approved) Activity,Supl.Acts.ApprvAct,,,
5373,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Base,0,(Approved) Activity,GE03fe_01,/BS11a0/GE03fe_01,$.Supplier.Activities.(Approved) Activity.Date,Supl.Acts.ApprvAct.Dt,,,
5374,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Base,0,(Approved) Activity,GE03fe_02,/BS11a0/GE03fe_02,$.Supplier.Activities.(Approved) Activity.Time,Supl.Acts.ApprvAct.Tm,,,
5375,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Base,10,User,BS17fh,/BS11a0/BS17fh,$.Supplier.Activities.(Approved) Activity.User,Supl.Acts.ApprvAct.Usr,,,
5376,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Base,10,User,BS17fh_01,/BS11a0/BS17fh_01,$.Supplier.Activities.(Approved) Activity.User.ID,Supl.Acts.ApprvAct.Usr.Id,,,
5377,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Base,0,(Created) Activity,GE03ff,/BS11a0/GE03ff,$.Supplier.Activities.(Created) Activity,Supl.Acts.CrtdAct,,,
5378,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Base,0,(Created) Activity,GE03ff_01,/BS11a0/GE03ff_01,$.Supplier.Activities.(Created) Activity.Date,Supl.Acts.CrtdAct.Dt,,,
5379,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Base,0,(Created) Activity,GE03ff_02,/BS11a0/GE03ff_02,$.Supplier.Activities.(Created) Activity.Time,Supl.Acts.CrtdAct.Tm,,,
5380,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Base,10,User,BS17fi,/BS11a0/BS17fi,$.Supplier.Activities.(Created) Activity.User,Supl.Acts.CrtdAct.Usr,,,
5381,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Base,10,User,BS17fi_01,/BS11a0/BS17fi_01,$.Supplier.Activities.(Created) Activity.User.ID,Supl.Acts.CrtdAct.Usr.Id,,,
5382,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Base,0,(Last Modified) Activity,GE03fg,/BS11a0/GE03fg,$.Supplier.Activities.(Last Modified) Activity,Supl.Acts.LastMdfdAct,,,
5383,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Base,0,(Last Modified) Activity,GE03fg_01,/BS11a0/GE03fg_01,$.Supplier.Activities.(Last Modified) Activity.Date,Supl.Acts.LastMdfdAct.Dt,,,
5384,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Base,0,(Last Modified) Activity,GE03fg_02,/BS11a0/GE03fg_02,$.Supplier.Activities.(Last Modified) Activity.Time,Supl.Acts.LastMdfdAct.Tm,,,
5385,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Base,10,User,BS17fj,/BS11a0/BS17fj,$.Supplier.Activities.(Last Modified) Activity.User,Supl.Acts.LastMdfdAct.Usr,,,
5386,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Base,10,User,BS17fj_01,/BS11a0/BS17fj_01,$.Supplier.Activities.(Last Modified) Activity.User.ID,Supl.Acts.LastMdfdAct.Usr.Id,,,
5387,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Base,0,(Posted) Activity,GE03fh,/BS11a0/GE03fh,$.Supplier.Activities.(Posted) Activity,Supl.Acts.PstdAct,,,
5388,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Base,0,(Posted) Activity,GE03fh_01,/BS11a0/GE03fh_01,$.Supplier.Activities.(Posted) Activity.Date,Supl.Acts.PstdAct.Dt,,,
5389,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Base,0,(Posted) Activity,GE03fh_02,/BS11a0/GE03fh_02,$.Supplier.Activities.(Posted) Activity.Time,Supl.Acts.PstdAct.Tm,,,
5390,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Base,10,User,BS17fk,/BS11a0/BS17fk,$.Supplier.Activities.(Posted) Activity.User,Supl.Acts.PstdAct.Usr,,,
5391,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Base,10,User,BS17fk_01,/BS11a0/BS17fk_01,$.Supplier.Activities.(Posted) Activity.User.ID,Supl.Acts.PstdAct.Usr.Id,,,
5392,2,C,,(Billing) Address,,0..1,,A class that specifies the location details of an individual or entity.,Base,0,(Billing) Address,GE04i,/BS11a0/GE04i,$.Supplier.(Billing) Address,Supl.BllngAdr,,,
5393,3,A,,Street Address1,Name,0..1,Name Medium,The primary line of the street address.,Base,0,(Billing) Address,GE04i_01,/BS11a0/GE04i_01,$.Supplier.(Billing) Address.Street Address1,Supl.BllngAdr.StrtAddrs,,,
5394,3,A,,Street Address2,Name,0..1,Name Medium,"The secondary line of the street address, if applicable.",Base,0,(Billing) Address,GE04i_02,/BS11a0/GE04i_02,$.Supplier.(Billing) Address.Street Address2,Supl.BllngAdr.StrtAddrs,,,
5395,3,A,,City Name,Name,0..1,CITY NAME,The municipal designation within an address.,Base,0,(Billing) Address,GE04i_03,/BS11a0/GE04i_03,$.Supplier.(Billing) Address.City Name,Supl.BllngAdr.CtyNam,,,
5396,3,A,,State Province Code,Code,0..1,STATE PROVINCE CODE,The code for the state or province of the address as specified by ISO 3166-2.,Base,0,(Billing) Address,GE04i_04,/BS11a0/GE04i_04,$.Supplier.(Billing) Address.State Province Code,Supl.BllngAdr.SttPrvncCd,,,
5397,3,A,,Postal Code,Code,0..1,POSTAL CODE,The code that identifies a specific geographic delivery area for an address.,Base,0,(Billing) Address,GE04i_05,/BS11a0/GE04i_05,$.Supplier.(Billing) Address.Postal Code,Supl.BllngAdr.PstlCd,,,
5398,3,A,,Country Code,Code,0..1,COUNTRY CODE,"The official code representing the country of an address, as standardized by ISO 3166-1.",Base,0,(Billing) Address,GE04i_06,/BS11a0/GE04i_06,$.Supplier.(Billing) Address.Country Code,Supl.BllngAdr.CntryCd,,,
5399,2,C,,(Physical) Address,,0..1,,A class that specifies the location details of an individual or entity.,Base,0,(Physical) Address,GE04j,/BS11a0/GE04j,$.Supplier.(Physical) Address,Supl.PhyscAdr,,,
5400,3,A,,Street Address1,Name,0..1,Name Medium,The primary line of the street address.,Base,0,(Physical) Address,GE04j_01,/BS11a0/GE04j_01,$.Supplier.(Physical) Address.Street Address1,Supl.PhyscAdr.StrtAddrs,,,
5401,3,A,,Street Address2,Name,0..1,Name Medium,"The secondary line of the street address, if applicable.",Base,0,(Physical) Address,GE04j_02,/BS11a0/GE04j_02,$.Supplier.(Physical) Address.Street Address2,Supl.PhyscAdr.StrtAddrs,,,
5402,3,A,,City Name,Name,0..1,CITY NAME,The municipal designation within an address.,Base,0,(Physical) Address,GE04j_03,/BS11a0/GE04j_03,$.Supplier.(Physical) Address.City Name,Supl.PhyscAdr.CtyNam,,,
5403,3,A,,State Province Code,Code,0..1,STATE PROVINCE CODE,The code for the state or province of the address as specified by ISO 3166-2.,Base,0,(Physical) Address,GE04j_04,/BS11a0/GE04j_04,$.Supplier.(Physical) Address.State Province Code,Supl.PhyscAdr.SttPrvncCd,,,
5404,3,A,,Postal Code,Code,0..1,POSTAL CODE,The code that identifies a specific geographic delivery area for an address.,Base,0,(Physical) Address,GE04j_05,/BS11a0/GE04j_05,$.Supplier.(Physical) Address.Postal Code,Supl.PhyscAdr.PstlCd,,,
5405,3,A,,Country Code,Code,0..1,COUNTRY CODE,"The official code representing the country of an address, as standardized by ISO 3166-1.",Base,0,(Physical) Address,GE04j_06,/BS11a0/GE04j_06,$.Supplier.(Physical) Address.Country Code,Supl.PhyscAdr.CntryCd,,,
5406,2,C,,(Total Credit Limit) Amount,,0..1,,A class that specifies a value of money in a given currency.,Base,0,(Total Credit Limit) Amount,GE05jO,/BS11a0/GE05jO,$.Supplier.(Total Credit Limit) Amount,Supl.TtlCrLmtAmt,,,
5407,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Base,0,(Total Credit Limit) Amount,GE05jO_01,/BS11a0/GE05jO_01,$.Supplier.(Total Credit Limit) Amount.Value,Supl.TtlCrLmtAmt.Val,,,
5408,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Base,30,Currency,BS02j2,/BS11a0/BS02j2,$.Supplier.(Total Credit Limit) Amount.Currency,Supl.TtlCrLmtAmt.Cur,,,
5409,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS02j2_01,/BS11a0/BS02j2_01,$.Supplier.(Total Credit Limit) Amount.Currency.Code,Supl.TtlCrLmtAmt.Cur.Cd,,,
5410,2,C,,(Transaction Credit Limit) Amount,,0..1,,A class that specifies a value of money in a given currency.,Base,0,(Transaction Credit Limit) Amount,GE05jP,/BS11a0/GE05jP,$.Supplier.(Transaction Credit Limit) Amount,Supl.TrnscCrLmtAmt,,,
5411,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Base,0,(Transaction Credit Limit) Amount,GE05jP_01,/BS11a0/GE05jP_01,$.Supplier.(Transaction Credit Limit) Amount.Value,Supl.TrnscCrLmtAmt.Val,,,
5412,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Base,30,Currency,BS02j3,/BS11a0/BS02j3,$.Supplier.(Transaction Credit Limit) Amount.Currency,Supl.TrnscCrLmtAmt.Cur,,,
5413,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS02j3_01,/BS11a0/BS02j3_01,$.Supplier.(Transaction Credit Limit) Amount.Currency.Code,Supl.TrnscCrLmtAmt.Cur.Cd,,,
5414,2,C,,(Primary) Contact,,0..1,,A class that details the communication information for an individual or entity.,Base,0,(Primary) Contact,GE09e,/BS11a0/GE09e,$.Supplier.(Primary) Contact,Supl.PrmryCnt,,,
5415,3,A,,Name,Name,0..1,Name Medium,The full name of an individual or entity that is a point of contact.,Base,0,(Primary) Contact,GE09e_01,/BS11a0/GE09e_01,$.Supplier.(Primary) Contact.Name,Supl.PrmryCnt.Nam,,,
5416,3,A,,Phone,Char,0..1,PHONE NUMBER,The telephone number associated with a contact.,Base,0,(Primary) Contact,GE09e_02,/BS11a0/GE09e_02,$.Supplier.(Primary) Contact.Phone,Supl.PrmryCnt.Phn,,,
5417,3,A,,Email,Char,0..1,EMAIL,The electronic mail address associated with a contact.,Base,0,(Primary) Contact,GE09e_03,/BS11a0/GE09e_03,$.Supplier.(Primary) Contact.Email,Supl.PrmryCnt.Eml,,,
5418,1,C,,Supplier Hierarchy,,,,A class that shows the organized relationships among suppliers.,Base,18,Supplier Hierarchy,BS12b,/BS12b,$.Supplier Hierarchy,SuplHrchy,,,
5419,2,R,,(Child) Supplier,,1..1,,"The reference association to the Child Supplier class, which is a class containing essential information about suppliers.",Base,18,(Child) Supplier,BS11a1,/BS12b/BS11a1,$.Supplier Hierarchy.(Child) Supplier,SuplHrchy.ChldSupl,,,
5420,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Base,18,(Child) Supplier,BS11a1_01,/BS12b/BS11a1_01,$.Supplier Hierarchy.(Child) Supplier.Account ID,SuplHrchy.ChldSupl.AcntId,,,
5421,2,R,,(Parent) Supplier,,1..1,,"The reference association to the Parent Supplier class, which is a class containing essential information about suppliers.",Base,18,(Parent) Supplier,BS11a2,/BS12b/BS11a2,$.Supplier Hierarchy.(Parent) Supplier,SuplHrchy.ParntSupl,,,
5422,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Base,18,(Parent) Supplier,BS11a2_01,/BS12b/BS11a2_01,$.Supplier Hierarchy.(Parent) Supplier.Account ID,SuplHrchy.ParntSupl.AcntId,,,
5423,1,C,,Ledger Account Hierarchy,,,,A class records the structural relationships between individual ledger accounts.,Base,20,Ledger Account Hierarchy,BS24b,/BS24b,$.Ledger Account Hierarchy,LedgrAcntHrchy,,,
5424,2,R,,(Child) Ledger Account,,1..1,,"The reference association to the Child Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Child) Ledger Account,BS23c9,/BS24b/BS23c9,$.Ledger Account Hierarchy.(Child) Ledger Account,LedgrAcntHrchy.ChldLedgrAcnt,,,
5425,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Child) Ledger Account,BS23c9_01,/BS24b/BS23c9_01,$.Ledger Account Hierarchy.(Child) Ledger Account.Account Number,LedgrAcntHrchy.ChldLedgrAcnt.AcntNr,,,
5426,2,R,,(Parent) Ledger Account,,1..1,,"The reference association to the Parent Ledger Account class, which is a class stores information about General Ledger accounts.",Base,20,(Parent) Ledger Account,BS23ca,/BS24b/BS23ca,$.Ledger Account Hierarchy.(Parent) Ledger Account,LedgrAcntHrchy.ParntLedgrAcnt,,,
5427,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,(Parent) Ledger Account,BS23ca_01,/BS24b/BS23ca_01,$.Ledger Account Hierarchy.(Parent) Ledger Account.Account Number,LedgrAcntHrchy.ParntLedgrAcnt.AcntNr,,,
5428,1,C,,Ledger Account,,,,A class stores information about General Ledger accounts.,Base,20,Ledger Account,BS23cb,/BS23cb,$.Ledger Account,LedgrAcnt,,,
5429,2,A,PK,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The unique identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Base,20,Ledger Account,BS23cb_01,/BS23cb/BS23cb_01,$.Ledger Account.Account Number,LedgrAcnt.AcntNr,,,
5430,2,A,,Account Name,Name,0..1,Name Medium,The official title assigned to a general ledger account that uniquely identifies it within an accounting framework.,Base,20,Ledger Account,BS23cb_02,/BS23cb/BS23cb_02,$.Ledger Account.Account Name,LedgrAcnt.AcntNam,,,
5431,2,A,,Description,Text,0..1,Text Medium,The descriptive label or text providing additional details about a general ledger account that corresponds to the General Ledger Account Number.,Base,20,Ledger Account,BS23cb_03,/BS23cb/BS23cb_03,$.Ledger Account.Description,LedgrAcnt.Dscr,,,
5432,2,A,,Financial Statement Caption,Char,0..1,Char Long,"The label utilized within financial statements to aggregate and present related financial account details, facilitating the organization and understanding of a company's financial data as reported in its financial statements.",Base,20,Ledger Account,BS23cb_04,/BS23cb/BS23cb_04,$.Ledger Account.Financial Statement Caption,LedgrAcnt.FnnclSttmnCaptn,,,
5433,2,A,,Account Type,Char,0..1,ACCOUNT TYPE,The classification of an account reflecting its nature and purpose.,Base,20,Ledger Account,BS23cb_05,/BS23cb/BS23cb_05,$.Ledger Account.Account Type,LedgrAcnt.AcntTyp,,,
5434,2,A,,Account Subtype,Char,0..1,ACCOUNT TYPE,The classification detailing a more specific categorization within an account type.,Base,20,Ledger Account,BS23cb_06,/BS23cb/BS23cb_06,$.Ledger Account.Account Subtype,LedgrAcnt.AcntSbtyp,,,
5435,2,A,,Account Hierarchy,Code,0..1,ACCOUNT HIERARCHY,The class representing the structured levels of account classification within an organization's accounting system.,Base,20,Ledger Account,BS23cb_07,/BS23cb/BS23cb_07,$.Ledger Account.Account Hierarchy,LedgrAcnt.AcntHrchy,,,
5436,2,A,,Balance Debit Or Credit Code,Code,0..1,DEBIT CREDIT CODE,"The classification identifying the natural balance of an account, denoted by 'D' for a debit balance, or 'C' for a credit balance.",Base,20,Ledger Account,BS23cb_08,/BS23cb/BS23cb_08,$.Ledger Account.Balance Debit Or Credit Code,LedgrAcnt.BalDbOrCrCd,,,
5437,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS05eR,/BS23cb/BS05eR,$.Ledger Account.Business Segment,LedgrAcnt.BusSg,,,
5438,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS05eR_01,/BS23cb/BS05eR/BS05eR_01,$.Ledger Account.Business Segment.Code,LedgrAcnt.BusSg.Cd,,,
5439,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS05eR_03,/BS23cb/BS05eR/BS05eR_03,$.Ledger Account.Business Segment.Segment Reference Level,LedgrAcnt.BusSg.SgRefLevl,,,
5440,1,C,,Accounting Period,,,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Base,22,Accounting Period,BS01a9,/BS01a9,$.Accounting Period,AccntPer,,,
5441,2,A,PK,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Base,22,Accounting Period,BS01a9_01,/BS01a9/BS01a9_01,$.Accounting Period.Fiscal Year,AccntPer.FiscYr,,,
5442,2,A,PK,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Base,22,Accounting Period,BS01a9_02,/BS01a9/BS01a9_02,$.Accounting Period.ID,AccntPer.Id,,,
5443,2,A,,Beginning Date,Date,0..1,DATE,The start date for a given accounting period.,Base,22,Accounting Period,BS01a9_03,/BS01a9/BS01a9_03,$.Accounting Period.Beginning Date,AccntPer.BegDt,,,
5444,2,A,,Ending Date,Date,0..1,DATE,The close date for a given accounting period.,Base,22,Accounting Period,BS01a9_04,/BS01a9/BS01a9_04,$.Accounting Period.Ending Date,AccntPer.EndDt,,,
5445,1,C,,Journal Entry Type,,,,A class details the types of journal entries in the General Ledger such as cash receipts and cash disbursements.,Base,24,Journal Entry Type,BS22c,/BS22c,$.Journal Entry Type,JrnEntryTyp,,,
5446,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code specifying the type of journal entry.,Base,24,Journal Entry Type,BS22c_01,/BS22c/BS22c_01,$.Journal Entry Type.Code,JrnEntryTyp.Cd,,,
5447,2,A,,Name,Name,0..1,Name Short,The label that identifies the category of a journal entry within the accounting system.,Base,24,Journal Entry Type,BS22c_02,/BS22c/BS22c_02,$.Journal Entry Type.Name,JrnEntryTyp.Nam,,,
5448,2,A,,Abbreviation,Char,0..1,Char Short,The shortened for the label that identifies the category of a journal entry within the accounting system.m representing the type of a journal entry.,Base,24,Journal Entry Type,BS22c_03,/BS22c/BS22c_03,$.Journal Entry Type.Abbreviation,JrnEntryTyp.Abrv,,,
5449,1,C,,Bill Type,,,,"A class describes the category of a bill such as bank draft or check, often used in business transactions as evidence of debt or payment instruments.",Base,26,Bill Type,BS04c,/BS04c,$.Bill Type,BllTyp,,,
5450,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code that classifies the type of bill.,Base,26,Bill Type,BS04c_01,/BS04c/BS04c_01,$.Bill Type.Code,BllTyp.Cd,,,
5451,2,A,,Name,Name,0..1,Name Short,The classification or designation of a bill reflecting its nature.,Base,26,Bill Type,BS04c_02,/BS04c/BS04c_02,$.Bill Type.Name,BllTyp.Nam,,,
5452,1,C,,Settlement Method,,,,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Base,28,Settlement Method,BS27r,/BS27r,$.Settlement Method,SetlMethd,,,
5453,2,A,PK,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Base,28,Settlement Method,BS27r_01,/BS27r/BS27r_01,$.Settlement Method.Code,SetlMethd.Cd,,,
5454,2,A,,Name,Name,0..1,Name Short,The designation of the procedure used for financial settlement.,Base,28,Settlement Method,BS27r_02,/BS27r/BS27r_02,$.Settlement Method.Name,SetlMethd.Nam,,,
5455,1,C,,Currency,,,,A class holds information about different currencies.,Base,30,Currency,BS02j4,/BS02j4,$.Currency,Cur,,,
5456,2,A,PK,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS02j4_01,/BS02j4/BS02j4_01,$.Currency.Code,Cur.Cd,,,
5457,2,A,,Name,Name,0..1,Name Short,The official name of the currency utilized in the accounting and/or ERP system.,Base,30,Currency,BS02j4_02,/BS02j4/BS02j4_02,$.Currency.Name,Cur.Nam,,,
5458,2,A,,Minor Unit,Integer,0..1,UNIT,The subdivision of a currency unit that indicates the decimal relationship to the main currency unit as defined by ISO 4217.,Base,30,Currency,BS02j4_03,/BS02j4/BS02j4_03,$.Currency.Minor Unit,Cur.MnrUnt,,,
