version,sequence,UNID,acronym,level,label_local,type,depth,name,multiplicity,definition_local,DEN,definition,code_list,xpath
v4,190,UN01005954,BBIE,4,明細文書ID,field,1,ItemAssoatedDocumentDocumentDocumentDocumentID,1..1,明細文書を識別するID。デフォルト=1。プロバイダがセットする,CIIL_ Document Line_ Document. Line. Identifier,The unique identifier of the line of this CIIL document line.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/LineID
v4,191,UN01014645,BBIE,4,明細文書類型コード,field,1,ItemAssoatedDocumentDocumentDocumentCategoryCode,0..1,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,CIIL_ Document Line_ Document. Category. Code,The code specifying the category of this CIIL document line.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/CategoryCode
v4,192,UN01005957,ASBIE,4,明細文書／注釈グループ,dimension,1,dItemAssoatedDocumentDocumentDocumentNote,0..n,明細文書に関する注釈のグループ,CIIL_ Document Line_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIIL document line.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote
v4,194,UN01005558,BBIE,5,明細文書注釈表題,field,2,ItemAssoatedDocumentDocumentNoteSubjectText,0..1,"明細文書の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照。",CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote/Subject
v4,195,UN01005560,BBIE,5,明細文書注釈内容,field,2,ItemAssoatedDocumentDocumentNoteContentText,0..1,"明細文書の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote/Content
v4,196,UN01005562,BBIE,5,明細文書注釈ID,field,2,ItemAssoatedDocumentDocumentNoteID,0..1,"明細文書注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",CI_ Note. Identification. Identifier,The unique identifier for this CI note.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote/ID
v4,197,UN01014895,ASBIE,4,明細文書／組込み文書グループ,,,,0..1,この明細文書の組込み文書に関するグループ。,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,A document referenced from this CIIL document line.,,
v4,199,UN01005580,BBIE,5,明細文書組込み文書ID,field,1,ItemAssoatedDocumentReferenceDocumentIssuerAssignedID,1..1,この明細文書に組込んだ文書のID,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument/IssuerAssignedID
v4,200,UN01005582,BBIE,5,明細文書組込み文書発行日,field,1,ItemAssoatedDocumentReferenceDocumentIssueDateTime,0..1,この明細文書に組込んだ文書の発行日,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument/IssueDateTime
v4,201,UN01005588,BBIE,5,明細文書組込み文書履歴ID,field,1,ItemAssoatedDocumentReferenceDocumentRevisionID,0..1,この明細文書に組込んだ文書の変更履歴を管理するID。,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument/RevisionID
v4,202,UN01009672,BBIE,5,明細文書組込み文書タイプコード,field,1,ItemAssoatedDocumentReferenceDocumentTypeCode,0..1,この明細文書に組込んだ文書の文書タイプを識別するコード,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,UNCL1001,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument/TypeCode
v4,203,UN01014899,BBIE,5,明細文書組込み文書サブタイプコード,field,1,ItemAssoatedDocumentReferenceDocumentSubtypeCode,0..1,この明細文書に組込んだ文書の文書サブタイプを識別するコード,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument/SubtypeCode
v4,204,UN01005992,ASBIE,3,明細文書ヘッダ／決済グループ,,,,1..1,明細文書の決済に関するグループ。,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,,
v4,206,UN01014647,BBIE,4,明細文書ヘッダ取引方向コード,field,1,DocumentDirectionCode,0..1,：,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/DirectionCode
v4,207,UN01005998,ASBIE,4,明細文書ヘッダ決済／明細文書ヘッダ返金グループ,dimension,1,dDocumentAllowance,0..n,明細文書ヘッダの返金グループ,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]
v4,209,UN01005707,BBIE,5,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）",field,2,DocumentAllowanceChargeIndicator,1..1,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
false(Allowance)",CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ChargeIndicator
v4.1,210,UN01005713,BBIE,5,明細文書ヘッダ返金金額,field,2,DocumentAllowanceActualAmount,0..1,"この明細文書の明細文書ヘッダに紐付く返金金額
（源泉所得税は含まず。鑑ヘッダで相殺）",CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ActualAmount
v4.1,211,UN01005714,BBIE,5,明細文書ヘッダ返金理由コード,field,2,DocumentAllowanceReasonCode,0..1,この明細文書ヘッダ返金の理由を識別するコード,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,UNCL446,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ReasonCode
v4.1,212,UN01005715,BBIE,5,明細文書ヘッダ返金理由,field,2,DocumentAllowanceReasonText,0..1,この明細文書ヘッダ返金理由（内容）の説明,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/Reason
v4,213,UN01005716,ASBIE,5,明細文書ヘッダ返金／明細文書ヘッダ返金税グループ,,,,0..1,明細文書ヘッダ返金の税に関するグループ,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,,
v4,215,UN01005841,BBIE,6,明細文書ヘッダ返金課税分類コード,field,2,DocumentAllowanceTaxCategoryCode,1..1,明細文書ヘッダ返金の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/CategoryCode
v4,216,UN01007174,BBIE,6,明細文書ヘッダ返金税率,field,2,DocumentAllowanceCategoryTaxRatePercent,0..1,明細文書ヘッダ返金の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/RateApplicablePercent
v4.1,217,UN01005998,ASBIE,4,明細文書ヘッダ文書決済／明細文書ヘッダ追加請求グループ,dimension,1,dDocumentCharge,0..n,明細文書ヘッダの明細文書ヘッダ追加請求のグループ,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]
v4.1,219,UN01005707,BBIE,5,"明細文書ヘッダ返金・追加請求判別子
＝追加請求（Charge）",field,2,DocumentChargeChargeIndicator,1..1,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
true(Charge)",CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ChargeIndicator
v4.1,220,UN01005713,BBIE,5,明細文書ヘッダ追加請求金額,field,2,DocumentChargeActualAmount,0..1,この明細文書ヘッダの明細文書ヘッダに紐付く追加請求金額,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ActualAmount
v4.1,221,UN01005714,BBIE,5,明細文書ヘッダ追加請求理由コード,field,2,DocumentChargeReasonCode,0..1,この明細文書ヘッダ追加請求の理由を識別するコード,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,UNCL4465,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ReasonCode
v4.1,222,UN01005715,BBIE,5,明細文書ヘッダ追加請求理由,field,2,DocumentChargeReasonText,0..1,この明細文書ヘッダ追加請求の理由（内容）の説明,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/Reason
v4.1,223,UN01005716,ASBIE,5,明細文書ヘッダ返金／明細文書ヘッダ追加請求税グループ,,,,0..1,明細文書ヘッダ追加請求の税に関するグループ,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,,
v4.1,225,UN01005841,BBIE,6,明細文書ヘッダ追加請求課税分類コード,field,2,DocumentChargeTaxCategoryCode,1..1,明細文書ヘッダ追加請求の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/CategoryCode
v4.1,226,UN01007174,BBIE,6,明細文書ヘッダ追加請求税率,field,2,DocumentChargeCategoryTaxRatePercent,0..1,明細文書ヘッダ追加請求の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/RateApplicablePercent
v1,227,UN01005996,ASBIE,4,明細文書ヘッダ決済／明細文書ヘッダ税グループ,,,,1..1,明細文書ヘッダの税に関するグループ。,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,,
v2,229,UN01005833,BBIE,5,明細文書ヘッダ課税分類税額,field,1,DocumentTaxCalculatedAmount,0..1,"明細文書ヘッダの課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount
v1/v2,230,UN01005834,BBIE,5,明細文書ヘッダ税タイプコード,field,1,DocumentTaxTypeCode,0..1,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",UNCL5153,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode
v1/v2,231,UN01005836,BBIE,5,明細文書ヘッダ税率,field,1,DocumentTaxCalculatedRate,0..1,明細文書ヘッダの課税分類毎の税額計算のための率。,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedRate
v2/v4.3,232,UN01005839,BBIE,5,明細文書ヘッダ課税分類課税対象合計金額（税抜き）,field,1,DocumentTaxBasisAmount,0..1,"Σ明細行課税分類譲渡資産合計金額＋Σ明細文書ヘッダ追加請求金額ーΣ明細文書ヘッダ返金金額
「明細文書ヘッダ税計算方式」のコード値指定により税抜き、税込みを識別する",CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
v3,233,UN01005841,BBIE,5,明細文書ヘッダ課税分類コード,field,1,DocumentTaxCategoryCode,1..1,"明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v4,234,UN01005842,BBIE,5,課税分類税通貨コード,field,1,DocumentTaxCurrencyCode,0..1,"「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.","通貨コード
ISO4217",/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CurrencyCode
v2/v4.3,235,UN01013040,BBIE,5,明細文書ヘッダ課税分類課税対象合計金額（税込み）,field,1,DocumentTaxGrandTotalAmount,0..1,"明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ課税分類税額
または
明細文書ヘッダ課税分類課税対象合計金額（税込み）",CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount
v2/v3,236,UN01013096,BBIE,5,明細文書ヘッダ税計算方式,field,1,DocumentTaxCalculationMethodCode,0..1,"仕入税額の消費税計算方式を指定
外税計算（デフォルト）
　外税計算式：税率別仕入合計金額（税抜き）×税率",CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode
v4,237,UN01014650,BBIE,5,鑑ヘッダ適用税制ID,field,1,DocumentTaxLocalTaxSystemID,0..1,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4.1,238,UN01005996,ASBIE,4,明細文書ヘッダ決済／税グループ（外貨建て）,,,,0..1,外貨建て仕入明細書の税率別課税分類合計額算出のための税グループ,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,,
v4.1,240,UN01005833,BBIE,5,（外貨建て仕入明細書）明細文書ヘッダ課税分類税額,field,1,DocumentTaxInTaxCurrencyCalculatedAmount,0..1,"外貨建て仕入明細書の明細文書ヘッダの課税分類毎に端数処理計算した税額。
属性=「JPY」
外貨建て仕入明細書の明細文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.","通貨コード
ISO4217","/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/CalculatedAmount"
v4.1,241,UN01005836,BBIE,5,（外貨建て仕入明細書）明細文書ヘッダ税率,field,1,DocumentTaxInTaxCurrencyCalculatedRate,0..1,外貨建て仕入明細書の明細文書ヘッダの課税分類毎の税額計算のための率。,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/CalculatedRate"
v4.1,242,UN01005839,BBIE,5,（外貨建て仕入明細書）明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）,field,1,DocumentTaxInTaxCurrencyBasisAmount,0..1,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額。属性=「JPY」
「明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）(外貨）」を為替レートで「JPY」に換算",CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.","通貨コード
ISO4217","/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/BasisAmount"
v4.1,243,UN01005841,BBIE,5,（外貨建て仕入明細書）明細文書ヘッダ課税分類コード,field,1,DocumentTaxInTaxCurrencyCategoryCode,1..1,外貨建て仕入明細書の明細文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/CategoryCode"
v4.1,244,UN01005842,BBIE,5,（外貨建て仕入明細書）課税分類税通貨コード,field,1,DocumentTaxInTaxCurrencyCurrencyCode,0..1,"外貨建て仕入明細書の税額を日本円で表示することを指定するコード
「JPY」",CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.","通貨コード
ISO4217","/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/CurrencyCode"
v4.1,245,UN01014650,BBIE,5,明細文書ヘッダ適用税制ID,field,1,DocumentTaxInTaxCurrencyLocalTaxSystemID,0..1,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,JECxxxx,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction[not(ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode=""JPY"")]/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax[CurrencyCode=""JPY""]/LocalTaxSystemID"
v1,246,UN01006002,ASBIE,4,明細文書ヘッダ決済／合計金額グループ,,,,0..1,明細文書ヘッダの合計金額に関するグループ,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,,
v4,248,UN01006008,BBIE,5,明細文書ヘッダ追加請求合計金額,field,1,DocumentMonetarySummationChargeTotalAmount,0..1,"明細文書ヘッダレベルの追加請求合計金額
Σ明細文書ヘッダ追加請求金額",CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/ChargeTotalAmount
v4,249,UN01006009,BBIE,5,明細文書ヘッダ返金合計金額,field,1,DocumentMonetarySummationAllowanceTotalAmount,0..1,"明細文書ヘッダレベルの返金合計金額
Σ明細文書ヘッダ返金金額",CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/AllowanceTotalAmount
v1,250,UN01006011,BBIE,5,明細文書ヘッダ消費税合計額,field,1,DocumentMonetarySummationTaxTotalAmount,0..1,"明細文書ヘッダ消費税の合計税額
Σ（明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ税率別追加請求合計金額ー明細文書ヘッダ税率別返金合計金額）×税率",CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,"通貨コード
ISO4217",/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotalAmount
v1,252,UN01008455,BBIE,5,明細文書ヘッダ総合計金額（税抜き）,field,1,ItemMonetarySummationGrossDocumentTotalAmount,0..1,"明細文書ヘッダ総合計金額（税抜き）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額",CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrossLineTotalAmount
v1,253,UN01008456,BBIE,5,明細文書ヘッダ譲渡資産合計金額(税抜き),field,1,ItemMonetarySummationNetDocumentTotalAmount,0..1,Σ明細行譲渡資産金額（税抜き）,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetLineTotalAmount
