seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
3318,BBIE,Attribute,CI_ Creditor_ Financial Account,I,_,UNCL(3492),,ProprietaryID,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,0..1,The unique proprietary identifier for this CI creditor financial account.,(3492),Proprietary ID,UN01005401,2,v1,113,A,,口座番号,債権者金融口座の一意の所有者ID。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIICreditorFinancialAccountProprietaryID,0..0
3319,BBIE,Attribute,CI_ Creditor_ Financial Account,I,_,UNCL(4437),,TypeCode,CI_ Creditor_ Financial Account. Type. Code,0..1,The code specifying the type of financial account for this CI creditor.,(4437),Type Code,UN01012127,2,v4,114,A,,口座種別コード,債権者金融口座種別のコード。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIICreditorFinancialAccountTypeCode,0..0
3813,ASBIE,Composition,CI_ Trade Settlement_ Payment Means,Payee Party,,,CI_ Creditor Financial Account,PayeePartyCICreditorFinancialAccount,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,0..1,The creditor financial account of the payee party for this CI trade settlement payment means.,,Payee Creditor Financial Account,UN01005677,,,,,,,,,,,0..0
3347,ASBIE,Composition,CI_ Creditor_ Financial Institution,I,,,_,I,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The sub-division (branch) financial institution for this CI creditor financial institution.,,Branch,UN01005428,2,v1,118,C,,金融機関／金融機関支店グループ,債権者金融機関の支店金融機関グループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIICreditorFinancialInstitutionSub-DivisionBranchFinancialInstitution,
3321,BBIE,Attribute,CI_ Creditor_ Financial Institution,BIC,Identifier,UNCL(3433),,BICID,CI_ Creditor_ Financial Institution. BIC. Identifier,0..1,The unique Bank Identification Code (BIC) as defined in ISO 9362 for this CI creditor financial institution.,(3433),BIC ID,UN01005403,,,,,,,,,,,0..0
3322,BBIE,Attribute,CI_ Creditor_ Financial Institution,Clearing System Name,Text,,,ClearingSystemName,CI_ Creditor_ Financial Institution. Clearing System Name. Text,0..1,"The clearing system name, expressed as text, for this CI creditor financial institution.",,Clearing System Name,UN01005404,,,,,,,,,,,0..0
3323,BBIE,Attribute,CI_ Creditor_ Financial Institution,CHIPS Universal Identification,Identifier,UNCL(3433),,CHIPSUniversalID,CI_ Creditor_ Financial Institution. CHIPS Universal_ Identification. Identifier,0..1,The unique (United States) Clearing House Interbank Payments System (CHIPS) Universal Identification (UID) as assigned by the New York Clearing House for this CI creditor financial institution.,(3433),CHIPS Universal ID,UN01005405,,,,,,,,,,,0..0
3324,BBIE,Attribute,CI_ Creditor_ Financial Institution,New Zealand NCC Identification,Identifier,UNCL(3433),,NewZealandNCCID,CI_ Creditor_ Financial Institution. New Zealand NCC_ Identification. Identifier,0..1,The unique New Zealand National Clearing Code (NCC) identifier as assigned by the New Zealand Bankers' Association (NZBA) for this CI creditor financial institution.,(3433),New Zealand NCC ID,UN01005406,,,,,,,,,,,0..0
3325,BBIE,Attribute,CI_ Creditor_ Financial Institution,Irish NSC Identification,Identifier,UNCL(3433),,IrishNSCID,CI_ Creditor_ Financial Institution. Irish NSC_ Identification. Identifier,0..1,The unique Irish National Sorting Code (NSC) identifier as assigned by the Irish Payments Services Organisation (IPSO) for this CI creditor financial institution.,(3433),Irish NSC ID,UN01005407,,,,,,,,,,,0..0
3326,BBIE,Attribute,CI_ Creditor_ Financial Institution,UK Sort Code Identification,Identifier,UNCL(3433),,UKSortCodeID,CI_ Creditor_ Financial Institution. UK Sort Code_ Identification. Identifier,0..1,The unique United Kingdom (UK) Sort Code identifier as assigned by the UK Payment Association (APACS) for this CI creditor financial institution.,(3433),UK Sort Code ID,UN01005408,,,,,,,,,,,0..0
3327,BBIE,Attribute,CI_ Creditor_ Financial Institution,CHIPS Participant Identification,Identifier,UNCL(3433),,CHIPSParticipantID,CI_ Creditor_ Financial Institution. CHIPS Participant_ Identification. Identifier,0..1,The unique (United States) Clearing House Interbank Payment System (CHIPS) Participant Identifier (ID) as assigned by the New York Clearing House for this CI creditor financial institution.,(3433),CHIPS Participant ID,UN01005409,,,,,,,,,,,0..0
3328,BBIE,Attribute,CI_ Creditor_ Financial Institution,Swiss BC Identification,Identifier,UNCL(3433),,SwissBCID,CI_ Creditor_ Financial Institution. Swiss BC_ Identification. Identifier,0..1,The unique Swiss Bank Code (BC) identifier for this CI creditor financial institution.,(3433),Swiss BC ID,UN01005410,,,,,,,,,,,0..0
3329,BBIE,Attribute,CI_ Creditor_ Financial Institution,Fedwire Routing Number Identification,Identifier,UNCL(3433),,FedwireRoutingNumberID,CI_ Creditor_ Financial Institution. Fedwire Routing Number_ Identification. Identifier,0..1,The unique Fedwire Routing Number identifier as assigned by the American Bankers Association (ABA) for this CI creditor financial institution.,(3433),Fedwire Routing Number ID,UN01005411,,,,,,,,,,,0..0
3330,BBIE,Attribute,CI_ Creditor_ Financial Institution,Portuguese NCC Identification,Identifier,UNCL(3433),,PortugueseNCCID,CI_ Creditor_ Financial Institution. Portuguese NCC_ Identification. Identifier,0..1,The unique Portuguese National Clearing Code (NCC) identifier for this CI creditor financial institution.,(3433),Portuguese NCC ID,UN01005412,,,,,,,,,,,0..0
3331,BBIE,Attribute,CI_ Creditor_ Financial Institution,Russian Central Bank Identification,Identifier,UNCL(3433),,RussianCentralBankID,CI_ Creditor_ Financial Institution. Russian Central Bank_ Identification. Identifier,0..1,The unique Russian Central Bank Identification Code identifier for this CI creditor financial institution.,(3433),Russian Central Bank ID,UN01005413,,,,,,,,,,,0..0
3332,BBIE,Attribute,CI_ Creditor_ Financial Institution,Italian Domestic Identification,Identifier,UNCL(3433),,ItalianDomesticID,CI_ Creditor_ Financial Institution. Italian Domestic_ Identification. Identifier,0..1,The unique Italian Domestic Identification Code identifier as assigned by the Associazione Bancaria Italiana (ABI) for this CI creditor financial institution.,(3433),Italian Domestic ID,UN01005414,,,,,,,,,,,0..0
3333,BBIE,Attribute,CI_ Creditor_ Financial Institution,Austrian Bankleitzahl Identification,Identifier,UNCL(3433),,AustrianBankleitzahlID,CI_ Creditor_ Financial Institution. Austrian Bankleitzahl_ Identification. Identifier,0..1,The unique Austrian Bankleitzahl identifier for this CI creditor financial institution.,(3433),Austrian Bankleitzahl ID,UN01005415,,,,,,,,,,,0..0
3334,BBIE,Attribute,CI_ Creditor_ Financial Institution,Canadian Payments Association Identification,Identifier,UNCL(3433),,CanadianPaymentsAssociationID,CI_ Creditor_ Financial Institution. Canadian Payments Association_ Identification. Identifier,0..1,The unique Canadian Payments Association Routing Number identifier for this CI creditor financial institution.,(3433),Canadian Payments Association ID,UN01005416,,,,,,,,,,,0..0
3335,BBIE,Attribute,CI_ Creditor_ Financial Institution,SIC Identification,Identifier,UNCL(3433),,SICID,CI_ Creditor_ Financial Institution. SIC_ Identification. Identifier,0..1,The unique Swiss Interbank Clearing (SIC) Code identifier for this CI creditor financial institution.,(3433),SIC ID,UN01005417,,,,,,,,,,,0..0
3336,BBIE,Attribute,CI_ Creditor_ Financial Institution,German Bankleitzahl Identification,Identifier,UNCL(3433),,GermanBankleitzahlID,CI_ Creditor_ Financial Institution. German Bankleitzahl_ Identification. Identifier,0..1,The unique German Bankleitzahl identifier for this CI creditor financial institution.,(3433),German Bankleitzahl ID,UN01005418,,,,,,,,,,,0..0
3337,BBIE,Attribute,CI_ Creditor_ Financial Institution,Spanish Domestic Interbanking Identification,Identifier,UNCL(3433),,SpanishDomesticInterbankingID,CI_ Creditor_ Financial Institution. Spanish Domestic Interbanking_ Identification. Identifier,0..1,The unique Spanish Domestic Interbanking Code identifier as assigned by the Centro de Cooperacion Interbancaria (CCI) for this CI creditor financial institution.,(3433),Spanish Domestic Interbanking ID,UN01005419,,,,,,,,,,,0..0
3338,BBIE,Attribute,CI_ Creditor_ Financial Institution,South African NCC Identification,Identifier,UNCL(3433),,SouthAfricanNCCID,CI_ Creditor_ Financial Institution. South African NCC_ Identification. Identifier,0..1,The unique South African National Clearing Code (NCC) identifier as assigned by the South African Bankers Services Company Ltd. (BankServ) for this CI creditor financial institution.,(3433),South African NCC ID,UN01005420,,,,,,,,,,,0..0
3339,BBIE,Attribute,CI_ Creditor_ Financial Institution,Hong Kong Bank Identification,Identifier,UNCL(3433),,HongKongBankID,CI_ Creditor_ Financial Institution. Hong Kong Bank_ Identification. Identifier,0..1,The unique Hong Kong Bank Code identifier for this CI creditor financial institution.,(3433),Hong Kong Bank ID,UN01005421,,,,,,,,,,,0..0
3340,BBIE,Attribute,CI_ Creditor_ Financial Institution,Australian BSB Identification,Identifier,UNCL(3433),,AustralianBSBID,CI_ Creditor_ Financial Institution. Australian BSB_ Identification. Identifier,0..1,The unique Australian Bank State Branch (BSB) Code identifier as assigned by the Australian Payments Clearing Association (APCA) for this CI creditor financial institution.,(3433),Australian BSB ID,UN01005422,,,,,,,,,,,0..0
3341,BBIE,Attribute,CI_ Creditor_ Financial Institution,Indian Financial System Identification,Identifier,UNCL(3433),,IndianFinancialSystemID,CI_ Creditor_ Financial Institution. Indian Financial System_ Identification. Identifier,0..1,The unique Indian Financial System Code identifier for this CI creditor financial institution.,(3433),Indian Financial System ID,UN01005423,,,,,,,,,,,0..0
3342,BBIE,Attribute,CI_ Creditor_ Financial Institution,Hellenic Bank Identification,Identifier,UNCL(3433),,HellenicBankID,CI_ Creditor_ Financial Institution. Hellenic Bank_ Identification. Identifier,0..1,The unique Hellenic Bank Identification Code identifier for this CI creditor financial institution.,(3433),Hellenic Bank ID,UN01005424,,,,,,,,,,,0..0
3343,BBIE,Attribute,CI_ Creditor_ Financial Institution,Polish National Clearing Identification,Identifier,UNCL(3433),,PolishNationalClearingID,CI_ Creditor_ Financial Institution. Polish National Clearing_ Identification. Identifier,0..1,The unique Polish National Clearing Code identifier for this CI creditor financial institution.,(3433),Polish National Clearing ID,UN01005425,,,,,,,,,,,0..0
3344,BBIE,Attribute,CI_ Creditor_ Financial Institution,I,_,UNCL(3432),,Name,CI_ Creditor_ Financial Institution. Name. Text,0..1,"The name, expressed as text, for this CI creditor financial institution.",(3432),Name,UN01005426,2,v1,117,A,,金融機関名,債権者金融機関の、文字で表現された名前。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIICreditorFinancialInstitutionName,0..0
3345,BBIE,Attribute,CI_ Creditor_ Financial Institution,Japan Financial Institution Common Identification,Identifier,UNCL(3433),,JapanFinancialInstitutionCommonID,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,0..1,The Japan Financial Institution Common identifier as assigned by the Japanese Bankers Association for this CI creditor financial institution.,(3433),Japan Financial Institution Common ID,UN01011521,,,,,,,,,,,0..0
3346,ASBIE,Composition,CI_ Creditor_ Financial Institution,Location,,,Financial Institution Address,LocationFinancialInstitutionAddress,CI_ Creditor_ Financial Institution. Location. Financial Institution_ Address,0..1,The location address for this CI creditor financial institution.,,Address,UN01005427,,,,,,,,,,,0..0
3347,ASBIE,Composition,CI_ Creditor_ Financial Institution,Sub-Division,,,Branch Financial Institution,Sub-DivisionBranchFinancialInstitution,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The sub-division (branch) financial institution for this CI creditor financial institution.,,Branch,UN01005428,,,,,,,,,,,0..0
3815,ASBIE,Composition,CI_ Trade Settlement_ Payment Means,Payee Specified,,,CI_ Creditor Financial Institution,PayeeSpecifiedCICreditorFinancialInstitution,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,0..1,The creditor financial institution of the payee party specified for this CI trade settlement payment means.,,Payee Creditor Financial Institution,UN01005679,,,,,,,,,,,0..0
1800,BBIE,Attribute,Branch_ Financial Institution,r,a,UNCL(3432),,Name,Branch_ Financial Institution. Name. Text,0..1,"The name, expressed as text, for this branch of a financial institution.",(3432),Name,UN01003140,2,v1,120,A,,金融機関支店名,金融機関のこの支店の、文字で表現された名前,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I/ra,IIIBranchFinancialInstitutionName,0..0
1799,BBIE,Attribute,Branch_ Financial Institution,Identification,Identifier,UNCL(3433),,ID,Branch_ Financial Institution. Identification. Identifier,0..1,The unique identifier for this branch of a financial institution.,(3433),ID,UN01003139,,,,,,,,,,,0..0
1800,BBIE,Attribute,Branch_ Financial Institution,r,a,UNCL(3432),,Name,Branch_ Financial Institution. Name. Text,0..1,"The name, expressed as text, for this branch of a financial institution.",(3432),Name,UN01003140,2,v1,120,A,,金融機関支店名,金融機関のこの支店の、文字で表現された名前,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I/ra,IIIBranchFinancialInstitutionName,0..0
1801,ASBIE,Composition,Branch_ Financial Institution,Location,,,Financial Institution Address,LocationFinancialInstitutionAddress,Branch_ Financial Institution. Location. Financial Institution_ Address,0..1,The location address for this branch of a financial institution.,,Address,UN01003141,,,,,,,,,,,0..0
3347,ASBIE,Composition,CI_ Creditor_ Financial Institution,Sub-Division,,,Branch Financial Institution,Sub-DivisionBranchFinancialInstitution,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The sub-division (branch) financial institution for this CI creditor financial institution.,,Branch,UN01005428,,,,,,,,,,,0..0
3405,ASBIE,Composition,CI_ Debtor_ Financial Institution,Sub-Division,,,Branch Financial Institution,Sub-DivisionBranchFinancialInstitution,CI_ Debtor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The sub-division (branch) financial institution for this CI debtor financial institution.,,Branch,UN01005459,,,,,,,,,,,0..0
4239,ASBIE,Composition,Creditor_ Financial Institution,Sub-Division,,,Branch Financial Institution,Sub-DivisionBranchFinancialInstitution,Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The branch financial institution for this creditor financial institution.,,Branch,UN01003001,,,,,,,,,,,0..0
4429,ASBIE,Composition,Debtor_ Financial Institution,Sub-Division,,,Branch Financial Institution,Sub-DivisionBranchFinancialInstitution,Debtor_ Financial Institution. Sub-Division. Branch_ Financial Institution,0..1,The branch financial institution for this debtor financial institution.,,Branch,UN01002866,,,,,,,,,,,0..0
7932,BBIE,Attribute,Trade Settlement_ Financial Card,r,a,,,IssuingCompanyName,Trade Settlement_ Financial Card. Issuing Company Name. Text,0..n,"An issuing company name, expressed as text, for this trade settlement financial card.",,Issuing Company Name,UN01009966,2,v4,126,A,,金融カード発行企業名,金融カードの発行企業名,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/ra,IIIFinancialCardIssuingCompanyName,0..0
2276,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Specified,,,Trade Settlement Financial Card,SpecifiedTradeSettlementFinancialCard,CIIH_ Supply Chain_ Trade Settlement. Specified. Trade Settlement_ Financial Card,0..n,A financial card specified in this CIIH supply chain trade settlement.,,Financial Card,UN01006072,,,,,,,,,,,0..0
2423,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,Trade Settlement Financial Card,SpecifiedTradeSettlementFinancialCard,CIIL_ Supply Chain_ Trade Settlement. Specified. Trade Settlement_ Financial Card,0..1,The financial card specified in this CIIL supply chain trade settlement.,,Financial Card,UN01006073,,,,,,,,,,,0..0
3816,ASBIE,Composition,CI_ Trade Settlement_ Payment Means,Applicable,,,Trade Settlement Financial Card,ApplicableTradeSettlementFinancialCard,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,0..1,The trade settlement financial card applicable to this CI trade settlement payment means.,,Financial Card,UN01006057,,,,,,,,,,,0..0
7922,BBIE,Attribute,Trade Settlement_ Financial Card,Microchip,Indicator,,,MicrochipIndicator,Trade Settlement_ Financial Card. Microchip. Indicator,0..1,The indication of whether or not this trade settlement financial card has a microchip.,,Microchip Indicator,UN01004494,,,,,,,,,,,0..0
7923,BBIE,Attribute,Trade Settlement_ Financial Card,r,a,,,ID,Trade Settlement_ Financial Card. Identification. Identifier,0..1,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",,ID,UN01004495,2,v4,123,A,,金融カード番号,支払人の金融カード番号,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/ra,IIIFinancialCardID,0..0
7924,BBIE,Attribute,Trade Settlement_ Financial Card,r,a,,,TypeCode,Trade Settlement_ Financial Card. Type. Code,0..1,"The code specifying the type of this trade settlement financial card, such as debit or credit.",,Type Code,UN01004496,2,v4,124,A,,金融カードタイプ,金融カードのタイプ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/ra,IIIFinancialCardTypeCode,0..0
7925,BBIE,Attribute,Trade Settlement_ Financial Card,r,a,,,CardholderName,Trade Settlement_ Financial Card. Cardholder Name. Text,0..1,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,,Cardholder Name,UN01004497,2,v4,125,A,,金融カード名義人名,支払人の金融カード名義人名,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/ra,IIIFinancialCardCardholderName,0..0
7926,BBIE,Attribute,Trade Settlement_ Financial Card,Expiry,Date,,,ExpiryDate,Trade Settlement_ Financial Card. Expiry. Date,0..1,The date of expiry up to which this trade settlement financial card is valid.,,Expiry Date,UN01004498,,,,,,,,,,,0..0
7927,BBIE,Attribute,Trade Settlement_ Financial Card,Verification,Numeric,,,VerificationNumeric,Trade Settlement_ Financial Card. Verification. Numeric,0..1,The unique card verification number for security purposes to help verify the card user is in actual possession of this trade settlement financial card.,,Verification Number,UN01004499,,,,,,,,,,,0..0
7928,BBIE,Attribute,Trade Settlement_ Financial Card,Valid From,Date Time,,,ValidFromDateTime,Trade Settlement_ Financial Card. Valid From. Date Time,0..1,The date from which this trade settlement financial card is valid.,,Valid From Date,UN01004500,,,,,,,,,,,0..0
7929,BBIE,Attribute,Trade Settlement_ Financial Card,Credit Limit,Amount,,,CreditLimitAmount,Trade Settlement_ Financial Card. Credit Limit. Amount,0..n,A monetary value of the credit limit for this trade settlement financial card.,,Credit Limit Amount,UN01006085,,,,,,,,,,,0..0
7930,BBIE,Attribute,Trade Settlement_ Financial Card,Credit Available,Amount,,,CreditAvailableAmount,Trade Settlement_ Financial Card. Credit Available. Amount,0..n,A monetary value of the credit available for this trade settlement financial card.,,Credit Available Amount,UN01006086,,,,,,,,,,,0..0
7931,BBIE,Attribute,Trade Settlement_ Financial Card,Interest Rate,Percent,,,InterestRatePercent,Trade Settlement_ Financial Card. Interest Rate. Percent,0..1,The interest rate expressed as a percentage for this trade settlement financial card.,,Interest Rate,UN01006087,,,,,,,,,,,0..0
7932,BBIE,Attribute,Trade Settlement_ Financial Card,r,a,,,IssuingCompanyName,Trade Settlement_ Financial Card. Issuing Company Name. Text,0..n,"An issuing company name, expressed as text, for this trade settlement financial card.",,Issuing Company Name,UN01009966,2,v4,126,A,,金融カード発行企業名,金融カードの発行企業名,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/ra,IIIFinancialCardIssuingCompanyName,0..0
7933,BBIE,Attribute,Trade Settlement_ Financial Card,Description,Text,,,DescriptionText,Trade Settlement_ Financial Card. Description. Text,0..n,A textual description of this trade settlement financial card.,,Description,UN01009967,,,,,,,,,,,0..0
7943,ASBIE,Composition,Trade Settlement_ Payment Means,Applicable,,,Trade Settlement Financial Card,ApplicableTradeSettlementFinancialCard,Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,0..n,A financial card applicable to this trade settlement payment means.,,Financial Card,UN01004517,,,,,,,,,,,0..0
7948,ASBIE,Composition,Trade Settlement_ Payment Means,Identified,,,Trade Settlement Financial Card,IdentifiedTradeSettlementFinancialCard,Trade Settlement_ Payment Means. Identified. Trade Settlement_ Financial Card,0..n,A financial card identified for this trade settlement payment means.,,Identified Financial Card,UN01009969,,,,,,,,,,,0..0
4062,BBIE,Attribute,CI_ Trade_ Tax,I,_,UNCL(5510),,RateApplicablePercent,CI_ Trade_ Tax. Rate_ Applicable. Percent,0..1,"The applicable rate of CI trade tax, expressed as a percentage.",(5510),Applicable Rate Percent,UN01007174,2,v4,132,A,,鑑ヘッダ税率,課税分類に対応する消費税率のパーセント表示,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxRatePercent,0..0
2031,ASBIE,Composition,CICL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CICL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A Cross Industry (CI) trade tax applicable to this CICL supply chain trade settlement.,,Tax,UN01007469,,,,,,,,,,,0..0
2082,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIDDH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A trade tax applicable to this CIDDH supply chain trade settlement.,,Applicable Tax,UN01011502,,,,,,,,,,,0..0
2171,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIDDL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..1,The trade tax applicable for this CIDDL supply chain trade settlement.,,Tax,UN01011511,,,,,,,,,,,0..0
2265,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,,Tax,UN01005924,,,,,,,,,,,0..0
2268,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Subtotal Calculated,,,CI_ Trade Tax,SubtotalCalculatedCITradeTax,CIIH_ Supply Chain_ Trade Settlement. Subtotal_ Calculated. CI_ Trade_ Tax,0..n,A Cross Industry (CI) trade tax subtotal calculated for this CIIH supply chain trade settlement.,,Calculated Tax Subtotal,UN01005927,,,,,,,,,,,0..0
2341,ASBIE,Composition,CIILB_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..1,The trade tax applicable to this CIILB supply chain trade settlement.,,Tax,UN01009665,,,,,,,,,,,0..0
2413,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,,Tax,UN01005996,,,,,,,,,,,0..0
2416,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Subtotal Calculated,,,CI_ Trade Tax,SubtotalCalculatedCITradeTax,CIIL_ Supply Chain_ Trade Settlement. Subtotal_ Calculated. CI_ Trade_ Tax,0..n,A Cross Industry (CI) tax subtotal calculated for this CIIL supply chain trade settlement.,,Calculated Tax Subtotal,UN01005999,,,,,,,,,,,0..0
2535,ASBIE,Composition,CIOH_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIOH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIOH supply chain trade settlement.,,Tax,UN01006583,,,,,,,,,,,0..0
2622,ASBIE,Composition,CIOL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIOL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIOL supply chain trade settlement.,,Tax,UN01006653,,,,,,,,,,,0..0
2690,ASBIE,Composition,CIQH_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIQH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIQH supply chain trade settlement.,,Tax,UN01008787,,,,,,,,,,,0..0
2732,ASBIE,Composition,CIQL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIQL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIQL supply chain trade settlement.,,Tax,UN01008791,,,,,,,,,,,0..0
2809,ASBIE,Composition,CIRH_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIRH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A trade tax applicable to this CIRH supply chain trade settlement.,,Tax,UN01011102,,,,,,,,,,,0..0
2860,ASBIE,Composition,CIRL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIRL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIRL supply chain trade settlement.,,Applicable Tax,UN01012683,,,,,,,,,,,0..0
2908,ASBIE,Composition,CIRT_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIRT_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable to this CIRT supply chain trade settlement.,,Tax,UN01011115,,,,,,,,,,,0..0
3297,ASBIE,Composition,CIS_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIS_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A tax applicable for this CIS supply chain trade settlement.,,Applicable Tax,UN01012722,,,,,,,,,,,0..0
3308,ASBIE,Composition,CI_ Advance_ Payment,Included,,,CI_ Trade Tax,IncludedCITradeTax,CI_ Advance_ Payment. Included. CI_ Trade_ Tax,0..n,A trade tax included in this CI advance payment.,,Included Tax,UN01015594,,,,,,,,,,,0..0
3372,ASBIE,Composition,CI_ Cross-Border_ Regulatory Procedure,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CI_ Cross-Border_ Regulatory Procedure. Applicable. CI_ Trade_ Tax,0..n,"A tax, levy or duty applicable to this CI cross-border regulatory procedure.",,Tax,UN01006765,,,,,,,,,,,0..0
3468,ASBIE,Composition,CI_ Financial_ Adjustment,Related,,,CI_ Trade Tax,RelatedCITradeTax,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,0..n,A trade tax related to this CI financial adjustment.,,Related Tax,UN01014897,,,,,,,,,,,0..0
3542,ASBIE,Composition,CI_ Logistics_ Service Charge,Applied,,,CI_ Trade Tax,AppliedCITradeTax,CI_ Logistics_ Service Charge. Applied. CI_ Trade_ Tax,0..n,A tax that is applied to this CI logistics service charge.,,Tax,UN01005536,,,,,,,,,,,0..0
3860,ASBIE,Composition,CI_ Trade_ Allowance Charge,Category,,,CI_ Trade Tax,CategoryCITradeTax,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,0..n,A tax category of this CI trade allowance charge.,,Tax Category,UN01005716,,,,,,,,,,,0..0
4043,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,CalculatedAmount,CI_ Trade_ Tax. Calculated. Amount,0..n,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",,Calculated Amount,UN01005833,2,v4,129,A,,鑑ヘッダ課税分類税額,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxCalculatedAmount,0..0
