version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
v4,387.0,3623,2,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,明細文書組込み文書履歴ID,明細文書組込み文書履歴ID,この明細文書に組込んだ文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID
,,3624,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),10,0..n,0..0,,Name,Text,TDED1000,,,,,,,,,,UN01005589,BBIE,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,Name,
,,3625,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),11,0..n,0..0,,Information,Text,TDED4142,,,,,,,,,,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,
,,3626,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),12,0..n,0..0,,Previous Revision_ Identification,Identifier,TDED1004,,,,,,,,,,UN01007143,BBIE,CI_ Referenced_ Document. Previous Revision_ Identification. Identifier,An identifier for a previous revision of this CI referenced document.,Previous Revision ID,PreviousRevisionID,
,,3627,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),13,0..n,0..0,,Section Name,Text,,,,,,,,,,,UN01007144,BBIE,CI_ Referenced_ Document. Section Name. Text,"A section name, expressed as text, for this CI referenced document.",Section Name,SectionName,
v4,388.0,3628,2,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,nn1,明細文書組込み文書タイプコード,明細文書組込み文書タイプコード,この明細文書に組込んだ文書の文書タイプを識別するコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode
,,3629,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),15,0..n,0..0,,Attachment,Binary Object,,,,,,,,,,,UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,AttachmentBinaryObject,
,,3630,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),16,0..1,0..0,,Page,Identifier,TDED1212,,,,,,,,,,UN01012725,BBIE,CI_ Referenced_ Document. Page. Identifier,The identifier of the page for this CI referenced document.,Page ID,PageID,
,,3631,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),17,0..1,0..0,,Receipt,Date Time,,,,,,,,,,,UN01012922,BBIE,CI_ Referenced_ Document. Receipt. Date Time,"The date, time, date time, or other date time value for the receipt of this CI referenced document.",Receipt Date Time,ReceiptDateTime,
,,3632,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),18,0..1,0..0,,Subordinate Line,Identifier,,,,,,,,,,,UN01012923,BBIE,CI_ Referenced_ Document. Subordinate Line. Identifier,The identifier of the subordinate line of this CI referenced document.,Subordinate Line ID,SubordinateLineID,
,,3633,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),19,0..1,0..0,,Purpose,Message Function_ Code,TDED1225,,,,,,,,,,UN01013317,BBIE,CI_ Referenced_ Document. Purpose. Code,The code specifying the purpose of this CI referenced document.,Purpose Code,PurposeCode,
,,3634,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),20,0..1,0..0,,Category,Code,TDED1003,,,,,,,,,,UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,CategoryCode,
,,3635,,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),21,0..1,0..0,,Requisitioner Assigned_ Identification,Identifier,TDED1004,,,,,,,,,,UN01013374,BBIE,CI_ Referenced_ Document. Requisitioner Assigned_ Identification. Identifier,The requisitioner assigned identifier for this CI referenced document.,Assigned ID,RequisitionerAssignedID,
v4,389.0,3636,2,Attribute,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,明細文書組込み文書サブタイプコード,明細文書組込み文書サブタイプコード,この明細文書に組込んだ文書の文書サブタイプを識別するコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode
,,3637,,Composition,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),1,0..1,0..0,,,,,,CI_ Trade_ Party (Issuer),,,,,,,,UN01005590,ASBIE,CI_ Referenced_ Document. Issuer. CI_ Trade_ Party,The trade party that issued this CI referenced document.,Issuer,IssuerParty,
,,3638,,Composition,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),2,0..n,0..0,,,,,,Specified_ Binary File (Attached),,,,,,,,UN01005591,ASBIE,CI_ Referenced_ Document. Attached. Specified_ Binary File,A specified binary file attached to this CI referenced document.,Attached Binary File,AttachedBinaryFile,
,,3639,,Composition,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),3,0..1,0..0,,,,,,CI_ Specified_ Period (Effective),,,,,,,,UN01007145,ASBIE,CI_ Referenced_ Document. Effective. CI_ Specified_ Period,The specified period within which this CI referenced document is effective.,Effective Period,EffectivePeriod,
,,3640,,Composition,CI_ Referenced_ Document[Type. Code='nn1'] (Included/Associated/Reference[Type. Code='nn1']),4,0..n,0..0,,,,,,CI_ Note (Included),,,,,,,,UN01012726,ASBIE,CI_ Referenced_ Document. Included. CI_ Note,A note included in this CI referenced document.,Included Note,IncludedNote,
v4,45.0,3614,1,Class,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),,,,,,,,ram:CIReferencedDocumentType,,,,（鑑ヘッダ参照）文書クラス,参照文書クラス,インボイス文書が参照する文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,
v4,46.0,3615,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書ID,参照文書ID,インボイス文書が参照する参照文書のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID
v4.2,47.0,3616,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書URL_ID,参照文書URL_ID,インボイス文書が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID
v4,48.0,3617,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（鑑ヘッダ参照）文書発行日,参照文書発行日,インボイス文書が参照する参照文書の発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime
v4.1,49.0,3621,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,not(OI),（鑑ヘッダ参照）文書参照タイプコード,参照文書参照タイプコード,この調整で参照するインボイス文書の参照タイプを指定するコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode
v4,50.0,3623,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書履歴ID,参照文書履歴ID,インボイス文書が参照する文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID
v4.2,51.0,3625,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),11,0..n,0..1,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,（鑑ヘッダ参照）文書情報,参照文書情報,インボイス文書が参照する参照文書に記載の情報,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,Information
v4,52.0,3628,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,,（鑑ヘッダ参照）文書タイプコード,参照文書タイプコード,インボイス文書が参照する参照文書の文書タイプを識別するコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode
v4.1,59.0,3629,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15,0..n,0..1,,Attachment,Binary Object,JECxxxx D24A定義なし,udt:BinaryObjectType,,,,（鑑ヘッダ参照）文書添付ファイル,参照文書バイナリファイル,この参照文書に紐付く添付バイナリファイルの有無を指定,添付されたバイナリオブジェクト,インボイスの参照文書に添付または付加されたバイナリオブジェクト。,UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,AttachmentBinaryObject,AttachmentBinaryObject
v4,54.0,3636,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,（鑑ヘッダ参照）文書サブタイプコード,参照文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode
v4,53.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),,D24Aで未定義,0..1,,Attachment_ Binary Object,Indicator,JECxxxx D24A定義なし,,,,,（鑑ヘッダ参照）文書添付ファイル識別子,参照文書バイナリファイル識別子,この参照文書に紐付く添付バイナリファイルの有無を指定,,,JPSxxxxxxx,BBIE,CI_ Referenced_ Document. Attachment_ Binary Object. Indicator,,,AttachmentBinaryObjectIndicator,
v4.3,60.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.1,0..1,0..1,,Attachment. Binary Object/@Format,Text,,,,,,（鑑ヘッダ参照）文書添付ファイル形式,参照文書バイナリファイル形式,バイナリコンテンツの形式。,,,,SC,Binary Object. Format. Text,,,AttachmentBinaryObject@Format,@Format
v4.3,61.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.2,0..1,0..1,,Attachment. Binary Object/@Mime,Code,,,,,,（鑑ヘッダ参照）文書添付ファイルMIMEタイプ,参照文書バイナリファイルMIMEタイプ,バイナリオブジェクトの MIME タイプ。,,,,SC,Binary Object. Mime. Code,,,AttachmentBinaryObject@MimeCode,@MimeCode
v4.3,62.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.3,0..1,0..1,,Attachment. Binary Object/@Encoding,Code,,,,,,（鑑ヘッダ参照）文書添付ファイルエンコーディングコード,参照文書バイナリファイルエンコーディングコード,バイナリオブジェクトのデコード（復号）アルゴリズムを指定する。,,,,SC,Binary Object. Encoding. Code,,,AttachmentBinaryObject@EncodingCode,@EncodingCode
v4.3,63.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.4,0..1,0..1,,Attachment. Binary Object/@Character Set,Code,,,,,,（鑑ヘッダ参照）文書添付ファイルキャラクターセット,参照文書バイナリファイルキャラクターセット,MIME タイプがテキストの場合の、バイナリオブジェクトの文字集合（文字コード）。,,,,SC,Binary Object. Character Set. Code,,,AttachmentBinaryObject@CharacterSetCode,@CharacterSetCode
v4.3,64.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.5,0..1,0..1,,Attachment. Binary Object/@Uniform Resource,Identifier,,,,,,（鑑ヘッダ参照）文書添付ファイルURI,参照文書バイナリファイルURI,バイナリオブジェクトの所在を識別する URI（Uniform Resource Identifier）。,,,,SC,Binary Object. Uniform Resource. Identifier,,,AttachmentBinaryObject@UniformResourceID,@UniformResourceID
v4.3,65.0,,2,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.6,0..1,0..1,,Attachment. Binary Object/@Filename,Text,,,,,,（鑑ヘッダ参照）文書添付ファイルファイル名,参照文書バイナリファイルファイル名,バイナリオブジェクトのファイル名。,,,,SC,Binary Object. Filename. Text,,,AttachmentBinaryObject@Filename,@Filename
v4.1,527.0,3614,1,Class,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),,,,,,,,ram:CIReferencedDocumentType,,,,（明細文書ヘッダ参照）文書クラス,明細文書参照文書クラス,明細文書ヘッダの参照文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,
v4.1,528.0,3615,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書ID,明細文書参照文書ID,この明細文書ヘッダが参照する文書のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID
v4.3,529.0,3616,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書URL_ID,明細文書参照文書URL_ID,この文書が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID
v4.1,530.0,3617,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細文書ヘッダ参照）文書発行日,明細文書参照文書発行日,この明細文書ヘッダが参照する文書に記載の発行日付,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime
v4.1,531.0,3621,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,（明細文書ヘッダ参照）文書参照タイプコード,明細文書参照文書参照タイプコード,この明細文書ヘッダが参照する文書の参照タイプを識別するコード。,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode
v4.1,532.0,3623,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書履歴ID,明細文書参照文書履歴ID,この明細文書ヘッダの参照文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID
v4.1,533.0,3625,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),11,0..n,0..n,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,（明細文書ヘッダ参照）文書説明,明細文書参照文書説明,この明細文書ヘッダの参照文書の説明,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,Information
v4.1,534.0,3628,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,758以外,（明細文書ヘッダ参照）文書タイプコード,明細文書参照文書タイプコード,この明細文書ヘッダの参照文書の文書タイプを識別するコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode
v4.3,542.0,3634,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),20,0..1,0..1,,Category,Code,JECxxxx / D24A TDED 1003 Document Type Identifier <Document type identifier such as INVOIC. See also 0065> (an..6)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:CodeType,,,,（明細文書ヘッダ参照）文書類型コード,明細文書参照文書類型コード,明細文書ヘッダが参照する参照文書の類型を識別するコード,カテゴリーコード,インボイスの参照文書のカテゴリを指定するコード。,UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,CategoryCode,CategoryCode
v4.1,543.0,3636,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,（明細文書ヘッダ参照）文書サブタイプコード,明細文書参照文書サブタイプコード,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode
v4.1,535.0,,2,Attribute,CI_ Referenced_ Document[not(Type. Code='758')] (Included/Specified/Additional_ Referenced[not(Type. Code='758')]),,0..1,0..1,,Attachment,Binary Object,JECxxxx D24A定義なし,,,,,（明細文書ヘッダ参照）文書添付ファイル判別子,明細文書参照文書添付ファイル判別子,この参照文書に紐付く添付バイナリファイルの有無を指定,,,JPSxxxxxxx,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,,,AttachmentBinaryObject,
v4,578.0,3614,1,Class,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",,,,,,,,ram:CIReferencedDocumentType,,,,（明細行参照）文書クラス,明細行参照文書クラス,明細行の参照文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,
v4,579.0,3615,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）文書ID,明細行参照文書ID,この明細行が参照する文書に記載の文書ID。,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID
v4.3,580.0,3616,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）文書URI,明細行参照文書URI,この明細行が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID
v4.3,581.0,3617,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細行参照）文書発行日,明細行参照文書発行日,この明細行が参照する文書に記載の発行日付,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime
v4,582.0,3620,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",6,0..1,1..1,,Line,Identifier,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,udt:IDType,,,,（明細行参照）文書明細行ID,明細行参照文書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,行ID,インボイスの参照文書内の行の一意の識別子。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,LineID,LineID
