version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v4,472,2415,ASBIE,4,0..1,0..1,決済取引期間グループ,"明細文書ヘッダの取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,,請求期間,CIILのサプライチェーン取引決済に指定されたインボイスの請求期間。,UN01005925,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,Billing Period,The Cross Industry (CI) billing period specified for this CIIL supply chain trade settlement.,Composition,CIIL_ Supply Chain_ Trade Settlement,2,,Billing,,,ram:CISpecifiedPeriodType,CI_ Specified_ Period (Included/Specified/Billing),,,BillingCISpecifiedPeriod,BillingCISpecifiedPeriod,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4,473,3674,ABIE,4,,,取引期間クラス,明細文書ヘッダの取引期間に関する情報からなるクラス,,,,CI指定期間,インボイスの目的で指定された時間間隔。,UN01005608,CI_ Specified_ Period. Details,CI Specified Period,An interval of time specified for Cross Industry (CI) purposes.,Class,CI_ Specified_ Period (Included/Specified/Billing),,,,,,ram:CISpecifiedPeriodType,,,,,,
v4,474.0,3678,BBIE,5,0..1,0..1,明細文書ヘッダ取引開始日,この明細文書ヘッダの取引開始日,3,0..1,明細文書取引開始日,開始日時,インボイスで指定された期間の開始日、時刻、日付時刻、またはその他の日付時刻値。,UN01005612,CI_ Specified_ Period. Start. Date Time,Start Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Attribute,CI_ Specified_ Period (Included/Specified/Billing),4,,Start,Date Time,,udt:DateTimeType,,,,StartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,475.0,3679,BBIE,5,0..1,0..1,明細文書ヘッダ取引終了日,この明細文書ヘッダの取引終了日,3,0..1,明細文書取引終了日,終了日時,インボイスで指定された期間の終了を示す日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005613,CI_ Specified_ Period. End. Date Time,End Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",Attribute,CI_ Specified_ Period (Included/Specified/Billing),5,,End,Date Time,,udt:DateTimeType,,,,EndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4,476,2416,ASBIE,4,0..n,0..n,決済返金グループ,明細文書ヘッダの返金グループ,2,0..n,明細文書返金,手当/料金,CIILのサプライチェーン取引決済に指定されたインボイスの手当または請求額。,UN01005926,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,Allowance/Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Composition,CIIL_ Supply Chain_ Trade Settlement,3,,Specified,,,ram:CITradeAllowanceChargeType,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),Charge. Indicator=false,,SpecifiedCITradeAllowanceCharge[ChargeIndicator=false],SpecifiedCITradeAllowanceCharge,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]
v4,477,3848,ABIE,4,,,返金クラス,明細文書ヘッダ返金のクラス,,,,CI 取引手当/手数料,取引目的の価格設定要素（サービス、プロモーション、手当、料金など）。,UN01005706,CI_ Trade_ Allowance Charge. Details,CI Trade Allowance/Charge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",Class,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),,,,,,ram:CITradeAllowanceChargeType,,,,,,
v4,478.0,3849,BBIE,5,0..1,1..1,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）",明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子=false(Allowance),4,0..1,明細文書返金判別子,充電インジケーター,インボイスの取引手当料金が課金対象であるか否かの表示。,UN01005707,CI_ Trade_ Allowance Charge. Charge. Indicator,Charge Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),1,,Charge,Indicator,,udt:IndicatorType,,,FALSE,ChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ChargeIndicator
v4.1,479.0,3852,BBIE,5,0..1,0..1,明細文書ヘッダ返金計算率,この明細文書ヘッダ返金を計算するための率,4,0..1,明細文書返金計算率,計算パーセント,インボイスの取引手当料金を計算するために適用されるパーセンテージ。,UN01005710,CI_ Trade_ Allowance Charge. Calculation. Percent,Calculation Percent,The percentage applied to calculate this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),4,,Calculation,Percent,,udt:PercentType,,,,CalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CalculationPercent
v4.1,480.0,3855,BBIE,5,0..n,0..1,明細文書ヘッダ返金金額,"この明細文書の明細文書ヘッダに紐付く返金金額
（源泉所得税は含まず。鑑ヘッダで相殺）",4,0..1,明細文書返金金額,実際の金額,インボイスの取引許容料の実際の金額。,UN01005713,CI_ Trade_ Allowance Charge. Actual. Amount,Actual Amount,An actual monetary value of this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),7,,Actual,Amount,,udt:AmountType,,,,ActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ActualAmount
v4.1,481.0,3856,BBIE,5,0..1,0..1,明細文書ヘッダ返金理由コード,この明細文書ヘッダ返金の理由を識別するコード,4,0..1,明細文書返金理由コード,理由コード,インボイスの取引許容料の理由を特定するコード。,UN01005714,CI_ Trade_ Allowance Charge. Reason. Code,Reason Code,The code specifying the reason for this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),8,,Reason,Allowance Charge Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,qdt:AllowanceChargeReasonCodeType,,,,ReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ReasonCode
v4.1,482.0,3857,BBIE,5,0..1,0..1,明細文書ヘッダ返金理由,この明細文書ヘッダに紐付く返金の返金理由（内容）の説明,4,0..1,明細文書返金理由,理由テキスト,インボイスの取引許容料の理由をテキストで表現したもの。,UN01005715,CI_ Trade_ Allowance Charge. Reason. Text,Reason Text,"The reason, expressed as text, for this CI trade allowance charge.",Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),9,,Reason,Text,,udt:TextType,,,,Reason,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/Reason
v4.1,483.0,3859,BBIE,5,0..1,0..1,明細文書ヘッダ返金計算根拠金額,この明細文書ヘッダ返金の計算根拠となる金額,4,0..1,明細文書返金計算根拠金額,基準額,インボイスの取引手当または手数料の計算基準となる金額。,UN01008286,CI_ Trade_ Allowance Charge. Basis. Amount,Basis Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),11,,Basis,Amount,,udt:AmountType,,,,BasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/BasisAmount
v4,484,3861,ASBIE,5,0..n,0..n,返金税グループ,明細文書ヘッダ返金の税に関するグループ,4,0..n,明細文書返金税,税金のカテゴリ,インボイスの取引手当課徴金の税区分。,UN01005716,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,Tax Category,A tax category of this CI trade allowance charge.,Composition,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Specified/Specified[Charge. Indicator=false]),1,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),,,CategoryCITradeTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax
v4,485,4043,ABIE,5,,,返金税クラス,明細文書ヘッダ返金の税クラス,,,,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,CI_ Trade_ Tax. Details,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Class,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),,,,,,ram:CITradeTaxType,,,,,,
v4,486.0,4052,BBIE,6,0..1,1..1,明細文書ヘッダ返金課税分類コード,明細文書ヘッダ返金の課税分類コード,5,0..1,明細文書返金課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,CI_ Trade_ Tax. Category. Code,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),9,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,CategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/CategoryCode
v4,487.0,4063,BBIE,6,0..1,0..1,明細文書ヘッダ返金税率,明細文書ヘッダ返金の税率,5,0..1,明細文書返金税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,CI_ Trade_ Tax. Rate_ Applicable. Percent,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),20,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,RateApplicablePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/RateApplicablePercent
v4.1,488,2416,ASBIE,4,0..n,0..n,決済追加請求グループ,明細文書ヘッダの明細文書ヘッダ追加請求のグループ,2,0..n,明細文書追加請求,手当/料金,CIILのサプライチェーン取引決済に指定されたインボイスの手当または請求額。,UN01005926,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,Allowance/Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Composition,CIIL_ Supply Chain_ Trade Settlement,3,,Specified,,,ram:CITradeAllowanceChargeType,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),Charge. Indicator=true,,SpecifiedCITradeAllowanceCharge[ChargeIndicator=true],SpecifiedCITradeAllowanceCharge,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]
v4.1,489,3848,ABIE,4,,,追加請求クラス,明細文書ヘッダ返金・追加請求のクラス,,,,CI 取引手当/手数料,取引目的の価格設定要素（サービス、プロモーション、手当、料金など）。,UN01005706,CI_ Trade_ Allowance Charge. Details,CI Trade Allowance/Charge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",Class,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),,,,,,ram:CITradeAllowanceChargeType,,,,,,
v4.1,490.0,3849,BBIE,5,0..1,1..1,"明細文書ヘッダ返金・追加請求判別子
＝追加請求（Charge）","明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
＝True(Charge)",4,0..1,明細文書追加請求判別子,充電インジケーター,インボイスの取引手当料金が課金対象であるか否かの表示。,UN01005707,CI_ Trade_ Allowance Charge. Charge. Indicator,Charge Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),1,,Charge,Indicator,,udt:IndicatorType,,,TRUE,ChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ChargeIndicator
v4.1,491.0,3852,BBIE,5,0..1,0..1,明細文書ヘッダ追加請求計算率,この明細文書ヘッダ追加請求を計算するための率,4,0..1,明細文書追加請求計算率,計算パーセント,インボイスの取引手当料金を計算するために適用されるパーセンテージ。,UN01005710,CI_ Trade_ Allowance Charge. Calculation. Percent,Calculation Percent,The percentage applied to calculate this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),4,,Calculation,Percent,,udt:PercentType,,,,CalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CalculationPercent
v4.1,492.0,3855,BBIE,5,0..n,0..1,明細文書ヘッダ追加請求金額,この明細文書ヘッダの明細文書ヘッダに紐付く追加請求金額,4,0..1,明細文書追加請求金額,実際の金額,インボイスの取引許容料の実際の金額。,UN01005713,CI_ Trade_ Allowance Charge. Actual. Amount,Actual Amount,An actual monetary value of this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),7,,Actual,Amount,,udt:AmountType,,,,ActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ActualAmount
v4.1,493.0,3856,BBIE,5,0..1,0..1,明細文書ヘッダ追加請求理由コード,この明細文書ヘッダ追加請求の理由を識別するコード,4,0..1,明細文書追加請求理由コード,理由コード,インボイスの取引許容料の理由を特定するコード。,UN01005714,CI_ Trade_ Allowance Charge. Reason. Code,Reason Code,The code specifying the reason for this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),8,,Reason,Allowance Charge Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,qdt:AllowanceChargeReasonCodeType,,,,ReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ReasonCode
v4.1,494.0,3857,BBIE,5,0..1,0..1,明細文書ヘッダ追加請求理由,この明細行の追加請求理由（内容）の説明,4,0..1,明細文書追加請求理由,理由テキスト,インボイスの取引許容料の理由をテキストで表現したもの。,UN01005715,CI_ Trade_ Allowance Charge. Reason. Text,Reason Text,"The reason, expressed as text, for this CI trade allowance charge.",Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),9,,Reason,Text,,udt:TextType,,,,Reason,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/Reason
v4.1,495.0,3859,BBIE,5,0..1,0..1,明細文書ヘッダ追加請求計算根拠金額,この明細文書ヘッダ追加請求の計算根拠となる金額,4,0..1,明細文書追加請求計算根拠金額,基準額,インボイスの取引手当または手数料の計算基準となる金額。,UN01008286,CI_ Trade_ Allowance Charge. Basis. Amount,Basis Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),11,,Basis,Amount,,udt:AmountType,,,,BasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/BasisAmount
v4.1,496,3861,ASBIE,5,0..n,0..n,追加請求税グループ,明細文書ヘッダ追加請求の税に関するグループ,4,0..n,明細文書追加請求税,税金のカテゴリ,インボイスの取引手当課徴金の税区分。,UN01005716,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,Tax Category,A tax category of this CI trade allowance charge.,Composition,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Specified/Specified[Charge. Indicator=true]),1,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=true]/Category),,,CategoryCITradeTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax
v4.1,497,4043,ABIE,5,,,追加請求税クラス,明細文書ヘッダ追加請求の税クラス,,,,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,CI_ Trade_ Tax. Details,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Class,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=true]/Category),,,,,,ram:CITradeTaxType,,,,,,
v4.1,498.0,4052,BBIE,6,0..1,1..1,明細文書ヘッダ追加請求課税分類コード,明細文書ヘッダ追加請求の課税分類コード,5,0..1,明細文書追加請求課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,CI_ Trade_ Tax. Category. Code,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=true]/Category),9,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,CategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/CategoryCode
v4.1,499.0,4063,BBIE,6,0..1,0..1,明細文書ヘッダ追加請求税率,明細文書ヘッダ追加請求の税率,5,0..1,明細文書追加請求税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,CI_ Trade_ Tax. Rate_ Applicable. Percent,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=true]/Category),20,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,RateApplicablePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/RateApplicablePercent
v4,322,2271,ASBIE,4,0..n,0..n,決済支払条件グループ,インボイス文書の支払条件に関するグループ,1,0..n,支払条件,支払い条件,CIIHサプライチェーン取引決済に指定された取引支払条件。,UN01005929,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,Composition,CIIH_ Supply Chain_ Trade Settlement,14,,Specified,,,ram:CITradePaymentTermsType,CI_ Trade_ Payment Terms (Applicable/Specified),,,SpecifiedCITradePaymentTerms,SpecifiedCITradePaymentTerms,////ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4,323,3938,ABIE,4,,,支払条件クラス,取引決済の目的で支払が行われる、あるいは行われた条件のクラス,,,,CI支払条件,取引目的で支払いが行われた、または行われる条件。,UN01005779,CI_ Trade_ Payment Terms. Details,CI Payment Terms,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.,Class,CI_ Trade_ Payment Terms (Applicable/Specified),,,,,,ram:CITradePaymentTermsType,,,,,,
v4.1,324.0,3939,BBIE,5,0..1,0..1,支払条件ID,支払条件のID,3,0..1,支払条件ID,ID,インボイスの取引支払条件の一意の識別子。,UN01005780,CI_ Trade_ Payment Terms. Identification. Identifier,ID,The unique identifier of these CI trade payment terms.,Attribute,CI_ Trade_ Payment Terms (Applicable/Specified),1,PK,Identification,Payment Terms_ Identifier,D24A TDED 4277 Payment terms description identifier <Identification of the terms of payment between the parties to a transaction (generic term).> (an..17) コードが定義されているが、UN/ECE Recommendation No. 17 Paytermsの使用を推奨 https://service.unece.org/trade/untdid/d23a/tred/tred4277.htm | XMLSchema /uncefact/identifierlist/standard/UNECE_PaymentTermsDescriptionIdentifier_D23A.xsd,qdt:PaymentTermsIDType,,,,ID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/ID
v4,325.0,3942,BBIE,5,0..n,0..1,支払条件説明,支払条件の文字による説明,3,0..1,支払条件説明,説明,インボイスの取引支払条件のテキストによる説明。,UN01005783,CI_ Trade_ Payment Terms. Description. Text,Description,A textual description of these CI trade payment terms.,Attribute,CI_ Trade_ Payment Terms (Applicable/Specified),4,,Description,Text,D24A TDED 4276 Payment terms description <Free form description of the conditions of payment between the parties to a transaction.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred4276.htm,udt:TextType,,,,Description,Description,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/Description
v4,326.0,3943,BBIE,5,0..1,0..1,支払期日,支払条件で示された支払期日,3,0..1,支払期日,期日時刻,インボイスの取引支払条件によって指定された支払期日の日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005784,CI_ Trade_ Payment Terms. Due Date. Date Time,Due Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",Attribute,CI_ Trade_ Payment Terms (Applicable/Specified),5,,Due Date,Date Time,,udt:DateTimeType,,,,DueDateDateTime,DueDateDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/DueDateDateTime
v4,327.0,3948,BBIE,5,0..1,0..1,支払条件タイプコード,取引決済の支払条件のタイプを識別するコード,3,0..1,支払条件タイプコード,タイプコード,インボイスの取引支払条件のタイプを指定するコード。,UN01008502,CI_ Trade_ Payment Terms. Type. Code,Type Code,The code specifying the type of these CI trade payment terms.,Attribute,CI_ Trade_ Payment Terms (Applicable/Specified),10,,Type,Payment Terms Type_ Code,UNCL4279 D24Aと一致. / UNTDED 4279 Payment terms type code qualifier <Code qualifying the type of payment terms.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4279.htm | XMLSchema /uncefact/codelist/standard/UNECE_PaymentTermsTypeCode_D23A.xsd,qdt:PaymentTermsTypeCodeType,,,,TypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/TypeCode
v4.2,328.0,3951,BBIE,5,0..1,0..1,支払条件金額,支払条件の金額,3,0..1,支払条件金額,指示金額,インボイスの取引支払条件において、債務者と債権者間で振り込むよう指示された金額。,UN01015539,CI_ Trade_ Payment Terms. Instructed. Amount,Instructed Amount,The monetary value that has been instructed to be transferred between debtor and creditor for these CI trade payment terms.,Attribute,CI_ Trade_ Payment Terms (Applicable/Specified),13,,Instructed,Amount,,udt:AmountType,,,,InstructedAmount,InstructedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/InstructedAmount
