version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,seq,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.3,175,3,C,,UN01015598,ASBIE,インボイス文書決済／前払グループ,0..n,2286,CIIH_ Supply Chain_ Trade Settlement,I,,I,前払に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Advance_ Payment,An advance payment specified for this CIIH supply chain trade settlement.,Advance Payment,TransactionIIAdvancePayment,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II
v4.2,177,4,A,,UN01015591,BBIE,前払金額（税込み）,0..1,3305,CI_ Advance_ Payment,I,_,,税込みの前払金額,,,CI_ Advance_ Payment. Paid. Amount,The monetary value of the funds or securities paid in this CI advance payment.,Paid Amount,IIAdvancePaymentPaidAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I
v4.2,178,4,A,,UN01015592,BBIE,前払日,0..1,3306,CI_ Advance_ Payment,I,_,,前払金額の支払日,,,CI_ Advance_ Payment. Formatted_ Received. Date Time,The formatted date or date time value when this CI advance payment has been received.,Formatted Received Date Time,IIAdvancePaymentFormattedReceivedDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I
v4.2,179,4,A,,UN01015593,BBIE,前払ID,0..1,3307,CI_ Advance_ Payment,I,_,,前払者が付与した前払ID,,,CI_ Advance_ Payment. Identification. Identifier,The identifier for this CI advance payment.,ID,IIAdvancePaymentID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I
v4.3,180,4,C,,UN01015595,ASBIE,前払／参照文書グループ,0..1,3309,CI_ Advance_ Payment,I,,_,インボイス文書が参照する前払文書の情報に関するグループ,,,CI_ Advance_ Payment. Invoice_ Specified. CI_ Referenced_ Document,An invoice document referenced by this CI advance payment.,Invoice Document,IIAdvancePaymentInvoiceReferencedDocument,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I
v4.3,182,5,A,,UN01005580,BBIE,（前払参照）文書ID,0..1,3614,CI_ Referenced_ Document,I,_,,インボイス文書が参照する前払文書の文書ID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IIIReferencedDocumentIssuerAssignedID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I
v4.2,183,4,C,,UN01015596,ASBIE,前払／支払条件グループ,0..1,3310,CI_ Advance_ Payment,I,,_,前払の支払条件に関するグループ,,,CI_ Advance_ Payment. Identified. CI_ Trade_ Payment Terms,The trade payment terms identified for this CI advance payment.,Payment Terms,IIAdvancePaymentIdentifiedPaymentTerms,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I
v4.1,185,5,A,,UN01008502,BBIE,前払条件タイプコード,0..1,3947,CI_ Trade_ Payment Terms,I,_,,前払い支払条件のタイプを指定するコード,UNCL4279,,CI_ Trade_ Payment Terms. Type. Code,The code specifying the type of these CI trade payment terms.,Type Code,IIIPaymentTermsTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I
v4,186,2,C,,UN01005940,ASBIE,インボイス文書取引／明細文書ヘッダグループ,1..1,2291,CIIH_ Supply Chain_ Trade Transaction,I,,I,インボイス文書に組み込まれる明細文書ヘッダのグループ,,,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,Trade Line Item,TransactionDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II
v4,188,3,C,,UN01005989,ASBIE,明細文書ヘッダ／明細文書グループ,1..1,2402,CIIL_ Supply Chain_ Trade Line Item,I,,I,明細文書ヘッダの明細文書グループ。,,,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,The document line associated with this CIIL supply chain trade line item.,Document Line,TransactionIIDocumentAssociatedDocumentLineDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II
v4,190,4,A,,UN01005954,BBIE,明細文書ID,1..1,2348,CIIL_ Document Line_ Document,I,I,,明細文書を識別するID。デフォルト=1。プロバイダがセットする,,,CIIL_ Document Line_ Document. Line. Identifier,The unique identifier of the line of this CIIL document line.,ID,IIDocumentLineDocumentLineID,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,191,4,A,,UN01014645,BBIE,明細文書類型コード,0..1,2352,CIIL_ Document Line_ Document,I,I,,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,JECxxxx,,CIIL_ Document Line_ Document. Category. Code,The code specifying the category of this CIIL document line.,Category Code,IIDocumentLineDocumentCategoryCode,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,192,4,C,,UN01005957,ASBIE,明細文書／注釈グループ,0..n,2355,CIIL_ Document Line_ Document,I,,I,明細文書に関する注釈のグループ,,,CIIL_ Document Line_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIIL document line.,Note,IIDocumentLineDocumentNote,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,194,5,A,,UN01005558,BBIE,明細文書注釈表題,0..1,3578,CI_ Note,I,_,,"明細文書の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照。",,,CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",Subject Text,IINoteSubjectText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,195,5,A,,UN01005560,BBIE,明細文書注釈内容,0..1,3580,CI_ Note,I,_,,"明細文書の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",Content Text,IINoteContentText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,196,5,A,,UN01005562,BBIE,明細文書注釈ID,0..1,3582,CI_ Note,I,_,,"明細文書注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",,,CI_ Note. Identification. Identifier,The unique identifier for this CI note.,ID,IINoteID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,197,4,C,,UN01014895,ASBIE,明細文書／組込み文書グループ,0..1,2356,CIIL_ Document Line_ Document,I,,I,この明細文書の組込み文書に関するグループ。,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,A document referenced from this CIIL document line.,Reference Document,IIDocumentLineDocumentReferenceDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,199,5,A,,UN01005580,BBIE,明細文書組込み文書ID,1..1,3614,CI_ Referenced_ Document,I,_,,この明細文書に組込んだ文書のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IIReferencedDocumentIssuerAssignedID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,200,5,A,,UN01005582,BBIE,明細文書組込み文書発行日,0..1,3616,CI_ Referenced_ Document,I,_,,この明細文書に組込んだ文書の発行日,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IIReferencedDocumentIssueDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,201,5,A,,UN01005588,BBIE,明細文書組込み文書履歴ID,0..1,3622,CI_ Referenced_ Document,I,_,,この明細文書に組込んだ文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,IIReferencedDocumentRevisionID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,202,5,A,,UN01009672,BBIE,明細文書組込み文書タイプコード,0..1,3627,CI_ Referenced_ Document,I,_,,この明細文書に組込んだ文書の文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,IIReferencedDocumentTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,203,5,A,,UN01014899,BBIE,明細文書組込み文書サブタイプコード,0..1,3635,CI_ Referenced_ Document,I,_,,この明細文書に組込んだ文書の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,IIReferencedDocumentSubtypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,204,3,C,,UN01005992,ASBIE,明細文書ヘッダ／決済グループ,1..1,2405,CIIL_ Supply Chain_ Trade Line Item,I,,I,明細文書の決済に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,Trade Settlement,TransactionIIDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II
v4,206,4,A,,UN01014647,BBIE,明細文書ヘッダ取引方向コード,0..1,2412,CIIL_ Supply Chain_ Trade Settlement,I,I,,：,JECxxxx,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,Direction Code,IIDirectionCode,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,207,4,C,,UN01005998,ASBIE,明細文書ヘッダ決済／明細文書ヘッダ返金グループ,0..n,2415,CIIL_ Supply Chain_ Trade Settlement,I,,I,明細文書ヘッダの返金グループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,IIAllowanceCharge,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,209,5,A,,UN01005707,BBIE,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）",1..1,3848,CI_ Trade_ Allowance Charge,I,_,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
false(Allowance)",,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,IIAllowanceChargeChargeIndicator,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,210,5,A,,UN01005713,BBIE,明細文書ヘッダ返金金額,0..1,3854,CI_ Trade_ Allowance Charge,I,_,,"この明細文書の明細文書ヘッダに紐付く返金金額
（源泉所得税は含まず。鑑ヘッダで相殺）",,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,IIAllowanceChargeActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,211,5,A,,UN01005714,BBIE,明細文書ヘッダ返金理由コード,0..1,3855,CI_ Trade_ Allowance Charge,I,_,,この明細文書ヘッダ返金の理由を識別するコード,UNCL446,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,IIAllowanceChargeReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,212,5,A,,UN01005715,BBIE,明細文書ヘッダ返金理由,0..1,3856,CI_ Trade_ Allowance Charge,I,_,,この明細文書ヘッダ返金理由（内容）の説明,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,IIAllowanceChargeReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,213,5,C,,UN01005716,ASBIE,明細文書ヘッダ返金／明細文書ヘッダ返金税グループ,0..1,3860,CI_ Trade_ Allowance Charge,I,,_,明細文書ヘッダ返金の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,IIAllowanceChargeCategoryTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,215,6,A,,UN01005841,BBIE,明細文書ヘッダ返金課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,明細文書ヘッダ返金の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IIITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I/I
v4,216,6,A,,UN01007174,BBIE,明細文書ヘッダ返金税率,0..1,4062,CI_ Trade_ Tax,I,_,,明細文書ヘッダ返金の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IIITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I/I
v4.1,217,4,C,,UN01005998,ASBIE,明細文書ヘッダ文書決済／明細文書ヘッダ追加請求グループ,0..n,2415,CIIL_ Supply Chain_ Trade Settlement,I,,I,明細文書ヘッダの追加請求グループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,IIAllowanceCharge,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.1,219,5,A,,UN01005707,BBIE,"明細文書ヘッダ返金・追加請求判別子
＝追加請求（Charge）",1..1,3848,CI_ Trade_ Allowance Charge,I,_,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
true(Charge)",,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,IIAllowanceChargeChargeIndicator,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,220,5,A,,UN01005713,BBIE,明細文書ヘッダ追加請求金額,0..1,3854,CI_ Trade_ Allowance Charge,I,_,,この明細文書ヘッダの明細文書ヘッダに紐付く追加請求金額,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,IIAllowanceChargeActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,221,5,A,,UN01005714,BBIE,明細文書ヘッダ追加請求理由コード,0..1,3855,CI_ Trade_ Allowance Charge,I,_,,この明細文書ヘッダ追加請求の理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,IIAllowanceChargeReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,222,5,A,,UN01005715,BBIE,明細文書ヘッダ追加請求理由,0..1,3856,CI_ Trade_ Allowance Charge,I,_,,この明細文書ヘッダ追加請求の理由（内容）の説明,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,IIAllowanceChargeReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,223,5,C,,UN01005716,ASBIE,明細文書ヘッダ返金／明細文書ヘッダ追加請求税グループ,0..1,3860,CI_ Trade_ Allowance Charge,I,,_,明細文書ヘッダ追加請求の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,IIAllowanceChargeCategoryTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,225,6,A,,UN01005841,BBIE,明細文書ヘッダ追加請求課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,明細文書ヘッダ追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IIITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I/I
v4.1,226,6,A,,UN01007174,BBIE,明細文書ヘッダ追加請求税率,0..1,4062,CI_ Trade_ Tax,I,_,,明細文書ヘッダ追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IIITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I/I
v1,227,4,C,,UN01005996,ASBIE,明細文書ヘッダ決済／明細文書ヘッダ税グループ,1..1,2413,CIIL_ Supply Chain_ Trade Settlement,I,,I,明細文書ヘッダの税に関するグループ。,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,IITax,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v2,229,5,A,,UN01005833,BBIE,明細文書ヘッダ課税分類税額,0..1,4043,CI_ Trade_ Tax,I,_,,"明細文書ヘッダの課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",,,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,IITaxCalculatedAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v1/v2,230,5,A,,UN01005834,BBIE,明細文書ヘッダ税タイプコード,0..1,4044,CI_ Trade_ Tax,I,_,,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,IITaxTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v1/v2,231,5,A,,UN01005836,BBIE,明細文書ヘッダ税率,0..1,4046,CI_ Trade_ Tax,I,_,,明細文書ヘッダの課税分類毎の税額計算のための率。,,,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,IITaxCalculatedRate,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v2/v4.3,232,5,A,,UN01005839,BBIE,明細文書ヘッダ課税分類課税対象合計金額（税抜き）,0..1,4049,CI_ Trade_ Tax,I,_,,"Σ明細行課税分類譲渡資産合計金額＋Σ明細文書ヘッダ追加請求金額ーΣ明細文書ヘッダ返金金額
「明細文書ヘッダ税計算方式」のコード値指定により税抜き、税込みを識別する",,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,IITaxBasisAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v3,233,5,A,,UN01005841,BBIE,明細文書ヘッダ課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,"明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,234,5,A,,UN01005842,BBIE,課税分類税通貨コード,0..1,4052,CI_ Trade_ Tax,I,_,,"「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する","通貨コード
ISO4217",,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,IITaxCurrencyCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v2/v4.3,235,5,A,,UN01013040,BBIE,明細文書ヘッダ課税分類課税対象合計金額（税込み）,0..1,4063,CI_ Trade_ Tax,I,_,,"明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ課税分類税額
または
明細文書ヘッダ課税分類課税対象合計金額（税込み）",,,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,IITaxGrandTotalAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v2/v3,236,5,A,,UN01013096,BBIE,明細文書ヘッダ税計算方式,0..1,4064,CI_ Trade_ Tax,I,_,,"仕入税額の消費税計算方式を指定
外税計算（デフォルト）
　外税計算式：税率別仕入合計金額（税抜き）×税率",JECxxxx,,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,IITaxCalculationMethodCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4,237,5,A,,UN01014650,BBIE,鑑ヘッダ適用税制ID,0..1,4065,CI_ Trade_ Tax,I,_,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,IITaxLocalTaxSystemID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,238,4,C,,UN01005996,ASBIE,明細文書ヘッダ決済／税グループ（外貨建て）,0..1,2413,CIIL_ Supply Chain_ Trade Settlement,I,,I,外貨建て仕入明細書の税率別課税分類合計額算出のための税グループ,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,IITax,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.1,240,5,A,,UN01005833,BBIE,（外貨建て仕入明細書）明細文書ヘッダ課税分類税額,0..1,4043,CI_ Trade_ Tax,I,_,,"外貨建て仕入明細書の明細文書ヘッダの課税分類毎に端数処理計算した税額。
属性=「JPY」
外貨建て仕入明細書の明細文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする","通貨コード
ISO4217",,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,IITaxCalculatedAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,241,5,A,,UN01005836,BBIE,（外貨建て仕入明細書）明細文書ヘッダ税率,0..1,4046,CI_ Trade_ Tax,I,_,,外貨建て仕入明細書の明細文書ヘッダの課税分類毎の税額計算のための率。,,,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,IITaxCalculatedRate,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,242,5,A,,UN01005839,BBIE,（外貨建て仕入明細書）明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）,0..1,4049,CI_ Trade_ Tax,I,_,,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額。属性=「JPY」
「明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）(外貨）」を為替レートで「JPY」に換算","通貨コード
ISO4217",,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,IITaxBasisAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,243,5,A,,UN01005841,BBIE,（外貨建て仕入明細書）明細文書ヘッダ課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,外貨建て仕入明細書の明細文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,244,5,A,,UN01005842,BBIE,（外貨建て仕入明細書）課税分類税通貨コード,0..1,4052,CI_ Trade_ Tax,I,_,,"外貨建て仕入明細書の税額を日本円で表示することを指定するコード
「JPY」","通貨コード
ISO4217",,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,IITaxCurrencyCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,245,5,A,,UN01014650,BBIE,明細文書ヘッダ適用税制ID,0..1,4065,CI_ Trade_ Tax,I,_,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,IITaxLocalTaxSystemID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v1,246,4,C,,UN01006002,ASBIE,明細文書ヘッダ決済／合計金額グループ,0..1,2419,CIIL_ Supply Chain_ Trade Settlement,I,,I,明細文書ヘッダの合計金額に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,Monetary Summation,IIMonetarySummation,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,248,5,A,,UN01006008,BBIE,明細文書ヘッダ追加請求合計金額,0..1,2430,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"明細文書ヘッダレベルの追加請求合計金額
Σ明細文書ヘッダ追加請求金額",,,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,Charge Total Amount,IIMonetarySummationChargeTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4,249,5,A,,UN01006009,BBIE,明細文書ヘッダ返金合計金額,0..1,2431,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"明細文書ヘッダレベルの返金合計金額
Σ明細文書ヘッダ返金金額",,,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,Allowance Total Amount,IIMonetarySummationAllowanceTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
