version,sequence,level,type,identifier,label_local,representation_term,multiplicity,code_list,attribute,definition_local,acronym,UNID,class_term,id,path,semantic_path,abbreviation_path,label,definition,name,element,xpath,
v4.1,166,6,A,,返金・追加請求理由コード,Code,0..1,UNCL5189,,返金・追加請求理由を識別するコード,BBIE,UN01005714,Specified CI Trade Allowance Charge,UN31a_3,/JP00a/UN31a/UN31a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.Resn,Reason Code,The code specifying the reason for this CI trade allowance charge.,Document Allowance Charge Reason Code,ReasonCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode,3
v4.1,167,6,A,,返金・追加請求理由,Text,0..1,,ISO639言語コード,返金・追加請求理由（内容）の説明,BBIE,UN01005715,Specified CI Trade Allowance Charge,UN31a_4,/JP00a/UN31a/UN31a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.Resn,Reason ,"The reason, expressed as text, for this CI trade allowance charge.",Document Allowance Charge Reason ,Reason,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason,3
v4,168,6,C,,返金・追加請求税グループ,,0..n, ,,返金・追加請求の税に関するグループ,ABIE,UN01005832,Category CI Trade Tax,UN21c,/JP00a/UN31a/UN21c,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax,Category CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Document Allowance Charge Tax,CategoryCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax,3
v2,169,7,A,,課税分類税額,Amount,0..1,,ISO4217通貨コード,"課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",BBIE,UN01005833,Category CI Trade Tax,UN21c_1,/JP00a/UN31a/UN21c/UN21c_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.Calcltd,Calculated Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Document Allowance Charge Tax Calculated Amount,CalculatedAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CalculatedAmount,4
v4,170,7,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,UN01005841,Category CI Trade Tax,UN21c_2,/JP00a/UN31a/UN21c/UN21c_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Document Allowance Charge Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode,4
v2,171,7,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,UN01005850,Category CI Trade Tax,UN21c_3,/JP00a/UN31a/UN21c/UN21c_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Document Allowance Charge Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryName,4
v4,172,7,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,UN01007174,Category CI Trade Tax,UN21c_4,/JP00a/UN31a/UN21c/UN21c_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Document Allowance Charge Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent,4
v2/v3,173,7,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,UN01013096,Category CI Trade Tax,UN21c_5,/JP00a/UN31a/UN21c/UN21c_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Document Allowance Charge Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CalculationMethodCode,4
v4,174,7,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,UN01014650,Category CI Trade Tax,UN21c_6,/JP00a/UN31a/UN21c/UN21c_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Document Allowance Charge Tax Local Allowance Charge Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/LocalTaxSystemID,4
v4.3,175,7,A,,計算税率,Rate,0..1, ,,計算税率,BBIE,UN01005836,Category CI Trade Tax,UN21c_7,/JP00a/UN31a/UN21c/UN21c_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.Calcltd,Calculated Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Document Allowance Charge Tax Calculated Rate,CalculatedRate,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CalculatedRate,4
v2,176,7,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,UN01005839,Category CI Trade Tax,UN21c_8,/JP00a/UN31a/UN21c/UN21c_8,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Document Allowance Charge Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/BasisAmount,4
v2,177,7,A,,取引金額(税込み),Amount,0..1,,ISO4217通貨コード,税額を含む取引金額（税込み）,BBIE,UN01013040,Category CI Trade Tax,UN21c_9,/JP00a/UN31a/UN21c/UN21c_9,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.GrandTotl,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Document Allowance Charge Tax Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/GrandTotalAmount,4
v4.3,178,7,A,,調整税タイプコード,Code,0..1,UNCL5153,,税の種類を識別するコード=IND(源泉所得税 ),BBIE,UN01005834,Category CI Trade Tax,UN21c_10,/JP00a/UN31a/UN21c/UN21c_10,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CI Trade Allowance Charge.Category CI Trade Tax.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCiTradAllwncCharg.CatgryCiTradTax.Type,Type Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Document Allowance Charge Tax Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/TypeCode,4
v4,179,5,C,,明細文書ヘッダ決済／明細文書ヘッダ税グループ,,1..n, ,,明細文書ヘッダの税に関するグループ。,ABIE,UN01005832,Applicable CI Trade Tax,UN21d,/JP00a/UN21d,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax,Applicable CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Document Tax,ApplicableCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax,2
v2,180,6,A,,課税分類税額,Amount,0..1,,ISO4217通貨コード,"課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",BBIE,UN01005833,Applicable CI Trade Tax,UN21d_1,/JP00a/UN21d/UN21d_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.Calcltd,Calculated Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Document Tax Calculated Amount,CalculatedAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount,3
v4,181,6,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,UN01005841,Applicable CI Trade Tax,UN21d_2,/JP00a/UN21d/UN21d_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Document Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode,3
v2,182,6,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,UN01005850,Applicable CI Trade Tax,UN21d_3,/JP00a/UN21d/UN21d_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Document Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName,3
v4,183,6,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,UN01007174,Applicable CI Trade Tax,UN21d_4,/JP00a/UN21d/UN21d_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Document Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent,3
v2/v3,184,6,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,UN01013096,Applicable CI Trade Tax,UN21d_5,/JP00a/UN21d/UN21d_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Document Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode,3
v4,185,6,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,UN01014650,Applicable CI Trade Tax,UN21d_6,/JP00a/UN21d/UN21d_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Document Tax Local Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID,3
v4.3,186,6,A,,計算税率,Rate,0..1, ,,計算税率,BBIE,UN01005836,Applicable CI Trade Tax,UN21d_7,/JP00a/UN21d/UN21d_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.Calcltd,Calculated Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Document Tax Calculated Rate,CalculatedRate,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedRate,3
v2,187,6,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,UN01005839,Applicable CI Trade Tax,UN21d_8,/JP00a/UN21d/UN21d_8,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Document Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount,3
v2,188,6,A,,取引金額(税込み),Amount,0..1,,ISO4217通貨コード,税額を含む取引金額（税込み）,BBIE,UN01013040,Applicable CI Trade Tax,UN21d_9,/JP00a/UN21d/UN21d_9,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.GrandTotl,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Document Tax Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount,3
v4.3,189,6,A,,調整税タイプコード,Code,0..1,UNCL5153,,税の種類を識別するコード=IND(源泉所得税 ),BBIE,UN01005834,Applicable CI Trade Tax,UN21d_10,/JP00a/UN21d/UN21d_10,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Applicable CI Trade Tax.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.ApplclCiTradTax.Type,Type Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Document Tax Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode,3
v1,190,5,C,,明細文書ヘッダ決済／合計金額グループ,,0..1, ,,明細文書ヘッダの合計金額に関するグループ,ABIE,UN01006006,Specified CIIL Trade Settlement Monetary Summation,UN28a_UN30a_UN33a,/JP00a/UN28a_UN30a_UN33a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CIIL Trade Settlement Monetary Summation,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCilTradSettlmntMontrySummtn,Specified CIIL Trade Settlement Monetary Summation,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Line (CIIL).,Document Monetary Summation,SpecifiedCIILTradeSettlementMonetarySummation,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation,2
v4,191,6,A,,明細文書ヘッダ追加請求合計金額,Amount,0..1,,ISO4217通貨コード,明細文書ヘッダレベルの追加請求合計金額=Σ明細文書ヘッダ追加請求金額,BBIE,UN01006008,Specified CIIL Trade Settlement Monetary Summation,UN28a_UN30a_UN33a_1,/JP00a/UN28a_UN30a_UN33a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CIIL Trade Settlement Monetary Summation.Charge Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCilTradSettlmntMontrySummtn.ChargTotl,Charge Total Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,Document Charge Total Amount,ChargeTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/ChargeTotalAmount,2
v4,192,6,A,,明細文書ヘッダ返金合計金額,Amount,0..1,,ISO4217通貨コード,明細文書ヘッダレベルの返金合計金額=Σ明細文書ヘッダ返金・追加請求金額,BBIE,UN01006009,Specified CIIL Trade Settlement Monetary Summation,UN28a_UN30a_UN33a_2,/JP00a/UN28a_UN30a_UN33a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CIIL Trade Settlement Monetary Summation.Allowance Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCilTradSettlmntMontrySummtn.AllwncTotl,Allowance Total Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,Document Allowance Total Amount,AllowanceTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/AllowanceTotalAmount,2
v1,193,6,A,,明細文書ヘッダ消費税合計額,Amount,0..1,,ISO4217通貨コード,"明細文書ヘッダ消費税の合計税額=（明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額）×税率
（明細文書ヘッダ課税分類コード＝S/AA）",BBIE,UN01006011,Specified CIIL Trade Settlement Monetary Summation,UN28a_UN30a_UN33a_3,/JP00a/UN28a_UN30a_UN33a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Specified CIIL Supply Chain Trade Settlement.Specified CIIL Trade Settlement Monetary Summation.Tax Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SpecfdCilSupplyChanTradSettlmnt.SpecfdCilTradSettlmntMontrySummtn.TaxTotl,Tax Total Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Document Tax Total Amount,TaxTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotalAmount,2
