version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
,,3343,,Attribute,CI_ Creditor_ Financial Institution,22,,Hellenic Bank_ Identification,0..1,0..0,Identifier,UNCL3433,,,,,UN01005424,BBIE,CI_ Creditor_ Financial Institution. Hellenic Bank_ Identification. Identifier,The unique Hellenic Bank Identification Code identifier for this CI creditor financial institution.,Hellenic Bank ID,,HellenicBankID,
,,3344,,Attribute,CI_ Creditor_ Financial Institution,23,,Polish National Clearing_ Identification,0..1,0..0,Identifier,UNCL3433,,,,,UN01005425,BBIE,CI_ Creditor_ Financial Institution. Polish National Clearing_ Identification. Identifier,The unique Polish National Clearing Code identifier for this CI creditor financial institution.,Polish National Clearing ID,,PolishNationalClearingID,
v1,295,3345,2,Attribute,CI_ Creditor_ Financial Institution,24,,Name,0..1,0..1,Text,,,,金融機関名,債権者金融機関の、文字で表現された名前。,UN01005426,BBIE,CI_ Creditor_ Financial Institution. Name. Text,"The name, expressed as text, for this CI creditor financial institution.",Name,PaymentMeansPayeeCreditorFinancialInstitutionName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Name
v1,296,3346,2,Attribute,CI_ Creditor_ Financial Institution,25,,Japan Financial Institution Common_ Identification,0..1,0..1,Identifier,,,,金融機関番号,債権者の金融機関番号（日本の場合）,UN01011521,BBIE,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,The Japan Financial Institution Common identifier as assigned by the Japanese Bankers Association for this CI creditor financial institution.,Japan Financial Institution Common ID,PaymentMeansPayeeCreditorFinancialInstitutionJapanFinancialInstitutionCommonID,JapanFinancialInstitutionCommonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/JapanFinancialInstitutionCommonID
,,3347,,Composition,CI_ Creditor_ Financial Institution,1,,Location,0..1,0..0,,,,Financial Institution_ Address,,,UN01005427,ASBIE,CI_ Creditor_ Financial Institution. Location. Financial Institution_ Address,The location address for this CI creditor financial institution.,Address,,LocationAddress,
v1,297,3348,2,Composition,CI_ Creditor_ Financial Institution,2,,Sub-Division,0..1,0..1,,,,Branch_ Financial Institution,金融機関／金融機関支店グループ,債権者金融機関の支店金融機関グループ,UN01005428,ASBIE,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,The sub-division (branch) financial institution for this CI creditor financial institution.,Branch,PaymentMeansPayeeCreditorFinancialInstitutionSub-DivisionBranchFinancialInstitution,Sub-DivisionBranchFinancialInstitution,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution
v1,6,3423,1,Class,CI_ Document Context_ Parameter,0,,,,,,,,,取引プロセス設定クラス,取引プロセスに関する情報のクラス,UN01005471,ABIE,CI_ Document Context_ Parameter. Details,A feature that is fixed for a particular Cross Industry (CI) document context.,CI Document Context Parameter,ExchangedDocumentContextParameterDetails,CIDocumentContextParameter,
v1,7,3424,2,Attribute,CI_ Document Context_ Parameter,1,,Identification,0..1,0..1,Identifier,JECxxxx,,,取引プロセスID,"取引プロセスの識別番号
共通EDIプロバイダがプロセスをセットする",UN01005472,BBIE,CI_ Document Context_ Parameter. Identification. Identifier,The unique identifier of this CI document context parameter.,ID,ExchangedBusinessProcessDocumentContextParameterID,ID,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/ID
v1,8,3425,2,Attribute,CI_ Document Context_ Parameter,2,,Value,0..1,0..1,Text,,,,取引プロセス名,取引プロセスの名称,UN01005473,BBIE,CI_ Document Context_ Parameter. Value. Text,"The value, expressed as text, of this CI document context parameter.",Value Text,ExchangedBusinessProcessDocumentContextParameterValueText,ValueText,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/Value
v1,25,3426,2,Composition,CI_ Document Context_ Parameter,1,,Specified,0..1,0..1,,,,CI_ Document_ Version,ドメイン/バージョングループ,ドメインのバージョンに関する情報,UN01005474,ASBIE,CI_ Document Context_ Parameter. Specified. CI_ Document_ Version,The CI document version specified for this CI document context parameter.,Version,ExchangedSubsetDocumentContextParameterDocumentVersion,SpecifiedCIDocumentVersion,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion
v1,10,3444,1,Class,CI_ Document_ Version,0,,,,,,,,,バージョンクラス,バージョンに関する情報のクラス,UN01005475,ABIE,CI_ Document_ Version. Details,A specific variant of a Cross Industry (CI) document.,CI Document Version,ExchangedBusinessProcessContextParameterDocumentVersionDetails,CIDocumentVersion,
v1,11,3445,2,Attribute,CI_ Document_ Version,1,,Identification,0..1,0..1,Identifier,,,,バージョンID,取引プロセスのバージョン識別番号,UN01005476,BBIE,CI_ Document_ Version. Identification. Identifier,The unique identifier for this CI document version.,ID,BusinessProcessContextParameterDocumentVersionID,ID,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/ID
,,3446,,Attribute,CI_ Document_ Version,2,,Name,0..1,0..0,Text,,,,,,UN01005477,BBIE,CI_ Document_ Version. Name. Text,"The name, expressed as text, of this CI document version.",Name,,Name,
v1,12,3447,2,Attribute,CI_ Document_ Version,3,,Issue,0..1,0..1,Date Time,,,,バージョン発行日,取引プロセスのバージョン発行日,UN01005478,BBIE,CI_ Document_ Version. Issue. Date Time,"The date, time, date time or other date time value of issue of this CI document version.",Issue Date Time,BusinessProcessContextParameterDocumentVersionIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/IssueDateTime
v1,2,3448,1,Class,CI_ Exchanged Document_ Context,0,,,,,,,,,取引設定クラス,メッセージの設定内容に関する情報からなるクラス,UN01005479,ASMA,CI_ Exchanged Document_ Context. Details,"The scenario or setting of a Cross Industry (CI) exchanged document, such as its business process application context.",CI Document Context,SMEConsolidatedSelfInvoiceExchangedDocumentContextDetails,CIExchangedDocumentContext,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext
v1,3,3449,2,Attribute,CI_ Exchanged Document_ Context,1,,Specified_ Transaction,0..1,0..1,Identifier,,,,取引ID,メッセージがやり取りされる取引識別番号,UN01005480,BBIE,CI_ Exchanged Document_ Context. Specified_ Transaction. Identifier,The identifier of a specified transaction in this CI exchanged document context.,Transaction ID,ExchangedDocumentContextTransactionID,SpecifiedTransactionID,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/SpecifiedTransactionID
v1/v2,4,3450,2,Attribute,CI_ Exchanged Document_ Context,2,,Processing_ Transaction,0..1,0..1,Date Time,,,,処理日時,メッセージがやり取りされる日時,UN01012746,BBIE,CI_ Exchanged Document_ Context. Processing_ Transaction. Date Time,"The date, time, date time, or other date time value of the processing of a transaction for this CI exchanged document context.",Transaction Processing Date Time,ExchangedDocumentContextTransactionDateTime,ProcessingTransactionDateTime,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/ProcessingTransactionDateTime
,,3451,,Attribute,CI_ Exchanged Document_ Context,3,,Test,0..1,0..0,Indicator,UNCL0035,,,,,UN01014648,BBIE,CI_ Exchanged Document_ Context. Test. Indicator,The indication of whether or not this CI exchanged document context is a test.,Test Indicator,,TestIndicator,
v1,5,3452,2,Composition,CI_ Exchanged Document_ Context,1,,Business Process_ Specified,0..n,1..1,,,,CI_ Document Context_ Parameter,取引設定内容/取引プロセスグループ,取引設定内容の取引プロセスに関する情報,UN01005481,ASBIE,CI_ Exchanged Document_ Context. Business Process_ Specified. CI_ Document Context_ Parameter,A business process CI document context parameter specified for this CI exchanged document context.,Business Process,ExchangedDocumentContextBusinessProcessDocumentContextParameter,BusinessProcessSpecifiedCIDocumentContextParameter,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter
,,3453,,Composition,CI_ Exchanged Document_ Context,2,,BIM_ Specified,0..n,0..0,,,,CI_ Document Context_ Parameter,,,UN01005482,ASBIE,CI_ Exchanged Document_ Context. BIM_ Specified. CI_ Document Context_ Parameter,A Business Information Master (BIM) CI document context parameter specified for this CI exchanged document context.,BIM,,BIMSpecifiedParameter,
v1,13,3454,2,Composition,CI_ Exchanged Document_ Context,3,,Scenario_ Specified,0..n,0..1,,,,CI_ Document Context_ Parameter,取引設定内容/取引シナリオグループ,取引設定内容の取引シナリオに関する情報,UN01005483,ASBIE,CI_ Exchanged Document_ Context. Scenario_ Specified. CI_ Document Context_ Parameter,A scenario CI document context parameter specified for this CI exchanged document context.,Scenario,ExchangedDocumentContextScenarioDocumentContextParameter,ScenarioSpecifiedCIDocumentContextParameter,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/ScenarioSpecifiedCIDocumentContextParameter
v1,17,3455,2,Composition,CI_ Exchanged Document_ Context,4,,Application_ Specified,0..n,0..1,,,,CI_ Document Context_ Parameter,取引設定内容/アプリケーショングループ,取引設定内容のアプリケーションに関する情報,UN01005484,ASBIE,CI_ Exchanged Document_ Context. Application_ Specified. CI_ Document Context_ Parameter,An application CI document context parameter specified for this CI exchanged document context.,Application,ExchangedDocumentContextApplicationDocumentContextParameter,ApplicationSpecifiedCIDocumentContextParameter,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/ApplicationSpecifiedCIDocumentContextParameter
,,3456,,Composition,CI_ Exchanged Document_ Context,5,,Guideline_ Specified,0..n,0..0,,,,CI_ Document Context_ Parameter,,,UN01005485,ASBIE,CI_ Exchanged Document_ Context. Guideline_ Specified. CI_ Document Context_ Parameter,A guideline CI document context parameter specified for this CI exchanged document context.,Guideline,,GuidelineSpecifiedParameter,
v1,21,3457,2,Composition,CI_ Exchanged Document_ Context,6,,Subset_ Specified,0..n,1..1,,,,CI_ Document Context_ Parameter,取引設定内容/ドメイングループ,取引設定内容のドメインの情報に関する情報,UN01005486,ASBIE,CI_ Exchanged Document_ Context. Subset_ Specified. CI_ Document Context_ Parameter,A subset CI document context parameter specified for this CI exchanged document context.,Subset,ExchangedDocumentContextSubsetDocumentContextParameter,SubsetSpecifiedCIDocumentContextParameter,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter
,,3458,,Composition,CI_ Exchanged Document_ Context,7,,Message Standard_ Specified,0..1,0..0,,,,CI_ Document Context_ Parameter,,,UN01008333,ASBIE,CI_ Exchanged Document_ Context. Message Standard_ Specified. CI_ Document Context_ Parameter,The message standard CI document context parameter specified for this CI exchanged document context.,Message Standard,,MessageStandardSpecifiedParameter,
,,3459,,Composition,CI_ Exchanged Document_ Context,8,,User_ Specified,0..n,0..0,,UNCL1523,,CI_ Document Context_ Parameter,,,UN01012742,ASBIE,CI_ Exchanged Document_ Context. User_ Specified. CI_ Document Context_ Parameter,A user specified document context parameter for this CI exchanged document context.,User Specified Parameter,,UserSpecifiedParameter,
v4,337,3460,1,Class,CI_ Financial_ Adjustment,0,,,,,,,,,鑑ヘッダ調整（修正差額調整）クラス,鑑ヘッダ調整に関する情報からなるクラス,UN01005487,ABIE,CI_ Financial_ Adjustment. Details,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,CI Financial Adjustment,TransactionFinancialAdjustmentDetails,CIFinancialAdjustment,
v4,338,3461,2,Attribute,CI_ Financial_ Adjustment,1,,Reason,0..1,0..1,Code,UNCL4465,,,鑑ヘッダ調整理由コード（修正差額調整）,"鑑ヘッダ調整金額の内容を識別するコード
=62（修正差額調整：デフォルト）",UN01005488,BBIE,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,FinancialAdjustmentReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4,339,3462,2,Attribute,CI_ Financial_ Adjustment,2,,Reason,0..n,0..1,Text,,,,鑑ヘッダ調整理由（修正差額調整）,鑑ヘッダ調整の内容説明,UN01005489,BBIE,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,FinancialAdjustmentReasonText,ReasonText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4,340,3463,2,Attribute,CI_ Financial_ Adjustment,3,,Actual,0..n,0..1,Amount,,,,鑑ヘッダ調整金額（修正差額調整合計額）,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード=62（デフォルト）＞
　＝前回インボイス金額ー修正インボイス金額",UN01005490,BBIE,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,FinancialAdjustmentActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
,,3464,,Attribute,CI_ Financial_ Adjustment,4,,Actual,0..1,0..0,Quantity,,,,,,UN01005491,BBIE,CI_ Financial_ Adjustment. Actual. Quantity,The actual quantity added or subtracted as a result of this CI financial adjustment.,Actual Quantity,,ActualQuantity,
v4.3,643,3465,2,Attribute,CI_ Financial_ Adjustment,5,,Actual,0..1,0..1,Date Time,,,,明細行調整実施日,この明細行の調整実施日,UN01005492,BBIE,CI_ Financial_ Adjustment. Actual. Date Time,"The actual date, time, date time, or other date time value of this CI financial adjustment.",Actual Date Time,SubordinateDocumentFinancialAdjustmentActualDateTime,ActualDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualDateTime
v4,341,3466,2,Attribute,CI_ Financial_ Adjustment,6,,Direction,0..1,0..1,Code,JECxxxx,,,鑑ヘッダ調整取引方向コード,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",UN01014649,BBIE,CI_ Financial_ Adjustment. Direction. Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,Direction Code,FinancialAdjustmentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/DirectionCode
,,3467,,Composition,CI_ Financial_ Adjustment,1,,Claim_ Related,0..1,0..0,,,,CI_ Trade_ Party,,,UN01009670,ASBIE,CI_ Financial_ Adjustment. Claim_ Related. CI_ Trade_ Party,The claim related party for this CI financial adjustment.,Claim Related Party,,ClaimRelatedParty,
,,3468,,Composition,CI_ Financial_ Adjustment,2,,Invoice_ Reference,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01009671,ASBIE,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,The invoice document referenced for this CI financial adjustment.,Referenced Invoice Document,,InvoiceReferenceDocument,
v4.3,644,3469,2,Composition,CI_ Financial_ Adjustment,3,,Related,0..n,0..1,,,,CI_ Trade_ Tax,明細行調整／調整税グループ,調整明細行の税率別税クラスに関するグループ,UN01014897,ASBIE,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,SubordinateDocumentFinancialAdjustmentRelatedTax,RelatedCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax
v1,40,3578,1,Class,CI_ Note,0,,,,,,,,,インボイス文書注釈クラス,インボイス文書の注釈を記述するためのクラス,UN01005557,ABIE,CI_ Note. Details,"A textual or coded Cross Industry (CI) description, such as a remark or additional information.",CI Note,ExchangedDocumentNoteDetails,CINote,
v1,41,3579,2,Attribute,CI_ Note,1,,Subject,0..1,0..1,Text,,,,インボイス文書注釈表題,注釈内容の表題を示す。,UN01005558,BBIE,CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",Subject Text,ExchangedDocumentNoteSubjectText,SubjectText,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/IncludedCINote/Subject
,,3580,,Attribute,CI_ Note,2,,Content,0..1,0..0,Code,UNCL4441,,,,,UN01005559,BBIE,CI_ Note. Content. Code,The code specifying the content of this CI note.,Content Code,,ContentCode,
v1,42,3581,2,Attribute,CI_ Note,3,,Content,0..n,0..1,Text,,,,インボイス文書注釈内容,注釈項目毎の内容情報を入力するフリースペース。,UN01005560,BBIE,CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",Content Text,ExchangedDocumentNoteContentText,ContentText,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/IncludedCINote/Content
,,3582,,Attribute,CI_ Note,4,,Subject,0..1,0..0,Subject_ Code,UNCL4451,,,,,UN01005561,BBIE,CI_ Note. Subject. Code,The code specifying the subject of this CI note.,Subject Code,,SubjectCode,
v1,43,3583,2,Attribute,CI_ Note,5,,Identification,0..1,0..1,Identifier,,,,インボイス文書注釈ID,注釈の識別ID,UN01005562,BBIE,CI_ Note. Identification. Identifier,The unique identifier for this CI note.,ID,ExchangedDocumentNoteID,ID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/IncludedCINote/ID
v4.1,697,3592,1,Class,CI_ Product_ Characteristic,0,,,,,,,,,品目特性クラス,取引品目の特性に関するクラス,UN01005567,ABIE,CI_ Product_ Characteristic. Details,A prominent attribute or aspect of a Cross Industry (CI) product.,CI Product Characteristic,SubordinateDocumentProductCharacteristicDetails,CIProductCharacteristic,
,,3593,,Attribute,CI_ Product_ Characteristic,1,,Identification,0..n,0..0,Identifier,,,,,,UN01005568,BBIE,CI_ Product_ Characteristic. Identification. Identifier,A unique identifier for this CI product characteristic.,ID,,ID,
,,3594,,Attribute,CI_ Product_ Characteristic,2,,Type,0..1,0..0,Code,,,,,,UN01005569,BBIE,CI_ Product_ Characteristic. Type. Code,The code specifying a type of CI product characteristic.,Type Code,,TypeCode,
v4.1,698,3595,2,Attribute,CI_ Product_ Characteristic,3,,Description,0..n,0..1,Text,,,,取引品目特性内容,この取引品目内容を文字で説明したもの,UN01005570,BBIE,CI_ Product_ Characteristic. Description. Text,A textual description of this CI product characteristic.,Description,SubordinateDocumentProductCharacteristicDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ApplicableCIProductCharacteristic/Description
,,3596,,Attribute,CI_ Product_ Characteristic,4,,Value,0..1,0..0,Measure,,,,,,UN01005571,BBIE,CI_ Product_ Characteristic. Value. Measure,The measure of a value for this CI product characteristic.,Value Measure,,ValueMeasure,
,,3597,,Attribute,CI_ Product_ Characteristic,5,,Measurement Method,0..1,0..0,Code,,,,,,UN01005572,BBIE,CI_ Product_ Characteristic. Measurement Method. Code,The code specifying a measurement method for this CI product characteristic.,Measurement Method Code,,MeasurementMethodCode,
,,3598,,Attribute,CI_ Product_ Characteristic,6,,Content_ Type,0..1,0..0,Code,,,,,,UN01008297,BBIE,CI_ Product_ Characteristic. Content_ Type. Code,The code specifying the content type of this CI product characteristic.,Content Type Code,,ContentTypeCode,
,,3599,,Attribute,CI_ Product_ Characteristic,7,,Value,0..1,0..0,Code,UNCL7111,,,,,UN01008298,BBIE,CI_ Product_ Characteristic. Value. Code,The code specifying the value of this CI product characteristic.,Value Code,,ValueCode,
,,3600,,Attribute,CI_ Product_ Characteristic,8,,Value,0..1,0..0,Date Time,,,,,,UN01008299,BBIE,CI_ Product_ Characteristic. Value. Date Time,"The value for this CI product characteristic expressed as a date, time, date time, or other date time value.",Value Date Time,,ValueDateTime,
,,3601,,Attribute,CI_ Product_ Characteristic,9,,Value,0..1,0..0,Indicator,,,,,,UN01008300,BBIE,CI_ Product_ Characteristic. Value. Indicator,The value for this CI product characteristic expressed as an indicator.,Value Indicator,,ValueIndicator,
v4.1,699,3602,2,Attribute,CI_ Product_ Characteristic,10,,Value,0..n,0..1,Text,,,,品目特性値,この取引品目特性の値,UN01011457,BBIE,CI_ Product_ Characteristic. Value. Text,"A value, expressed as text, for this CI product characteristic.",Value Text,SubordinateDocumentProductCharacteristicValueText,ValueText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ApplicableCIProductCharacteristic/Value
,,3603,,Composition,CI_ Product_ Characteristic,1,,Applicable,0..1,0..0,,,,Referenced_ Standard,,,UN01008301,ASBIE,CI_ Product_ Characteristic. Applicable. Referenced_ Standard,The referenced standard that is applicable to this CI product characteristic.,Applicable Referenced Standard,,ApplicableStandard,
,,3604,,Composition,CI_ Product_ Characteristic,2,,Applicable,0..n,0..0,,,,Product Characteristic_ Condition,,,UN01008302,ASBIE,CI_ Product_ Characteristic. Applicable. Product Characteristic_ Condition,A condition applicable to this CI product characteristic.,Applicable Condition,,ApplicableCondition,
,,3605,,Composition,CI_ Product_ Characteristic,3,,Value,0..1,0..0,,,,Specified_ Binary File,,,UN01008303,ASBIE,CI_ Product_ Characteristic. Value. Specified_ Binary File,The value for this CI product characteristic expressed in a binary file.,Value Binary File,,ValueBinaryFile,
v4.2,694,3606,1,Class,CI_ Product_ Classification,0,,,,,,,,,品目分類クラス,取引品目の分類に関するクラス,UN01005573,ABIE,CI_ Product_ Classification. Details,A systematic arrangement of Cross Industry (CI) products in classes or categories according to established criteria.,CI Product Classification,SubordinateDocumentProductClassificationDetails,CIProductClassification,
v4.2,695,3607,2,Attribute,CI_ Product_ Classification,1,,System,0..1,0..1,Identifier,,,,品目分類,この取引品目の分類のID,UN01005574,BBIE,CI_ Product_ Classification. System. Identifier,The unique identifier of the classification system for this CI product classification.,System ID,SubordinateDocumentDesignatedProductClassificationSystemID,SystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/DesignatedCIProductClassification/SystemID
,,3608,,Attribute,CI_ Product_ Classification,2,,System Name,0..n,0..0,Text,UNCL9018,,,,,UN01005575,BBIE,CI_ Product_ Classification. System Name. Text,"A name, expressed as text, of the classification system for this CI product classification.",System Name,,SystemName,
,,3609,,Attribute,CI_ Product_ Classification,3,,Class,0..1,0..0,Code,UNCL9021,,,,,UN01005576,BBIE,CI_ Product_ Classification. Class. Code,The code specifying the class for this CI product classification.,Class Code,,ClassCode,
,,3610,,Attribute,CI_ Product_ Classification,4,,Class Name,0..n,0..0,Text,UNCL9020,,,,,UN01005577,BBIE,CI_ Product_ Classification. Class Name. Text,"A class name, expressed as text, for this CI product classification.",Class Name,,ClassName,
,,3611,,Attribute,CI_ Product_ Classification,5,,Sub_ Class,0..1,0..0,Code,,,,,,UN01005578,BBIE,CI_ Product_ Classification. Sub_ Class. Code,The code specifying the sub class for this CI product classification.,Sub-Class Code,,SubClassCode,
,,3612,,Composition,CI_ Product_ Classification,1,,Class,0..n,0..0,,,,CI_ Product_ Characteristic,,,UN01007142,ASBIE,CI_ Product_ Classification. Class. CI_ Product_ Characteristic,A product characteristic for this CI product classification.,Product Class Characteristic,,ClassCharacteristic,
,,3613,,Composition,CI_ Product_ Classification,2,,Applicable,0..1,0..0,,,,Referenced_ Standard,,,UN01008310,ASBIE,CI_ Product_ Classification. Applicable. Referenced_ Standard,The referenced standard that is applicable to this CI product classification.,Applicable Referenced Standard,,ApplicableStandard,
v4,45,3614,1,Class,CI_ Referenced_ Document,0,,,,,,,,,（鑑ヘッダ参照）文書クラス,インボイス文書が参照する文書クラス,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,ExchangedReferencedDocumentDetails,CIReferencedDocument,
v4,46,3615,2,Attribute,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,0..1,1..1,Identifier,,,,（鑑ヘッダ参照）文書ID,インボイス文書が参照する参照文書のID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,ExchangedReferenceDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/IssuerAssignedID
v4.2,47,3616,2,Attribute,CI_ Referenced_ Document,2,,URI_ Identification,0..1,0..1,Identifier,,,,（鑑ヘッダ参照）文書URL_ID,インボイス文書が参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,ExchangedReferenceDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/URIID
v4,48,3617,2,Attribute,CI_ Referenced_ Document,3,,Issue,0..1,0..1,Date Time,,,,（鑑ヘッダ参照）文書発行日,インボイス文書が参照する参照文書の発行日,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,ExchangedReferenceDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/IssueDateTime
,,3618,,Attribute,CI_ Referenced_ Document,4,,Status,0..1,0..0,Document Status_ Code,UNCL1373,,,,,UN01005583,BBIE,CI_ Referenced_ Document. Status. Code,The code specifying the status for this CI referenced document.,Status Code,,StatusCode,
,,3619,,Attribute,CI_ Referenced_ Document,5,,Copy,0..1,0..0,Indicator,,,,,,UN01005584,BBIE,CI_ Referenced_ Document. Copy. Indicator,The indication of whether or not the CI referenced document is a copy.,Copy Indicator,,CopyIndicator,
v1,549,3620,2,Attribute,CI_ Referenced_ Document,6,PK,Line,0..1,1..1,Identifier,,,,（明細行参照）受注書明細行ID,この明細行が参照する受注書に記載の明細行ID,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemSellerOrderReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/SellerOrderReferencedCIReferencedDocument/LineID
