version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4,646.0,3614,1,Class,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,,,,,,,,ram:CIReferencedDocumentType,,,,明細行インボイス対象物クラス,明細行対象物クラス,明細行が参照するインボイス対象物クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v4,647.0,3615,2,Attribute,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）インボイス対象物ID,明細行対象物ID,この明細行が参照するインボイス対象物のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,●,●,●,,IBT-128,Invoice line object identifier,0..1
v4,648.0,3617,2,Attribute,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細行参照）インボイス対象物発行日,明細行対象物発行日,この明細行が参照するインボイス対象物の発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,＊,＊,＊,,,,
v4,649.0,3620,2,Attribute,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,6,0..1,1..1,,Line,Identifier,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,udt:IDType,,,,（明細行参照）インボイス対象物明細行ID,明細行対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,行ID,インボイスの参照文書内の行の一意の識別子。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,LineID,LineID,＊,＊,＊,,,,
v4.1,650.0,3621,2,Attribute,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,（明細行参照）文書参照タイプコード,明細行対象物参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode,●,●,●,,IBT-128-1,Scheme identifier,0..1
v4,651.0,3623,2,Attribute,(Included/Subordinate/Specified/Invoice_ Referenced) CI_ Referenced_ Document,9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）インボイス対象物履歴ID,明細行対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID,＊,＊,＊,,,,
v4.3,627.0,3614,1,Class,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,,,,,,,,ram:CIReferencedDocumentType,,,,（明細行参照）出荷回答書クラス,明細行参照出荷回答書クラス,明細行の参照出荷回答書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v4.3,628.0,3615,2,Attribute,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）出荷回答書ID,明細行参照出荷回答書ID,この明細行が参照する文書に記載の文書ID。,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,＊,＊,＊,,,,
v4.3,629.0,3616,2,Attribute,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）文書URI,明細行参照出荷回答書URI,この明細行が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID,＊,＊,＊,,,,
v4.3,630.0,3617,2,Attribute,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細行参照）文書発行日,明細行参照出荷回答書発行日,この明細行が参照する文書に記載の発行日付,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,＊,＊,＊,,,,
v4.3,631.0,3620,2,Attribute,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,6,0..1,1..1,,Line,Identifier,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,udt:IDType,,,,（明細行参照）出荷回答書明細行ID,明細行参照出荷回答書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,行ID,インボイスの参照文書内の行の一意の識別子。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,LineID,LineID,＊,＊,＊,,,,
v4.3,632.0,3623,2,Attribute,(Included/Subordinate/Specified/Receipt Advice) CI_ Referenced_ Document,9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）出荷回答書履歴ID,明細行参照出荷回答書履歴ID,この明細行が参照する文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID,＊,＊,＊,,,,
v1,564.0,3614,1,Class,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],,,,,,,,ram:CIReferencedDocumentType,,,,明細行参照受注書クラス,明細行参照受注書クラス,明細行の参照受注書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v1,565.0,3615,2,Attribute,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）受注書ID,明細行参照受注書ID,この明細行が参照する受注書に記載の文書ID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,＊,＊,＊,,,,
v4.3,566.0,3616,2,Attribute,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）文書URI,明細行参照受注書URI,この明細行が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID,＊,＊,＊,,,,
v4.3,567.0,3617,2,Attribute,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細行参照）文書発行日,明細行参照受注書発行日,この明細行が参照する文書に記載の発行日付,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,＊,＊,＊,,,,
v1,568.0,3620,2,Attribute,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],6,0..1,1..1,,Line,Identifier,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,udt:IDType,,,,（明細行参照）受注書明細行ID,明細行参照受注書明細行ID,この明細行が参照する受注書に記載の明細行ID,行ID,インボイスの参照文書内の行の一意の識別子。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,LineID,LineID,＊,＊,＊,,,,
v4,569.0,3623,2,Attribute,(Included/Subordinate/Specified/Seller Order_ Referenced) CI_ Referenced_ Document[Type. Code='220'],9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）受注書履歴ID,明細行参照受注書履歴ID,この明細行が参照する受注書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID,＊,＊,＊,,,,
v4,43.2,3614,1,Class,(Reference) CI_ Referenced_ Document[Reference_Type.Code='OI'],,,,,,,,ram:CIReferencedDocumentType,,,,（鑑ヘッダ参照）文書クラス,先行インボイス,インボイス文書が参照する文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v4,43.3,3615,2,Attribute,(Reference) CI_ Referenced_ Document[Reference_Type.Code='OI'],1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書ID,先行インボイスID,インボイス文書が参照する参照文書のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,＊,＊,＊,＊,IBT-025,Preceding Invoice reference,1..1
v4,43.4,3617,2,Attribute,(Reference) CI_ Referenced_ Document[Reference_Type.Code='OI'],3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（鑑ヘッダ参照）文書発行日,先行インボイス発行日,インボイス文書が参照する参照文書の発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,＊,＊,＊,＊,IBT-026,Preceding Invoice issue date,0..1
v4.1,43.5,3621,2,Attribute,(Reference) CI_ Referenced_ Document[Reference_Type.Code='OI'],7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,OI,（鑑ヘッダ参照）文書参照タイプコード,先行インボイス参照タイプコード,この調整で参照するインボイス文書の参照タイプを指定するコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode,＊,＊,＊,,,,
v4,45.0,3614,1,Class,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],,,,,,,,ram:CIReferencedDocumentType,,,,（鑑ヘッダ参照）文書クラス,参照文書クラス,インボイス文書が参照する文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v4,46.0,3615,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書ID,参照文書ID,インボイス文書が参照する参照文書のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,＊,＊,＊,＊,IST-122,Supporting document reference,1..1
v4.2,47.0,3616,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書URL_ID,参照文書URL_ID,インボイス文書が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID,＊,＊,＊,＊,IBT-124,External document location,0..1
v4,48.0,3617,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（鑑ヘッダ参照）文書発行日,参照文書発行日,インボイス文書が参照する参照文書の発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,＊,＊,＊,＊,,,
v4.1,49.0,3621,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,not(OI),（鑑ヘッダ参照）文書参照タイプコード,参照文書参照タイプコード,この調整で参照するインボイス文書の参照タイプを指定するコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode,＊,＊,＊,,,,
v4,50.0,3623,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（鑑ヘッダ参照）文書履歴ID,参照文書履歴ID,インボイス文書が参照する文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID,＊,＊,＊,,,,
v4.2,51.0,3625,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],11,0..n,0..1,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,（鑑ヘッダ参照）文書情報,参照文書情報,インボイス文書が参照する参照文書に記載の情報,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,Information,＊,＊,＊,,IBT-123,Supporting document description,0..1
v4,52.0,3628,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,,（鑑ヘッダ参照）文書タイプコード,参照文書タイプコード,インボイス文書が参照する参照文書の文書タイプを識別するコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4.1,54.0,3629,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],15,0..n,0..1,,Attachment,Binary Object,JECxxxx D24A定義なし,udt:BinaryObjectType,,,,（鑑ヘッダ参照）文書添付ファイル,参照文書バイナリファイル,この参照文書に紐付く添付バイナリファイルの有無を指定,添付されたバイナリオブジェクト,インボイスの参照文書に添付または付加されたバイナリオブジェクト。,UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,AttachmentBinaryObject,AttachmentBinaryObject,＊,＊,＊,,IBT-125,Attached document,0..1
v4,54.7,3636,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,（鑑ヘッダ参照）文書サブタイプコード,参照文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode,＊,＊,＊,＊,,,
v4,53.0,,2,Attribute,(Reference_Type.Code='OI') CI_ Referenced_ Document[not],,D24Aで未定義,0..1,,Attachment_ Binary Object,Indicator,JECxxxx D24A定義なし,,,,,（鑑ヘッダ参照）文書添付ファイル識別子,参照文書バイナリファイル識別子,この参照文書に紐付く添付バイナリファイルの有無を指定,,,JPSxxxxxxx,BBIE,CI_ Referenced_ Document. Attachment_ Binary Object. Indicator,,,AttachmentBinaryObjectIndicator,,＊,＊,＊,,,,
v4.1,527.0,3614,1,Class,(Type. Code='758') CI_ Referenced_ Document[not],,,,,,,,ram:CIReferencedDocumentType,,,,（明細文書ヘッダ参照）文書クラス,明細文書参照文書クラス,明細文書ヘッダの参照文書クラス,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,ABIE,CI_ Referenced_ Document. Details,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",CI Referenced Document,,,,,,,,,
v4.1,528.0,3615,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],1,0..1,1..1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書ID,明細文書参照文書ID,この明細文書ヘッダが参照する文書のID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IssuerAssignedID,IssuerAssignedID,●,●,●,●,IBT-122,Supporting document reference,1..1
v4.3,529.0,3616,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],2,0..1,0..1,,URI_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書URL_ID,明細文書参照文書URL_ID,この文書が参照する文書が所在するURL_ID,URI,インボイスの参照文書に対する固有の統一リソース識別子（URI）。,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,URIID,URIID,●,●,●,●,IBT-124,External document location,"0,,1"
v4.1,530.0,3617,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],3,0..1,0..1,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,（明細文書ヘッダ参照）文書発行日,明細文書参照文書発行日,この明細文書ヘッダが参照する文書に記載の発行日付,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IssueDateTime,IssueDateTime,●,●,●,●,,,
v4.1,531.0,3621,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,（明細文書ヘッダ参照）文書参照タイプコード,明細文書参照文書参照タイプコード,この明細文書ヘッダが参照する文書の参照タイプを識別するコード。,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode,＊,＊,＊,＊,,,
v4.1,532.0,3623,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細文書ヘッダ参照）文書履歴ID,明細文書参照文書履歴ID,この明細文書ヘッダの参照文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID,＊,＊,＊,＊,,,
v4.1,533.0,3625,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],11,0..n,0..n,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,（明細文書ヘッダ参照）文書説明,明細文書参照文書説明,この明細文書ヘッダの参照文書の説明,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,Information,＊,＊,＊,＊,IBT-123,Supporting document description,0..1
v4.1,534.0,3628,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,758以外,（明細文書ヘッダ参照）文書タイプコード,明細文書参照文書タイプコード,この明細文書ヘッダの参照文書の文書タイプを識別するコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
