version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.3,394,3616,5,A,（明細文書ヘッダ参照）文書URL_ID,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細文書ヘッダが参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentBuyerOrderReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/URIID
v4.3,395,3617,5,A,（明細文書ヘッダ参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細文書ヘッダが参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentBuyerOrderReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/IssueDateTime
v4,396,3623,5,A,（明細文書ヘッダ参照）注文書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細文書ヘッダが参照する注文書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentBuyerOrderReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/RevisionID
v4,397,2364,4,C,明細文書ヘッダ契約／参照契約書グループ,0..1,0..1,CIIL_ Supply Chain_ Trade Agreement,5,,Contract_ Referenced,,,,CI_ Referenced_ Document,明細文書ヘッダが参照する契約書に関するグループ。,UN01005963,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) contract document referenced from a line item in this CIIL supply chain trade agreement.,Contract Document,DocumentContractReferencedReferencedDocument,ContractReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument
v4,399,3615,5,A,（明細文書ヘッダ参照）契約文書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細文書ヘッダが参照する契約書に記載の文書ID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentContractReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument/IssuerAssignedID
v4.3,400,3616,5,A,（明細文書ヘッダ参照）文書URL_ID,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細文書ヘッダが参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentContractReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument/URIID
v4.3,401,3617,5,A,（明細文書ヘッダ参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細文書ヘッダが参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentContractReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument/IssueDateTime
v4,402,3623,5,A,（明細文書ヘッダ参照）契約書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細文書が参照する契約書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentContractReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument/RevisionID
v1,403,2405,3,C,明細文書ヘッダ／配送グループ,0..1,0..1,CIIL_ Supply Chain_ Trade Line Item,3,,Specified,,,,CIIL_ Supply Chain_ Trade Delivery,明細文書ヘッダの配送に関する情報からなるグループ。,UN01005991,ASBIE,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,The CIIL supply chain trade delivery specified for this CIIL supply chain trade line item.,Trade Delivery,TransactionDocumentDelivery,SpecifiedCIILSupplyChainTradeDelivery,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery
v1,405,2389,4,C,明細文書ヘッダ配送／納入先グループ,0..1,0..1,CIIL_ Supply Chain_ Trade Delivery,4,,Ship To,,,,CI_ Trade_ Party,この明細文書ヘッダの納入先に関するグループ,UN01005980,ASBIE,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The Cross Industry (CI) trade party who is the ship to party for a line item in this CIIL supply chain trade delivery.,Ship To Party,DocumentDeliveryShipTo,ShipToCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty
v1,407,3910,5,A,納入先ID,0..n,0..1,CI_ Trade_ Party,1,,Identification,Identifier,,,,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したID。,UN01005757,BBIE,CI_ Trade_ Party. Identification. Identifier,A unique identifier of this CI trade party.,ID,DocumentDeliveryShipToID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/ID
v1,408,3911,5,A,納入先国際企業ID,0..n,0..1,CI_ Trade_ Party,2,,Global_ Identification,Identifier,ISO6523,,,納入先企業を表す国際企業ID。,UN01005758,BBIE,CI_ Trade_ Party. Global_ Identification. Identifier,A globally unique identifier of this CI trade party.,Global ID,DocumentDeliveryShipToGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/GlobalID
v1,409,3912,5,A,納入先名称,0..1,0..1,CI_ Trade_ Party,3,,Name,Text,,,,納入先の企業/工場・事業所・事業部門等の名称,UN01005759,BBIE,CI_ Trade_ Party. Name. Text,"The name, expressed as text, for this CI trade party.",Name,DocumentDeliveryShipToName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/Name
v4,410,3920,5,C,納入先／住所グループ,0..1,0..1,CI_ Trade_ Party,3,,Postal,,,,CI_ Trade_ Address,納入先企業の住所情報に関するグループ。,UN01005762,ASBIE,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,DocumentDeliveryShipToPostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress
v4,412,3828,6,A,納入先郵便番号,0..1,0..1,CI_ Trade_ Address,2,,Postcode,Code,,,,納入先の郵便番号,UN01005689,BBIE,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,DocumentDeliveryShipToPostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/PostcodeCode
v4,413,3831,6,A,納入先住所1,0..1,0..1,CI_ Trade_ Address,5,,Line One,Text,,,,納入先の住所1行目,UN01005692,BBIE,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,ItemDeliveryShipToPostalAddressLineOneText,LineOne,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineOne
v4,414,3832,6,A,納入先住所2,0..1,0..1,CI_ Trade_ Address,6,,Line Two,Text,,,,納入先の住所2行目。,UN01005693,BBIE,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,ItemDeliveryShipToPostalAddressLineTwoText,LineTwo,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineTwo
v4,415,3833,6,A,納入先住所3,0..1,0..1,CI_ Trade_ Address,7,,Line Three,Text,,,,納入先の住所3行目。,UN01005694,BBIE,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,ItemDeliveryShipToPostalAddressLineThreeText,LineThree,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineThree
v4,416,3839,6,A,納入先国ID,0..1,0..1,CI_ Trade_ Address,13,,Country,Identifier,ISO3166-1:Alpha2,,,納入先の国ID。デフォルトは「JP」,UN01005700,BBIE,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,DocumentDeliveryShipToPostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/CountryID
v4,417,2395,4,C,明細文書ヘッダ配送／イベントグループ,0..1,0..1,CIIL_ Supply Chain_ Trade Delivery,10,,Actual_ Delivery,,,,CI_ Supply Chain_ Event,この明細文書ヘッダの発送イベントのグループ,UN01005986,ASBIE,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,The Cross Industry (CI) actual supply chain delivery event for a line item in this CIIL supply chain trade delivery.,Actual Delivery Event,DocumentDeliveryActualDeliveryEvent,ActualDeliveryCISupplyChainEvent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent
v4,419,3726,5,A,配送日,0..1,0..1,CI_ Supply Chain_ Event,2,,Occurrence,Date Time,,,,納入先へ発送した日時,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,DocumentActualDeliveryEventOccurrenceDateTime,OccurrenceDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent/OccurrenceDateTime
v1,420,2397,4,C,明細文書ヘッダ配送／参照出荷案内書グループ,0..1,0..n,CIIL_ Supply Chain_ Trade Delivery,12,,Despatch Advice_ Referenced,,,,CI_ Referenced_ Document,この明細文書ヘッダが参照する出荷案内書（納品書、送り状等）のグループ,UN01006039,ASBIE,CIIL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) despatch advice document referenced from this CIIL supply chain trade delivery.,Despatch Advice Document,DocumentDeliveryDespatchAdviceReferencedReferencedDocument,DespatchAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument
v1,422,3615,5,A,（明細文書ヘッダ参照）出荷案内書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細文書ヘッダが参照する受注者が付番した出荷案内書ID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentDeliveryDespatchAdviceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/IssuerAssignedID
v4.3,423,3616,5,A,（明細文書ヘッダ参照）文書URL_ID,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この寧歳文書ヘッダが参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentDeliveryDespatchAdviceReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/URIID
v4.3,424,3617,5,A,（明細文書ヘッダ参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細文書ヘッダが参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentDeliveryDespatchAdviceReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/IssueDateTime
v1,425,3623,5,A,（明細文書ヘッダ参照）出荷案内書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細文書ヘッダが参照する出荷案内書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentDeliveryDespatchAdviceReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/RevisionID
v1,426,3628,5,A,（明細文書ヘッダ参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,"この明細文書ヘッダが参照する文書の文書タイプを識別するコード
＝「351」（Despatch advice）（デフォルト）",UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,DocumentDeliveryDespatchAdviceReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/TypeCode
v1,427,3634,5,A,（明細文書ヘッダ参照）出荷案内書類型コード,0..1,0..1,CI_ Referenced_ Document,20,,Category,Code,JECxxxx,,,"この明細文書ヘッダが参照する出荷案内書の類型（適格請求書等対応、適格請求書の補完、適格請求書非適合）を識別するコード
デフォルトは「適格請求書非適合」",UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,DocumentDeliveryDespatchAdviceReferencedDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/CategoryCode
v4,428,3636,5,A,（明細文書ヘッダ参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,"この明細文書ヘッダが参照する出荷案内書の文書サブタイプを識別するコード
＝[35101](一般納品書：デフォルト）",UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,DocumentDeliveryDespatchAdviceReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/SubtypeCode
v4.1,429,2398,4,C,明細文書ヘッダ配送／参照出荷回答書グループ,0..1,0..n,CIIL_ Supply Chain_ Trade Delivery,13,,Receiving Advice_ Referenced,,,,CI_ Referenced_ Document,この明細文書ヘッダが参照する出荷回答書のグループ,UN01006040,ASBIE,CIIL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) receiving advice document referenced from this CIIL supply chain trade delivery.,Receiving Advice Document,DocumentDeliveryReceivingAdviceReferencedReferencedDocument,ReceivingAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument
v4.1,431,3615,5,A,（明細文書ヘッダ参照）出荷回答書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細文書ヘッダが参照する発注者が付番した出荷回答書ID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentDeliveryReceivingAdviceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/IssuerAssignedID
v4.3,432,3616,5,A,（明細文書ヘッダ参照）文書URL_ID,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細文書ヘッダが参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentDeliveryReceivingAdviceReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/URIID
v4.3,433,3617,5,A,（明細文書ヘッダ参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細文書ヘッダが参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentDeliveryReceivingAdviceReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/IssueDateTime
v4.1,434,3623,5,A,（明細文書ヘッダ参照）出荷回答書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細文書ヘッダが参照する出荷回答書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentDeliveryReceivingAdviceReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/RevisionID
v4.1,435,3628,5,A,（明細文書ヘッダ参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,"この明細文書ヘッダが参照する出荷回答書の文書タイプを識別するコード
＝「632」（Goods receipt）（デフォルト）",UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,DocumentDeliveryReceivingAdviceReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/TypeCode
v4.1,436,3636,5,A,（明細文書ヘッダ参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,この明細文書ヘッダが参照する出荷回答書の文書サブタイプを識別するコード＝[63201](出荷回答書：デフォルト）,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,DocumentDeliveryReceivingAdviceReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument/SubtypeCode
v4,437,2406,3,C,明細文書ヘッダ／決済グループ,1..1,1..1,CIIL_ Supply Chain_ Trade Line Item,4,,Specified,,,,CIIL_ Supply Chain_ Trade Settlement,"明細文書ヘッダの決済に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない",UN01005992,ASBIE,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,Trade Settlement,TransactionDocument,SpecifiedCIILSupplyChainTradeSettlement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement
v4,439,2413,4,A,明細文書ヘッダ取引方向コード,0..1,0..1,CIIL_ Supply Chain_ Trade Settlement,4,,Direction,Code,JECxxxx,,,"この明細文書ヘッダの取引方向を識別するコード
デフォルトは「プラス」",UN01014647,BBIE,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,Direction Code,DocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/DirectionCode
v4,440,2416,4,C,明細文書ヘッダ決済／明細文書ヘッダ返金グループ,0..n,0..n,CIIL_ Supply Chain_ Trade Settlement,3,,Specified,,,,CI_ Trade_ Allowance Charge,明細文書ヘッダの返金グループ,UN01005998,ASBIE,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,DocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4,442,3849,5,A,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）",0..1,1..1,CI_ Trade_ Allowance Charge,1,,Charge,Indicator,,,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
=False(Allowance)",UN01005707,BBIE,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,DocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
v4.1,443,3852,5,A,明細文書ヘッダ返金計算率,0..1,0..1,CI_ Trade_ Allowance Charge,4,,Calculation,Percent,,,,この明細文書ヘッダ返金を計算するための率,UN01005710,BBIE,CI_ Trade_ Allowance Charge. Calculation. Percent,The percentage applied to calculate this CI trade allowance charge.,Calculation Percent,DocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
v4.1,444,3855,5,A,明細文書ヘッダ返金金額,0..n,0..1,CI_ Trade_ Allowance Charge,7,,Actual,Amount,,,,"この明細文書の明細文書ヘッダに紐付く返金金額
（源泉所得税は含まず。鑑ヘッダで相殺）",UN01005713,BBIE,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,DocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4.1,445,3856,5,A,明細文書ヘッダ返金理由コード,0..1,0..1,CI_ Trade_ Allowance Charge,8,,Reason,Code,UNCL4465,,,この明細文書ヘッダ返金の理由を識別するコード,UN01005714,BBIE,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,DocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
v4.1,446,3857,5,A,明細文書ヘッダ返金理由,0..1,0..1,CI_ Trade_ Allowance Charge,9,,Reason,Text,,,,この明細文書ヘッダに紐付く返金の返金理由（内容）の説明,UN01005715,BBIE,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,DocumentAllowanceChargeReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason
