version,sme_nr,mbie_nr,level,UNID,acronym,label_local,multiplicity,multiplicity_SME,property_type,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4,285,3807,2,UN01005672,BBIE,支払手段タイプコード,0..1,0..1,Attribute,CI_ Trade Settlement_ Payment Means,2,,Type,Code,,取引決済手段のタイプを識別するコード,UNCL4461,,CI_ Trade Settlement_ Payment Means. Type. Code,"The code specifying the type of CI trade settlement payment means, such as cash or cheque.",Type Code,PaymentMeansTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/TypeCode
v4,286,3811,2,UN01011456,BBIE,支払手段情報,0..n,0..1,Attribute,CI_ Trade Settlement_ Payment Means,6,,Information,Text,,取引決済手段に関する情報,,,CI_ Trade Settlement_ Payment Means. Information. Text,"Information, expressed as text, for this CI trade settlement payment means.",Information,PaymentMeansInformationText,InformationText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/Information
v4.0.1,287,3812,2,UN01015504,BBIE,支払金額,0..1,0..1,Attribute,CI_ Trade Settlement_ Payment Means,7,,Paid,Amount,,取引決済手段で支払う金額,,,CI_ Trade Settlement_ Payment Means. Paid. Amount,The monetary value paid or to be paid by this CI trade settlement payment means.,Paid Amount,PaymentMeansPaidAmount,PaidAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PaidAmount
v1,288,3814,2,UN01005677,ASBIE,支払手段／金融口座グループ,0..1,0..n,Composition,CI_ Trade Settlement_ Payment Means,2,,Payee_ Party,,CI_ Creditor_ Financial Account,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,The creditor financial account of the payee party for this CI trade settlement payment means.,Payee Creditor Financial Account,PaymentMeansPayeeCreditorFinancialAccount,PayeePartyCICreditorFinancialAccount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount
v1,293,3816,2,UN01005679,ASBIE,支払手段／金融機関グループ,0..1,0..n,Composition,CI_ Trade Settlement_ Payment Means,4,,Payee_ Specified,,CI_ Creditor_ Financial Institution,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,The creditor financial institution of the payee party specified for this CI trade settlement payment means.,Payee Creditor Financial Institution,PaymentMeansPayeeCreditorFinancialInstitution,PayeeSpecifiedCICreditorFinancialInstitution,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution
v4,301,3817,2,UN01006057,ASBIE,支払手段／金融カードグループ,0..1,0..1,Composition,CI_ Trade Settlement_ Payment Means,5,,Applicable,,Trade Settlement_ Financial Card,支払手段の金融カードに関するグループ,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,The trade settlement financial card applicable to this CI trade settlement payment means.,Financial Card,PaymentMeansFinancialCard,ApplicableTradeSettlementFinancialCard,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard
v1,289,3316,1,UN01005398,ABIE,金融口座クラス,,,Class,CI_ Creditor_ Financial Account,0,,,,,債権者の銀行口座のクラス,,,CI_ Creditor_ Financial Account. Details,A specific Cross Industry (CI) business arrangement whereby credits arising from transactions are recorded.,CI Creditor Financial Account,PaymentMeansCreditorFinancialAccountDetails,CICreditorFinancialAccount,
v1,290,3318,2,UN01005400,BBIE,口座名義,0..1,0..1,Attribute,CI_ Creditor_ Financial Account,2,,Account Name,Text,,"債権者金融口座の、文字で表現された口座名。
半角カナ（日本の場合）",,,CI_ Creditor_ Financial Account. Account Name. Text,"The account name, expressed as text, of this CI creditor financial account.",Name,PaymentMeansPayeeCreditorFinancialAccountAccountName,AccountName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/AccountName
v1,291,3319,2,UN01005401,BBIE,口座番号,0..1,0..1,Attribute,CI_ Creditor_ Financial Account,3,,Proprietary_ Identification,Identifier,,債権者金融口座の一意の所有者ID。,,,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,The unique proprietary identifier for this CI creditor financial account.,Proprietary ID,PaymentMeansPayeeCreditorFinancialAccountProprietaryID,ProprietaryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/ProprietaryID
v4,292,3320,2,UN01012127,BBIE,口座種別コード,0..1,0..1,Attribute,CI_ Creditor_ Financial Account,4,,Type,Code,,債権者金融口座種別のコード。,預金項目コード,,CI_ Creditor_ Financial Account. Type. Code,The code specifying the type of financial account for this CI creditor.,Type Code,PaymentMeansPayeeCreditorFinancialAccountTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/TypeCode
v1,294,3321,1,UN01005402,ABIE,金融機関クラス,,,Class,CI_ Creditor_ Financial Institution,0,,,,,金額を受け取る当事者の銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業機関。,,,CI_ Creditor_ Financial Institution. Details,"A bank, building society, credit union, stock brokerage, or similar business of the Cross Industry (CI) party that receives money.",CI Creditor Financial Institution,PaymentMeansCreditorFinancialInstitutionDetails,CICreditorFinancialInstitution,
v1,295,3345,2,UN01005426,BBIE,金融機関名,0..1,0..1,Attribute,CI_ Creditor_ Financial Institution,24,,Name,Text,,債権者金融機関の、文字で表現された名前。,,,CI_ Creditor_ Financial Institution. Name. Text,"The name, expressed as text, for this CI creditor financial institution.",Name,PaymentMeansPayeeCreditorFinancialInstitutionName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Name
v1,296,3346,2,UN01011521,BBIE,金融機関番号,0..1,0..1,Attribute,CI_ Creditor_ Financial Institution,25,,Japan Financial Institution Common_ Identification,Identifier,,債権者の金融機関番号（日本の場合）,,,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,The Japan Financial Institution Common identifier as assigned by the Japanese Bankers Association for this CI creditor financial institution.,Japan Financial Institution Common ID,PaymentMeansPayeeCreditorFinancialInstitutionJapanFinancialInstitutionCommonID,JapanFinancialInstitutionCommonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/JapanFinancialInstitutionCommonID
v1,297,3348,2,UN01005428,ASBIE,金融機関／金融機関支店グループ,0..1,0..1,Composition,CI_ Creditor_ Financial Institution,2,,Sub-Division,,Branch_ Financial Institution,債権者金融機関の支店金融機関グループ,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,The sub-division (branch) financial institution for this CI creditor financial institution.,Branch,PaymentMeansPayeeCreditorFinancialInstitutionSub-DivisionBranchFinancialInstitution,Sub-DivisionBranchFinancialInstitution,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution
v1,298,1799,1,UN01003138,ABIE,金融機関支店クラス,,,Class,Branch_ Financial Institution,0,,,,,銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業の部門のクラス。主に金融サービスと金融取引を提供するために設立された機関の支店。,,,Branch_ Financial Institution. Details,"A sub-division of a bank, building society, credit union, stock brokerage, or similar business; established primarily to provide financial services and financial transactions.",Branch Financial Institution,PaymentMeansPayeeCreditorBranchFinancialInstitutionDetails,BranchFinancialInstitution,
v1,299,1800,2,UN01003139,BBIE,金融機関支店番号,0..1,0..1,Attribute,Branch_ Financial Institution,1,,Identification,Identifier,,金融機関のこの支店の一意ID,,,Branch_ Financial Institution. Identification. Identifier,The unique identifier for this branch of a financial institution.,ID,PaymentMeansPayeeCreditorSub-DivisionBranchFinancialInstitutionID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution/ID
v1,300,1801,2,UN01003140,BBIE,金融機関支店名,0..1,0..1,Attribute,Branch_ Financial Institution,2,,Name,Text,,金融機関のこの支店の、文字で表現された名前,,,Branch_ Financial Institution. Name. Text,"The name, expressed as text, for this branch of a financial institution.",Name,PaymentMeansPayeeCreditorSub-DivisionBranchFinancialInstitutionName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution/Name
v4,302,7922,1,UN01004493,ABIE,金融カードクラス,,,Class,Trade Settlement_ Financial Card,0,,,,,支払人の金融カードのクラス,,,Trade Settlement_ Financial Card. Details,A card used to represent a financial account for a trade settlement.,Trade Settlement Financial Card,PaymentMeansFinancialCardDetails,TradeSettlementFinancialCard,
v4,303,7924,2,UN01004495,BBIE,金融カード番号,0..1,1..1,Attribute,Trade Settlement_ Financial Card,2,PK,Identification,Identifier,,支払人の金融カード番号,,,Trade Settlement_ Financial Card. Identification. Identifier,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",ID,PaymentMeansFinancialCardID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/ID
v4,304,7925,2,UN01004496,BBIE,金融カードタイプ,0..1,0..1,Attribute,Trade Settlement_ Financial Card,3,,Type,Code,,金融カードのタイプ,,,Trade Settlement_ Financial Card. Type. Code,"The code specifying the type of this trade settlement financial card, such as debit or credit.",Type Code,PaymentMeansFinancialCardTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/TypeCode
v4,305,7926,2,UN01004497,BBIE,金融カード名義人名,0..1,0..1,Attribute,Trade Settlement_ Financial Card,4,,Cardholder Name,Text,,支払人の金融カード名義人名,,,Trade Settlement_ Financial Card. Cardholder Name. Text,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,Cardholder Name,PaymentMeansFinancialCardCardholderName,CardholderName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/CardholderName
v4,306,7933,2,UN01009966,BBIE,金融カード発行企業名,0..n,0..1,Attribute,Trade Settlement_ Financial Card,11,,Issuing Company Name,Text,,金融カードの発行企業名,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,"An issuing company name, expressed as text, for this trade settlement financial card.",Issuing Company Name,PaymentMeansFinancialCardIssuingCompanyName,IssuingCompanyName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/IssuingCompanyName
v4,671,4043,1,UN01005832,ABIE,明細行追加請求税クラス,,,Class,CI_ Trade_ Tax,0,,,,,明細行追加請求の税クラス,,,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,SubordinateDocumentAllowanceChargeTaxDetails,CITradeTax,
v4,672,4052,2,UN01005841,BBIE,明細行追加請求課税分類コード,0..1,1..1,Attribute,CI_ Trade_ Tax,9,,Category,Code,,明細行追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
v4,673,4063,2,UN01007174,BBIE,明細行追加請求税率,0..1,0..1,Attribute,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,明細行追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentAllowanceChargeTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
v4,675,3674,1,UN01005608,ABIE,明細行取引期間クラス,,,Class,CI_ Specified_ Period,0,,,,,明細行の取引期間に関する情報からなるクラス,,,CI_ Specified_ Period. Details,An interval of time specified for Cross Industry (CI) purposes.,CI Specified Period,SubordinateDocumentPeriodDetails,CISpecifiedPeriod,
v4,676,3678,2,UN01005612,BBIE,明細行取引開始日,0..1,0..1,Attribute,CI_ Specified_ Period,4,,Start,Date Time,,この明細行の取引開始日,,,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,SubordinateDocumentBillingPeriodStartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,677,3679,2,UN01005613,BBIE,明細行取引終了日,0..1,0..1,Attribute,CI_ Specified_ Period,5,,End,Date Time,,この明細行の取引終了日,,,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,SubordinateDocumentBillingPeriodEndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4.1,363,3938,1,UN01005779,ABIE,前払支払条件クラス,,,Class,CI_ Trade_ Payment Terms,0,,,,,前払い支払条件のクラス,,,CI_ Trade_ Payment Terms. Details,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.,CI Payment Terms,AdvancePaymentTermsDetails,CITradePaymentTerms,
v4.1,364,3948,2,UN01008502,BBIE,前払条件タイプコード,0..1,0..1,Attribute,CI_ Trade_ Payment Terms,10,,Type,Code,,前払い支払条件のタイプを指定するコード,UNCL4279,,CI_ Trade_ Payment Terms. Type. Code,The code specifying the type of these CI trade payment terms.,Type Code,AdvanceIdentifiedPaymentTermsTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/IdentifiedCITradePaymentTerms/TypeCode
v4,350,2293,1,UN01005941,ABIE,未決済合計金額クラス,,,Class,CIIH_ Trade Settlement_ Monetary Summation,0,,,,,未決済合計金額に関する情報からなるクラス,,,CIIH_ Trade Settlement_ Monetary Summation. Details,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Header (CIIH).,CIIH Monetary Summation,TransactionMonetarySummationDetails,CIIHTradeSettlementMonetarySummation,
v4,351,2300,2,UN01005948,BBIE,前回インボイス総合計金額（税込み）,0..n,0..1,Attribute,CIIH_ Trade Settlement_ Monetary Summation,7,,Grand Total,Amount,,前回インボイス文書の総合計金額（税込み）,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Grand Total Amount,OutstandingMonetarySummationGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount
v4,352,2302,2,UN01005950,BBIE,入金済金額（前回インボイス分）,0..n,0..1,Attribute,CIIH_ Trade Settlement_ Monetary Summation,9,,Total Prepaid,Amount,,前回インボイス文書総合計金額のうち、入金済合計金額,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,A monetary value of a prepaid total reported in this CIIH trade settlement monetary summation.,Total Prepaid Amount,OutstandingMonetarySummationTotalPrepaidAmount,TotalPrepaidAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/TotalPrepaidAmount
v4,353,2305,2,UN01008445,BBIE,未決済請求金額,0..n,0..1,Attribute,CIIH_ Trade Settlement_ Monetary Summation,12,,Due Payable,Amount,,"未決済請求金額＝
前回インボイス総合計金額（税込み）ー入金済金額(前回インボイス分)",,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",Due Payable Amount,OutstandingMonetarySummationDuePayableAmount,DuePayableAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/DuePayableAmount
v4.3,639,3460,1,UN01005487,ABIE,明細行調整クラス,,,Class,CI_ Financial_ Adjustment,0,,,,,明細行の調整に関する情報からなるクラス,,,CI_ Financial_ Adjustment. Details,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,CI Financial Adjustment,SubordinateDocumentFinancialAdjustmentDetails,CIFinancialAdjustment,
v4.3,640,3461,2,UN01005488,BBIE,明細行調整理由コード,0..1,0..1,Attribute,CI_ Financial_ Adjustment,1,,Reason,Code,,"この明細行の調整理由を示す識別コード
=30の場合（入金）",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,SubordinateDocumentFinancialAdjustmentReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,641,3462,2,UN01005489,BBIE,明細行調整理由,0..n,0..1,Attribute,CI_ Financial_ Adjustment,2,,Reason,Text,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,SubordinateDocumentFinancialAdjustmentReasonText,ReasonText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4.3,642,3463,2,UN01005490,BBIE,明細行調整金額,0..n,0..1,Attribute,CI_ Financial_ Adjustment,3,,Actual,Amount,,"この明細行の調整金額30の場合＞
'=入金",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,SubordinateDocumentFinancialAdjustmentActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
v4.3,643,3465,2,UN01005492,BBIE,明細行調整実施日,0..1,0..1,Attribute,CI_ Financial_ Adjustment,5,,Actual,Date Time,,この明細行の調整実施日,,,CI_ Financial_ Adjustment. Actual. Date Time,"The actual date, time, date time, or other date time value of this CI financial adjustment.",Actual Date Time,SubordinateDocumentFinancialAdjustmentActualDateTime,ActualDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualDateTime
v4.3,644,3469,2,UN01014897,ASBIE,明細行調整／調整税グループ,0..n,0..1,Composition,CI_ Financial_ Adjustment,3,,Related,,CI_ Trade_ Tax,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,SubordinateDocumentFinancialAdjustmentRelatedTax,RelatedCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax
v4.2,355,3305,1,UN01015590,ABIE,前払クラス,,,Class,CI_ Advance_ Payment,0,,,,,前払に関するクラス,,,CI_ Advance_ Payment. Details,A specific Cross Industry (CI) business arrangement whereby a prepaid discharge of obligations in respect of funds or securities is transferred between two or more parties.,Advance Payment,TransactionAdvancePaymentDetails,CIAdvancePayment,
v4.2,356,3306,2,UN01015591,BBIE,前払金額（税込み）,1..1,0..1,Attribute,CI_ Advance_ Payment,1,,Paid,Amount,,税込みの前払金額,,,CI_ Advance_ Payment. Paid. Amount,The monetary value of the funds or securities paid in this CI advance payment.,Paid Amount,AdvancePaymentPaidAmount,PaidAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/PaidAmount
v4.2,357,3307,2,UN01015592,BBIE,前払日,0..1,0..1,Attribute,CI_ Advance_ Payment,2,,Formatted_ Received,Date Time,,前払金額の支払日,,,CI_ Advance_ Payment. Formatted_ Received. Date Time,The formatted date or date time value when this CI advance payment has been received.,Formatted Received Date Time,AdvancePaymentFormattedReceivedDateTime,FormattedReceivedDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/FormattedReceivedDateTime
v4.2,358,3308,2,UN01015593,BBIE,前払ID,0..1,0..1,Attribute,CI_ Advance_ Payment,3,,Identification,Identifier,,前払者が付与した前払ID,,,CI_ Advance_ Payment. Identification. Identifier,The identifier for this CI advance payment.,ID,AdvancePaymentID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/ID
v4.3,359,3310,2,UN01015595,ASBIE,前払／参照文書グループ,0..n,0..1,Composition,CI_ Advance_ Payment,2,,Invoice_ Specified,,CI_ Referenced_ Document,インボイス文書が参照する前払文書の情報に関するグループ,,,CI_ Advance_ Payment. Invoice_ Specified. CI_ Referenced_ Document,An invoice document referenced by this CI advance payment.,Invoice Document,AdvancePaymentInvoiceReferencedDocument,InvoiceSpecifiedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/InvoiceSpecifiedCIReferencedDocument
v4.2,362,3311,2,UN01015596,ASBIE,前払／支払条件グループ,0..1,0..1,Composition,CI_ Advance_ Payment,3,,Identified,,CI_ Trade_ Payment Terms,前払の支払条件に関するグループ,,,CI_ Advance_ Payment. Identified. CI_ Trade_ Payment Terms,The trade payment terms identified for this CI advance payment.,Payment Terms,AdvancePaymentIdentifiedPaymentTerms,IdentifiedCITradePaymentTerms,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/IdentifiedCITradePaymentTerms
v4,366,2402,1,UN01005988,ABIE,明細文書ヘッダクラス,,,Class,CIIL_ Supply Chain_ Trade Line Item,0,,,,,インボイス文書へ組み込まれる明細文書ヘッダのアイテムのクラス,,,CIIL_ Supply Chain_ Trade Line Item. Details,A collection of Cross Industry Invoice Line (CIIL) information specific to an item being used or reported on for supply chain trade purposes.,CIIL Trade Line Item,TransactionDocumentDetails,CIILSupplyChainTradeLineItem,
v4,367,2403,2,UN01005989,ASBIE,明細文書ヘッダ／明細文書グループ,1..1,1..1,Composition,CIIL_ Supply Chain_ Trade Line Item,1,,Associated,,CIIL_ Document Line_ Document,明細文書ヘッダの明細文書グループ。,,,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,The document line associated with this CIIL supply chain trade line item.,Document Line,TransactionDocumentAssociatedDocumentLineDocument,AssociatedCIILDocumentLineDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument
v4,383,2404,2,UN01005990,ASBIE,明細文書ヘッダ／契約グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Line Item,2,,Specified,,CIIL_ Supply Chain_ Trade Agreement,明細文書ヘッダの契約に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Agreement,The CIIL supply chain trade agreement specified for this CIIL supply chain trade line item.,Trade Agreement,TransactionDocument,SpecifiedCIILSupplyChainTradeAgreement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement
v1,403,2405,2,UN01005991,ASBIE,明細文書ヘッダ／配送グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Line Item,3,,Specified,,CIIL_ Supply Chain_ Trade Delivery,明細文書ヘッダの配送に関する情報からなるグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,The CIIL supply chain trade delivery specified for this CIIL supply chain trade line item.,Trade Delivery,TransactionDocumentDelivery,SpecifiedCIILSupplyChainTradeDelivery,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery
