Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01010622,BBIE,LOR Referenced_ Document. Description. Text,LOR Referenced,Document,0..n,Description,Text,udt:TextType,,,Description,A textual description of this LOR referenced document.
1.0,UN01010623,BBIE,LOR Referenced_ Document. Issue. Date Time,LOR Referenced,Document,0..1,Issue,Date Time,udt:DateTimeType,,,IssueDateTime,"The date, time, date time or other date time value for the issuance of this LOR referenced document."
1.0,UN01010624,BBIE,LOR Referenced_ Document. Control Requirement. Indicator,LOR Referenced,Document,0..1,Control Requirement,Indicator,udt:IndicatorType,,,ControlRequirementIndicator,The indication of whether or not a LOR referenced document has specific control requirements.
1.0,UN01010625,BBIE,LOR Referenced_ Document. Creation. Date Time,LOR Referenced,Document,0..1,Creation,Date Time,udt:DateTimeType,,,CreationDateTime,"The date, time, date time or other date time value of a creation of this LOR referenced document."
1.0,UN01010626,BBIE,LOR Referenced_ Document. Status. Code,LOR Referenced,Document,0..1,Status,Code,udt:CodeType,,,StatusCode,The code specifying a status of this LOR referenced document.
1.0,UN01010627,BBIE,LOR Referenced_ Document. Copy. Indicator,LOR Referenced,Document,0..1,Copy,Indicator,udt:IndicatorType,,,CopyIndicator,The indication of whether or not this LOR referenced document is a copy.
1.0,UN01010628,BBIE,LOR Referenced_ Document. Line Count. Numeric,LOR Referenced,Document,0..1,Line Count,Numeric,udt:NumericType,,,LineCountNumeric,The count of the number of lines in this LOR referenced document.
1.0,UN01010629,BBIE,LOR Referenced_ Document. Purpose. Code,LOR Referenced,Document,0..1,Purpose,Code,udt:CodeType,,,PurposeCode,"The code specifying the purpose of this LOR referenced document, such as request or reminder."
1.0,UN01010630,BBIE,LOR Referenced_ Document. Information. Text,LOR Referenced,Document,0..1,Information,Text,udt:TextType,,,Information,"Information, expressed as text, for this LOR referenced document."
1.0,UN01010631,BBIE,LOR Referenced_ Document. Sequence. Identifier,LOR Referenced,Document,0..1,Sequence,Identifier,udt:IDType,,,SequenceID,The identifier for the sequence of this LOR referenced document.
1.0,UN01010632,BBIE,LOR Referenced_ Document. Report Count. Numeric,LOR Referenced,Document,0..1,Report Count,Numeric,udt:NumericType,,,ReportCountNumeric,The number of reports within this LOR referenced document.
1.0,UN01010633,ASBIE,LOR Referenced_ Document. Sender. Laboratory Observation_ Party,LOR Referenced,Document,0..1,Sender,,ram:LaboratoryObservationPartyType,Laboratory Observation,Party,SenderLaboratoryObservationParty,The party that sends this LOR referenced document.
1.0,UN01010634,ASBIE,LOR Referenced_ Document. Recipient. Laboratory Observation_ Party,LOR Referenced,Document,0..1,Recipient,,ram:LaboratoryObservationPartyType,Laboratory Observation,Party,RecipientLaboratoryObservationParty,The party that receives this LOR referenced document.
1.0,UN01006446,BBIE,Market Survey_ Data Set. Identification. Identifier,Market Survey,Data Set,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this market survey data set.
1.0,UN01006447,BBIE,Market Survey_ Data Set. Raw Data. Indicator,Market Survey,Data Set,0..1,Raw Data,Indicator,udt:IndicatorType,,,RawDataIndicator,The indication of whether or not the market survey data set is raw data.
1.0,UN01006448,BBIE,Market Survey_ Data Set. Format_ Description. Text,Market Survey,Data Set,0..n,Description,Text,udt:TextType,,,FormatDescription,A textual description of the format for this market survey data set.
1.0,UN01006449,BBIE,Market Survey_ Data Set. Adjustment_ Description. Text,Market Survey,Data Set,0..n,Description,Text,udt:TextType,,,AdjustmentDescription,A textual description of an adjustment for this market survey data set.
1.0,UN01006451,BBIE,Market Survey_ Product. Identification. Identifier,Market Survey,Product,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this market survey product.
1.0,UN01006452,BBIE,Market Survey_ Product. Description. Text,Market Survey,Product,0..n,Description,Text,udt:TextType,,,Description,A textual description for this market survey product.
1.0,UN01006453,BBIE,Market Survey_ Product. Type. Code,Market Survey,Product,0..1,Type,Code,udt:CodeType,,,TypeCode,"The code specifying the type of market survey product, such as analysis report or data set."
1.0,UN01006454,ASBIE,Market Survey_ Product. Designated. Subject_ Classification,Market Survey,Product,0..n,Designated,,ram:SubjectClassificationType,Subject,Classification,DesignatedSubjectClassification,A subject classification designated for this market survey product.
1.0,UN01006455,ASBIE,Market Survey_ Product. Supply. MSI_ Availability,Market Survey,Product,0..n,Supply,,ram:MSIAvailabilityType,MSI,Availability,SupplyMSIAvailability,A Market Survey Information (MSI) availability for the supply of this market survey product.
1.0,UN01006456,ASBIE,Market Survey_ Product. Resulting Report_ Reference. CI_ Referenced_ Document,Market Survey,Product,0..n,Reference,,ram:CIReferencedDocumentType,Referenced,Document,ResultingReportReferenceCIReferencedDocument,A resulting report or analysis reference document for this market survey product.
1.0,UN01006457,ASBIE,Market Survey_ Product. Included. Market Survey_ Data Set,Market Survey,Product,0..1,Included,,ram:MarketSurveyDataSetType,Market Survey,Data Set,IncludedMarketSurveyDataSet,The data set included in this market survey product.
1.0,UN01006458,ASBIE,Market Survey_ Product. Included. Market Survey_ Query,Market Survey,Product,0..n,Included,,ram:MarketSurveyQueryType,Market Survey,Query,IncludedMarketSurveyQuery,A query included in this market survey product.
1.0,UN01006459,ASBIE,Market Survey_ Product. Included. Market Survey_ Questionnaire,Market Survey,Product,0..1,Included,,ram:MarketSurveyQuestionnaireType,Market Survey,Questionnaire,IncludedMarketSurveyQuestionnaire,The questionnaire included in this market survey product.
1.0,UN01006461,BBIE,Market Survey_ Query. Identification. Identifier,Market Survey,Query,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this market survey query.
1.0,UN01006462,BBIE,Market Survey_ Query. Type. Code,Market Survey,Query,0..n,Type,Code,udt:CodeType,,,TypeCode,A code specifying a type of market survey query.
1.0,UN01006463,BBIE,Market Survey_ Query. Multi-Choice Answer. Text,Market Survey,Query,0..n,Multi-Choice Answer,Text,udt:TextType,,,MultiChoiceAnswer,"A multi-choice answer, expressed as text, for this market survey query."
1.0,UN01006464,BBIE,Market Survey_ Query. Content. Text,Market Survey,Query,0..n,Content,Text,udt:TextType,,,Content,"Content, expressed as text, for this market survey query."
1.0,UN01006465,ASBIE,Market Survey_ Query. Specified. Subject_ Classification,Market Survey,Query,0..1,Specified,,ram:SubjectClassificationType,Subject,Classification,SpecifiedSubjectClassification,The subject classification specified for this market survey query.
1.0,UN01006466,ASBIE,Market Survey_ Query. Submitted. Query_ Response,Market Survey,Query,0..n,Submitted,,ram:QueryResponseType,Query,Response,SubmittedQueryResponse,A response submitted to this market survey query.
1.0,UN01006498,ASBIE,Market Survey_ Query. Referenced. Questionnaire_ Section,Market Survey,Query,0..1,Referenced,,ram:QuestionnaireSectionType,Questionnaire,Section,ReferencedQuestionnaireSection,The questionnaire section referenced from this market survey query.
1.0,UN01006468,BBIE,Market Survey_ Questionnaire. Identification. Identifier,Market Survey,Questionnaire,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this market survey questionnaire.
1.0,UN01006469,BBIE,Market Survey_ Questionnaire. Description. Text,Market Survey,Questionnaire,0..n,Description,Text,udt:TextType,,,Description,A textual description for this market survey questionnaire.
1.0,UN01006470,ASBIE,Market Survey_ Questionnaire. Specified. Questionnaire_ Section,Market Survey,Questionnaire,0..n,Specified,,ram:QuestionnaireSectionType,Questionnaire,Section,SpecifiedQuestionnaireSection,A specified section of this market survey questionnaire.
1.0,UN01006472,BBIE,Market_ Survey. Identification. Identifier,Market,Survey,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this market survey.
1.0,UN01006473,BBIE,Market_ Survey. Description. Text,Market,Survey,0..n,Description,Text,udt:TextType,,,Description,A textual description for this market survey.
1.0,UN01006474,BBIE,Market_ Survey. Target Group_ Description. Text,Market,Survey,0..n,Description,Text,udt:TextType,,,TargetGroupDescription,A textual description of a target group for this market survey.
1.0,UN01006475,BBIE,Market_ Survey. Sample Size. Quantity,Market,Survey,0..1,Sample Size,Quantity,udt:QuantityType,,,SampleSizeQuantity,The size of the sample in this market survey.
1.0,UN01006476,BBIE,Market_ Survey. Communication Channel. Code,Market,Survey,0..n,Communication Channel,Code,udt:CodeType,,,CommunicationChannelCode,A code specifying a communication channel for this market survey.
1.0,UN01006477,BBIE,Market_ Survey. Organization_ Process. Code,Market,Survey,0..1,Process,Code,udt:CodeType,,,OrganizationProcessCode,The code specifying the process by which this market survey is organized.
1.0,UN01006478,BBIE,Market_ Survey. Recording_ Process. Code,Market,Survey,0..1,Process,Code,udt:CodeType,,,RecordingProcessCode,The code specifying the process by which this market survey is recorded.
1.0,UN01006479,BBIE,Market_ Survey. Method. Code,Market,Survey,0..n,Method,Code,udt:CodeType,,,MethodCode,A code specifying a method for this market survey.
1.0,UN01006480,BBIE,Market_ Survey. Type. Code,Market,Survey,0..n,Type,Code,udt:CodeType,,,TypeCode,A code specifying a type of market survey.
1.0,UN01006481,BBIE,Market_ Survey. Time Series. Indicator,Market,Survey,0..1,Time Series,Indicator,udt:IndicatorType,,,TimeSeriesIndicator,The indication of whether or not this market survey is part of a time series.
1.0,UN01006482,ASBIE,Market_ Survey. Owner. CI_ Trade_ Party,Market,Survey,0..n,Owner,,ram:CITradePartyType,Trade,Party,OwnerCITradeParty,A Cross Industry (CI) trade party that is an owner of this market survey.
1.0,UN01006483,ASBIE,Market_ Survey. Conducting. CI_ Trade_ Party,Market,Survey,0..1,Conducting,,ram:CITradePartyType,Trade,Party,ConductingCITradeParty,The Cross Industry (CI) trade party that conducts this market survey.
1.0,UN01006484,ASBIE,Market_ Survey. Specified. Subject_ Classification,Market,Survey,0..n,Specified,,ram:SubjectClassificationType,Subject,Classification,SpecifiedSubjectClassification,A subject classification specified for this market survey.
1.0,UN01006485,ASBIE,Market_ Survey. Fieldwork. Specified_ Period,Market,Survey,0..1,Fieldwork,,ram:SpecifiedPeriodType,Specified,Period,FieldworkSpecifiedPeriod,The fieldwork period specified for this market survey.
1.0,UN01006486,ASBIE,Market_ Survey. Target. CI_ Trade_ Country,Market,Survey,0..n,Target,,ram:CITradeCountryType,Trade,Country,TargetCITradeCountry,A Cross Industry (CI) country that is a target for this market survey.
1.0,UN01006487,ASBIE,Market_ Survey. Derived Deliverable. Market Survey_ Product,Market,Survey,0..n,Derived Deliverable,,ram:MarketSurveyProductType,Market Survey,Product,DerivedDeliverableMarketSurveyProduct,A deliverable product derived from this market survey.
1.0,UN01006488,ASBIE,Market_ Survey. Briefing. CI_ Referenced_ Document,Market,Survey,0..n,Briefing,,ram:CIReferencedDocumentType,Referenced,Document,BriefingCIReferencedDocument,A Cross Industry (CI) briefing document referenced for this market survey.
1.0,UN01005187,BBIE,Mass_ Measurement. Value. Measure,Mass,Measurement,0..1,Value,Measure,udt:MeasureType,,,ValueMeasure,The value of the measure for this mass measurement.
1.0,UN01005188,BBIE,Mass_ Measurement. Quantification Type. Code,Mass,Measurement,0..1,Quantification Type,Code,udt:CodeType,,,QuantificationTypeCode,"The code specifying the type of quantification for this mass measurement, such as calculated or estimated."
1.0,UN01010590,BBIE,MDR_ Data Node. Identification. Identifier,MDR,Data Node,1,Identification,Identifier,udt:IDType,,,ID,The identifier for this MDR data node.
1.0,UN01010591,BBIE,MDR_ Data Node. Parent_ Identification. Identifier,MDR,Data Node,0..1,Identification,Identifier,udt:IDType,,,ParentID,The identifier of the parent for this MDR data node.
1.0,UN01010592,BBIE,MDR_ Data Node. Hierarchical Level. Numeric,MDR,Data Node,0..1,Hierarchical Level,Numeric,udt:NumericType,,,HierarchicalLevelNumeric,"The number (integer) representing how deeply nested within the hierarchical tree structure the MDR data node lies.  For example, level 1 may mean it is a top level node, and level 4 may mean that there are three levels of nodes above this node in the tree."
1.0,UN01010593,ASBIE,MDR_ Data Node. Effective. Delimited_ Period,MDR,Data Node,0..1,Effective,,ram:DelimitedPeriodType,Delimited,Period,EffectiveDelimitedPeriod,The delimited period within which this MDR data node is effective.
1.0,UN01010594,ASBIE,MDR_ Data Node. Subordinate. MDR Element_ Data Node,MDR,Data Node,0..n,Subordinate,,ram:MDRElementDataNodeType,MDR Element,Data Node,SubordinateMDRElementDataNode,An element data node that is subordinate to this MDR data node.
1.1,UN01010583,BBIE,MDR_ Data Set. Identification. Identifier,MDR,Data Set,1..n,Identification,Identifier,udt:IDType,,,ID,An identifier for this MDR data set.
1.0,UN01010584,BBIE,MDR_ Data Set. Description. Text,MDR,Data Set,0..1,Description,Text,udt:TextType,,,Description,The textual description for this MDR data set.
1.0,UN01010585,BBIE,MDR_ Data Set. Origin. Text,MDR,Data Set,0..1,Origin,Text,udt:TextType,,,Origin,"The origin, expressed as text, of this MDR data set."
1.0,UN01010586,BBIE,MDR_ Data Set. Name. Text,MDR,Data Set,1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this MDR data set."
1.1,UN01010587,ASBIE,MDR_ Data Set. Specified. Data Set_ Version,MDR,Data Set,0..n,Specified,,ram:DataSetVersionType,Data Set,Version,SpecifiedDataSetVersion,A version specified for this MDR data set.
1.0,UN01010588,ASBIE,MDR_ Data Set. Contained. MDR_ Data Node,MDR,Data Set,0..n,Contained,,ram:MDRDataNodeType,MDR,Data Node,ContainedMDRDataNode,A data node contained in this MDR data set.
1.0,UN01010596,BBIE,MDR Element_ Data Node. Name. Text,MDR Element,Data Node,1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this MDR element data node."
1.1,UN01010597,BBIE,MDR Element_ Data Node. Value. Text,MDR Element,Data Node,0..1,Value,Text,udt:TextType,,,Value,"The value, expressed as text, of this MDR element data node."
1.0,UN01010603,BBIE,MDR Element_ Data Node. Type. Code,MDR Element,Data Node,0..1,Type,Code,udt:CodeType,,,TypeCode,The code specifying a type for this MDR element data node.
1.0,UN01010764,ASBIE,MDR Element_ Data Node. Value. FLUX_ Binary File,MDR Element,Data Node,0..1,Value,,ram:FLUXBinaryFileType,FLUX,Binary File,ValueFLUXBinaryFile,"The value, expressed in a FLUX binary file, for this MDR element data node."
1.0,UN01010578,BBIE,MDR Query_ Identity. Identification. Identifier,MDR Query,Identity,1,Identification,Identifier,udt:IDType,,,ID,The identifier for this MDR query identity.
1.0,UN01010579,BBIE,MDR Query_ Identity. Valid From. Date Time,MDR Query,Identity,0..n,Valid From,Date Time,udt:DateTimeType,,,ValidFromDateTime,"A date, time, date time or other date time value from which this MDR query identity is valid."
1.0,UN01010580,BBIE,MDR Query_ Identity. Version. Identifier,MDR Query,Identity,0..1,Version,Identifier,udt:IDType,,,VersionID,The identifier of the version of this MDR query identity.
1.0,UN01010581,ASBIE,MDR Query_ Identity. Validity. Delimited_ Period,MDR Query,Identity,0..1,Validity,,ram:DelimitedPeriodType,Delimited,Period,ValidityDelimitedPeriod,The delimited period for which this MDR query identity is valid.
1.0,UN01010571,BBIE,MDR_ Query. Identification. Identifier,MDR,Query,1,Identification,Identifier,udt:IDType,,,ID,The identifier for this MDR query.
1.0,UN01010572,BBIE,MDR_ Query. Submitted. Date Time,MDR,Query,1,Submitted,Date Time,udt:DateTimeType,,,SubmittedDateTime,"The date, time, date time, or other date time value when this MDR query was submitted."
1.0,UN01010573,BBIE,MDR_ Query. Type. Code,MDR,Query,1,Type,Code,udt:CodeType,,,TypeCode,The code specifying the type of MDR query.
1.0,UN01010574,BBIE,MDR_ Query. Contractual Language. Code,MDR,Query,0..1,Contractual Language,Code,udt:CodeType,,,ContractualLanguageCode,The code specifying the contractual language for this MDR query.
1.0,UN01010575,ASBIE,MDR_ Query. Submitter. FLUX_ Party,MDR,Query,0..1,Submitter,,ram:FLUXPartyType,FLUX,Party,SubmitterFLUXParty,The Fisheries Language for Universal Exchange (FLUX) party that submits this MDR query.
1.0,UN01010576,ASBIE,MDR_ Query. Subject. MDR Query_ Identity,MDR,Query,1,Subject,,ram:MDRQueryIdentityType,MDR Query,Identity,SubjectMDRQueryIdentity,The identity of a subject of this MDR query.
1.0,UN01003891,BBIE,Measurement. Comparison Operator. Code,,Measurement,0..n,Comparison Operator,Code,udt:CodeType,,,ComparisonOperatorCode,"A code specifying the operator, such as, less than, greater than or equal to, for comparing two actual measures."
1.0,UN01003892,BBIE,Measurement. Actual. Measure,,Measurement,0..n,Actual,Measure,udt:MeasureType,,,ActualMeasure,An actual measure for this measurement.
1.0,UN01003893,BBIE,Measurement. Method. Text,,Measurement,0..n,Method,Text,udt:TextType,,,Method,A measurement method expressed as text.
1.0,UN01003894,BBIE,Measurement. Condition. Measure,,Measurement,0..n,Condition,Measure,udt:MeasureType,,,ConditionMeasure,A measure of a condition for this measurement.
1.0,UN01003895,BBIE,Measurement. Type. Code,,Measurement,0..n,Type,Code,udt:CodeType,,,TypeCode,A code specifying a type of measurement.
1.0,UN01003896,BBIE,Measurement. Description. Text,,Measurement,0..n,Description,Text,udt:TextType,,,Description,A textual description of this measurement.
1.0,UN01001092,BBIE,Meeting Room_ Facility. Identification. Identifier,Meeting Room,Facility,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this meeting room.
1.0,UN01001093,BBIE,Meeting Room_ Facility. Description. Text,Meeting Room,Facility,0..1,Description,Text,udt:TextType,,,Description,The textual description of this meeting room.
1.0,UN01001094,BBIE,Meeting Room_ Facility. Architectural_ Style. Text,Meeting Room,Facility,0..1,Style,Text,udt:TextType,,,ArchitecturalStyle,"The architectural style, expressed as text, of this meeting room."
1.0,UN01001095,BBIE,Meeting Room_ Facility. Type. Text,Meeting Room,Facility,0..1,Type,Text,udt:TextType,,,Type,"The type, expressed as text, of this meeting room."
1.0,UN01001096,BBIE,Meeting Room_ Facility. Name. Text,Meeting Room,Facility,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this meeting room."
1.0,UN01001097,BBIE,Meeting Room_ Facility. Construction. Date,Meeting Room,Facility,0..1,Construction,Date,udt:DateType,,,ConstructionDate,The date of the construction of this meeting room.
1.0,UN01001098,BBIE,Meeting Room_ Facility. Latest_ Renovation. Date,Meeting Room,Facility,0..1,Renovation,Date,udt:DateType,,,LatestRenovationDate,The date of the latest renovation of this meeting room.
1.0,UN01001099,ASBIE,Meeting Room_ Facility. Physical. Lodging House_ Location,Meeting Room,Facility,0..1,Physical,,ram:LodgingHouseLocationType,Lodging House,Location,PhysicalLodgingHouseLocation,The physical location of this meeting room at this lodging house.
1.0,UN01001100,ASBIE,Meeting Room_ Facility. Specified. Lodging House_ Usage Condition,Meeting Room,Facility,0..n,Specified,,ram:LodgingHouseUsageConditionType,Lodging House,Usage Condition,SpecifiedLodgingHouseUsageCondition,A specified usage condition for this meeting room at this lodging house.
1.0,UN01001101,ASBIE,Meeting Room_ Facility. Operating. Specified_ Period,Meeting Room,Facility,0..n,Operating,,ram:SpecifiedPeriodType,Specified,Period,OperatingSpecifiedPeriod,A specified period of operation for this meeting room.
1.0,UN01001102,ASBIE,Meeting Room_ Facility. Actual. Lodging House_ Picture,Meeting Room,Facility,0..n,Actual,,ram:LodgingHousePictureType,Lodging House,Picture,ActualLodgingHousePicture,An actual picture of this meeting room at this lodging house.
1.0,UN01001103,ASBIE,Meeting Room_ Facility. Distinctive. Lodging House_ Feature,Meeting Room,Facility,0..n,Distinctive,,ram:LodgingHouseFeatureType,Lodging House,Feature,DistinctiveLodgingHouseFeature,A feature that is a distinctive characteristic of this meeting room at this lodging house.
1.0,UN01001104,ASBIE,Meeting Room_ Facility. Offered. Supplemental_ Service,Meeting Room,Facility,0..n,Offered,,ram:SupplementalServiceType,Supplemental,Service,OfferedSupplementalService,A supplemental service that is offered for this meeting room.
1.0,UN01009835,BBIE,Milk_ Tank. Identification. Identifier,Milk,Tank,1,Identification,Identifier,udt:IDType,,,ID,The identifier for this milk tank.
1.0,UN01009836,BBIE,Milk_ Tank. Serial_ Identification. Identifier,Milk,Tank,1,Identification,Identifier,udt:IDType,,,SerialID,The serial number assigned to this milk tank.
1.0,UN01012155,BBIE,Mobile_ Plot. Identification. Identifier,Mobile,Plot,1,Identification,Identifier,udt:IDType,,,ID,The identifier for this mobile plot.
1.0,UN01012156,ASBIE,Mobile_ Plot. Specified. Delimited_ Period,Mobile,Plot,0..n,Specified,,ram:DelimitedPeriodType,Delimited,Period,SpecifiedDelimitedPeriod,A delimited period specified for this mobile plot.
1.0,UN01002183,BBIE,MSDS_ Document. Identification. Identifier,MSDS,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this MSDS document.
1.0,UN01002184,BBIE,MSDS_ Document. Creation. Date Time,MSDS,Document,1,Creation,Date Time,udt:DateTimeType,,,CreationDateTime,"The date, time, date time, or other date time value of the creation of this MSDS document."
1.0,UN01002185,BBIE,MSDS_ Document. Previous Version_ Creation. Date Time,MSDS,Document,0..1,Creation,Date Time,udt:DateTimeType,,,PreviousVersionCreationDateTime,"The date, time, date time, or other date time value of the creation of the previous version of the MSDS document that this document supersedes."
1.0,UN01002186,BBIE,MSDS_ Document. Proprietary Information Type. Code,MSDS,Document,1,Proprietary Information Type,Code,udt:CodeType,,,ProprietaryInformationTypeCode,"The code specifying the type of proprietary information, such as patented or trade secret, contained within the MSDS document."
1.0,UN01002187,BBIE,MSDS_ Document. Additional Information_ Remarks. Text,MSDS,Document,0..n,Remarks,Text,udt:TextType,,,AdditionalInformationRemarks,"An additional information remark, expressed as text, for this MSDS document."
1.0,UN01002188,BBIE,MSDS_ Document. Revision. Text,MSDS,Document,0..1,Revision,Text,udt:TextType,,,Revision,"The revision, expressed as text, for this MSDS document."
1.0,UN01002189,ASBIE,MSDS_ Document. Issuer. Document Preparer_ Party,MSDS,Document,0..1,Issuer,,ram:DocumentPreparerPartyType,Document Preparer,Party,IssuerDocumentPreparerParty,The party that prepared and issued this MSDS document.
1.0,UN01002190,ASBIE,MSDS_ Document. Owner. Responsible_ Party,MSDS,Document,1,Owner,,ram:ResponsiblePartyType,Responsible,Party,OwnerResponsibleParty,The responsible party that owns this MSDS document.
1.0,UN01002192,BBIE,MSDS_ Hazardous Material. Type. Code,MSDS,Hazardous Material,0..n,Type,Code,udt:CodeType,,,TypeCode,A code specifying a type of MSDS hazardous material.
1.0,UN01002193,BBIE,MSDS_ Hazardous Material. Description. Text,MSDS,Hazardous Material,0..n,Description,Text,udt:TextType,,,Description,A textual description of this MSDS hazardous material.
1.0,UN01002194,BBIE,MSDS_ Hazardous Material. Human Entry Route. Indicator,MSDS,Hazardous Material,0..1,Human Entry Route,Indicator,udt:IndicatorType,,,HumanEntryRouteIndicator,The indication of whether or not the route of entry into a human is applicable for this MSDS hazardous material.
1.0,UN01002195,BBIE,MSDS_ Hazardous Material. Exposure_ Measure Unit. Code,MSDS,Hazardous Material,0..1,Measure Unit,Code,udt:CodeType,,,ExposureMeasureUnitCode,The code specifying the exposure unit of measure for this MSDS hazardous material.
1.0,UN01002196,BBIE,MSDS_ Hazardous Material. Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,Information,"The information, expressed as text, for this MSDS hazardous material."
1.0,UN01002197,BBIE,MSDS_ Hazardous Material. Emergency Overview_ Information. Text,MSDS,Hazardous Material,1,Information,Text,udt:TextType,,,EmergencyOverviewInformation,"The emergency overview information, expressed as text, for this MSDS hazardous material."
1.0,UN01002198,BBIE,MSDS_ Hazardous Material. Overview Entry Route_ Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,OverviewEntryRouteInformation,"The overview entry route information, expressed as text, for this MSDS hazardous material."
1.0,UN01002199,BBIE,MSDS_ Hazardous Material. Primary Entry Route_ Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,PrimaryEntryRouteInformation,"The primary entry route information, expressed as text, for this MSDS hazardous material."
1.0,UN01002200,BBIE,MSDS_ Hazardous Material. Additional Entry Route_ Information. Text,MSDS,Hazardous Material,0..n,Information,Text,udt:TextType,,,AdditionalEntryRouteInformation,"An additional entry route, expressed as text, for this MSDS hazardous material."
1.0,UN01002201,BBIE,MSDS_ Hazardous Material. Overexposure Effect_ Information. Text,MSDS,Hazardous Material,0..n,Information,Text,udt:TextType,,,OverexposureEffectInformation,"An overexposure effect, expressed as text, for this MSDS hazardous material."
1.0,UN01002202,BBIE,MSDS_ Hazardous Material. Target Organ_ Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,TargetOrganInformation,"The target organ information, expressed as text, for this MSDS hazardous material."
1.0,UN01002203,BBIE,MSDS_ Hazardous Material. Environmental Hazard Overview_ Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,EnvironmentalHazardOverviewInformation,"The environmental hazard overview information, expressed as text, for this MSDS hazardous material."
1.0,UN01002204,BBIE,MSDS_ Hazardous Material. Exposure Classification Jurisdiction_ Information. Text,MSDS,Hazardous Material,0..1,Information,Text,udt:TextType,,,ExposureClassificationJurisdictionInformation,"The exposure classification jurisdiction information, expressed as text, for this MSDS hazardous material."
1.0,UN01002205,ASBIE,MSDS_ Hazardous Material. Applicable. Hazard Rating,MSDS,Hazardous Material,1..n,Applicable,,ram:HazardRatingType,,Hazard Rating,ApplicableHazardRating,A hazard rating applicable for this MSDS hazardous material.
1.0,UN01002207,BBIE,MSDS_ Regulated Goods. Disclaimer. Text,MSDS,Regulated Goods,0..1,Disclaimer,Text,udt:TextType,,,Disclaimer,"The disclaimer, expressed as text, for the MSDS regulated goods."
1.0,UN01002208,BBIE,MSDS_ Regulated Goods. Label. Text,MSDS,Regulated Goods,0..1,Label,Text,udt:TextType,,,Label,The text on the label for the MSDS regulated goods.
1.0,UN01002209,BBIE,MSDS_ Regulated Goods. Name. Text,MSDS,Regulated Goods,1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for the MSDS regulated goods."
1.0,UN01002210,BBIE,MSDS_ Regulated Goods. Additional_ Name. Text,MSDS,Regulated Goods,0..1,Name,Text,udt:TextType,,,AdditionalName,"The additional name, expressed as text, for the MSDS regulated goods."
1.0,UN01002211,BBIE,MSDS_ Regulated Goods. FCS_ Identification. Identifier,MSDS,Regulated Goods,1,Identification,Identifier,udt:IDType,,,FCSID,The unique identifier of the four digit Federal Supply Classification (FCS) identification for the MSDS regulated goods.
1.0,UN01002212,BBIE,MSDS_ Regulated Goods. Additional_ Identification. Identifier,MSDS,Regulated Goods,0..1,Identification,Identifier,udt:IDType,,,AdditionalID,The additional identifier for the MSDS regulated goods.
1.0,UN01002213,BBIE,MSDS_ Regulated Goods. NIIN_ Identification. Identifier,MSDS,Regulated Goods,1,Identification,Identifier,udt:IDType,,,NIINID,The unique identifier of the nine digit National Item Identification Number (NIIN) for the MSDS regulated goods.
1.0,UN01002214,BBIE,MSDS_ Regulated Goods. LIIN_ Identification. Identifier,MSDS,Regulated Goods,1,Identification,Identifier,udt:IDType,,,LIINID,The unique Local Item Identification Number (LIIN) for the MSDS regulated goods.
1.0,UN01002215,BBIE,MSDS_ Regulated Goods. Activity Control_ Identification. Identifier,MSDS,Regulated Goods,0..1,Identification,Identifier,udt:IDType,,,ActivityControlID,"The unique activity control identifier, assigned by a local organization, for the MSDS regulated goods."
1.0,UN01002216,BBIE,MSDS_ Regulated Goods. Federal Supply Schedule Special Item_ Identification. Identifier,MSDS,Regulated Goods,0..1,Identification,Identifier,udt:IDType,,,FederalSupplyScheduleSpecialItemID,The unique federal supply schedule special item identifier for the MSDS regulated goods.
1.0,UN01002217,BBIE,MSDS_ Regulated Goods. Information Source. Text,MSDS,Regulated Goods,0..1,Information Source,Text,udt:TextType,,,InformationSource,"The information source, expressed as text, for the MSDS regulated goods."
1.0,UN01002218,BBIE,MSDS_ Regulated Goods. Use_ Description. Text,MSDS,Regulated Goods,0..1,Description,Text,udt:TextType,,,UseDescription,"The use description, expressed as text, for the MSDS regulated goods."
