Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
5323,UN01001033,BBIE,Lodging House_ Organization. Association Membership_ Name. Text,"A name, expressed as text, of an association membership held by this lodging house organization, such as the Japan Ryokan Association or the Hotel Electronic Distribution Network Association.",,Lodging House,Organization,Association Membership,Name,,Text,,,,Membership,,6,0,unbounded,In All Contexts,"The registered organizations in Japan are Japan Ryokan Association, Japan Tourist Hotel Association, Japan Hotel Association, etc..",1.0,,,,,,,,,,,,D06B,Association Membership Name
5324,UN01001034,BBIE,Lodging House_ Organization. Alliance_ Name. Text,"A name of an alliance, expressed as text, in which this lodging house organization participates, such as JTB Accredited Hotels and Ryokans Group, AAA Accredited Hotel Group, STAR ALLIANCE Member Hotel Group.",,Lodging House,Organization,Alliance,Name,,Text,,,,Alliance,,7,0,unbounded,In All Contexts,"The industry specific organizations are JTB Accredited Hotels and Ryokans Group, AAA Accredited Hotel Group ,STAR ALLIANCE Member Hotel Group, etc..",1.0,,,,,,,,,,,,D06B,Alliance Name
5325,UN01001035,BBIE,Lodging House_ Organization. Owner_ Name. Text,"The name of the company or individual, expressed as text, who is the owner of this lodging house organization.",,Lodging House,Organization,Owner,Name,,Text,,,,Owner Company Name,,8,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Owner Name
5326,UN01001036,BBIE,Lodging House_ Organization. Description. Text,The textual description of this lodging house organization.,,Lodging House,Organization,,Description,,Text,,,,Hotel Description,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5327,UN01001280,ABIE,Lodging House_ Party. Details,"An individual, a group, or a body having a role in the lodging house business.",,Lodging House,Party,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Lodging House Party
5328,UN01001287,BBIE,Lodging House_ Party. Role. Code,The code specifying the role of this lodging house party.,,Lodging House,Party,,Role,,Code,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,(3035),,,,D06B,Role Code
5329,UN01001281,BBIE,Lodging House_ Party. Identification. Identifier,The unique identifier for this lodging house party.,,Lodging House,Party,,Identification,,Identifier,,,,,,2,1,1,In All Contexts,,1.0,,,,,,,,(3039),,,,D06B,ID
5330,UN01001282,BBIE,Lodging House_ Party. Type. Code,A code specifying the type of this lodging house party.,,Lodging House,Party,,Type,,Code,,,,,,3,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Type Code
5331,UN01001283,BBIE,Lodging House_ Party. Name. Text,"A name, expressed as text, for this lodging house party.",,Lodging House,Party,,Name,,Text,,,,,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,(3036),,,,D06B,Name
5332,UN01001284,BBIE,Lodging House_ Party. Description. Text,A textual description of this lodging house party.,,Lodging House,Party,,Description,,Text,,,,,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5333,UN01001285,BBIE,Lodging House_ Party. Access Rights. Code,The code specifying this lodging house party's access rights.,,Lodging House,Party,,Access Rights,,Code,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Access Rights Code
5334,UN01001286,BBIE,Lodging House_ Party. Classification. Code,The code specifying the classification of this lodging house party.,,Lodging House,Party,,Classification,,Code,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Classification Code
5335,UN01001288,BBIE,Lodging House_ Party. Language. Code,A code specifying a language for this lodging house party.,,Lodging House,Party,,Language,,Code,,,,,,8,0,unbounded,In All Contexts,,1.0,,,,,,,,[3453],,,,D06B,Language Code
5336,UN01001289,ASBIE,Lodging House_ Party. Defined. Lodging House_ Contact,The defined contact for this lodging house party.,,Lodging House,Party,,Defined,,,,Lodging House,Contact,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Defined Contact
5337,UN01001241,ABIE,Lodging House_ Picture. Details,"A digital image of a painting, drawing, or photograph for this lodging house.",,Lodging House,Picture,,,,,,,,Picture,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Lodging House Picture
5338,UN01001242,BBIE,Lodging House_ Picture. Identification. Identifier,The unique identifier for this lodging house picture.,,Lodging House,Picture,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,ID
5339,UN01001243,BBIE,Lodging House_ Picture. Title Name. Text,"The title name, expressed as text, for this lodging house picture.",,Lodging House,Picture,,Title Name,,Text,,,,Picture Title,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Title Name
5340,UN01001244,BBIE,Lodging House_ Picture. Copyright Owner Name. Text,"The name of the company or individual person, expressed as text, that owns the copyright for this lodging house picture.",,Lodging House,Picture,,Copyright Owner Name,,Text,,,,Copyright Owner,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Copyright Owner Name
5341,UN01001245,BBIE,Lodging House_ Picture. Type. Text,"The type, expressed as text, for this lodging house picture.",,Lodging House,Picture,,Type,,Text,,,,Picture Type,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Type Text
5342,UN01001246,BBIE,Lodging House_ Picture. Subject. Text,"The subject, expressed as text, for this lodging house picture.",,Lodging House,Picture,,Subject,,Text,,,,Picture Subject,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Subject Text
5343,UN01001247,BBIE,Lodging House_ Picture. Copyright Registered_ Identification. Identifier,The unique identifier under which the copyright is registered for this lodging house picture.,,Lodging House,Picture,Copyright Registered,Identification,,Identifier,,,,Copyright Registered Number,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Copyright Registered ID
5344,UN01001248,BBIE,Lodging House_ Picture. Digital Image. Binary Object,The binary object data that is a digital image for this lodging house picture.,,Lodging House,Picture,,Digital Image,,Binary Object,,,,Picture Subject,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Digital Image
5345,UN01001249,BBIE,Lodging House_ Picture. Taken. Date Time,"The date, time, date time, or other date value when this lodging house picture was created.",,Lodging House,Picture,,Taken,,Date Time,,,,Picture Date,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Taken Date Time
5346,UN01001250,BBIE,Lodging House_ Picture. Area Included. Text,"The area or location, expressed as text, that is included for this lodging house picture.",,Lodging House,Picture,,Area Included,,Text,,,,Picture Coverage,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Area Included Text
5347,UN01001251,BBIE,Lodging House_ Picture. Description. Text,The textual description for this lodging house picture.,,Lodging House,Picture,,Description,,Text,,,,Picture Description,,10,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5348,UN01010046,ABIE,Lodging House_ Reservation Restriction. Details,A limitation for the booking of a lodging house product or service.,,Lodging House,Reservation Restriction,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D13A,Lodging House Reservation Restriction
5349,UN01010047,BBIE,Lodging House_ Reservation Restriction. Type. Code,The code specifying the type of lodging house reservation restriction.,,Lodging House,Reservation Restriction,,Type,,Code,,,,,,1,0,1,In All Contexts,"1: room restriction,  2: person restriction,  3: continuous staying night restriction",1.0,,,,,,,,,,,,D13A,Type Code
5350,UN01010048,BBIE,Lodging House_ Reservation Restriction. Minimum. Quantity,The minimum quantity for this lodging house reservation restriction.,,Lodging House,Reservation Restriction,,Minimum,,Quantity,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D13A,Minimum Quantity
5351,UN01010049,BBIE,Lodging House_ Reservation Restriction. Maximum. Quantity,The maximum quantity for this lodging house reservation restriction.,,Lodging House,Reservation Restriction,,Maximum,,Quantity,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D13A,Maximum Quantity
5352,UN01010050,BBIE,Lodging House_ Reservation Restriction. Description. Text,The textual description of this lodging house reservation restriction.,,Lodging House,Reservation Restriction,,Description,,Text,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D13A,Description
5353,UN01009789,ABIE,Lodging House_ Reservation. Details,The action or fact of booking a travel product of this lodging house in advance.,,Lodging House,Reservation,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D12B,Lodging House Reservation
5354,UN01009790,BBIE,Lodging House_ Reservation. Message Type. Code,The code specifying the type of reservation message.for this lodging house.,,Lodging House,Reservation,,Message Type,,Code,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Message Type Code
5355,UN01009791,BBIE,Lodging House_ Reservation. Identification. Identifier,"The identifier for this lodging house reservation, such as assigned by a central reservation office.",,Lodging House,Reservation,,Identification,,Identifier,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,(9040),,,,D12B,ID
5356,UN01009792,BBIE,Lodging House_ Reservation. Accepted. Date Time,"The date, time, date time or other date time value that this reservation is accepted for the lodging house.",,Lodging House,Reservation,,Accepted,,Date Time,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Accepted Date Time
5357,UN01009793,BBIE,Lodging House_ Reservation. Status. Code,The code specifying the status of this lodging house reservation.,,Lodging House,Reservation,,Status,,Code,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Status Code
5358,UN01009794,BBIE,Lodging House_ Reservation. Total Customer. Quantity,The total number of customers for this lodging house reservation.,,Lodging House,Reservation,,Total Customer,,Quantity,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Total Customer Quantity
5359,UN01009795,BBIE,Lodging House_ Reservation. Sales Policy Accepted. Indicator,The indication of whether or not this lodging house reservation has met the sales policy.,,Lodging House,Reservation,,Sales Policy Accepted,,Indicator,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Sales Policy Accepted Indicator
5360,UN01009796,BBIE,Lodging House_ Reservation. Property Confirmation. Identifier,The identifier of the property confirmation for this lodging house reservation.,,Lodging House,Reservation,,Property Confirmation,,Identifier,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Property Confirmation ID
5361,UN01009797,BBIE,Lodging House_ Reservation. Property Confirmation Issued. Date Time,"The date, time, date time, or other date time value when the property confirmation is issued for this lodging house reservation.",,Lodging House,Reservation,,Property Confirmation Issued,,Date Time,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Property Confirmation Issued Date Time
5362,UN01009798,BBIE,Lodging House_ Reservation. Cancellation. Identifier,The identifier of the cancellation for this lodging house reservation.,,Lodging House,Reservation,,Cancellation,,Identifier,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Cancellation ID
5363,UN01009799,BBIE,Lodging House_ Reservation. Cancellation Accepted. Date Time,"The date, time, date time, or other date time value when the cancellation was accepted for this lodging house reservation.",,Lodging House,Reservation,,Cancellation Accepted,,Date Time,,,,,,10,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Cancellation Accepted Date Time
5364,UN01009800,BBIE,Lodging House_ Reservation. Description. Text,The textual description of this lodging house reservation.,,Lodging House,Reservation,,Description,,Text,,,,,,11,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Description
5365,UN01009801,ASBIE,Lodging House_ Reservation. Specified. Lodging House_ Traveller,A traveller specified for this lodging house reservation.,,Lodging House,Reservation,,Specified,,,,Lodging House,Traveller,,,1,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Specified Traveller
5366,UN01009802,ASBIE,Lodging House_ Reservation. Used. Travel_ Sales Channel,A travel sales channel used for this lodging house reservation.,,Lodging House,Reservation,,Used,,,,Travel,Sales Channel,,,2,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Used Sales Channel
5367,UN01009803,ASBIE,Lodging House_ Reservation. Making. Reserving_ Person,The person making this lodging house reservation.,,Lodging House,Reservation,,Making,,,,Reserving,Person,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Person Reserving
5368,UN01009804,ASBIE,Lodging House_ Reservation. Applicable. Travel_ Payment,A payment applicable for this lodging house reservation.,,Lodging House,Reservation,,Applicable,,,,Travel,Payment,,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Applicable Payment
5369,UN01001235,ABIE,Lodging House_ Route. Details,Way of approach to a lodging house.,,Lodging House,Route,,,,,,,,Access,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Lodging House Route
5370,UN01001236,BBIE,Lodging House_ Route. Identification. Identifier,The unique identifier for the route to this lodging house.,,Lodging House,Route,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,ID
5371,UN01001237,BBIE,Lodging House_ Route. Description. Text,The textual description of the route to this lodging house.,,Lodging House,Route,,Description,,Text,,,,Access Description,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5372,UN01001238,BBIE,Lodging House_ Route. Map. Binary Object,A binary object data of a map for this route to this lodging house.,,Lodging House,Route,,Map,,Binary Object,,,,Access Map,,3,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Map Binary Object
5373,UN01001239,BBIE,Lodging House_ Route. Departure Point. Text,"The departure point, expressed as text, for this route to this lodging house.",,Lodging House,Route,,Departure Point,,Text,,,,Reference point,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Departure Point Text
5374,UN01001240,BBIE,Lodging House_ Route. Transport Means. Text,"A means of transport, expressed as text, used for this route to this lodging house.",,Lodging House,Route,,Transport Means,,Text,,,,Transport Means,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Transport Means Text
5375,UN01004971,ABIE,Lodging House_ Travel Product Component. Details,An item that is included in a lodging house travel product for which there is no additional charge.,,Lodging House,Travel Product Component,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Lodging House Travel Product Component
5376,UN01004972,BBIE,Lodging House_ Travel Product Component. Category. Code,The code specifying the category of this travel product component.,,Lodging House,Travel Product Component,,Category,,Code,,,,,,1,0,1,In All Contexts,"R : Guest room service, M : Meal service, T : Transport service",1.0,,,,,,,,,,,,D09A,Category Code
5377,UN01004973,BBIE,Lodging House_ Travel Product Component. Category_ Name. Text,"The category name, expressed as text, of this lodging house travel product component.",,Lodging House,Travel Product Component,Category,Name,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Category Name
5378,UN01004974,BBIE,Lodging House_ Travel Product Component. Identification. Identifier,The unique identifier for this lodging house travel product component.,,Lodging House,Travel Product Component,,Identification,,Identifier,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,ID
5379,UN01004975,BBIE,Lodging House_ Travel Product Component. Choice Allowed. Indicator,The indication of whether or not a choice is allowed within this lodging house travel product component.,,Lodging House,Travel Product Component,,Choice Allowed,,Indicator,,,,,,4,0,1,In All Contexts,"true:choice allowed,  false: not allowed,  Default value: false",1.0,,,,,,,,,,,,D09A,Choice Allowed Indicator
5380,UN01004976,BBIE,Lodging House_ Travel Product Component. Name. Text,"The name, expressed as text, for this lodging house travel product component.",,Lodging House,Travel Product Component,,Name,,Text,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Name
5381,UN01004977,BBIE,Lodging House_ Travel Product Component. Description. Text,The textual description of this lodging house travel product component.,,Lodging House,Travel Product Component,,Description,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Description
5382,UN01004978,ASBIE,Lodging House_ Travel Product Component. Specified. Product Component_ Itinerary,A product component itinerary specified for this lodging house travel product component.,,Lodging House,Travel Product Component,,Specified,,,,Product Component,Itinerary,,,1,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Specified Itinerary
5383,UN01004985,ABIE,Lodging House_ Travel Product Sub-Component. Details,An item which is included in a lodging house travel product component.,,Lodging House,Travel Product Sub-Component,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Lodging House Travel Product Sub-Component
5384,UN01004986,BBIE,Lodging House_ Travel Product Sub-Component. Category. Code,The code specifying the category for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Category,,Code,,,,,,1,0,1,In All Contexts,"R : Guest room service,  M : Meal service,  T : Transport service",1.0,,,,,,,,,,,,D09A,Category Code
5385,UN01004987,BBIE,Lodging House_ Travel Product Sub-Component. Category Type. Code,The code specifying the type of category for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Category Type,,Code,,,,,,2,0,1,In All Contexts,"In case of meal service;   B : Breakfast,   D : Dinner",1.0,,,,,,,,,,,,D09A,Category Type Code
5386,UN01004988,BBIE,Lodging House_ Travel Product Sub-Component. Identification. Identifier,The unique identifier for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Identification,,Identifier,,,,,,3,0,1,In All Contexts,"In case of meal service;   F : French food,   J : Japanese food",1.0,,,,,,,,,,,,D09A,ID
5387,UN01004989,BBIE,Lodging House_ Travel Product Sub-Component. Name. Text,"The name, expressed as text, of this lodging house travel product sub-component.",,Lodging House,Travel Product Sub-Component,,Name,,Text,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Name
5388,UN01004990,BBIE,Lodging House_ Travel Product Sub-Component. Supplier. Identifier,The unique identifier for the supplier of this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Supplier,,Identifier,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Supplier ID
5389,UN01004991,BBIE,Lodging House_ Travel Product Sub-Component. Supplier Name. Text,"The name, expressed as text, of the supplier of this lodging house travel product sub-component.",,Lodging House,Travel Product Sub-Component,,Supplier Name,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Supplier Name
5390,UN01004992,BBIE,Lodging House_ Travel Product Sub-Component. Applicable Unit. Quantity,The number of units applicable to this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Applicable Unit,,Quantity,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Applicable Unit Quantity
5391,UN01004993,BBIE,Lodging House_ Travel Product Sub-Component. Description. Text,The textual description of this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Description,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Description
5392,UN01004994,ASBIE,Lodging House_ Travel Product Sub-Component. Distinctive. Travel Product_ Feature,A distinctive lodging house travel product feature for this travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Distinctive,,,,Travel Product,Feature,,,1,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Distinctive Feature
5393,UN01004995,ASBIE,Lodging House_ Travel Product Sub-Component. Specified. Specified_ Service Option,A service option specified for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Specified,,,,Specified,Service Option,,,2,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Specified Service Option
5394,UN01004996,ASBIE,Lodging House_ Travel Product Sub-Component. Actual. Picture,An actual picture of this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Actual,,,,,Picture,,,3,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Actual Picture
5395,UN01004997,ASBIE,Lodging House_ Travel Product Sub-Component. Applicable. Usage Condition,A usage condition applicable to this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Applicable,,,,,Usage Condition,,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Applicable Usage Condition
5396,UN01004998,ASBIE,Lodging House_ Travel Product Sub-Component. Physical. Lodging House_ Location,The lodging house physical location for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Physical,,,,Lodging House,Location,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Lodging House Location
5397,UN01009805,ASBIE,Lodging House_ Travel Product Sub-Component. Specified. Product_ Availability,An availability specified for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Specified,,,,Product,Availability,,,6,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Specified Product Availability
5398,UN01010194,ASBIE,Lodging House_ Travel Product Sub-Component. Actual. Lodging House_ Picture,An actual picture of this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Actual,,,,Lodging House,Picture,,,7,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D13A,Actual Picture
5399,UN01010195,ASBIE,Lodging House_ Travel Product Sub-Component. Applicable. Lodging House_ Usage Condition,An applicable usage condition for this lodging house travel product sub-component.,,Lodging House,Travel Product Sub-Component,,Applicable,,,,Lodging House,Usage Condition,,,8,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D13A,Applicable Usage Condition
5400,UN01004916,ABIE,Lodging House_ Travel Product. Details,A lodging house travel item which may be purchased by a customer.,,Lodging House,Travel Product,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Lodging House Travel Product
5401,UN01004917,BBIE,Lodging House_ Travel Product. Type. Code,The code specifying the type of lodging house travel product.,,Lodging House,Travel Product,,Type,,Code,,,,,,1,1,1,In All Contexts,"10:Individual, 　11: Ready-made, 12:Partially made-to-order, 13:Made-to-order,  20:Group,  30:Charter,　40:Option",1.0,,,,,,,,,,,,D09A,Type Code
5402,UN01004918,BBIE,Lodging House_ Travel Product. Category. Code,The code specifying the category of lodging house travel product.,,Lodging House,Travel Product,,Category,,Code,,,,,,2,1,1,In All Contexts,"11:stay plan, 12:day use plan, 13:dynamic package plan, etc.",1.0,,,,,,,,,,,,D09A,Category Code
5403,UN01004919,BBIE,Lodging House_ Travel Product. Identification. Identifier,The unique identifier for this lodging house travel product.,,Lodging House,Travel Product,,Identification,,Identifier,,,,,,3,1,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,ID
5404,UN01004920,BBIE,Lodging House_ Travel Product. Brand_ Name. Text,"The brand name, expressed as text, of this lodging house travel product.",,Lodging House,Travel Product,Brand,Name,,Text,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Brand Name
5405,UN01004921,BBIE,Lodging House_ Travel Product. Name. Text,"The name, expressed as text, of this lodging house travel product.",,Lodging House,Travel Product,,Name,,Text,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Name
5406,UN01004922,BBIE,Lodging House_ Travel Product. Supplier Name. Text,"The name, expressed as text, of the supplier of this lodging house travel product.",,Lodging House,Travel Product,,Supplier Name,,Text,,,,,,6,0,1,In All Contexts,"e.g.,  Hotel Name, Agent Name",1.0,,,,,,,,,,,,D09A,Supplier Name
5407,UN01004923,BBIE,Lodging House_ Travel Product. Supplier. Identifier,The unique identifier for the supplier of this lodging house travel product.,,Lodging House,Travel Product,,Supplier,,Identifier,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Supplier ID
5408,UN01004924,BBIE,Lodging House_ Travel Product. Sales Manager Name. Text,"The name, expressed as text, of the sales manager for this lodging house travel product.",,Lodging House,Travel Product,,Sales Manager Name,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Sales Manager Name
5409,UN01004925,BBIE,Lodging House_ Travel Product. Travel Licence. Identifier,The unique travel licence identifier for this lodging house travel product.,,Lodging House,Travel Product,,Travel Licence,,Identifier,,,,,,9,0,1,In All Contexts,"e.g., This is only applied for the travel products supplied to customers through travel agency",1.0,,,,,,,,,,,,D09A,Travel Licence ID
5410,UN01004926,BBIE,Lodging House_ Travel Product. Reservation Guarantee Required. Indicator,The indication of whether or not this lodging house travel product requires a reservation guarantee.,,Lodging House,Travel Product,,Reservation Guarantee Required,,Indicator,,,,,,10,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Reservation Guarantee Required Indicator
5411,UN01004927,BBIE,Lodging House_ Travel Product. Reservation Guarantee. Text,"The reservation guarantee, expressed as text, for this lodging house travel product.",,Lodging House,Travel Product,,Reservation Guarantee,,Text,,,,,,11,0,1,In All Contexts,"e.g., CARD",1.0,,,,,,,,,,,,D09A,Reservation Guarantee Text
5412,UN01004928,BBIE,Lodging House_ Travel Product. Indemnity Clause. Text,"The indemnity clause, expressed as text, for this lodging house travel product.",,Lodging House,Travel Product,,Indemnity Clause,,Text,,,,,,12,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Indemnity Policy Text
5413,UN01004929,BBIE,Lodging House_ Travel Product. Cancellation Policy. Text,"The cancellation policy, expressed as text, for this lodging house travel product.",,Lodging House,Travel Product,,Cancellation Policy,,Text,,,,,,13,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Cancellation Policy Text
5414,UN01004930,BBIE,Lodging House_ Travel Product. Sales Office Information. Text,"Sales office information, expressed as text, for this lodging house travel product.",,Lodging House,Travel Product,,Sales Office Information,,Text,,,,,,14,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Sales Office Information Text
5415,UN01004931,BBIE,Lodging House_ Travel Product. Description. Text,The textual description of this lodging house travel product.,,Lodging House,Travel Product,,Description,,Text,,,,,,15,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Description
5416,UN01004935,ASBIE,Lodging House_ Travel Product. Defined. Travel Product_ Feature,A feature defined for this lodging house travel product.,,Lodging House,Travel Product,,Defined,,,,Travel Product,Feature,,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Defined Feature
5417,UN01004936,ASBIE,Lodging House_ Travel Product. Applicable. Travel Product_ Period,A period applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Travel Product,Period,,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Applicable Period
5418,UN01004937,ASBIE,Lodging House_ Travel Product. Included. Lodging House_ Travel Product Component,A lodging house travel product component included in this lodging house travel product.,,Lodging House,Travel Product,,Included,,,,Lodging House,Travel Product Component,,,6,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Included Travel Product Component
5419,UN01004938,ASBIE,Lodging House_ Travel Product. Applicable. Product_ Availability,Product availability applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Product,Availability,,,7,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Availability
5420,UN01004939,ASBIE,Lodging House_ Travel Product. Applicable. Basic_ Price,A basic price applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Basic,Price,,,8,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Basic Price
5421,UN01004940,ASBIE,Lodging House_ Travel Product. Applicable. Extra_ Price,An extra price applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Extra,Price,,,9,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Extra Price
5422,UN01004941,ASBIE,Lodging House_ Travel Product. Applicable. Discount_ Price,A discount price applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Discount,Price,,,10,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Discount Price
5423,UN01004942,ASBIE,Lodging House_ Travel Product. Applicable. Service_ Price,A service price applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Service,Price,,,11,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Service Price
