change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN01008635,BBIE,CISDFL_ Supply Chain_ Trade Delivery. Agreed. Quantity,The agreed quantity for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Agreed,,Quantity,,,,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Agreed Quantity,
,UN01008636,BBIE,CISDFL_ Supply Chain_ Trade Delivery. Latest_ Despatched. Quantity,The latest quantity despatched in this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Latest,Despatched,,Quantity,,,,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Latest Despatched Quantity,
,UN01008637,BBIE,CISDFL_ Supply Chain_ Trade Delivery. Remaining_ Requested. Quantity,The remaining quantity requested for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Remaining,Requested,,Quantity,,,,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Remaining Requested Delivery Quantity,
,UN01008638,BBIE,CISDFL_ Supply Chain_ Trade Delivery. Requested. Quantity,The quantity requested for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Requested,,Quantity,,,,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Requested Quantity,
,UN01012712,BBIE,CISDFL_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,The number of units per package in this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Per Package,Unit,,Quantity,,,,,,6,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18A,,,,Per Package Unit Quantity,
,UN01008639,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,The party acting as the ship from for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Ship From,,,,CI_ Trade,Party,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship From Party,
,UN01008640,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The party acting as the ship to for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Ship To,,,,CI_ Trade,Party,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship To Party,
,UN01008641,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Final Destination. CI_ Trade_ Country,The country of final destination for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Final Destination,,,,CI_ Trade,Country,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Final Destination Country,
,UN01008642,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional referenced document for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Additional,Referenced,,,,CI_ Referenced,Document,,,4,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Additional Document,
,UN01008643,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The referenced despatch advice document for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Despatch Advice,Referenced,,,,CI_ Referenced,Document,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Despatch Advice Document,
,UN01008644,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,A referenced receiving advice document for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Receiving Advice,Referenced,,,,CI_ Referenced,Document,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Receiving Advice Document,
,UN01008645,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Projected. CI_ Supply Chain_ Supply Plan,A supply plan projected for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Projected,,,,CI_ Supply Chain,Supply Plan,,,7,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Projected Supply Plan,
,UN01012713,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Related. CI_ Supply Chain_ Consignment,A supply chain consignment related to this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Related,,,,CI_ Supply Chain,Consignment,,,8,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18A,,,,Related Consignment,
,UN01012719,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Logistics. Referenced_ Logistics_ Package,A referenced logistics package for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Logistics,,,,Referenced_ Logistics,Package,,,9,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18A,,,,Referenced Logistics Package,
,UN01012743,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Handling. CI_ Handling_ Instructions,Handling instructions for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,,Handling,,,,CI_ Handling,Instructions,,,10,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18A,,,,Handling Instructions,
,UN01013400,ASBIE,CISDFL_ Supply Chain_ Trade Delivery. Planned Ship To_ Delivery. CI_ Supply Chain_ Event,The planned ship to delivery event for this CISDFL supply chain trade delivery.,,,CISDFL_ Supply Chain,Trade Delivery,Planned Ship To,Delivery,,,,CI_ Supply Chain,Event,,,11,0,1,Scheduling,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D20A,,,,Planned Ship To Delivery Event,
,UN01008735,ABIE,CISDFL_ Supply Chain_ Trade Line Item. Details,Information specific to a supply chain trade line item reported on for a Cross Industry Scheduling Demand Forecast Line (CISDFL).,,,CISDFL_ Supply Chain,Trade Line Item,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISDFL Trade Line Item,
,UN01008736,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Associated. CIS_ Document Line_ Document,The document line associated with this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Associated,,,,CIS_ Document Line,Document,,,1,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Document Line,
,UN01008740,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Specified. CIS_ Supply Chain_ Trade Agreement,The trade agreement specified for this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Specified,,,,CIS_ Supply Chain,Trade Agreement,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Agreement,
,UN01008741,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Specified. CISDFL_ Supply Chain_ Trade Delivery,The trade delivery specified for this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Specified,,,,CISDFL_ Supply Chain,Trade Delivery,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Delivery,
,UN01008738,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,The product specified for this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Specified,,,,CI_ Trade,Product,,,4,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Product,
,UN01008739,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Substituted. CI_ Referenced_ Product,The referenced product that is substituted in this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Substituted,,,,CI_ Referenced,Product,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substituted Product,
,UN01008737,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Substitute_ Applicable. CI_ Referenced_ Product,A referenced substitute product applicable to this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,Substitute,Applicable,,,,CI_ Referenced,Product,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substitute Product,
,UN01013377,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Specified. CIS_ Supply Chain_ Trade Settlement,The trade settlement specified for this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,,Specified,,,,CIS_ Supply Chain,Trade Settlement,,,7,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D20A,,,,Specified Trade Settlement,
,UN01013378,ASBIE,CISDFL_ Supply Chain_ Trade Line Item. Requisitioner_ Specified. CI_ Trade_ Product,The product specified by the requisitioner for this CISDFL supply chain trade line item.,,,CISDFL_ Supply Chain,Trade Line Item,Requisitioner,Specified,,,,CI_ Trade,Product,,,8,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D20A,,,,Specified Requisitioner Trade Product,
,UN01008834,ABIE,CISDF_ Supply Chain_ Trade Transaction. Details,"Trade line items, trade agreement, and trade delivery details included in this Cross Industry Scheduling Demand Forecast (CISDF).",,,CISDF_ Supply Chain,Trade Transaction,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISDF Trade Transaction,
,UN01008835,ASBIE,CISDF_ Supply Chain_ Trade Transaction. Applicable. CIS_ Supply Chain_ Trade Agreement,The trade agreement applicable to this CISDF supply chain trade transaction.,,,CISDF_ Supply Chain,Trade Transaction,,Applicable,,,,CIS_ Supply Chain,Trade Agreement,,,1,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Agreement,
,UN01008836,ASBIE,CISDF_ Supply Chain_ Trade Transaction. Applicable. CISH_ Supply Chain_ Trade Delivery,The Cross Industry Scheduling Header (CISH) trade delivery applicable to this CISDF supply chain trade transaction.,,,CISDF_ Supply Chain,Trade Transaction,,Applicable,,,,CISH_ Supply Chain,Trade Delivery,,,2,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Delivery,
,UN01008837,ASBIE,CISDF_ Supply Chain_ Trade Transaction. Included. CISDFL_ Supply Chain_ Trade Line Item,A Cross Industry Scheduling Demand Forecast Line (CISDFL) supply chain trade line item included in this CISDF supply chain trade transaction.,,,CISDF_ Supply Chain,Trade Transaction,,Included,,,,CISDFL_ Supply Chain,Trade Line Item,,,3,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Line Item,
,UN01008742,ABIE,CISDRL_ Supply Chain_ Trade Line Item. Details,Information specific to a supply chain trade line item reported on for a Cross Industry Scheduling Demand Forecast Response Line (CISDRL).,,,CISDRL_ Supply Chain,Trade Line Item,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISDRL Trade Line Item,
,UN01008743,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Associated. CIS_ Document Line_ Document,The document line associated with this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,,Associated,,,,CIS_ Document Line,Document,,,1,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Document Line,
,UN01008747,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Specified. CIS_ Supply Chain_ Trade Agreement,The trade agreement specified for this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,,Specified,,,,CIS_ Supply Chain,Trade Agreement,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Agreement,
,UN01008748,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Specified. CISDFL_ Supply Chain_ Trade Delivery,The Cross Industry Scheduling Demand Forecast Line (CISDFL) trade delivery specified for this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,,Specified,,,,CISDFL_ Supply Chain,Trade Delivery,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Delivery,
,UN01008745,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,The product specified for this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,,Specified,,,,CI_ Trade,Product,,,4,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Product,
,UN01008746,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Substituted. CI_ Referenced_ Product,The referenced product that is substituted in this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,,Substituted,,,,CI_ Referenced,Product,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substituted Product,
,UN01008744,ASBIE,CISDRL_ Supply Chain_ Trade Line Item. Substitute_ Applicable. CI_ Referenced_ Product,A referenced substitute product applicable to this CISDRL supply chain trade line item.,,,CISDRL_ Supply Chain,Trade Line Item,Substitute,Applicable,,,,CI_ Referenced,Product,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substitute Product,
,UN01008838,ABIE,CISDR_ Supply Chain_ Trade Transaction. Details,"Trade line items, trade agreement, and trade delivery details included in this Cross Industry Scheduling Demand Forecast Response (CISDR).",,,CISDR_ Supply Chain,Trade Transaction,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISDR Trade Transaction,
,UN01008839,ASBIE,CISDR_ Supply Chain_ Trade Transaction. Applicable. CIS_ Supply Chain_ Trade Agreement,The trade agreement applicable to this CISDR supply chain trade transaction.,,,CISDR_ Supply Chain,Trade Transaction,,Applicable,,,,CIS_ Supply Chain,Trade Agreement,,,1,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Agreement,
,UN01008840,ASBIE,CISDR_ Supply Chain_ Trade Transaction. Applicable. CISH_ Supply Chain_ Trade Delivery,The Cross Industry Scheduling Header (CISH) trade delivery applicable to this CISDR supply chain trade transaction.,,,CISDR_ Supply Chain,Trade Transaction,,Applicable,,,,CISH_ Supply Chain,Trade Delivery,,,2,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Delivery,
,UN01008841,ASBIE,CISDR_ Supply Chain_ Trade Transaction. Included. CISDRL_ Supply Chain_ Trade Line Item,A Cross Industry Scheduling Demand Forecast Response Line (CISDRL) trade line item included in this CISDR supply chain trade transaction.,,,CISDR_ Supply Chain,Trade Transaction,,Included,,,,CISDRL_ Supply Chain,Trade Line Item,,,3,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Line Item,
,UN01008646,ABIE,CISH_ Supply Chain_ Trade Delivery. Details,Supply chain shipping arrangements and movement of products and or services including despatch and delivery communicated at Header level in a Cross Industry Scheduling (CISH) process.,,,CISH_ Supply Chain,Trade Delivery,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISH Trade Delivery,
,UN01008647,BBIE,CISH_ Supply Chain_ Trade Delivery. Partial Delivery Allowed. Indicator,The indication of whether or not this CISH supply chain trade delivery can be a partial delivery.,,,CISH_ Supply Chain,Trade Delivery,,Partial Delivery Allowed,,Indicator,,,,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Partial Delivery Allowed Indicator,
,UN01008648,BBIE,CISH_ Supply Chain_ Trade Delivery. Agreed. Quantity,The quantity agreed for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Agreed,,Quantity,,,,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Agreed Quantity,
,UN01008649,BBIE,CISH_ Supply Chain_ Trade Delivery. Due In_ Available. Quantity,The available quantity due in for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Due In,Available,,Quantity,,,,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Available Quantity Due In,
,UN01008650,BBIE,CISH_ Supply Chain_ Trade Delivery. Despatched. Quantity,The quantity despatched in this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Despatched,,Quantity,,,,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Despatched Quantity,
,UN01008651,BBIE,CISH_ Supply Chain_ Trade Delivery. Due In_ Forecasted. Quantity,The forecasted quantity due in for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Due In,Forecasted,,Quantity,,,,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Forecasted Quantity Due In,
,UN01008652,BBIE,CISH_ Supply Chain_ Trade Delivery. Modification_ Forecasted. Quantity,The modification of a previously forecasted quantity for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Modification,Forecasted,,Quantity,,,,,,6,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Modification Of Forecasted Quantity,
,UN01008653,BBIE,CISH_ Supply Chain_ Trade Delivery. Due In_ Requested. Quantity,The requested quantity due in for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Due In,Requested,,Quantity,,,,,,7,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Requested Delivery Quantity Due In,
,UN01008654,BBIE,CISH_ Supply Chain_ Trade Delivery. Remaining_ Requested. Quantity,The requested quantity remaining for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Remaining,Requested,,Quantity,,,,,,8,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Remaining Requested Delivery Quantity,
,UN01008655,BBIE,CISH_ Supply Chain_ Trade Delivery. Requested. Quantity,The quantity requested for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Requested,,Quantity,,,,,,9,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Requested Quantity,
,UN01008656,ASBIE,CISH_ Supply Chain_ Trade Delivery. Inventory Manager. CI_ Trade_ Party,The inventory manager trade party for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Inventory Manager,,,,CI_ Trade,Party,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Inventory Manager,
,UN01008657,ASBIE,CISH_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,The ship from party for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Ship From,,,,CI_ Trade,Party,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship From Party,
